,B cell,Conventional dendritic cell,Endothelial A,Endothelial B,Epithelial crypt,Epithelial other,Epithelial villi,Glial,Macrophage,Malignancy epithelial A,Malignancy epithelial B,Mast cell,Monocyte,Neutrophil,NK cell,Pericyte,Plasma,Plasmablast,Plasmacytoid dendritic cell,Smooth muscle,Stroma A,Stroma B.1,Stroma B.2,Stroma C,Stroma D,T cell CD4,T cell CD8,T cell regulatory
DNER,0,0.00377724358974359,0.00555978674790556,0.000271739130434781,0.00445733623398598,0,0.00252629408125386,0.00431852221667499,0,0.0133975960614438,0.0079165669617931,0.0152454888795636,0.00505514705882353,0.00493794699200673,0.00196506550218341,0,0.00936025430884617,0.0153994629070158,0.00466101694915254,0.0010053126277074,0.00527426160337553,0.00213381057268722,0,0.0139263881813551,0.00685666767462957,0.00972222222222222,0.0015005359056806,0.00302028122125367
DNM1,0.0125978647686833,0.0196746794871795,0.0112718964204113,0.01875,0,0,0,0.0247878182725911,0.035234864837085,0.03102056505862,0.0373494456409029,0.0185186739404112,0.0112591911764706,0.00714661337820783,0.00196506550218341,0.0119560179224391,0.0267943177867183,0.0174135615978516,0.0216101694915254,0.00970984879444218,0.0123066104078762,0.0117703744493392,0.0313955885384457,0.0530247070809985,0.0380027214998488,0,0.0202572347266881,0.0130513820141049
DNM1L,0.0538790035587189,0.0392580128205128,0.048019801980198,0.0757246376811594,0.055605511240029,0.0472959685349066,0.0422252010723861,0.0808287568647029,0.0554493438859766,0.25013971229616,0.237038366435351,0.0332060428031893,0.0215992647058824,0.0226072780816155,0.00924308588064046,0.0497064428078488,0.0397084388814384,0.030337361530715,0.0244350282485876,0.0332488761749081,0.0193389592123769,0.0329708149779736,0.0559266130694702,0.0416900152827305,0.0411778046567886,0.00277777777777778,0.0371382636655949,0.0386766831661483
DNM2,0.10085409252669,0.0660208333333333,0.0514470677837014,0.0971014492753623,0.0732028039642253,0.0649950835791544,0.100278407919159,0.102546180728907,0.153164079898585,0.486393944322063,0.664014517029592,0.0531808644565673,0.0494025735294118,0.0430111485065208,0.00778748180494905,0.0473888860277077,0.0464138479113893,0.0360439744880832,0.0159604519774011,0.0110175725378014,0.0151195499296765,0.0236095814977974,0.0722119150690579,0.0346854304635762,0.0333156939824614,0.00972222222222222,0.0885852090032154,0.0564610802050024
DNM3,0.00690391459074733,0.00249519230769231,0.028027418126428,0.0580615942028986,0.00179840464104423,0,0.001907609816457,0.00677317357297387,0.00145270154520848,0.0216768432413253,0.0139786232751057,0.00391523289970625,0.00229779411764706,0.00357067732435843,0.000509461426491994,0.00582736777051038,0.00235682709978642,0.00113293051359517,0.0103107344632768,0.00194523906824683,0,0,0,0.00755858380030566,0.00428636226186876,0,0.00605573419078242,0.00621796837355994
DNMT1,0.0218505338078292,0.0213733974358974,0.00955826351865956,0.0360507246376812,0.0196857626299251,0.00894788593903638,0.0075788822437616,0.0246630054917624,0.0279713571110426,0.111861500022177,0.07096992901013,0.0105455308434746,0.00459558823529412,0.00230858224652924,0.00342066957787482,0.0150460936292939,0.0140788754780708,0.0143924135615979,0.00748587570621469,0.00603187576624438,0.00668073136427567,0.00819107929515418,0.0142857142857143,0.0112519103413143,0.0126020562443302,0.00972222222222222,0.0357984994640943,0.0193591484515309
DNMT3A,0.000498220640569393,0,0,9.05797101449259e-05,0,0,0,0,0,0.0344801076302133,0.0082356225572306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428724544480171,0
DNMT3B,0,0.000828525641025642,0.00137090632140137,0.00344202898550725,0,0,0,0.00298718588783491,0.0017267961763799,0.0279897692159849,0.0203198532344261,0.00550986151909358,0,0.000730963399242742,0,0.00139825925735181,2.23513634331693e-05,0,0,0,0,0,0.00274170274170274,0.00246434029546612,0,0,0.000964630225080384,0.00135573174471067
DNMT3L,0.0182918149466192,0.00989903846153846,0.0067022086824067,0.00670289855072464,0,9.83284169124871e-05,0,0.00153103677816608,0.0145749820125398,0.0121261402445335,0.0157733109994417,0.0151615610574906,0.00643382352941176,0.0108277240218763,0,0.0085569346448988,0.00548601798043014,0.00130077207116482,0.00183615819209039,0.000187985288107886,0,0,0.00707070707070707,0.0139263881813551,0.00337919564560024,0.00277777777777778,0.00819935691318328,0.011781067939901
DNTT,0.00334519572953737,0,0.00308453922315308,0.00108695652173913,0,0.00206489675516224,5.15570220664049e-05,0,0,0,0,0,0,0.000415439629785443,0.00196506550218341,0.00036823402173353,0.000121690756469478,0.00281134608929171,0.00183615819209039,0,0,0,0,0.00501146204788589,0.0038327789537345,0,0,0.000435849139252703
DOCK1,0.0097508896797153,0.0162772435897436,0.0739146991622239,0.157699275362319,0.0727677060671984,0.0266470009832842,0.0786244586512683,0.0510817107671826,0.0376331928598349,0.244595573559633,0.197435590651671,0.0120562316407889,0.00942095588235294,0.00230858224652924,0,0.0610882216614307,0.0258009238563552,0.00616817724068479,0.013135593220339,0.0268737229260319,0.0291842475386779,0.028840859030837,0.0524221809936096,0.0597745797249109,0.0408754157846991,0.00277777777777778,0.00712754555198285,0.00669981164308555
DOCK10,0.0766548042704626,0.0405080128205128,0.000990099009900988,0.00307971014492753,0.0045540246555475,0.00599803343166175,0.000464013198597648,0,0.0517148045362661,0,0,0.0259882501049098,0.00666360294117647,0.00441207404291123,0.00196506550218341,0.0223077715404027,0.0149729300153976,0.00767875125881168,0.0216101694915254,0.00423375561912546,0.00386779184247539,0,0.00294784580498866,0.00806800815078961,0.0171378893256728,0,0.0765273311897106,0.041217311314556
DOCK2,0.105124555160142,0.044386217948718,0.000799695354150799,0,0.0016050277979212,0.00304818092428712,0.000360899154464836,0.00119820269595607,0.0728886147942577,0,0,0.0280864456567352,0.00850183823529412,0.00420172486327303,0,0,0.0251552178016192,0.0239593823430681,0.013135593220339,0,0.00386779184247539,0,0.0033601319315605,0.00437468160978095,0.00594950105836105,0.0236111111111111,0.0982315112540193,0.0471746462832362
DOCK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000520614219604544,0,0,0,0,0.00466101694915254,0,0,0,0,0,0,0,0,0
DOCK4,0,0.00451442307692308,0.0152703731911653,0.0377717391304348,0,0,0,0,0.025196148970432,0,0,0,0.0101102941176471,0.00283445519562474,0,0.00191327187516094,0,0,0.00183615819209039,0,0.00246132208157525,0,0,0.00577559857361182,0.0015648624130632,0,0,0.000129221604100047
DOCK8,0.246761565836299,0.0995785256410257,0.0303122619954303,0.0321557971014493,0.015286439448876,0.0266470009832842,0.00716642606723036,0.0228324180396073,0.178928975228698,0.0160735670249412,0.0226728882507777,0.0657700377675199,0.0422794117647059,0.0363851493479175,0.0150655021834061,0.029929958283978,0.0777057567178265,0.0778365223229272,0.0357344632768362,0.00778912954638333,0.00246132208157525,0.0125963656387665,0.0324263038548753,0.0209309730005094,0.0346764439068642,0.00972222222222222,0.218006430868167,0.12260501993079
DOCK9,0.0261209964412811,0.00912980769230769,0.153693830921554,0.401902173913043,0.00498912255257433,0.00206489675516224,0.00510414518457414,0.0212098518888334,0.0164936444307397,0.0906754978636585,0.0939419318816304,0.00987410826689047,0.00620404411764706,0,0.00342066957787482,0.0225652778493073,0.0102046391496548,0.00381839543470964,0.0103107344632768,0.00680833673886392,0.00527426160337553,0.000481828193832598,0.0138734281591424,0.0183838512480897,0.00836861203507711,0.0305555555555556,0.0280278670953912,0.01677471636953
DOK3,0.0688256227758007,0.0385208333333333,0.0274562071591775,0.0238224637681159,0.00972685520908871,0.0148475909537856,0.00685708393483192,0.0349808620402729,0.0742933497790112,0.0492349088543592,0.052943287867911,0.0379899286613512,0.0199908088235294,0.0258676903660076,0.00342066957787482,0.0199387134984807,0.0319599662246064,0.0419184290030211,0.0272598870056497,0.0131017572537801,0.00949367088607595,0.0123210352422907,0.0328385899814471,0.0218224656138563,0.0162307227094043,0.0166666666666667,0.0352625937834941,0.0290836217092295
DOK6,0.00192170818505338,0.00868108974358974,0.00575019040365575,0.00543478260869565,0.000589799371525259,0,0,0.00510900316192378,0.00775687806215096,0.00349206818551428,0.00548376804658212,0.00634913973982375,0.00597426470588235,0.00925010517458982,0.0121542940320233,0.014376577226142,0.00464163313962151,0,0.00183615819209039,0.00362076011442583,0.00386779184247539,0.00103248898678414,0.00830756545042259,0.0153273051451859,0.00761263985485334,0.00277777777777778,0.00632368703108253,0.00709404704542468
DPP4,0.0197153024911032,0.0152516025641026,0.0244097486671744,0.0176630434782609,0.0132076383853034,0.0345132743362832,0.0121159001856053,0.00835413546347146,0.0185150923356289,0.0196957376661394,0.022633006301348,0.0216240033571129,0.0193014705882353,0.00977597812368532,0.0106986899563319,0.0105654838543544,0.0115953906521631,0.00600033568311514,0.013135593220339,0.00644053943604414,0.0123066104078762,0.0101183920704846,0.00975056689342403,0.025133723892002,0.0166843060175386,0,0.014898177920686,0.0298720925139077
DPP7,0.132170818505338,0.110796474358974,0.0775323686214775,0.132155797101449,0.0430360164370317,0.044346116027532,0.0345947618065581,0.135954401730737,0.243135642580601,0.510285486184006,0.502811677434793,0.085577003776752,0.0464154411764706,0.0270246108540177,0.00924308588064046,0.082358242776948,0.102242586797795,0.10569822087949,0.0470338983050847,0.0521291377196567,0.0460618846694796,0.0514179515418502,0.103133374561946,0.0895759042282221,0.068543997580889,0,0.153965702036442,0.103813132419291
DPPA3,0.0218505338078292,0.016661858974359,0.0186976389946687,0.00842391304347826,0.00658448150833937,0.00108161258603736,0.00221695194885543,0.00619071392910634,0.0146092438414363,0.0241901861352179,0.0247866315705512,0.0214561477129669,0.0103400735294118,0.0155605805637358,0.00342066957787482,0.0100504712365453,0.00628073312472061,0.00331487076200067,0.0159604519774011,0.00108704536166735,0.00386779184247539,0.00543777533039647,0.00521541950113379,0.0174923586347427,0.00957816752343514,0.00277777777777778,0.00927116827438371,0.0187458933812256
DPPA4,0.00263345195729537,0,0,0,0,0.00108161258603736,0,0,0,0,0,0,0,0,0.00342066957787482,0,0,0,0.0103107344632768,0,0.00246132208157525,0,0,0,0,0,0.00123258306538049,0.00034824127206623
DPPA5,0.041067615658363,0.0300913461538462,0.0404036557501904,0.0369565217391304,0.0205559584239787,0.027630285152409,0.0168591462157146,0.0333166916292228,0.028245451742214,0.0750632031815964,0.0860851878439818,0.0329542593369702,0.0445772058823529,0.0371213714766512,0.00924308588064046,0.0283849204305505,0.0258505935528734,0.0214417589795233,0.0300847457627119,0.0128156926849203,0.0221518987341772,0.0134223568281938,0.0262420119562977,0.0239875191034131,0.0207665557907469,0.00277777777777778,0.0323151125401929,0.0353913881466556
DPT,0,0.00124519230769231,0,0,0,0,0,0,0,0,0,0.00240453210239194,0.00045955882352941,0.000836137989061842,0.00196506550218341,0,0,0,0,0.000392317123007763,0,0,0,0.0180017829852267,0.00035530692470517,0.00277777777777778,0.00391211146838156,0.000173025537693284
DPY30,0.0624199288256228,0.0589375,0.0653465346534653,0.109873188405797,0.0673048102489727,0.0315634218289085,0.0359352443802846,0.144233649525711,0.100263816082502,0.500379958308077,0.411601659089096,0.0541040704993705,0.0344669117647059,0.0333350862431637,0.025254730713246,0.0795771746407787,0.0594273083991457,0.0493034575360859,0.0187853107344633,0.0393788312219044,0.0221518987341772,0.0494906387665198,0.0994227994227994,0.0630858380030565,0.0504006652555186,0,0.089924973204716,0.0620241797713435
DPYD,0.1044128113879,0.176533653846154,0.0512566641279513,0.0818840579710145,0.0284844089920232,0.0148475909537856,0.0159311198185193,0.0448410717257447,0.290554013773255,0.0300743653809193,0.0389447236180904,0.0619093579521611,0.0900735294117647,0.0214503575936054,0.00196506550218341,0.0753540711747438,0.0780037748969354,0.0461144679422625,0.032909604519774,0.0367633837351859,0.0193389592123769,0.0398540748898678,0.0559266130694702,0.0949248599083036,0.0612866646507409,0.00277777777777778,0.133601286173633,0.0759100267203995
DPYSL2,0.00476868327402135,0.00996314102564103,0.016031987814166,0.0646739130434783,0,0,0,0.0153020469296056,0.027765786137664,0.00983456290010201,0.0572505384063173,0.00550986151909358,0.00137867647058823,0,0,0.0224107740639646,0.00364823920925843,0,0.00183615819209039,0.00276256640784634,0.00105485232067511,0.000206497797356826,0.0136672850958565,0.0154546612328069,0.00972936195947989,0,0.00176848874598071,0
DR1,0.0246975088967972,0.0183285256410256,0.00879664889565879,0.0269021739130435,0.0223446942228668,0.00501474926253687,0.0151062074654568,0.0136794807788317,0.0192688525713503,0.0428480610298792,0.035674403764856,0.0196097356273605,0.0133272058823529,0.000415439629785443,0.00342066957787482,0.0210717412576608,0.0110986936869816,0.00734306814367237,0.00748587570621469,0.0110584389047814,0,0.0123210352422907,0.0208822923108637,0.0125254712175242,0.0136604172966435,0.00972222222222222,0.0427652733118971,0.0187458933812256
DRAM1,0.0239857651245552,0.0315336538461538,0.0186976389946687,0.0308876811594203,0.0051341551849166,0,0.000257785110332026,0.019004826094192,0.0842635419878713,0.0540102603527551,0.0951782723139507,0.0243936214855224,0.0353860294117647,0.0233435002103492,0.000509461426491994,0.0158701138177885,0.0258009238563552,0.0189241356159785,0,0.0128156926849203,0.0109001406469761,0.0128716960352423,0.0454133168418883,0.0303553234844626,0.0266631387964923,0,0.0207931404072883,0.0146721275570546
DRAP1,0.100142348754448,0.0820144230769231,0.0634424980959634,0.109510869565217,0.0503359922649263,0.0345132743362832,0.034079191585894,0.128715260442669,0.148298900195292,0.289687901950058,0.386994496290979,0.0718967687788502,0.0457261029411765,0.029443626419857,0.00778748180494905,0.0845727970335273,0.0623578204937168,0.0447717354817053,0.0357344632768362,0.0502084184715979,0.0235583684950774,0.0428827092511013,0.123953823953824,0.0531520631686195,0.0599259147263381,0,0.0979635584137192,0.060447238161987
DRAXIN,0,0.00364903846153846,0.00651180502665651,0.00344202898550725,0.0053758762388204,0,0.00056712724273046,0,0.00203515263644773,0.00331465574594539,0,0.0036634494334872,0.00252757352941176,0.00304480437526294,0,0,0.00186013013460488,0,0.00466101694915254,0,0.0109001406469761,0,0,0.00310112073357106,0.000657695796794675,0,0.00418006430868167,0.0052104779009155
DRD1,0,0.00227083333333333,0.00974866717440975,0.00172101449275362,0,0,0,0,0,0.00463046467274798,0.0197216239929808,0.00744020142677298,0.00896139705882353,0.00903975599495162,0.00633187772925764,0.00618787660297677,0.00131376347290518,0.000965088956025512,0.00466101694915254,0,0.0207454289732771,0,0.00150484436198722,0.00590295466123281,0.00201844572119746,0.00277777777777778,0.000160771704180064,0.00354592842437251
DRD2,0.00690391459074733,0.000636217948717949,0.00308453922315308,0,0.00310369833212473,0.0404129793510324,0.000773355330996081,0.0036112497919787,0,0.0223717086296367,0.00983090053441812,0.0109651699538397,0.00597426470588235,0.000310265039966343,0.000509461426491994,0.00114075294844724,0.00300253315452242,0.00448976166498825,0,0,0.00386779184247539,0.00295980176211454,0,0.0070491594498217,0,0,0.000160771704180064,0.00376494809233869
DRD4,0.0254092526690391,0.0236490384615385,0.024980959634425,0.0230978260869565,0.0188155668358714,0.0109144542772861,0.00520725922870695,0.0144699617240805,0.0210504676739644,0.069592986294889,0.0549373853393954,0.0235543432647923,0.0188419117647059,0.0257625157761885,0.00778748180494905,0.0219472627079363,0.0146252421397705,0.00767875125881168,0.0216101694915254,0.00885165508786269,0.00386779184247539,0.00488711453744493,0.0161410018552876,0.0293364747834947,0.0162307227094043,0,0.0207931404072883,0.0253164834202111
DSC2,0,0,0,0,0,0.00599803343166175,0.0142812951123943,0,0.00532428821050468,0.047209450169281,0.057290420355747,0,0,0,0.000509461426491994,0,0,0,0,0,0,0,0,0,0,0,0,0
DSC3,0.0104626334519573,0.0173349358974359,0.0164127951256664,0.0136775362318841,0.0185738457819676,0.0128810226155359,0.0151062074654568,0.0202945581627559,0.0190975434268681,0.0444743417259273,0.0445281965382468,0.01709190096517,0.0153952205882353,0.0222917543121582,0.0106986899563319,0.0198872122366998,0.0131351512442259,0.00683954347096341,0.0103107344632768,0.0119166326113609,0.0193389592123769,0.00543777533039647,0.0134611420325706,0.0213130412633724,0.0153235560931358,0.0375,0.0173097534833869,0.0173441675062421
DSCAM,0.00832740213523132,0.00630929487179487,0.00974866717440975,0.0122282608695652,0.00648779308677786,9.83284169124871e-05,0.00252629408125386,0.0102263271759028,0.00779113989104739,0.0266000384393619,0.0272991943846215,0.00517415023080151,0.00505514705882353,0.00504312158182583,0,0.00634238038831951,0.00424427556747628,0.00516112789526687,0.0103107344632768,0.00415202288516551,0.0123066104078762,0.00461178414096916,0.0105751391465677,0.00959628120224147,0.00912458421530088,0.00972222222222222,0.00498392282958199,0.00691883131105173
DSCAML1,0.0111743772241993,0.00259134615384616,0.00555978674790556,0.0129528985507246,0.000251389896059946,0,0,0.00515060742220003,0.0113543700962757,0.0294682062123923,0.043610911701364,0.00139739823751574,0,0.000941312578880941,0.00342066957787482,0,0.00156211195549595,0,0.00466101694915254,0,0.00527426160337553,0,0.00500927643784787,0.00513881813550688,0.00171605684910795,0,0.00578778135048232,0.00450961496342371
DSE,0.0666903914590747,0.0856041666666667,0.0308834729626809,0.0259057971014493,0.00943678994440416,0.0168141592920354,0.00747576819962879,0.0270344483275087,0.15761811765512,0.0147429737281746,0.0523450586264657,0.0488166177087705,0.0772058823529412,0.0519509886411443,0.00196506550218341,0.0368311273626204,0.0383176873789301,0.00986069150721719,0.0244350282485876,0.018291785860237,0.00668073136427567,0.0459113436123348,0.0406720263863121,0.0540435557819664,0.0520638040520109,0.00972222222222222,0.0360664523043944,0.0294778571115686
DSG3,0.00690391459074733,0.00707852564102564,0.0164127951256664,0.0135869565217391,0.0163016678752719,0.00993117010816126,0.0094349350381522,0.0147195872857381,0.00330284030561551,0.0448291666050651,0.0385060221743639,0.0118044481745699,0.0105698529411765,0.00861905763567522,0.00342066957787482,0.0106169851161353,0.00891322704018278,0.00667170191339376,0.0103107344632768,0.00476501838986514,0.0179324894514768,0.0103937224669604,0.00851370851370851,0.00959628120224147,0.0103341397036589,0.00972222222222222,0.00873526259378349,0.00871479258837443
DSP,0.0254092526690391,0.0164054487179487,0.048019801980198,0.0331521739130435,0.115407299975828,0.173156342182891,0.167611878737884,0.135496754867698,0.0276972624798712,0.619852451987759,0.758774028874531,0.0115526647083508,0.0124080882352941,0.0109328986116954,0.00924308588064046,0.0179301642890251,0.0179034421099687,0.0152316213494461,0.0216101694915254,0.00987331426236207,0.0221518987341772,0.0387527533039648,0.0794269222840651,0.0158367294956699,0.0228832778953734,0,0.0221329046087889,0.0155044022953261
DST,0.0104626334519573,0.0173349358974359,0.0228865194211729,0.0522644927536232,0.0119506889050036,0.0374631268436578,0.0508867807795422,0.0562822433017141,0.0412992085517525,0.155268410236698,0.286970567121321,0.0134830046160302,0.00896139705882353,0.00325515355490114,0.0121542940320233,0.0684529020961013,0.0171087269656782,0.00616817724068479,0.0103107344632768,0.0373763792398856,0.0123066104078762,0.0189289647577092,0.046237889095032,0.0541709118695874,0.0407242213486544,0.00277777777777778,0.00632368703108253,0.00845196898681502
DTL,0.0190035587188612,0.0125913461538462,0.0219345011424219,0.0199275362318841,0.0239883973894126,0.0128810226155359,0.0119096720973397,0.0160509236145781,0.00926439853359372,0.0764085808483271,0.0436906756002233,0.0115526647083508,0.00965073529411765,0.0108277240218763,0.00778748180494905,0.0115440078281918,0.0114463815626087,0.00935716683450822,0,0.0078299959133633,0.0123066104078762,0.0186536343612335,0.00707070707070707,0.0117613346917983,0.014567583912912,0,0.0189174705251876,0.0157672258968855
DTNA,0.00476868327402135,0.0121746794871795,0.00974866717440975,0.00516304347826087,0.00542422044960116,0.00698131760078663,0.00634151371416787,0.0244965884506573,0.0220097988830644,0.0709975014414761,0.0836125069793411,0.0066009232060428,0.00850183823529412,0.00367585191417753,0.00487627365356623,0.0308054797342535,0.0068270997864203,0.0024756629741524,0.00183615819209039,0.0340662035145076,0.0109001406469761,0.00406112334801762,0.0130488559059988,0.0183838512480897,0.0180450559419413,0.00972222222222222,0.00310825294748124,0.00591134083840729
DTNBP1,0.0795017793594306,0.0438413461538462,0.0266945925361767,0.0577898550724638,0.0326903553299492,0.0207472959685349,0.0214992782016911,0.0438841737393909,0.0585671703155514,0.137689794349414,0.131670256042115,0.041514897188418,0.0130974264705882,0.029443626419857,0,0.0356465983416594,0.0266453086971639,0.0214417589795233,0.032909604519774,0.0173109930527176,0.0207454289732771,0.0142483480176211,0.0313955885384457,0.0326477330616403,0.025604777744179,0,0.0341907824222937,0.029171229576416
DTX1,0.0609964412811388,0.0245785256410256,0.0415460776846915,0.0247282608695652,0.0183804689388446,0.0128810226155359,0.0183027428335739,0.0299883508071227,0.0290334738068318,0.0790993361817886,0.0777897423626067,0.0196097356273605,0.0140165441176471,0.0119846445098864,0.00342066957787482,0.0190116907864243,0.0240624844782198,0.0192598187311178,0.0159604519774011,0.0104045770331018,0.0179324894514768,0.0103937224669604,0.0274788703360132,0.0308647478349465,0.0218249168430602,0,0.0467845659163987,0.0329383678654343
DTX3,0.0125978647686833,0.0051875,0.00822543792840822,0.00760869565217391,0,0,0,0.00515060742220003,0.00977832596704012,0.00532533006105945,0.00624152508574619,0.0085312631137222,0.00206801470588235,0.00399137568363483,0,0.0372431374568677,0.0109993542939453,0,0,0.0143277482631794,0.00808720112517581,0.00130781938325991,0.00789527932385075,0.0194026999490576,0.0106365285757484,0,0.0111468381564845,0.011036401068816
DTX3L,0.0553024911032029,0.0269503205128205,0.0270753998476771,0.0355978260869565,0.0268890500362582,0.00403146509341199,0.0223241905547536,0.0440505907804959,0.0455819371638058,0.140602315232336,0.173905240488155,0.0163365505665128,0.00459558823529412,0.00977597812368532,0.00196506550218341,0.0266853787917804,0.0213803208662395,0.0184206109432696,0,0.0160441356763384,0.00668073136427567,0.0125963656387665,0.0443826015254587,0.0162187977585329,0.0156259449652253,0,0.0398177920685959,0.0253164834202111
DUOX1,0.036797153024911,0.0203798076923077,0.0242193450114242,0.0358695652173913,0.0159632583998066,0.027630285152409,0.0126314704062693,0.0484606423697787,0.0354404358104636,0.113088602729195,0.137173965063412,0.0211204364246748,0.0121783088235294,0.0135622633571729,0.00196506550218341,0.0236468043467065,0.0227214026722297,0.0249664316884861,0.00466101694915254,0.0110175725378014,0.00386779184247539,0.0112197136563877,0.0351061636775922,0.0279355578196638,0.026814333232537,0.00972222222222222,0.0237406216505895,0.0223816198694643
DUSP1,0.191245551601423,0.499258012820513,0.790784463061691,0.922644927536232,0.0565240512448634,0.165290068829892,0.212775830068055,0.244250291229822,0.90000342618289,0.442380874939015,0.718852197495414,0.400977759127151,0.726102941176471,0.42858119478334,0.0281659388646288,0.539740948653242,0.344581036109869,0.261623027861699,0.134604519774011,0.348001634654679,0.168424753867792,0.186329845814978,0.437497423211709,0.699484207845135,0.340996371333535,0.00972222222222222,0.172722400857449,0.159706951684261
DUSP10,0.0246975088967972,0.0366939102564103,0.0190784463061691,0.0197463768115942,0.0132559825960841,0.00599803343166175,0.00603217158176944,0.068139457480446,0.0784390310754788,0.204027262378214,0.420495333811917,0.0653503986571548,0.0202205882352941,0.0245004206983593,0.00196506550218341,0.0115440078281918,0.0182014602890776,0.00851795904665995,0.0442090395480226,0.0222149570903147,0.0109001406469761,0.00984306167400881,0.0765409193980623,0.025261079979623,0.0216737224070154,0,0.0384780278670954,0.028076131236585
DUSP16,0.0303914590747331,0.039386217948718,0.0345011424219345,0.0410326086956522,0.0437128353879623,0.0453294001966568,0.0588265621777686,0.0449658845065735,0.0482886216466235,0.183757891157468,0.134342346653904,0.0356399496433068,0.0188419117647059,0.0160864535128313,0.00778748180494905,0.0245738270587629,0.0584339144687826,0.030337361530715,0.0159604519774011,0.01334695545566,0.0109001406469761,0.0183783039647577,0.0359307359307359,0.0329024452368823,0.0311989718778349,0.00277777777777778,0.0566988210075027,0.0617613561697841
DUSP3,0.0268327402135231,0.056213141025641,0.0501142421934501,0.078713768115942,0.0503359922649263,0.0433628318584071,0.0616106413693545,0.0840322849059744,0.123047932298626,0.229574653676134,0.313811119087501,0.0526772975241293,0.0379136029411765,0.0226072780816155,0.0208879184861718,0.0761780913632384,0.0336984056027418,0.0179170862705606,0.0216101694915254,0.0560931753167143,0.0221518987341772,0.0307681718061674,0.0748917748917749,0.0527699949057565,0.0398170547323859,0.00277777777777778,0.017577706323687,0.0284703666389242
DUSP4,0.042491103202847,0.0509567307692308,0.032977913175933,0.0346920289855072,0.019105632100556,0.011897738446411,0.011703444009074,0.035979364286903,0.0514407099050947,0.0572184686349591,0.112806093961873,0.0405916911456148,0.0278033088235294,0.0165071518721077,0.00342066957787482,0.0211232425194417,0.0262479511250186,0.0140567304464585,0.0103107344632768,0.00921945239068247,0.0165260196905767,0.0134223568281938,0.0414965986394558,0.0293364747834947,0.0361883882673118,0.00972222222222222,0.0612540192926045,0.0580818257479522
DUSP5,0.0609964412811388,0.0496426282051282,0.0647753236862148,0.077536231884058,0.00450568044476674,0.00206489675516224,0.00644462775830068,0.0319021467798303,0.0393120224757598,0.0457162288029096,0.180485762144054,0.0254007553503987,0.0574448529411765,0.0345971813209928,0.00487627365356623,0.0312689910902817,0.0774574082352357,0.158736153071501,0.0442090395480226,0.0269963220269718,0.00527426160337553,0.0139730176211454,0.0598433312719027,0.0351948548140601,0.0357348049591775,0.0166666666666667,0.0406216505894962,0.0329383678654343
DUSP6,0.0859074733096085,0.0916939102564102,0.211766945925362,0.385326086956522,0.0409088711626783,0.0541789577187807,0.0808929676221901,0.0644782825761358,0.09491897077466,0.196812489835746,0.231694185211773,0.0592236676458246,0.0579044117647059,0.0426956247370635,0.00924308588064046,0.0558865942215584,0.066927432573387,0.048799932863377,0.0244350282485876,0.0243400081732734,0.0305907172995781,0.0439840308370044,0.0643784786641929,0.0759488028527764,0.0658224977320835,0.00972222222222222,0.0655412647374062,0.0492334311621184
DUSP8,0.0147330960854093,0.0268541666666667,0.0381188118811881,0.0410326086956522,0.0520280396422528,0.0374631268436578,0.0812023097545886,0.0593609585621568,0.0287936410045568,0.297287068111592,0.305794847252134,0.0218757868233319,0.0245863970588235,0.0288125788809424,0.000509461426491994,0.0421357573260545,0.0246585208364377,0.016238670694864,0.00466101694915254,0.0198447078054761,0.0193389592123769,0.0211316079295154,0.0454133168418883,0.0423267957208355,0.0277214998488056,0.00277777777777778,0.0290996784565916,0.0282075430373648
DVL3,0.0595729537366548,0.0634246794871795,0.0666793602437167,0.121467391304348,0.0637273386511965,0.0472959685349066,0.066250773355331,0.116774837743385,0.114413951416727,0.304398350064312,0.301088777219431,0.0619093579521611,0.0358455882352941,0.0297591501893143,0.000509461426491994,0.106357830766854,0.0619107932250534,0.0407435381000336,0.032909604519774,0.0831875766244381,0.0137130801687764,0.0437087004405286,0.102721088435374,0.0782412124299542,0.0653689144239492,0,0.0644694533762058,0.0474812738183889
DYNC1H1,0.035373665480427,0.0307964743589744,0.0472581873571973,0.105978260869565,0.0265506405607928,0.0256637168141593,0.0371726129098783,0.0750873689465801,0.0692225991023401,0.289791392539807,0.32669298875329,0.0325346202266051,0.0144761029411765,0.00283445519562474,0.00778748180494905,0.0598521913786888,0.0300725177569165,0.0150637797918765,0.0159604519774011,0.0259337964854924,0.00246132208157525,0.0181029735682819,0.0629354772211915,0.0315015282730515,0.0271167221046265,0,0.0505359056806002,0.0286017784397039
DYNC1I1,0.00761565836298932,0.00646955128205128,0.0185072353389185,0.0105072463768116,0.00523084360647812,0,0.00716642606723036,0.0108503910800466,0.00206941446534416,0.00397995239432872,1.99409747148466e-05,0.00886697440201427,0.00528492647058824,0.00304480437526294,0.00342066957787482,0.0254493485090385,0.00851586946803755,0.0160708291372944,0.0159604519774011,0.0124478953821005,0.00668073136427567,0.0112197136563877,0.00645227788084931,0.0166008660213958,0.00776383429089809,0.00277777777777778,0.00203644158628081,0.00797012571728941
