,Astrocyte A,Astrocyte B,Endothelial,Inhibitory neuron A,Inhibitory neuron B,Inhibitory neuron C,L2/3 neuron,L4 neuron,L6 neuron,Microglia A,Microglia B,Oligodendrocyte,Oligodendrocyte precursor cell
IL6R,0.0168329177057357,0.0494091049224129,0.0237558099988663,0,0.0332968236582694,0.0135007974481659,0.00752993286732646,0,0.00122223682481273,0.0812244255587032,0.0361638418079096,0.0023148537955423,0.00890029580650774
IL6ST,0.260176172472046,0.534765183434385,0.288238294977894,0.41134438305709,0.617086527929901,0.287982456140351,0.265679285763721,0.20962958754687,0.278525430411355,0.485379288637079,0.210966101694915,0.13738106980045,0.206916652166348
IL7,0,0,0,0,0,0,0,0,0,0,0,0,0
IL7R,0.0179591344220095,0.0198129688623985,0.0195612742319465,0.0389686924493554,0.0201533406352683,0.0245055821371611,0.02448612360717,0.0210146574252926,0.0381521881981864,0.0135505193578848,0.0196666666666667,0.0100490756221658,0.0163824604141291
IL9,0.000663663422089934,0.00593978008426677,0,0.0176058931860037,0.0190580503833516,0.0111084529505582,0.0159042148245553,0.0139700034087036,0.0135760283874359,0.000960025180988356,0,2.94694299770235e-05,0.0026361579954759
IL9R,0,0,0,0,0,0,0,0,0,0,0,0,0
ILF2,0.0531131847799855,0.0679066899599219,0.0409874163926992,0.17414364640884,0.181161007667032,0.131363636363636,0.215156758253166,0.216787865015339,0.236601393087134,0.0368429335851432,0.0249774011299435,0.056731058373528,0.0865060031320689
ILF3,0.146669616281876,0.187627170897133,0.0791350187053622,0.377090239410681,0.427601314348302,0.302017543859649,0.356550626340923,0.37483808658107,0.443067420160336,0.10168397859616,0.057180790960452,0.112025331681441,0.152453453975987
ILK,0.109665352747164,0.197389785222485,0.110027207799569,0.209134438305709,0.171303395399781,0.164059011164274,0.2395875147069,0.186904897170776,0.220830595347615,0.0919263456090652,0.0474632768361582,0.0629015961605543,0.0732817121976683
IMMT,0.0470798809428043,0.107059911622649,0.0358292710577032,0.351307550644567,0.23921139101862,0.177137161084529,0.300560592428542,0.291779343256448,0.305861479826521,0.0513220018885741,0.0187627118644068,0.0430187521801364,0.057795371498173
IMPA2,0.0588247124125171,0.0814715856540952,0.0205248838000227,0.0374953959484346,0.0332968236582694,0.0300877192982456,0.0345214201674856,0.035672082717873,0.0511630963332895,0.0343248347497639,0.0240734463276836,0.0150167795325788,0.0222985905689925
IMPACT,0.056491834928807,0.0585551330798479,0.0323149302800136,0.126629834254144,0.118729463307777,0.0943620414673046,0.093210602809883,0.0988467219634133,0.102418188986726,0.0450267548001259,0.0278022598870057,0.0283682355629864,0.0515312336871411
IMPDH1,0.0247164347196525,0.0313225773301819,0.0702358009295998,0.104162062615101,0.111062431544359,0.0747448165869219,0.086289708630355,0.0930519259175094,0.123708765935077,0.0308624488511174,0.0191016949152542,0.0115285612904002,0.0294327475204454
IMPDH2,0.0577789397474057,0.046942760250745,0.0270434191134792,0.11963167587477,0.128587075575027,0.0733094098883573,0.10103121323275,0.0936200431769117,0.122131686161125,0.0280295876613157,0.0193276836158192,0.0392057687912722,0.0377849312684879
ING3,0.0288995253800981,0.0596855410543623,0.0211483958734837,0.108581952117864,0.0694414019715224,0.0473125996810207,0.0635199667797079,0.0594193841608908,0.0653568142988566,0.0283443500157381,0.0160508474576271,0.0260227095035905,0.0388289542369932
ING4,0.0652602365055104,0.0962696536841024,0.0434247817707743,0.209134438305709,0.199780941949617,0.13981658692185,0.203598864973355,0.201789569367117,0.243435405440925,0.0664305949008499,0.0385367231638418,0.0657763691256601,0.0797198538367844
ING5,0.0765224036682487,0.118055698283835,0.0418943430450062,0.250018416206262,0.262212486308872,0.180007974481659,0.278413731054052,0.238489944324509,0.302050203706137,0.0576172489770223,0.0319830508474576,0.0639119766169094,0.0825039150861319
INHA,0.0360590459335532,0.0480731682252595,0.0116823489400295,0.0647513812154696,0.0990142387732749,0.0600717703349282,0.0836597688421344,0.0805533462106579,0.101235379156262,0.0100881334592383,0.0140169491525424,0.0175307023347006,0.0377849312684879
INHBA,0.00154854798487651,0.00398725721919638,0,0,0,0.00393141945773524,0.0105751263063188,0,0.00122223682481273,0.00410764872521246,0.00294350282485876,0.0011481049352274,0.0205585522881503
INHBB,0.0160284771941115,0.0442708868564382,0.00420020405849677,0.0433885819521179,0.0146768893756846,0.0246650717703349,0.0253166309087134,0.0252187251448699,0.0317124457878828,0.00379288637079005,0.00362146892655367,0.00563467529499501,0.0249086479902558
INHBC,0,0.0019319699928065,0,0.0293922651933702,0.0343921139101862,0.018444976076555,0.0319606893210603,0.0443074650607885,0.0392035747141543,0.00127478753541076,5.64971751412444e-06,0.000414376270493282,0.00385418479206543
INIP,0.0117649424825034,0.0235124858699003,0.00958508105656955,0.0522283609576427,0.0497261774370208,0.033755980861244,0.0766696657208111,0.0719179638677423,0.0724536732816402,0.0110324205225055,0.00768926553672316,0.0186493378399509,0.0118583608839394
INO80,0.0260839835894136,0.0487925187544959,0.0256830291350187,0.11926335174954,0.107776560788609,0.0685247208931419,0.123662537199806,0.11259515964095,0.110566434485478,0.023622914699402,0.0149209039548023,0.0311588101567293,0.038654950408909
INO80E,0.0380701472126136,0.0620491213647107,0.0322582473642444,0.106372007366483,0.108871851040526,0.0619856459330144,0.0957021247145131,0.101119191001023,0.116611906952293,0.0506924771797293,0.0255423728813559,0.041984315046249,0.0454410997041935
INPP4A,0.0978400772262891,0.115281060528209,0.0411007822242376,0.517053406998158,0.456078860898138,0.294681020733652,0.580372344106859,0.578337688898989,0.63836246550138,0.0815391879131256,0.036728813559322,0.0187335362113139,0.0734557160257526
INPP4B,0.0214182286219934,0.0536224437365122,0.029707516154631,0.122946593001842,0.140635268346112,0.106802232854864,0.0687798463561492,0.0696454948301329,0.0873045078196872,0.0050519357884797,0.00170056497175141,0.00278395900742148,0.00733426135374978
INPP5A,0.0338066125010055,0.0718117356900627,0.0388334655934701,0.276906077348066,0.203066812705367,0.123867623604466,0.245539483701294,0.254851721395296,0.272611381259035,0.0195310040919106,0.0122090395480226,0.0474331525073072,0.0527492604837306
INPP5D,0,0,0.0316914182065525,0,0,0,0.0022008443490899,0,0.00109081351031673,0.142288322316651,0.0681412429378531,0,0
INPP5F,0.0465167725846674,0.149809885931559,0.0345255639950119,1.0920073664825,0.741949616648412,0.641251993620415,0.770212471451312,0.769793205317578,0.754672098830332,0.0566729619137551,0.0204576271186441,0.0304972515245919,0.117652688359144
INPP5K,0.071937092751991,0.0891789127530572,0.0629803877111439,0.12073664825046,0.102300109529025,0.0843141945773525,0.147954875769949,0.181905465288035,0.221881981863583,0.0415643689014794,0.0322090395480226,0.0554801111418502,0.0529232643118149
INPPL1,0.114009331509935,0.170671051279416,0.0415542455503911,0.0316022099447514,0.0135815991237678,0.0201993620414673,0.0534154612775971,0.0462390637427565,0.0478775134708897,0.158341202392194,0.073225988700565,0.027153373347607,0.0675395858708892
INS,0.0273710884080122,0.0240263076764978,0.0131561047500283,0.0411786372007367,0.0365826944140197,0.0310446570972887,0.0389507924423836,0.0408987615043745,0.0384150348271783,0.0185867170286434,0.0139039548022599,0.0119014397921503,0.0139464068209501
INSIG1,0.042977234333521,0.065234816565615,0.00799795941503231,0.0341804788213628,0.0267250821467689,0.0391786283891547,0.0298152121254066,0.0504431314623338,0.0543172558811933,0.0113471828769279,0.013,0.0539043987634868,0.0191665216634766
INSM1,0.0167524736545732,0.0198129688623985,0.00340664323772815,0.0124493554327808,0.0530120481927711,0.0304066985645933,0.0361132258287771,0.0329451198727417,0.0378893415691944,0.00442241107963488,0.00531638418079096,0.0303408831206322,0.0259526709587611
INSR,0.0275319765103371,0.0523892714006782,0.0694989230246004,0.136942909760589,0.148302300109529,0.0918102073365231,0.0896809467783238,0.0804397227587774,0.121737416217637,0.0148095687755744,0.0098361581920904,0.0528699616295993,0.0381329389246563
INTU,0.0737873059287266,0.149398828486281,0.0123625439292597,0.0669613259668508,0.0661555312157722,0.0723524720893142,0.0909267077306388,0.0686228837632087,0.0767906426600079,0.0157538558388417,0.0137909604519774,0.0201408518469514,0.0188185140073082
INVS,0,0.010564176343644,0,0.0150276243093923,0.00262869660460022,0.00584529505582137,0.0111980067824763,0.00215316441313487,0,0,0,0.00192994695502604,0.00246215416739168
IP6K2,0.067110449682246,0.127612783886548,0.0433114159392359,0.249281767955801,0.249069003285871,0.16597288676236,0.231005605924285,0.194063174639246,0.261834669470364,0.0510072395341517,0.0255423728813559,0.0795488170128824,0.12409082999826
IPCEF1,0.018441798728984,0.0721200287740212,0.0162736651173336,0.0743278084714549,0.0771084337349398,0.0849521531100478,0.553934528341062,0.977724122258834,0.740478380864765,0.142603084671073,0.0724350282485876,0.0183245726932653,0.0437010614233513
IPO5,0,0.00141814818620902,0,0.0518600368324125,0.035487404162103,0.0101515151515151,0.108367361063049,0.0394216566299284,0.0352608752792745,0,0,0,0
IQCB1,0.0514238597055748,0.0796218271503443,0.0336186373427049,0.222762430939227,0.153778751369113,0.0999441786283892,0.189134196138141,0.194631291898648,0.197568668681824,0.0519515265974189,0.0358248587570622,0.034935708529295,0.0576213676700887
IQCK,0.105964926393693,0.173342924673723,0.0282904432604013,0.127366482504604,0.103395399780942,0.0768181818181818,0.0928645581009066,0.100891944097262,0.0963727165199106,0.0223638652817123,0.0163898305084746,0.0463506020183552,0.0529232643118149
IQGAP1,0.0599509291287909,0.0691398622957558,0.155656954993765,0.0455985267034991,0.0858707557502738,0.0642185007974482,0.101377257941726,0.0863481422565617,0.147233539229859,0.0211048158640227,0.0282542372881356,0.13308695286094,0.030650774317035
IQGAP2,0.00130721583138926,0.00306237796732093,0.00482371613195783,0.0234990791896869,0.00372398685651697,0.0117464114832536,0,0,0.0031935865422526,0.002219074598678,0.00565536723163842,0.00194197529379217,0.000722115886549503
IQSEC1,0.0700868795752554,0.198211900113041,0.074827117106904,0.711160220994475,0.452792990142388,0.367567783094099,0.655048792303966,0.768884217702534,0.683440662373505,0.0692634560906516,0.0168418079096045,0.0589442727064965,0.121132764920828
IRAG2,0.000583219370927514,0.00491213647107183,0.00380342364811246,0.0106077348066298,0,0.0074401913875598,0.0415115232888089,0.204402908760368,0.0674595873307925,0.0648567831287378,0.0363898305084746,0.00241108050567136,0.00646424221332869
IRAK1,0.0607553696404151,0.0818826430993731,0.0484128783584628,0.163462246777164,0.0749178532311062,0.087822966507177,0.135220430479618,0.153726849221679,0.136456827441188,0.144491658797608,0.0714180790960452,0.026888749894752,0.0470071341569514
IRAK2,0,0,0,0,0,0.00345295055821371,0,0,0.00174793008279669,0.00631098520616934,0.00802824858757062,0.0115045046128679,0.00437619627631808
IRAK3,0.0128107151476148,0.0160106874935772,0.0980104296565015,0.0183425414364641,0.0245345016429354,0.0216347687400319,0.0210948854592013,0.0151062379275082,0.0239584702326193,0.0966477809254013,0.0463333333333333,0.0072705293671891,0.00698625369758135
IRAK4,0.0542394014962594,0.047559346418662,0.0346956127423195,0.061804788213628,0.0661555312157722,0.0414114832535885,0.0550072669388885,0.0620327235541416,0.0803390721513997,0.0651715454831602,0.0368418079096045,0.0334201378447623,0.0297807551766139
IRF1,0,0,0,0,0,0,0,0,0,0,0,0,0
IRF2,0.0971965248169898,0.116514232864043,0.0478460492007709,0.0853775322283609,0.126396495071194,0.0733094098883573,0.082829261540591,0.0665776616293603,0.0917729005125509,0.0686339313818067,0.0385367231638418,0.046603197132444,0.0772838002436054
IRF3,0.0653406805566728,0.0655431096495735,0.0482428296111552,0.0938489871086556,0.0990142387732749,0.0621451355661882,0.0715482040279604,0.111572548574026,0.11280063083191,0.0831129996852377,0.0586497175141243,0.0416715782383295,0.0471811379850357
IRF4,0,0,0,0,0,0,0,0,0,0,0,0,0
IRF5,0.0421727938218969,0.0428321857979653,0.0247194195669425,0.0389686924493554,0.044249726177437,0.0420494417862839,0.0516852377327151,0.0455573230314737,0.0615455381784729,0.148268807050677,0.0780847457627119,0.0223420378411538,0.026648686271098
