,Astrocyte A,Astrocyte B,Endothelial,Inhibitory neuron A,Inhibitory neuron B,Inhibitory neuron C,L2/3 neuron,L4 neuron,L6 neuron,Microglia A,Microglia B,Oligodendrocyte,Oligodendrocyte precursor cell
ANGPTL3,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,0.548970316145121,0.286794779570445,0.0587291690284548,0.0334438305709024,0.0322015334063527,0.030725677830941,0.0311301820195169,0.0346494716509488,0.043540544092522,0.0217343405728675,0.0289322033898305,0.0304611665082935,0.0383069427527406
ANK1,0.00613385890113426,0.00984482581440756,0.00890488606733931,0.510423572744015,0.185542168674699,0.131682615629984,0.0183957367291854,0.0251051016929894,0.012524641871468,0.025196726471514,0.0163898305084746,0.00310872415410707,0.0148164259613712
ANKH,0.0470798809428043,0.0891789127530572,0.0379832218569323,0.351675874769797,0.574370208105148,0.261188197767145,0.385064710360579,0.279735257357119,0.449244315941648,0.0346395971041863,0.0101751412429379,0.0723438420919687,0.0727597007134157
ANKLE2,0.0558482825195077,0.0702702702702703,0.044558440086158,0.128471454880295,0.122015334063527,0.0965948963317384,0.167264170530833,0.146795818656971,0.182586410829281,0.0582467736858672,0.0326610169491525,0.0396748740031514,0.0525752566556464
ANKRD1,0.00508808623602284,0.00840612475593464,0.00261308241695953,0.0176058931860037,0,0.00584529505582137,0.0136895286871064,0.0214691512328145,0.00818767249310028,0.00284859930752282,0.00350847457627119,0.00432358636948651,0.00907429963459196
ANKRD22,0.019407127342933,0.020943376836913,0.010321958961569,0.0397053406998158,0.0365826944140197,0.0305661881977671,0.0303688836597688,0.0255595955005113,0.0359179918517545,0.0195310040919106,0.0194406779661017,0.010157330671061,0.0163824604141291
ANKRD28,0.0928525460542193,0.0813688212927757,0.050906926652307,0.149834254143646,0.193209200438116,0.184952153110048,0.268101598726555,0.232581524826724,0.288645025627546,0.0299181617878502,0.0179717514124294,0.101849357085293,0.146711327649208
ANKRD30B,0.00428364572439868,0.00480937210975234,0.00238635075388278,0.0316022099447514,0.178970427163198,0.0753827751196172,0.0707869056682123,0.0779400068174071,0.0950584833749507,0.00190431224425559,0.0049774011299435,0.0047926915813657,0.00959631111884461
ANKRD6,0.0745917464403507,0.0753057239749255,0.0359426368892416,0.0864825046040516,0.333406352683461,0.185590111642743,0.224361547511939,0.213947278718327,0.270377184912603,0.0368429335851432,0.0262203389830508,0.0213557140623309,0.0529232643118149
ANLN,0.117548869761081,0.0320419278594184,0.0325416619430904,0.0603314917127072,0.0782037239868565,0.113500797448166,0.0581908782614714,0.0654414271105556,0.231607307136286,0.0192162417374882,0.0455423728813559,0.525150654943046,0.0718896815729946
ANO4,0.0218204488778055,0.0165245093001747,0.00952839814080036,0.364935543278085,0.146111719605696,0.209832535885167,0.0844210672018825,0.0616918531985002,0.122920226048101,0.01292099464904,0.0149209039548023,0.0941271635974356,0.0651035322777101
ANO6,0.0775681763333601,0.0548556160723461,0.031521369459245,0.0632780847145488,0.0431544359255203,0.0219537480063796,0.0631739220707315,0.0440802181570276,0.091247207254567,0.023622914699402,0.0177457627118644,0.00641651731479365,0.0402209848616669
ANP32B,0.0963116402542032,0.06626246017881,0.130603106223784,0.117421731123389,0.142825848849945,0.098030303030303,0.109959166724341,0.101119191001023,0.140136680247076,0.0645420207743154,0.0820395480225989,0.100225531351865,0.0795458500087002
ANPEP,0.00709918751508325,0.00974206145308807,0.0345822469107811,0.0176058931860037,0.0102957283680175,0.0149362041467305,0.0222714374697211,0.0164697193500739,0.0206728873702195,0.00914384639597104,0.00757627118644068,0.00652477236368885,0.0125543761962763
ANTXR2,0.0535154050357976,0.0634878224231836,0.0222820541888675,0.00876611418047882,0.0102957283680175,0.00791866028708134,0.0422036127067617,0.0487387796841268,0.0272440530950191,0.00284859930752282,0.0104011299435028,0.00326509255806681,0.0209065599443188
ANXA1,0.0858539136030891,0.0250539512896927,0.0815723840834373,0.0253406998158379,0.0300109529025192,0.0165311004784689,0.0289847048238632,0.0282865583456425,0.103075305559206,0.0173276676109537,0.0230564971751412,0.0141266824638849,0.0189925178353924
ANXA2,0.00420320167323626,0,0.0138929826550278,0,0,0,0,0,0,0,0,0,0
ANXA4,0.0794988335612581,0.0840406946870825,0.0446151230019272,0.0713812154696133,0.0858707557502738,0.0812838915470494,0.10732922693612,0.152476991250994,0.124365882507557,0.0569877242681775,0.0397796610169492,0.0479984844293155,0.0433530537671829
ANXA5,0.489843938540745,0.336018908642483,0.337779163360163,0.153885819521179,0.100109529025192,0.112703349282297,0.153145546404595,0.142932621293035,0.29114206860297,0.238605602769909,0.198649717514124,0.24587668547097,0.294962589176962
AOAH,0.0291408575335854,0.0221765491727469,0.0208082983788686,0.0334438305709024,0.0168674698795181,0.0268979266347687,0.0282926154059104,0.026695830019316,0.0402549612301222,0.238290840415486,0.119553672316384,0.0241342603173076,0.0236906211936663
AP1B1,0.157368675086477,0.277134929606413,0.063320485205759,0.524051565377532,0.343263964950712,0.250502392344498,0.429704477818534,0.448806953755255,0.576199237744776,0.423685867170286,0.171870056497175,0.0570197385039152,0.121132764920828
AP1G1,0.0718566487008286,0.121549686568698,0.042744586781544,0.242651933701657,0.261117196056955,0.180007974481659,0.28415807322306,0.255533462106579,0.310067025890393,0.0453415171545483,0.0272372881355932,0.0810042460035844,0.0844179571950583
AP1G2,0.040644356849811,0.0322474565820573,0.0263632241242489,0.0835359116022099,0.109967141292442,0.0922886762360447,0.115219046300782,0.122707646858312,0.155907477986595,0.0513220018885741,0.0404576271186441,0.024711620578082,0.0377849312684879
AP1M1,0.00830584828251951,0.0258760661802487,0.00329327740618977,0.11963167587477,0.141730558598028,0.0734688995215311,0.195916672434078,0.160998750142029,0.224116178210014,0.00631098520616934,0,0.0125148850692231,0.0167304680702975
AP1S1,0.106286702598343,0.21465419792416,0.0761308241695953,0.518158379373849,0.390361445783133,0.353851674641148,1.31765520105198,0.907050335189183,1.32347220396898,0.140084985835694,0.0431694915254237,0.0844202942131662,0.160283626239777
AP1S2,0.149887378328373,0.065851402733532,0.048469561274232,0.160147329650092,0.930339539978094,0.248588516746411,0.120617343760814,0.130093171230542,0.0796819555789197,0.042823418319169,0.0358248587570622,0.044522294525903,0.0452670958761093
AP1S3,0.0179591344220095,0.0244373651217758,0.00607074027887994,0.0500184162062615,0.03986856516977,0.0375837320574163,0.0763236210118347,0.060441995227815,0.0689052437902484,0.00631098520616934,0.00599435028248588,0.00798020135439094,0.0200365408038977
AP2A1,0.153024696323707,0.244455862706813,0.0783981408003628,0.889060773480663,0.686089813800657,0.40744019138756,0.915343622396014,0.915799340983979,1.16812984623472,0.108293988039031,0.044638418079096,0.113192080541756,0.148103358273882
AP2A2,0.219069262328051,0.306628301305107,0.14483051808185,0.849650092081031,1.00700985761227,0.548588516746412,1.20574434216901,1.18690489717078,1.3820870022342,0.207758892036512,0.0844124293785311,0.10913853037757,0.195084391856621
AP2B1,0.109424020593677,0.171184873086014,0.0877508219022786,0.527734806629834,0.460460021905805,0.344122807017544,0.646466883521351,0.623105328939893,0.751649362596925,0.0780768020144791,0.0314180790960452,0.0835783104995369,0.122350791717418
AP2M1,0.253097095969753,0.477114376734149,0.266131957827911,2.26953959484346,1.61489594742607,1.04667464114833,2.64902761436778,2.72570730598796,3.00647916940465,0.313833805476865,0.115937853107345,0.224466242467253,0.34316164955629
AP2S1,0.18842007883517,0.312896927345597,0.134797641990704,1.32294659300184,1.13187294633078,0.700422647527911,1.42319883728978,1.76218043404159,1.87755289788408,0.235143216871262,0.116728813559322,0.183401493919675,0.227101096224117
AP3B1,0.000985439626739595,0.0206350837529545,0.00346332615349734,0.0481767955801105,0.0223439211391019,0.0192424242424242,0.0361132258287771,0.039080786274287,0.0361808384807465,0.014494806421152,0.00509039548022599,0.0121299782287068,0.0111623455716026
AP3B2,0,0.0383105538999075,0,0.238600368324125,0.312595837897043,0.176818181818182,0.366239878192262,0.342341779343256,0.397989223288211,0.00694050991501417,0,0.00349363099462333,0.0416130154863407
AP3D1,0.149243825919073,0.21876477237694,0.0911517968484299,0.451123388581952,0.396933187294633,0.29914673046252,0.508048999930791,0.494256334507442,0.522052832172427,0.115218759836324,0.0633954802259887,0.0845646342783598,0.128266921872281
AP3M1,0.0753157429008125,0.107059911622649,0.0430846842761592,0.171933701657459,0.151588170865279,0.106323763955343,0.163665305557478,0.13202476991251,0.177592324878433,0.0547843877872207,0.0314180790960452,0.051847552834478,0.0831999303984688
AP3M2,0.0688802188078192,0.110348371184873,0.0507368779049994,0.612081031307551,0.525082146768894,0.297232854864434,0.493515122153782,0.481303260993069,0.502602181627021,0.0563581995593327,0.0405706214689266,0.0408777078797647,0.0757177657908474
AP3S1,0.0422532378730593,0.0714006782447847,0.0755639950119034,0.168618784530387,0.203066812705367,0.120677830940989,0.26803238978476,0.233717759345529,0.237127086345118,0.0368429335851432,0.024864406779661,0.0319647088540602,0.0666695667304681
AP3S2,0.0867387981658756,0.119494399342308,0.0423478063711597,0.237127071823204,0.193209200438116,0.127535885167464,0.193355941587653,0.215878877400295,0.224379024839006,0.0547843877872207,0.0353728813559322,0.0568633700999555,0.0706716547764051
AP4B1,0.0634904673799372,0.0882540335011818,0.0411007822242376,0.240441988950276,0.295071193866375,0.203931419457735,0.258827600525988,0.278599022838314,0.334380339072151,0.0591910607491344,0.0429435028248588,0.0508852857331874,0.0887680528971637
AP4S1,0.0268884241010377,0.0461206453601891,0.0165570796961796,0.111528545119705,0.0880613362541073,0.0782535885167464,0.131829192331649,0.114867628678559,0.133171244578788,0.0277148253068933,0.0180847457627119,0.0210910906094759,0.041091004002088
APAF1,0.0241533263615156,0.0273147672387216,0.0203548350527151,0.0474401473296501,0.0858707557502738,0.0452392344497608,0.0541767596373451,0.0524883535961823,0.0658825075568406,0.0566729619137551,0.0424915254237288,0.0118292697595535,0.02508265181834
APBA1,0.0482865417102405,0.14765183434385,0.034865661489627,0.41097605893186,0.526177437020811,0.271395534290271,0.517876669665721,0.500732871264629,0.576593507688264,0.0746144161158325,0.0242994350282486,0.0427902137435799,0.0950321907081956
APBB1IP,0.0147413723755128,0.00768677422669818,0.0127026414238748,0.030865561694291,0.0157721796276013,0.00552631578947368,0.00282372482524742,0,0.000696543566828758,0.399449165879761,0.190966101694915,0.00695779255926964,0.013076387680529
APBB2,0.0295430777893975,0.0864042749974309,0.0650776555946038,0.129208103130755,0.138444687842278,0.0749043062200957,0.11217385286179,0.0882797409385297,0.114771980549349,0.0107176581680831,0.00791525423728814,0.101692988681333,0.120262745780407
APC,0.146106507923739,0.351433562840407,0.0346956127423195,0.389613259668508,0.299452354874042,0.191650717703349,0.251837497404665,0.22917282127031,0.270508608227099,0.0617091595845137,0.0150338983050847,0.0460859785655003,0.0790238385244475
APCDD1,0.268703241895262,0.470537457609701,0.0629237047953747,0.0371270718232044,0.0113910186199343,0.0217942583732057,0.01334348397813,0.00113055334621066,0.0254041266920752,0.0324362606232295,0.0142429378531073,0.057272333618004,0.259465808247781
APEH,0.0834405920682166,0.10901243448772,0.0322582473642444,0.242283609576427,0.204162102957284,0.136307814992025,0.260903868779846,0.248829678445631,0.278656853725851,0.0506924771797293,0.0344689265536723,0.0370286394746022,0.0699756394640682
APELA,0,0,0,0,0,0,0,0.000221565731166912,0.00411354974372454,0,0,0,0
APEX1,0.0766832917705736,0.0840406946870825,0.0277236141027094,0.170460405156538,0.149397590361446,0.107280701754386,0.162765589314139,0.149181911146461,0.191917466158497,0.0598205854579792,0.029045197740113,0.045243994851871,0.0767617887593527
APH1A,0.223011020835009,0.215579077176035,0.122043985942637,0.222025782688766,0.160350492880613,0.137264752791069,0.210312132327497,0.186677650267015,0.243172558811933,0.112385898646522,0.0661073446327684,0.112013303342675,0.14183922046285
APH1B,0.0785335049473092,0.104593566950981,0.0272134678607868,0.10195211786372,0.145016429353779,0.102974481658692,0.111966226036404,0.0891887285535734,0.13343409120778,0.0550991501416431,0.0313050847457627,0.0473128691196459,0.0586653906385941
API5,0.0500563108358137,0.06626246017881,0.0295941503230926,0.151307550644567,0.157064622124863,0.0913317384370016,0.210173714443906,0.194631291898648,0.225167564725982,0.0324362606232295,0.0134519774011299,0.0507890590230583,0.0541412911084044
APIP,0.11585954468667,0.121857979652656,0.0435948305180819,0.198821362799263,0.181161007667032,0.12195374800638,0.165810782753132,0.164180206794682,0.20558549086608,0.0462858042178155,0.0418135593220339,0.103966344708132,0.0870280146163216
APLN,0.17908856890033,0.0785941835371493,0.0365094660469335,0.0680662983425414,0.0749178532311062,0.0567224880382775,0.0687106374143539,0.0703272355414157,0.0849388881587594,0.00914384639597104,0.016728813559322,0.0399515257947725,0.0280407168957717
APLNR,0.243846030086075,0.00881718220121262,0.0232456637569437,0,0.00262869660460022,0.00265550239234449,0,0,0,0,0.0283672316384181,0.0156903665034822,0.00959631111884461
APLP1,0.482925750140777,0.319884903915322,0.140862713978007,0.885745856353591,1.14720700985761,0.995478468899522,2.36298705792788,1.76990682876946,3.32754632671836,0.167469310670444,0.156502824858757,2.52258861878586,0.437297720549852
APLP2,0.313188802188078,0.378357825506114,0.244932547330235,1.78666666666667,1.97962760131435,0.987663476874003,1.408249705862,1.33086581070333,1.60616375344986,0.25969468051621,0.121474576271186,0.11588642842537,0.296006612145467
APOA2,0,0,0,0,0,0,0,0,0,0.00599622285174693,0,0,0
APOA4,0.0119258305848282,0.0119001130407975,0.00420020405849677,0.0201841620626151,0.0135815991237678,0.0166905901116427,0.0142432002214686,0.0216963981365754,0.0250098567485872,1.57381177211223e-05,0.00893220338983051,0.00635637562096299,0.0104663302592657
APOB,0.00886895664065642,0.00254855616072346,0.00482371613195783,0,0.0113910186199343,0.00552631578947368,0.00351581424320022,0.0113566640154528,0.00411354974372454,0.0104028958136607,0.00384745762711864,0.00476863490383343,0.00368018096398121
APOC1,0.0109605019708792,0.0264926523481657,0.00952839814080036,0,0,0.00536682615629984,0,0.000335189183047382,0,0.069578218445074,0.0719830508474576,0.00381839614130892,0.0045502001044023
APOC2,0.113446223151798,0.0774637755626349,0.056065071987303,0.100847145488029,0.0979189485213582,0.0734688995215311,0.106291092809191,0.0985058516077719,0.132382704691812,0.618838526912181,0.461700564971751,0.0556364795458099,0.0696276318078998
APOC3,0.0325195076824069,0.0268009454321241,0.0212050787892529,0.0389686924493554,0.0278203723986856,0.0318421052631579,0.0244169146653748,0.0391944097261675,0.0381521881981864,0.0752439408246774,0.0165028248587571,0.0189139612928058,0.0242126326779189
APOD,0.208289759472287,0.102949337169869,0.543651513433851,0.114106813996317,0.127491785323111,0.221794258373206,0.229344591321199,0.3432507669583,0.702759889604416,0.0676896443185395,0.130627118644068,1.06236032091608,1.85386288498347
APOE,4.40384924784812,4.56744425033398,0.366347352907834,0.322578268876611,0.241401971522453,0.31366028708134,0.501958613052806,0.342796273150778,0.385635431725588,0.655036197670759,0.533112994350282,0.181212336264239,0.334113450495911
APOL1,0.074833078593838,0.0730449080258966,0.119379888901485,0.0651197053406998,0.0519167579408543,0.0581578947368421,0.0886428126513945,0.0839620497670719,0.115429097121829,0.058876298394712,0.0546949152542373,0.0435479990858463,0.0555333217330781
APOL6,0.0687997747566567,0.0423183639913678,0.036679514794241,0,0.0343921139101862,0.0144577352472089,0.00137033704754654,0.000903306442449722,0.00555920620318045,0.0242524394082468,0.0279152542372881,0.00941157366756077,0.0485731686097094
APOLD1,0.0834405920682166,0.0888706196690988,0.888567055889355,0.0750644567219153,0.0595837897042716,0.0737878787878788,0.0916187971485916,0.0885069878422906,0.0997897226968064,0.125605917532263,0.0802316384180791,0.066858919614612,0.104428397424743
APOM,0,0,0,0,0,0,0,0,0,0,0,0,0
APOO,0.0558482825195077,0.118980577535711,0.0179174696746401,0.528839779005525,0.264403066812705,0.199784688995215,0.360149491314278,0.319276218611521,0.346996977263767,0.0258262511803588,0.0165028248587571,0.0248800173208078,0.0729337045414999
APOOL,0.007823183975545,0.0254650087349707,0.00380342364811246,0.0304972375690608,0.0387732749178532,0.0273763955342903,0.0657346529171569,0.0498750142029315,0.0604941516625049,0.00347812401636764,0,0.00790803132179415,0.013076387680529
APP,0.789498029120747,0.647703216524509,0.696015191021426,4.65443830570902,5.36955093099671,3.40456937799043,5.92004983043809,5.15429496648108,6.53887501642791,0.316981429021089,0.198875706214689,1.73111189963554,1.13975117452584
APPL1,0.0313128469149706,0.056705374576097,0.0282904432604013,0.132154696132597,0.128587075575027,0.0852711323763955,0.161035365769257,0.141228269514828,0.162215797082402,0.037472458293988,0.0134519774011299,0.0283201222079219,0.0400469810335827
APRT,0.0436207867428204,0.0441681224951187,0.0334485885953973,0.0735911602209945,0.0858707557502738,0.0463556618819777,0.0943179458786075,0.102596295875469,0.123183072677093,0.046600566572238,0.0381977401129944,0.0429465821475396,0.0367409082999826
APTX,0.0518260799613868,0.0681122186825609,0.0204115179684843,0.0971639042357274,0.122015334063527,0.0685247208931419,0.101930929476088,0.101687308260425,0.121474569588645,0.0132357570034624,0.0193276836158192,0.0312309801893261,0.0351748738472246
AQP1,3.54140857533585,0.173651217757682,0.0363961002153951,0.036390423572744,0.0628696604600219,0.0428468899521531,0.0606131912243062,0.0588512669014885,0.100052569325798,0.0157538558388417,0.0548079096045198,0.0558890746598987,0.0553593179049939
AQP3,0.0146609283243504,0.0175521529133696,0.00839473982541662,0.0146593001841621,0.0322015334063527,0.0182854864433812,0.0309917641359264,0.0297636632200886,0.0300039426994349,0.0157538558388417,0.0160508474576271,0.00706604760816484,0.00524621541673917
AQP4,8.14127986485399,4.69271400678245,0.157584174129917,0.158305709023941,0.273165388828039,0.209194577352472,0.311080351581424,0.186564026815135,0.346734130634775,0.217516525023607,0.156841807909605,0.136503001070522,0.231103184270054
AQP7,0.0112822781755289,0.0147775151577433,0.0100952272984922,0.0268139963167588,0.0420591456736035,0.0181259968102073,0.0124437677347913,0.0201056698102488,0.0197529241687475,0.00473717343405729,0.00836723163841808,0.00474457822630116,0.013076387680529
AQP9,0.0402421365939989,0.0381050251772685,0.0269300532819408,0.0367587476979742,0.0365826944140197,0.0323205741626794,0.0561838189494083,0.044421088512669,0.0707451701931923,0.0314919735599622,0.0283672316384181,0.0221375560821295,0.026648686271098
AQR,0.0792575014077709,0.117747405199877,0.045748781317311,0.167145488029466,0.254545454545455,0.107759170653907,0.199031074814866,0.175088058175207,0.205191220922592,0.0557286748504879,0.0311920903954802,0.0407574244921034,0.0612754480598573
AR,0.0715348724961789,0.0179632103586476,0.012759324339644,0.0537016574585635,0.0245345016429354,0.0176475279106858,0.0377050314900685,0.0155607317350301,0.0213300039426994,0.0113471828769279,0.00961016949152542,0.0106023792054079,0.0273447015834348
ARAF,0.0919676614914327,0.11302024457918,0.0653610701734497,0.103425414364641,0.0935377875136911,0.0914912280701754,0.121724686829538,0.121912282695148,0.151570508608227,0.0591910607491344,0.0464463276836158,0.0648983003957324,0.0863319993039847
ARAP2,0.274092993323144,0.399732812660569,0.0528341457884594,0.105635359116022,0.122015334063527,0.129290271132376,0.443684684061181,0.431422565617543,0.530069654356683,0.0610796348756689,0.052774011299435,0.322569373443834,0.169505829128241
ARC,0.050699863245113,0.0645154660363786,0.0308411744700147,0.0522283609576427,0.0672508214676889,0.0567224880382775,0.170655408678801,0.192017952505397,0.165501379944802,0.0261410135347812,0.0143559322033898,0.024350770415098,0.100948320863059
AREG,0.058422492156705,0.046942760250745,0.0273835166080943,0.0514917127071823,0.0464403066812705,0.0438038277511962,0.0455256419129351,0.0552153164413135,0.058917071888553,0.0223638652817123,0.0301751412429379,0.0279111586898733,0.033086827910214
AREL1,0.0243946585150028,0.0545473229883876,0.0183142500850244,0.106372007366483,0.119824753559693,0.0624641148325359,0.141033981590421,0.127479831837291,0.145130766197924,0.0154390934844193,0.0152598870056497,0.0304731948470597,0.0323908125978772
ARF1,0.333702035234494,0.493762203267907,0.324345312322866,1.65591160220994,1.12858707557503,0.933437001594896,2.4140632569728,2.06623679127372,2.5689709554475,0.313519043122443,0.147689265536723,0.294723769200236,0.397972855402819
ARF3,0.384381787466817,0.730222998664063,0.33658882212901,2.57598526703499,2.16363636363636,1.55480861244019,4.13265969963319,3.51232246335644,4.41770272046261,0.486638338054769,0.192435028248588,0.285991195256023,0.506377240299287
ARF4,0.118594642426193,0.153817696023019,0.0789649699580546,0.304530386740332,0.260021905805038,0.204409888357257,0.355996954806561,0.305982274741507,0.365396241293205,0.0673748819641171,0.0350338983050847,0.0849735977964083,0.114868627109796
ARF5,0.0525500764218486,0.0984277052718117,0.036679514794241,0.389981583793738,0.349835706462212,0.216052631578947,0.629510692781507,0.473463242813317,0.57738204757524,0.0573024866225999,0.0219265536723164,0.0413347847528778,0.0689316164955629
ARF6,0.0826361515565924,0.093289487205837,0.150555492574538,0.241915285451197,0.155969331872946,0.140454545454545,0.215295176136757,0.224855130098852,0.261046129583388,0.0928706326723324,0.0658813559322034,0.0739676678253966,0.0906820950060901
ARFGAP1,0.130983026305205,0.136553283321344,0.0477893662850017,0.244861878453039,0.229353778751369,0.184314194577352,0.299868503010589,0.295642540620384,0.361453541858326,0.0560434372049103,0.0365028248587571,0.0941752769525001,0.127570906559944
ARFGAP3,0.00798407207786984,0.0232041927859418,0.0204115179684843,0.0183425414364641,0.0431544359255203,0.0248245614035088,0.0354211364108243,0.0252187251448699,0.0390721513996583,0.00568146049732452,0.00350847457627119,0.0104099257851498,0.0153384374456238
ARFGEF1,0.0892325637519105,0.155153632720173,0.0710860446661376,0.379668508287293,0.337787513691128,0.23152312599681,0.343331718458025,0.315981138506988,0.343054277828887,0.0796506137865911,0.0536779661016949,0.0596298880161661,0.112258569688533
ARFGEF3,0.108458691979728,0.142821909361833,0.0752805804330575,0.550202578268877,0.591894852135816,0.49914673046252,0.748965326320161,0.577201454380184,0.82524641871468,0.0573024866225999,0.0419265536723164,0.277559329780964,0.177510005220115
ARG1,0.0157067009894618,0.0178604459973281,0.00856478857272418,0.00839779005524862,0.0201533406352683,0.0131818181818182,0.0193646619143193,0.0216963981365754,0.0219871205151794,0.00882908404154863,0.00712429378531074,0.00700590591433417,0.0118583608839394
ARG2,0.0317150671707827,0.0299866406330285,0.0200714204738692,0.273959484346225,0.287404162102957,0.143325358851675,0.139372966987335,0.0874843767753664,0.123051649362597,0.0201605288007554,0.0178587570621469,0.0213917990786293,0.0430050461110144
ARHGAP10,0.00661652320810876,0.00419278594183537,0.0543645845142274,0.0153959484346225,0.00262869660460022,0.026578947368421,0.0494705515952661,0.0182876945801613,0.00923905900906821,0.00536669814290211,0.000796610169491525,0.000233951189001286,0.0428310422829302
ARHGAP12,0.0947027592309549,0.12309115198849,0.0437081963496202,0.450386740331492,0.291785323110624,0.21286283891547,0.11480379265001,0.192472446312919,0.20295702457616,0.134104501101668,0.0667853107344633,0.036836186054344,0.0859839916478163
ARHGAP15,0,0.00028774021169458,0.0022729849223444,0,0,0,0,0.00749346665151687,0,0.0355838841674536,0.0210225988700565,0,0.0045502001044023
ARHGAP22,0,0,0,0.000294659300184158,0,0.00696172248803827,0.0134126929199253,0.0319225088058175,0.0464318570114338,0.175653131885427,0.0885932203389831,0.0255536042917113,0.0320428049417087
ARHGAP42,0.0774877322821977,0.0863015106361114,0.0405906359823149,0.106003683241252,0.08039430449069,0.046993620414673,0.0482939995847463,0.046125440290876,0.0543172558811933,0.0217343405728675,0.0133389830508475,0.0130200752974007,0.0877240299286584
ARHGAP45,0,0,0,0,0,0,0,0,0,0.0856310985206169,0.0423785310734463,0,0
ARHGAP5,0.078694393049634,0.191326687904635,0.0336753202584741,0.184088397790055,0.170208105147864,0.108875598086124,0.11715689667105,0.0965742529258039,0.115560520436325,0.0384167453572553,0.0143559322033898,0.0460498935492019,0.0539672872803202
ARHGDIB,0,0.00039050457301408,0.0368495635415486,0.00287292817679558,0.0113910186199343,0.00345295055821371,0.0181881099037996,0.00578911487330985,0.00332500985674859,0.106090651558074,0.0594406779661017,0,0.00437619627631808
ARHGEF12,0.081590378891481,0.251341074915219,0.103905452896497,0.336942909760589,0.412267250821468,0.247631578947368,0.503896463423074,0.464373366662879,0.475266132211854,0.0421938936103242,0.0142429378531073,0.029955976280116,0.0861579954759005
ARHGEF18,0.132752795430778,0.159058678450313,0.0682518988776783,0.314475138121547,0.269879518072289,0.21493620414673,0.335995570627725,0.293710941938416,0.382349848863188,0.0862606232294618,0.0586497175141243,0.170471029746082,0.115738646250218
ARHGEF7,0.0355763816265787,0.0964751824067413,0.0479027321165401,0.372670349907919,0.345454545454545,0.20744019138756,0.566807391514984,0.469940915805022,0.592889998685767,0.0525810513062638,0.0247514124293785,0.0895924798826034,0.0842439533669741
ARHGEF9,0.0118453865336658,0.0588634261638064,0.006694252352341,0.213922651933702,0.226067907995619,0.131204146730462,0.297100145338778,0.288711510055676,0.318872387961624,0.0207900535096003,0.00124858757062147,0.00749906780374562,0.0390029580650774
ARID1A,0.113767999356448,0.140047271606207,0.044558440086158,0.147624309392265,0.175684556407448,0.120039872408293,0.164495812859021,0.134069992046358,0.188894729925089,0.058876298394712,0.0350338983050847,0.0519076945283087,0.06179745954411
ARID1B,0.0826361515565924,0.132853766313842,0.0556116086611495,0.226813996316759,0.356407447973713,0.206164274322169,0.245401065817704,0.280644244972162,0.273268497831515,0.0626534466477809,0.0360508474576271,0.0636112681477561,0.0797198538367844
ARID2,0.0391963639288875,0.0703730346315898,0.0262498582927106,0.061804788213628,0.0694414019715224,0.0468341307814992,0.0637275936050938,0.055101692989433,0.0657510842423446,0.0318067359143846,0.0245254237288136,0.0271654016863731,0.0421350269705933
ARID4A,0.0373461507521519,0.0790052409824273,0.0319748327853985,0.136942909760589,0.131872946330778,0.127535885167464,0.224430756453734,0.184746051585047,0.241201209094493,0.0406200818382122,0.0283672316384181,0.0362467974548035,0.064233513137289
ARID4B,0.0347719411149545,0.0598910697770013,0.0318614669538601,0.171565377532228,0.171303395399781,0.12402711323764,0.203391238147969,0.149522781502102,0.17443816533053,0.0277148253068933,0.0170677966101695,0.0575369570708589,0.046659126500783
ARID5B,0.0575376075939184,0.0532113862912342,0.0346389298265503,0.314843462246777,0.384884994523549,0.136626794258373,0.309350128036542,0.22678672878082,0.294296228150874,0.0302329241422726,0.020909604519774,0.108861878585949,0.0694536279798156
ARIH1,0.0786139489984715,0.128845956222382,0.0608831198276839,0.375985267034991,0.353121577217963,0.242368421052632,0.424444598242093,0.374269969321668,0.428479432251281,0.0503777148253069,0.0362768361581921,0.0642487701023612,0.0965982251609535
ARIH2,0.0464363285335049,0.0848628095776385,0.0260231266296338,0.231233885819521,0.2052573932092,0.123070175438596,0.161035365769257,0.16111237359391,0.19638585885136,0.0340100723953415,0.0178587570621469,0.0662695310150715,0.0544892987645728
ARL13B,0.0427359021800338,0.0454012948309526,0.0256263462192495,0.0559116022099447,0.0672508214676889,0.0466746411483254,0.0805453664613468,0.0616918531985002,0.0828361151268235,0.0239376770538244,0.0162768361581921,0.0272736567352683,0.0343048547068036
ARL5B,0.0419314616684096,0.0708868564381872,0.0237558099988663,0.100110497237569,0.109967141292442,0.0763397129186603,0.129752924077791,0.110549937507101,0.144342226310948,0.0343248347497639,0.0202316384180791,0.023989920252114,0.0504872107186358
ARL6IP5,0.252453543560454,0.262028568492447,0.101921550844575,0.896427255985267,0.713472070098576,0.555765550239234,0.952924077790851,0.657646858311555,0.980720199763438,0.236087503934529,0.128028248587571,0.265326509255807,0.213180789977379
ARMC8,0.0372657067009895,0.0697564484636728,0.0301042965650153,0.194401473296501,0.188828039430449,0.121794258373206,0.233566336770711,0.208606976479945,0.23607569982915,0.0381019830028329,0.0162768361581921,0.0339614130892382,0.0591874021228467
