,B cell,Conventional dendritic cell,Endothelial A,Endothelial B,Epithelial,Fibroblast,Lung cell,Macrophage,Malignancy,Monocyte,Myeloid,Neutrophil,NK cell,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
MXRA8,0.0858096343586767,0.0872759856630824,0.0887728459530026,0.0757500824266403,0.260729299945165,0.639231524118668,0.0463755358236375,0.279583904892547,0.180200345092025,0.0203448275862069,0.0223162618588356,0.0233850931677019,0.0777353247655436,0.212388050353855,0.0656445993031359,0.0566037735849057,0.0602451213707758,0.0578384798099762,0.116526442307692
MYB,0.000880247630102533,0.0021505376344086,0,0,0,0,0,0,0,0.00655172413793103,0,0.00164596273291925,0.00722473080930879,0.000388300870545501,0,0.00157232704402516,0.0164564493098525,0.00061541783632045,0.00955528846153846
MYBL2,0.00204101373573225,0,0,0,0,0,0,0.00157750342935528,0.0388084739263804,0,0,0,0,0,0.000139372822299651,0.00314465408805031,0.00527129938124702,0.00104729000215936,0.0197716346153846
MYC,0.0473108918552912,0.0496415770609319,0.0887728459530026,0.0241510056050115,0.0267684152805703,0.0563825771872877,0.0169052357624005,0.0692501143118427,0.0323859279141104,0.013448275862069,0.0355430460969177,0.00537267080745341,0.0266759291420632,0.0260662616646834,0.0182578397212544,0.00786163522012578,0.0490599714421704,0.025016195206219,0.0167668269230769
MYCBP2,0.104381892048752,0.0881720430107527,0.0731070496083551,0.0548961424332344,0.0545512703344909,0.0661206310862837,0.0456100734843846,0.0884545038866027,0.0761934432515337,0.013448275862069,0.0909695705231666,0.0264906832298137,0.103091351163598,0.065647898791257,0.0614634146341463,0.0471698113207547,0.126166111375535,0.113334053120276,0.108713942307692
MYCN,0.00784484426388083,0.00752688172043011,0,0.0065117045829212,0.00309815390239444,0.00452177851589039,0.0107815370483772,0.0098079561042524,0.0174319401840491,0.00655172413793103,0.00853836161083337,0.00599378881987578,0.0051406738450851,0.00972004759817123,0.000139372822299651,0.0125786163522013,0.00527129938124702,0.00299071474843446,0.000540865384615383
MYCT1,0,0.0021505376344086,0.148825065274151,0.0895977579953841,0.0103180405775909,0,0.000600887936313532,0,0,0,0,0,0,0,0,0,0.00312946216087577,0,0
MYDGF,0.068204681756626,0.0469534050179211,0.0652741514360313,0.0530003297065612,0.0479711204532992,0.080765456329735,0.0762285670545009,0.0697073616826703,0.171764762269939,0.00655172413793103,0.0897886076447664,0.0109627329192547,0.054810698159083,0.0903237928226968,0.0795818815331011,0.0377358490566038,0.0485840076154212,0.0463938674152451,0.0353966346153846
MYEF2,0.0169375120913136,0.0442652329749104,0.0130548302872063,0.00791295746785361,0.0099524766953025,0.00716388616290481,0.0632157072872015,0,0.105717983128834,0,0.00353895209227257,0.00102484472049689,0.0266759291420632,0.0027682094319534,0.0112891986062718,0.0188679245283019,0.0288315088053308,0.0263118117037357,0.0311899038461538
MYH6,0.00532985103501644,0.0227598566308244,0.0052219321148825,0.00593471810089021,0.0127855967830378,0.00542764399486676,0.00771968769136559,0,0.0101466641104294,0,0.00523166555131284,0.00599378881987578,0.00131990274400834,0.00182877184192397,0.0043205574912892,0,0.00265349833412661,0.000183545670481539,0.00835336538461538
MYH9,0.426107564325788,0.412544802867384,0.900783289817232,1.0685789647214,0.538649241454944,0.694640295916056,0.427116503368034,0.568106995884774,0.898375191717791,0.296206896551724,0.309683895602882,0.230217391304348,0.698610628690517,0.275706143921839,0.14787456445993,0.168238993710692,0.639017134697763,0.697441157417404,0.60390625
MYL11,0.00823176629909073,0.0137992831541219,0.00783289817232376,0.0101384767556874,0.0115061231950283,0.00769230769230769,0.0116235456215554,0.00157750342935528,0.0136934432515337,0.0272413793103448,0.00479864582923277,0.0258695652173913,0.0188607155262244,0.00865535166280454,0.01198606271777,0.0188679245283019,0.0171703950499762,0.01270783847981,0.0185697115384615
MYL12A,0.128177597214161,0.167921146953405,0.248041775456919,0.279261457303,0.153710473405228,0.167124631992149,0.207811543172076,0.178074988568816,1.04139666411043,0.123793103448276,0.196311459276463,0.0712111801242236,0.19704758596735,0.0923279263480929,0.0621602787456446,0.0786163522012579,0.156389814374108,0.20726624919024,0.139963942307692
MYL2,0.0022344747533372,0.00663082437275985,0.02088772845953,0.00115397296406198,0.00410345457868763,0.0009738053898996,0,0.00614997713763146,0.010242523006135,0,0.00369641380939259,0,0.000798888502952413,0.00164088432391808,0.00501742160278746,0,0,0.00191103433383719,0.000540865384615383
MYL4,0.0167440510737086,0.0209677419354839,0.0130548302872063,0.0160731948565776,0.0134253335770426,0.0159205857930097,0.00817896509491733,0.00706447187928669,0.0107218174846626,0.0410344827586207,0.00830216903515333,0.0103416149068323,0.00670371656825286,0.0191770526711342,0.0231358885017422,0.00943396226415094,0.0183603046168491,0.0081731807385014,0.0227764423076923
MYL6,0.614538595473012,0.927777777777778,1.06266318537859,1.11185295087372,0.756708097239993,0.985725069827131,0.883255511328843,1.0221536351166,1.37115126533742,0.303103448275862,0.970590087784907,0.261273291925466,0.657971517888156,0.523905555207616,0.34787456445993,0.323899371069182,0.569050452165635,0.694849924422371,0.722295673076923
MYL6B,0.0447958986264268,0.0362007168458781,0.0574412532637076,0.0483844378503132,0.0360902942789252,0.0696686042122745,0.0427778628291488,0.0559899405578418,0.0939273389570552,0.00655172413793103,0.0473920403101996,0.0327018633540373,0.03900659951372,0.0513684474228095,0.0287108013937282,0.0172955974842767,0.0462041884816754,0.0414273375080976,0.0618389423076923
MYL9,0.15390791255562,0.213620071684588,0.467362924281984,0.672683811407847,0.986282215317127,1.05698648750661,0.340083435394979,0.574965706447188,0.193045437116564,0.0410344827586207,0.081443136637405,0.100403726708075,0.2732893365752,0.285789440721488,0.10815331010453,0.111635220125786,0.131401713469776,0.132768300583027,0.249338942307692
MYLIP,0.0380247630102534,0.0379928315412186,0.0835509138381201,0.0721233102538741,0.109020288795467,0.0233939759945648,0.0694924984690753,0.0344993141289438,0.135530099693252,0.013448275862069,0.0655788686375625,0.0358074534161491,0.0621048975338659,0.0248136782113108,0.0140766550522648,0.00471698113207547,0.0761899095668729,0.0602137767220903,0.0504206730769231
MYO10,0.00784484426388083,0.0129032258064516,0.0287206266318538,0.0703923508077811,0.0941235605922135,0.0296595455574847,0.0378023576240049,0.0212391403749428,0.123931173312883,0,0.00818407274731331,0.0159316770186335,0.0219868009725599,0.0147930105843302,0.0043205574912892,0.00628930817610063,0.00860304616849119,0.00860505290434032,0.00594951923076923
MYO1B,0.0117140646159799,0.0236559139784946,0.169712793733681,0.0797065611605671,0.144936940230305,0.0543443798595908,0.0975084200857318,0.0230681298582533,0.264939608895706,0.00655172413793103,0.00468054954139275,0.00661490683229814,0.03049670024314,0.0179244692177616,0.0140766550522648,0.00943396226415094,0.0226439790575916,0.010332541567696,0.00534855769230769
MYO1D,0.0434416715031921,0.0487455197132616,0.0626631853785901,0.0253874052093637,0.0798665691829647,0.0569864875066053,0.0465286282914881,0.0308413351623228,0.283823811349693,0.00655172413793103,0.0172381214817148,0.00599378881987578,0.0219868009725599,0.0746038704828709,0.0921254355400697,0.00943396226415094,0.0245478343645883,0.0206974735478298,0.0203725961538462
MYO1E,0.0227413426194622,0.0424731182795699,0.0678851174934726,0.0357731618859215,0.0315207457503199,0.0737449988676682,0.0185127066748316,0.0683356195701875,0.0467647622699386,0.00655172413793103,0.0523520843994804,0.00288819875776397,0.0155609586662035,0.0193649401891401,0.00641114982578397,0.0487421383647799,0.0116968110423608,0.00925286115309868,0.0191706730769231
MYO5A,0.0517604952602051,0.0487455197132616,0.0600522193211488,0.00997362347510716,0.00638822884299031,0.020600890767721,0.0129248315982854,0.0587334247828075,0.0366995782208589,0,0.0699090658583632,0.0128260869565217,0.025981243487322,0.0153566731383478,0.0189547038327526,0.0377358490566038,0.0426344597810566,0.0440185705031311,0.0594350961538462
MYO5B,0.0217740375314374,0.0102150537634409,0.00783289817232376,0.00609957138147049,0.00465180040212027,0.00527666641503737,0.037036895284752,0.00889346136259716,0.0559672162576687,0,0.00979805534779357,0.00413043478260869,0.00253560263980549,0.0414730381411662,0.0342857142857143,0,0.0112208472156116,0.0042863312459512,0.00174278846153846
MYO6,0.00378216289417682,0.0164874551971326,0.0939947780678851,0.0676722716782064,0.0247578139279839,0.0224881105155884,0.0993455296999388,0,0.538329179447853,0,0.00279100893595245,0.00102484472049689,0.0162556443209448,0.00671384731007704,0.00292682926829268,0,0.0040813898143741,0.0129237745627294,0.00594951923076923
MYO9B,0.0668504546333914,0.0971326164874552,0.031331592689295,0.0352786020441807,0.0300584902211661,0.0610628821619989,0.0306835578689528,0.0889117512574303,0.0570216641104294,0.0479310344827586,0.105928433649569,0.0345652173913043,0.0725251823549844,0.034583829147617,0.030801393728223,0.0440251572327044,0.0547715373631604,0.0846145540919888,0.04921875
MYRF,0,0.00573476702508961,0,0.00445103857566765,0.0105922134893073,0,0.0201201775872627,0.00249199817101052,0.00266967024539877,0,0,0.00661490683229814,0.00131990274400834,0.00364501784931421,0.00710801393728223,0.0188679245283019,0.00265349833412661,0,0
MZB1,0.259731089185529,0.0200716845878136,0.0182767624020888,0.0173920211012199,0.0168981904587827,0.0312448101456934,0.0283871708511941,0.0194101508916324,0.0317149156441718,0,0.0203086249655552,0.0202795031055901,0.0377908996179229,0.742919772029812,1.06703832752613,0.106918238993711,0.0531056639695383,0.066259987043835,0.0714543269230769
MZT2A/B,0.344467014896498,0.296953405017921,0.266318537859008,0.213814704912628,0.172171449460793,0.30791122518306,0.271344917330067,0.291472336534065,0.779318443251534,0.0893103448275862,0.29826792111168,0.0817701863354037,0.322091003820771,0.281718544498027,0.282369337979094,0.15251572327044,0.373667301285102,0.39361908874973,0.380348557692308
NAALAD2,0,0.00842293906810036,0,0,0.00510875525498081,0.00633350947384314,0.00274418248622168,0,0.00813362730061349,0,0.000547179466992086,0.00661490683229814,0.00131990274400834,0,0.00292682926829268,0.00314465408805031,0,0.00169509825091773,0.00354567307692307
NAGPA,0.0279647900947959,0.0290322580645161,0.0574412532637076,0.019782393669634,0.0143392432827637,0.0284517249188496,0.0251722290263319,0.0418152720621856,0.0587471242331288,0.013448275862069,0.0452269416997992,0.00909937888198758,0.0245918721778395,0.0144172355483184,0.009198606271777,0.00786163522012578,0.0295454545454545,0.0260958756208162,0.0329927884615385
NALCN,0.00416908492938673,0.00842293906810036,0.00783289817232376,0.00560501153972964,0.0178121001645037,0.0202989356080622,0.00657149418248622,0.0111796982167353,0.00832534509202454,0,0.00538912726843286,0.0072360248447205,0.00878777353247655,0.00389553453998873,0.000139372822299651,0.00314465408805031,0.00503331746787244,0.00126322608507882,0.0131610576923077
NAMPT,0.0707196749854904,0.0917562724014337,0.114882506527415,0.109874711506759,0.0564704807165052,0.0666490526156866,0.0639046233925291,0.108573388203018,0.392431940184049,0.220344827586207,0.137499507932134,0.628975155279503,0.0490795415074679,0.10341328991044,0.155540069686411,0.0566037735849057,0.03501903855307,0.061509393219607,0.0816706730769231
NANOG,0,0.0021505376344086,0.00261096605744125,0.00346191889218595,0.00410345457868763,0.00210613723862007,0.00366273729332517,0.00157750342935528,0.00698332055214724,0,0,0.00847826086956522,0,0.00326924281330244,0.0043205574912892,0,0.000749643027129935,0.00255884258259555,0.00294471153846153
NAP1L5,0.0370574579222287,0.0308243727598566,0.0339425587467363,0.0366798549291131,0.0317035276914641,0.0424926398429833,0.0471409981628904,0.041358024691358,0.093160467791411,0,0.037747510136598,0.0246273291925466,0.041785342132685,0.0272562159453874,0.0210452961672474,0.00943396226415094,0.0478700618752975,0.0494169725761175,0.0564302884615385
NAPSA,0.0335751596053395,0.0827956989247312,0.0287206266318538,0.186943620178042,0.180944982635716,0.0239223975239677,2.59345146968769,0.0404435299497028,2.56392350460123,0.0203448275862069,0.123288587962052,0.0606521739130435,0.117158735672108,0.0142293480303125,0.00501742160278746,0.0581761006289308,0.0328772013326987,0.0541675664003455,0.04140625
NASP,0.0703327529502805,0.0792114695340502,0.0809399477806788,0.129821958456973,0.0667976603911534,0.0767645504642561,0.0701814145744029,0.0870827617741198,0.248164302147239,0.0341379310344828,0.0708144707318033,0.0215217391304348,0.0721778395276138,0.0503037514874429,0.0301045296167247,0.0471698113207547,0.0761899095668729,0.0768408551068884,0.0744591346153846
NAT1,0.00668407815825111,0.0200716845878136,0.00783289817232376,0.00733597098582262,0.00574849204898556,0.00512568883520797,0.00863824249846908,0.00432098765432099,0.0285515720858896,0,0.00794788017163327,0.00475155279503106,0.00461965960402918,0.00239243439594163,0.00362369337979094,0.00628930817610063,0.00669919086149453,0.00925286115309868,0.00354567307692307
NAT8L,0.00494292899980654,0.0146953405017921,0,0.0140125288493241,0.00492597331383659,0.00535215520495206,0.0132310165339865,0.00797896662094193,0.0269219708588957,0,0.00975868991851356,0.0103416149068323,0.00826675929142063,0.00439656792133776,0.00501742160278746,0.029874213836478,0.00931699190861494,0.00320665083135392,0.00775240384615384
NAV1,0.0279647900947959,0.0908602150537634,0.0731070496083551,0.0665182987141444,0.0330743922500457,0.0744243979769004,0.0173645131659522,0.0399862825788752,0.0688123082822086,0.00655172413793103,0.0287328268314766,0.00661490683229814,0.0138242445293505,0.0448550134652721,0.0175609756097561,0.0188679245283019,0.022405997144217,0.0161628158065213,0.0215745192307692
NAV2,0.00320177984136196,0.0111111111111111,0.0365535248041775,0.0103857566765579,0.0504386766587461,0.0296595455574847,0.0547190753214942,0.00752171925011431,0.142240222392638,0,0.00739676416171318,0.00909937888198758,0.00965613060090309,0.00840483497213002,0.00641114982578397,0.00628930817610063,0.00669919086149453,0.00903692507017923,0.00594951923076923
NAV3,0,0,0.00261096605744125,0.00478074513682822,0.0105008225187351,0.0195440477089152,0,0.00569272976680384,0.00305310582822085,0,0,0,0.00496700243139979,0.00145299680591219,0,0,0.00503331746787244,0,0.00835336538461538
NBEA,0.0132617527568195,0.000358422939068098,0,0,0.00520014622555291,0.00399335698648751,0.00580603184323331,0.000205761316872426,0.0321942101226994,0,0,0.0072360248447205,0.00131990274400834,0.0248136782113108,0.0161672473867596,0.0125786163522013,0.000987624940504521,0,0
NBEAL2,0.0635616173341072,0.127598566308244,0.0861618798955613,0.0712166172106825,0.0402942789252422,0.0283762361289349,0.0914612676056338,0.0344993141289438,0.108689608895706,0.0962068965517241,0.0575483210644412,0.0693478260869565,0.125321292115318,0.0260662616646834,0.0161672473867596,0.0283018867924528,0.121644455021418,0.132768300583027,0.133353365384615
NBL1,0.237869994196169,0.207347670250896,0.221932114882507,0.233514671941972,0.468186803143849,1.32799124330037,0.103172841396203,0.738660265203475,0.0711129217791411,0.0548275862068966,0.055973703893241,0.049472049689441,0.270336922542549,0.496912381787437,0.209198606271777,0.147798742138365,0.17780818657782,0.188047937810408,0.301021634615385
NBN,0.0473108918552912,0.0478494623655914,0.0261096605744125,0.0318166831519947,0.0351763845732042,0.0333584962633049,0.0277748009797918,0.0344993141289438,0.13428393404908,0.00655172413793103,0.0460536157146794,0.0432608695652174,0.0513372698853769,0.0467965178179996,0.052404181184669,0.00314465408805031,0.0504878629224179,0.0545994385661844,0.04140625
NBR1,0.0451828206616367,0.0586021505376344,0.0861618798955613,0.0590999010880317,0.0601261195393895,0.0619687476409753,0.060995866503368,0.0825102880658436,0.133900498466258,0.0824137931034483,0.0651064834862024,0.0289751552795031,0.0555053838138242,0.0405336005511367,0.0342857142857143,0.0361635220125786,0.0654807234650167,0.0606456488879292,0.0774639423076923
NCAM1,0.00629715612304121,0.0191756272401434,0.00261096605744125,0.00403890537421694,0.01461341619448,0.00701290858307541,0.00572948560930802,0.0111796982167353,0.0483943634969325,0,0.00554658898555288,0.00599378881987578,0.0298020145883988,0.00552389302937308,0.0133797909407666,0.00628930817610063,0.00717515468824369,0.00579788382638739,0.01015625
NCAN,0.0101663764751403,0.00125448028673835,0.00783289817232376,0.00403890537421694,0.00574849204898556,0.00769230769230769,0.0113939069197795,0.00523548239597622,0.0114886886503067,0,0.0110183836554738,0.00785714285714286,0.0028829454671761,0.000826705079225904,0.000836236933797908,0.00628930817610063,0.00884102808186578,0.0105484776506154,0.01015625
NCAPD3,0.027577868059586,0.0379928315412186,0.0496083550913838,0.0155786350148368,0.0164412356059221,0.0129765229863365,0.0146853949785671,0.013923182441701,0.068333013803681,0,0.0212927606975554,0.00909937888198758,0.0280653004515457,0.0134151687856203,0.00501742160278746,0.0314465408805031,0.0295454545454545,0.0291189807816886,0.0438100961538462
NCBP1,0.031447088411685,0.0433691756272401,0.0287206266318538,0.0328058028354764,0.0337141290440504,0.0292066128179965,0.0361183404776485,0.0367855509830819,0.0832870015337423,0.013448275862069,0.0355430460969177,0.0171739130434783,0.0431747134421674,0.0201164902611636,0.0189547038327526,0.0283018867924528,0.0412065683008091,0.056758799395379,0.04921875
NCF1,0.184281292319598,0.129390681003584,0.0287206266318538,0.043603692713485,0.0350849936026321,0.0405299313052012,0.0720950704225352,0.139666209419296,0.0825201303680982,0.178965517241379,0.529972837853797,0.268726708074534,0.0527266411948593,0.150134652721238,0.218954703832753,0.116352201257862,0.0759519276534983,0.112686244871518,0.04921875
NCF2,0.076523505513639,0.0908602150537634,0.0052219321148825,0.0212660731948566,0.0218333028696765,0.0273193930701291,0.0528054194733619,0.154755372656607,0.0349741180981595,0.241034482758621,0.368023461795851,0.18611801242236,0.0337964571031608,0.0196154568798146,0.0168641114982578,0.0660377358490566,0.0243098524512137,0.0453141870006478,0.0281850961538462
NCF4,0.0873573224995163,0.0675627240143369,0.010443864229765,0.0130234091658424,0.0142478523121916,0.0235449535743942,0.0251722290263319,0.0756515775034294,0.0337279524539877,0.123793103448276,0.0910089359524466,0.0910869565217391,0.0360541854810698,0.0471096636813428,0.0684320557491289,0.0487421383647799,0.0500118990956687,0.0280393003670913,0.0792668269230769
NCK1,0.0767169665312439,0.0899641577060932,0.164490861618799,0.134767556874382,0.0579327362456589,0.0804635011700762,0.062297152480098,0.0971422039323274,0.118179639570552,0.0341379310344828,0.108487186552769,0.0233850931677019,0.101528308440431,0.0546877935742469,0.0391637630662021,0.050314465408805,0.0976082817705854,0.107719714964371,0.0894831730769231
NCK2,0.100319210679048,0.0810035842293907,0.107049608355091,0.0905044510385757,0.0993328459148236,0.0943534385143806,0.0607662278015922,0.0843392775491541,0.136967983128834,0.013448275862069,0.05018698578908,0.0283540372670807,0.149982632858631,0.0550635686102587,0.0342857142857143,0.029874213836478,0.236113755354593,0.1990606780393,0.175420673076923
NCKAP1,0.0289320951828207,0.0335125448028674,0.14621409921671,0.141608968018464,0.103445439590568,0.119642183135804,0.0919970912431108,0.0633058984910837,0.435951878834356,0.0617241379310345,0.0211746644097154,0.0190372670807453,0.0355331712400139,0.0415356673138348,0.0140766550522648,0.0188679245283019,0.0226439790575916,0.022209026128266,0.0365985576923077
NCKAP1L,0.147910621009867,0.244982078853047,0.0234986945169713,0.0313221233102539,0.0242094681045513,0.0391711330867366,0.0554079914268218,0.129149519890261,0.0352616947852761,0.0617241379310345,0.226544108963508,0.0351863354037267,0.131052448766933,0.0563787812362999,0.074006968641115,0.0974842767295598,0.130687767729653,0.160839991362557,0.101502403846154
NCOA1,0.0103598374927452,0.0200716845878136,0.00783289817232376,0.0112924497197494,0.0115975141656004,0.0113157696082132,0.00350964482547459,0.00294924554183813,0.00468270705521472,0,0.0043656261071527,0.00537267080745341,0.0113928447377562,0.00502285964802405,0.00571428571428571,0,0.0136006663493574,0.0109803498164543,0.0155649038461538
NCOA2,0.0962565293093442,0.0541218637992831,0.0261096605744125,0.0657764589515331,0.0806890879181137,0.05706197629652,0.0626033374157992,0.0651348879743942,0.182500958588957,0.0203448275862069,0.0465653662953195,0.0463664596273292,0.077387981938173,0.12990542994927,0.136724738675958,0.0911949685534591,0.0849952403617325,0.0705787087022241,0.0690504807692308
NCOA3,0.0981911394853937,0.0666666666666667,0.12532637075718,0.122815694032311,0.0745658928897825,0.0566845323469465,0.0479064605021433,0.082053040695016,0.224103719325153,0.0272413793103448,0.0690430264142031,0.0252484472049689,0.052552969781174,0.0680904365253335,0.0774912891986063,0.0566037735849057,0.0868990956687292,0.0751133664435327,0.0942908653846154
NCOA6,0.0486651189785258,0.0621863799283154,0.0496083550913838,0.0524233432245302,0.0479711204532992,0.0504944515739413,0.049667023882425,0.0386145404663923,0.157865222392638,0.0272413793103448,0.0542809904342007,0.0177950310559006,0.048037513025356,0.0415982964865034,0.0321951219512195,0.0424528301886792,0.0412065683008091,0.0604297128050097,0.0347956730769231
NCOA7,0.0223544205842523,0.0541218637992831,0.0548302872062663,0.0265413781734257,0.0240266861634071,0.0292066128179965,0.0514275872627067,0.0230681298582533,0.10581384202454,0,0.012278077392434,0.00475155279503106,0.0245918721778395,0.0357737834283209,0.0356794425087108,0.00628930817610063,0.0359709662065683,0.0263118117037357,0.0221754807692308
NCOR1,0.0956761462565293,0.0801075268817204,0.101827676240209,0.0727827233761952,0.05711021751051,0.0902770438589869,0.0782953153704838,0.0866255144032922,0.151155099693252,0.0479310344827586,0.0797897886076448,0.0227639751552795,0.0879819381729767,0.0550635686102587,0.057979094076655,0.0283018867924528,0.104747739171823,0.132984236665947,0.10390625
NCOR2,0.0736215902495647,0.135663082437276,0.0887728459530026,0.103363006923838,0.0857155912995796,0.150441609421001,0.148564758113901,0.128235025148605,0.208862154907975,0.0686206896551724,0.0975435972129276,0.0233850931677019,0.079645710316082,0.0663368196906119,0.049616724738676,0.0487421383647799,0.0657187053783912,0.0748974303606132,0.0954927884615385
NCR1,0.00900561036951054,0.00304659498207885,0,0.00272007912957468,0,0,0.00159598897734231,0,0,0,0.00259418178955241,0.00785714285714286,0.119590135463703,0,0,0,3.56972870061874e-05,0.0373245519326279,0.00354567307692307
NCR3,0.00881214935190559,0.0137992831541219,0,0.00436861193537751,0.00775909340157192,0.00142673812938779,0.00611221677893448,0,0,0,0.000350352320592055,0.0177950310559006,0.0275442862104898,0,0.00153310104529616,0,0.0128867206092337,0.0196177931332326,0.0173677884615385
NCR3LG1,0.00436254594699168,0.0102150537634409,0,0.00239037256841411,0.00191007128495704,0.00618253189401374,0,0.00386374028349337,0,0,0.00653072471755304,0.000403726708074533,0.000625217089267105,0.00151562597858082,0.00989547038327526,0,0.0012256068538791,0.00147916216799827,0.00474759615384615
NCSTN,0.0815534919713678,0.0756272401433692,0.0731070496083551,0.0721233102538741,0.0646956680679949,0.0809164339095644,0.0800558787507655,0.111774119798811,0.28046875,0.0686206896551724,0.137499507932134,0.0382919254658385,0.0591524835012157,0.0750422746915513,0.049616724738676,0.0943396226415094,0.0652427415516421,0.0675556035413518,0.0540264423076923
NDC1,0.00997291545753531,0.0129032258064516,0.0182767624020888,0.00436861193537751,0.00373789069639919,0.00791877406205178,0.00396892222902633,0.00294924554183813,0.030277032208589,0,0.00775105302523324,0,0.0157346300798888,0.0132899104402831,0.0203484320557491,0.00471698113207547,0.0145525940028558,0.0096847333189376,0.00895432692307692
NDC80,0.0018475527181273,0.00752688172043011,0.0156657963446475,0.000659413122321133,0.00145311643209651,0,0.00159598897734231,0,0.019253259202454,0,0.000980199189072155,0.00785714285714286,0.0115665161514415,0.000576188388551387,0.00641114982578397,0,0.00812708234174202,0.0196177931332326,0.00234375
NDE1,0.117343780228284,0.14910394265233,0.0783289817232376,0.0901747444774151,0.0391975872783769,0.0855967388842757,0.0488250153092468,0.0729080932784636,0.312102185582822,0.0824137931034483,0.0884501830492462,0.0507142857142857,0.113337964571032,0.0426629924218701,0.030801393728223,0.0220125786163522,0.16067348881485,0.134711725329303,0.120733173076923
NDEL1,0.0453762816792416,0.0442652329749104,0.0365535248041775,0.111440817672272,0.0432187899835496,0.0364535366498075,0.048365737905695,0.0409007773205304,0.084149731595092,0.0341379310344828,0.0358186041018777,0.0358074534161491,0.0499478985758944,0.0420367006951838,0.0558885017421603,0.0125786163522013,0.0402546406473108,0.0390520405959836,0.0408052884615385
NDP,0.00494292899980654,0.00304659498207885,0.0052219321148825,0,0,0,0,0,0,0.00655172413793103,0,0,0,0.0128515062316027,0.0217421602787456,0.00471698113207547,0.00170157068062827,0,0
NDRG2,0.0430547494679822,0.210035842293907,0.219321148825065,0.264836795252226,0.244735880095047,0.107111044009965,0.0583167483159829,0.0934842249657065,0.0475316334355828,0.013448275862069,0.0328661969058773,0.0376708074534162,0.0657519972212574,0.0538736143295547,0.0245296167247387,0.0393081761006289,0.0452522608281771,0.034517382854675,0.0305889423076923
NDRG4,0.00262139678854711,0.0137992831541219,0.010443864229765,0.167820639630729,0.0253975507219887,0.00693741979316071,0.0211918248622168,0.00340649291266575,0.0311397622699386,0.0203448275862069,0.00216116206747234,0.0140683229813665,0.0115665161514415,0.00420868040333187,0.00501742160278746,0.00471698113207547,0.00717515468824369,0.00860505290434032,0.00474759615384615
NDUFA1,0.211365834784291,0.177777777777778,0.156657963446475,0.148532805802835,0.116697130323524,0.17437155582396,0.176121402327006,0.247119341563786,0.581369823619632,0.0824137931034483,0.305038774947841,0.0519565217391304,0.15779784647447,0.22309763888019,0.223135888501742,0.0911949685534591,0.173762494050452,0.226052688404232,0.199459134615385
NDUFA10,0.124114915844457,0.11594982078853,0.117493472584856,0.097675568743818,0.080140742094681,0.121604891673586,0.122309399877526,0.105829903978052,0.363194976993865,0.0686206896551724,0.125768610006692,0.0215217391304348,0.107259465092046,0.0841235047285025,0.0656445993031359,0.0786163522012579,0.128545930509281,0.132336428417189,0.115925480769231
NDUFA11,0.137076804023989,0.112365591397849,0.130548302872063,0.129574678536103,0.100795101443977,0.143572129538763,0.151779699938763,0.157956104252401,0.254970283742331,0,0.144309727197575,0.0432608695652174,0.128794720389024,0.119822133149621,0.107456445993031,0.0377358490566038,0.121168491194669,0.144644785143597,0.121935096153846
NDUFA12,0.0219674985490424,0.0379928315412186,0.0052219321148825,0.0329706561160567,0.0126942058124657,0.0236959311542236,0.0236413043478261,0.0239826245999086,0.0682371549079755,0,0.0391253001613983,0.00599378881987578,0.0230288294546718,0.0136030563036262,0.0126829268292683,0.00786163522012578,0.0233579247977154,0.0293349168646081,0.0233774038461538
NDUFA13,0.149458309150706,0.158960573476703,0.172323759791123,0.148697659083416,0.120261378175836,0.164784479504794,0.191201010410288,0.199565614997714,0.425407400306748,0.0272413793103448,0.208829665787505,0.0438819875776398,0.140083362278569,0.133851067827394,0.125574912891986,0.0723270440251572,0.141396953831509,0.161271863528396,0.201862980769231
NDUFA2,0.110959566647321,0.110573476702509,0.0939947780678851,0.102538740520936,0.0926613050630598,0.088012380161546,0.120701928965095,0.125948788294467,0.235702645705521,0.0410344827586207,0.165645789867338,0.0544409937888199,0.102222994095172,0.0883822884699693,0.0851567944250871,0.0566037735849057,0.0823774393146121,0.0902288922478946,0.0930889423076923
NDUFA4,0.0885180886051461,0.100716845878136,0.112271540469974,0.0856412792614573,0.080140742094681,0.139722201253114,0.138154470300061,0.143324188385917,0.635530099693251,0.0341379310344828,0.115887887257411,0.0109627329192547,0.083640152830844,0.0891338385419929,0.0754006968641115,0.0267295597484277,0.0942765349833413,0.0835348736773915,0.109314903846154
NDUFA4L2,0.0169375120913136,0.0326164874551971,0.161879895561358,0.0978404220243983,0.0767592761835131,0.0301124782969729,0.0175176056338028,0.0194101508916324,0.00276552914110429,0,0.00814470731803331,0.00909937888198758,0.032754428621049,0.012788877058934,0.00501742160278746,0.00471698113207547,0.016694431223227,0.00515007557762902,0.00835336538461538
NDUFA6,0.0538885664538595,0.0541218637992831,0.0600522193211488,0.0510220903395978,0.0369128130140742,0.0576658866158375,0.0495139314145744,0.0637631458619113,0.211450345092025,0.00655172413793103,0.0908514742353265,0.0252484472049689,0.0539423410906565,0.0378405461263857,0.0363763066202091,0.0220125786163522,0.0564374107567825,0.0630209458000432,0.0528245192307692
