,B cell,Conventional dendritic cell,Endothelial,Fibroblast,Macrophage,Malignancy,Monocyte,Neutrophil,NK cell,Pericyte,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
AQP4,0.0130594900849858,0.0123566878980892,0.00443695591126088,0.00744260932793185,0.00578836297859511,0.120245464629477,0.00539016689219666,0.0531582238899312,0.00947641713543921,0.0167598475222363,0.00280195865070729,0.0047375596455351,0.0100132333480371,0.00670580745561293,0.00655637254901961,0.0159429129055867
AQP7,0.230056657223796,0.0357112526539278,0.0884021342319573,0.0532512724628649,0.0272937393226811,0.044137116685154,0.0229815065403699,0.0494058786741714,0.0319774989182172,0.0360736975857687,0.581147986942329,0.974062713019768,0.0497132774591972,0.0267949352762255,0.0431678921568627,0.0418028787509149
AQP9,0.0272237960339943,0.02552016985138,0.0336422353271553,0.0391243377999377,0.0396543060998895,0.0269975310408988,0.0735002255299955,0.0168855534709193,0.0254868022501082,0.0177763659466328,0.028373231773667,0.0289366053169734,0.0267754741949713,0.0159015349791328,0.0185049019607843,0.0186264942668944
AQR,0.0835977337110482,0.0866666666666667,0.174894692502106,0.0971901942453516,0.102663048939805,0.207088417361434,0.0762065854758683,0.0762976860537836,0.0896725804125198,0.0907115628970775,0.0767954298150163,0.0797205180640763,0.0805910895456551,0.096116573530452,0.092953431372549,0.0908392290802635
AR,0.0192917847025496,0.0454777070063694,0.0350463352990733,0.0380855926041342,0.0190533614712089,0.0268544029770637,0.0126071267478575,0.0619136960600375,0.0200057695081494,0.0518297331639136,0.0245647442872688,0.00576005453306067,0.0188354653727393,0.0146990167645186,0.0149816176470588,0.0217979995120761
ARAF,0.0943626062322946,0.104501061571125,0.151586632968267,0.0960475745299678,0.11170736609386,0.1869789243926,0.0802661253946775,0.0850531582238899,0.0844800230780326,0.0858831003811944,0.0958378672470076,0.110054533060668,0.0695632995147772,0.0952677371436656,0.0698223039215686,0.0986460112222493
ARAP2,0.128356940509915,0.20895966029724,0.0937377141252457,0.11474498805443,0.161250125615516,0.148405911189036,0.150180423996392,0.106941838649156,0.215880571181307,0.0302287166454892,0.0582970620239391,0.06813224267212,0.156462284958094,0.201938176416496,0.249356617647059,0.162808001951696
ARC,0.0105099150141643,0.0123566878980892,0.0207245155855097,0.0242702814999481,0.00759722640940609,0.00985794539664364,0.0117050067658999,0.0381488430268918,0.0103418433578537,0.0124396442185515,0.0142274211099021,0.0149625085207907,0.00868989854433171,0.0154771167857395,0.0131433823529412,0.0174066845572091
AREL1,0.0473371104815864,0.0514225053078556,0.0912103341757933,0.0675859561649527,0.0667872575620541,0.190700254052313,0.0680875056382499,0.0606629143214509,0.0586614741093322,0.0612325285895807,0.0501360174102285,0.0320040899795501,0.0404499338332598,0.0631534271769116,0.069515931372549,0.0627836057575018
ARF1,0.516458923512748,0.450148619957537,1.04908733501825,0.613031058481355,0.796764144307105,1.41365799549147,0.561547135769057,0.405253283302064,0.488778306649358,0.596937738246506,0.642627856365615,0.588922972051806,0.518614909572122,0.359255853434251,0.369607843137255,0.375786777262747
ARF3,0.366033994334278,0.405138004246285,0.673911822521764,0.418577957826945,0.557391216963119,0.773088345797402,0.469079837618403,0.32332707942464,0.349733160248089,0.391092757306226,0.293335146898803,0.245364689843217,0.376576973974416,0.270623187380632,0.254105392156863,0.295767260307392
ARF4,0.181898016997167,0.170743099787686,0.421735467565291,0.423252311208061,0.283147422369611,0.473306616094751,0.194384303112314,0.184490306441526,0.179244194432425,0.298081321473952,0.495729053318825,0.341138377641445,0.189104543449493,0.121935346961873,0.13140318627451,0.165003659429129
ARF5,0.0903966005665722,0.110021231422505,0.209716371805673,0.109031889477511,0.13833785549191,0.305238487136365,0.106427604871448,0.08317698561601,0.114192990047598,0.126797966963151,0.0664581066376496,0.0654055896387185,0.0938244375827084,0.0959751007993209,0.0837622549019608,0.104501097828739
ARF6,0.38728045325779,0.401316348195329,0.467509126649817,0.347735535473148,0.442829866345091,0.456524850610083,0.400969778980604,0.24953095684803,0.428054233376605,0.253354510800508,0.312377584330794,0.2593387866394,0.318791354212616,0.419947655089481,0.414797794117647,0.400182971456453
ARFGAP1,0.15300283286119,0.135074309978769,0.244257231114855,0.267025033759219,0.194312129434228,0.566017819443948,0.145669824086604,0.228893058161351,0.135107457089283,0.147382465057179,0.251985854189336,0.224573960463531,0.148522276135862,0.116630119544458,0.11547181372549,0.139143693583801
ARFGAP3,0.107393767705382,0.110445859872611,0.150463352990733,0.117861223641841,0.1237664556326,0.284663827960067,0.102819124943618,0.107567229518449,0.0801528919659599,0.121715374841169,0.174183895538629,0.178220858895706,0.0810322011468902,0.0640022635636981,0.0689031862745098,0.0722981214930471
ARFGEF1,0.124390934844193,0.131677282377919,0.208593091828138,0.144037602576088,0.137634408602151,0.229130139192042,0.128980604420388,0.102564102564103,0.131068801384682,0.140012706480305,0.107263329706202,0.0960804362644853,0.106616674018527,0.134172738204711,0.141973039215686,0.140119541351549
ARFGEF3,0.043371104815864,0.0348619957537155,0.0833473743330525,0.0576140022852394,0.0506079790975781,0.387966508033063,0.0423770861524583,0.0819262038774234,0.0394778595124766,0.0429351969504447,0.0936615886833515,0.0749488752556237,0.0470666078517865,0.0302610171889368,0.0313725490196078,0.0376555257379849
ARG1,0.00711048158640227,0.0102335456475584,0,0.0075464838475122,0.0129233242890162,0.0113250080509536,0.00539016689219666,0.0131332082551595,0.00356267128227319,0.000749682337992375,8.16104461371023e-05,0.00269256987048398,0.00736656374062638,0.0127183985286836,0.0105392156862745,0.0103317882410344
ARG2,0.0306232294617564,0.0284925690021231,0.0426284751474305,0.0337228627817596,0.0290021103406693,0.0301463484452714,0.0306495263870095,0.0444027517198249,0.036881580845233,0.0261626429479034,0.0267410228509249,0.0251874573960464,0.0444199382443758,0.033444153639386,0.0352022058823529,0.0357038302024884
ARHGAP10,0.051586402266289,0.177537154989384,0.0816624543667509,0.105915653890101,0.172304291026028,0.13688410205031,0.135295444294091,0.0781738586616635,0.0575075724794461,0.161867852604828,0.0463275299238303,0.0176891615541922,0.0792677547419497,0.0673976091108439,0.052359068627451,0.0642473774091242
ARHGAP12,0.0680169971671388,0.0637367303609342,0.0948609941027801,0.0771424119663447,0.116832479147824,0.61282069631803,0.0667343256653135,0.106941838649156,0.0632770806288764,0.0691105463786531,0.0778835690968444,0.0483640081799591,0.0625055138950154,0.0581311452217585,0.0606311274509804,0.0566845572090754
ARHGAP15,0.113909348441926,0.0815711252653928,0.0313956753720865,0.0647813441362834,0.0910059290523565,0.0137224031201918,0.0856788452864231,0.0250156347717323,0.152704456945045,0.0896950444726811,0.0757072905331883,0.0521131561008862,0.092059991177768,0.171733748320011,0.156525735294118,0.12840936813857
ARHGAP22,0.0411048158640227,0.146114649681529,0.0353271552934569,0.0347616079775631,0.110903426791277,0.0386982502594196,0.0613216057735679,0.0350218886804253,0.0260637530650512,0.0198094027954257,0.0251088139281828,0.017348329925017,0.0479488310542567,0.031605008134682,0.0188112745098039,0.0227738472798244
ARHGAP42,0.0294900849858357,0.0238216560509554,0.0569502948609941,0.0636387244208996,0.0210632097276656,0.0559093999355924,0.0184709066305819,0.050656660412758,0.0283715563248233,0.112058449809403,0.0414309031556039,0.0497273346966599,0.0205999117776798,0.0215604442243758,0.0208026960784314,0.0293608197121249
ARHGAP45,0.216175637393768,0.209384288747346,0.0364504352709913,0.142271735743222,0.167782132449,0.0410240812967403,0.182205683355886,0.0700437773608505,0.260594259339391,0.0281956797966963,0.10563112078346,0.100852079072938,0.201896779885311,0.33152719813256,0.299601715686275,0.263808245913637
ARHGAP5,0.0192917847025496,0.0331634819532909,0.0367312552653749,0.0309182507530903,0.0259873379559843,0.11634522488997,0.0108028867839423,0.0550343964978111,0.0181306793595846,0.0381067344345616,0.027285092491839,0.0125766871165644,0.0170710189677988,0.023965480653604,0.0181985294117647,0.0264332764088802
ARHGDIB,0.564334277620397,0.527006369426752,0.677281662454367,0.374742910564039,0.838368003215757,0.149049987476294,0.727988272440235,0.118198874296435,0.605755084379057,0.403036848792884,0.285718171926007,0.205146557600545,0.494353771504191,0.649345688618519,0.564460784313725,0.536069773115394
ARHGEF12,0.0377053824362606,0.0369851380042463,0.323448469531031,0.072156435026488,0.0732187719827153,0.270458367624432,0.0405728461885431,0.0800500312695435,0.0576518101831819,0.169237611181703,0.0446953210010881,0.0432515337423313,0.0422143802382003,0.0342222536606069,0.0341299019607843,0.067662844596243
ARHGEF18,0.194929178470255,0.148237791932059,0.220668351586633,0.168759738236211,0.239634207617325,0.34202239954199,0.161005863779883,0.161350844277674,0.180398096062311,0.129847522236341,0.131746463547334,0.119938650306748,0.183370092633436,0.207314140199477,0.162959558823529,0.171102707977556
ARHGEF7,0.0504532577903683,0.0624628450106157,0.190058972198821,0.067378207125792,0.062667068636318,0.102354456650088,0.0523004059539919,0.0462789243277048,0.0485648348478292,0.145857687420584,0.0457834602829162,0.0360940695296523,0.0461843846493163,0.0516941359552946,0.046078431372549,0.0532690900219566
ARHGEF9,0.0331728045325779,0.0454777070063694,0.0440325751193485,0.0407863301132232,0.0444779419153854,0.124431960496654,0.0292963464140731,0.0368980612883052,0.0270734169912015,0.0523379923761118,0.028373231773667,0.019052488070893,0.0272165857962064,0.0252387352337837,0.0301470588235294,0.0315564771895584
ARID1A,0.0937960339943343,0.112569002123142,0.121258073574839,0.0873221148852187,0.10035172344488,0.167585071742942,0.0983085250338295,0.0631644777986241,0.0955863262656859,0.0998602287166455,0.0708106637649619,0.0756305385139741,0.0744155271283635,0.0956921553370588,0.0949448529411765,0.0976701634545011
ARID1B,0.0991784702549575,0.0904883227176221,0.188935692221286,0.127106055884492,0.111908350919506,0.310391097434429,0.0861299052774019,0.112570356472796,0.108279244194432,0.127306226175349,0.101278563656148,0.0810838445807771,0.109263343625937,0.0907406097474712,0.101991421568627,0.108404488899732
ARID2,0.0365722379603399,0.0565180467091295,0.0704296545914069,0.046707177729303,0.0532207818309718,0.208877518159373,0.0410239061795219,0.0625390869293308,0.0474109332179432,0.0353113087674714,0.0457834602829162,0.0377982276755283,0.0497132774591972,0.0536747541911297,0.0511335784313726,0.0610758721639424
ARID4A,0.0490368271954674,0.0824203821656051,0.0805391743892165,0.0533551469824452,0.0681941513415737,0.0731205496117651,0.0644790257104195,0.0281425891181989,0.0566421462570316,0.05284625158831,0.0267410228509249,0.0153033401499659,0.0523599470666079,0.0596166088986348,0.0566482843137255,0.0542449377897048
ARID4B,0.0612181303116147,0.0709554140127389,0.110025273799495,0.0717409369481666,0.071007938900613,0.15563387841271,0.0640279657194407,0.0512820512820513,0.0732294821866436,0.057420584498094,0.0376224156692057,0.0251874573960464,0.056771063078959,0.0797057367192474,0.0747242647058824,0.0637594535252501
ARID5B,0.0875637393767705,0.0735031847133758,0.143442853131143,0.163877635815934,0.0769369912571601,0.185583425770208,0.0671853856562923,0.123202001250782,0.10121159671138,0.15856416772554,0.0952937976060936,0.0654055896387185,0.0827966475518306,0.108636910235552,0.0825367647058824,0.160856306416199
ARIH1,0.10399433427762,0.0972823779193206,0.184442572311149,0.11162875246702,0.124972364586474,0.299728056678713,0.103721244925575,0.105691056910569,0.100490408192702,0.107992376111817,0.0893090315560392,0.108009543285617,0.0744155271283635,0.1077173374832,0.0918811274509804,0.0966943156867529
ARIH2,0.0459206798866856,0.0586411889596603,0.0909295141814097,0.0668588345278903,0.0639734700030148,0.124324614448778,0.0563599458728011,0.0525328330206379,0.0544785807009952,0.0538627700127065,0.0506800870511425,0.0582481254260395,0.0444199382443758,0.0516941359552946,0.0577205882352941,0.0632715296413759
ARL13B,0.0360056657223796,0.0340127388535032,0.0701488345970233,0.0442141892593747,0.0392523364485981,0.0620639066805024,0.0365133062697339,0.0337711069418386,0.0393336218087408,0.0370902160101652,0.0300054406964091,0.0330265848670757,0.0422143802382003,0.0403055810992431,0.035968137254902,0.0408270309831666
ARL5B,0.039971671388102,0.0467515923566879,0.0914911541701769,0.0562636335306949,0.0636719927645463,0.454950441907897,0.0338069463238611,0.0813008130081301,0.0384681955863263,0.0396315120711563,0.0593852013057671,0.0630197682344922,0.0360388178209087,0.0337978354672137,0.0362745098039216,0.0444864601122225
ARL6IP5,0.299461756373938,0.454819532908705,0.309969109800618,0.326025760880856,0.47971058185107,0.285844634486707,0.413148398737032,0.210756722951845,0.350310111063032,0.220825921219822,0.164390642002176,0.130845262440354,0.322761358623732,0.405022281955153,0.319669117647059,0.392620151256404
ARMC8,0.0280736543909348,0.0242462845010616,0.0561078348778433,0.0238547834216267,0.0337252537433424,0.0728342934840949,0.0360622462787551,0.0156347717323327,0.0364488677340257,0.0307369758576874,0.013683351468988,0.0180299931833674,0.0276576973974416,0.0338685718327792,0.0327512254901961,0.0276530861185655
ARMH1,0.016742209631728,0.0132059447983015,0.0162313956753721,0.0129479588656902,0.0123203698120792,0.0447811929724121,0.0117050067658999,0.0225140712945591,0.0182749170633204,0.00989834815756035,0.0109630032644178,0.0146216768916155,0.0179532421702691,0.0165381622692226,0.0134497549019608,0.0152110270797756
ARNT,0.0436543909348442,0.0429299363057325,0.0853131142937377,0.061976732107614,0.0735202492211838,0.152306150928543,0.0374154262516915,0.0450281425891182,0.0442377037357565,0.0480177890724269,0.0349020674646355,0.0255282890252215,0.0479488310542567,0.0381127537667115,0.0397977941176471,0.0378994876799219
ARPC1A,0.129773371104816,0.151210191082803,0.340859309182814,0.166474498805443,0.197628379057381,0.517819443947472,0.148376184032476,0.165728580362727,0.150685129092745,0.235565438373571,0.134466811751904,0.118916155419223,0.111027790030878,0.114437292211926,0.112714460784314,0.133288606977312
ARPC1B,0.584447592067989,0.777112526539278,0.860937938781241,0.547901734704477,1.1096975178374,0.312001288152574,0.920590888588182,0.210131332082552,0.529453339102842,0.370254129606099,0.358079434167573,0.224233128834356,0.574194971327746,0.514239230388343,0.429503676470588,0.504842644547451
ARPC4,0.327223796033994,0.490912951167728,0.465824206683516,0.342437934974551,0.544025726057683,0.432049951694278,0.461411817771764,0.184490306441526,0.332136160392327,0.311041931385006,0.250353645266594,0.16799591002045,0.336876929863255,0.328344061682111,0.284283088235294,0.315772139546231
ARPC5,0.217025495750708,0.274777070063694,0.317551249648975,0.209790173470448,0.409868354939202,0.600654810892046,0.31256202074876,0.135709818636648,0.200735612289052,0.292490470139771,0.145348204570185,0.112440354464894,0.209395677106308,0.181283157671359,0.155912990196078,0.169394974383996
ARPC5L,0.234022662889518,0.15927813163482,0.396180848076383,0.202311208060663,0.200844136267712,0.455200916019608,0.155142083897158,0.188242651657286,0.240689456223857,0.15576874205845,0.261235038084875,0.220483980913429,0.181164534627261,0.197693994482564,0.240165441176471,0.213552085874604
ARPP19,0.0447875354107649,0.0611889596602972,0.120134793597304,0.0531473979432845,0.0686966134056879,0.148119655061366,0.0541046459179071,0.0331457160725453,0.0645752199624982,0.0698729351969505,0.0441512513601741,0.0456373551465576,0.04133215703573,0.0521892905142534,0.0557291666666667,0.0647353012929983
ARPP21,0.0039943342776204,0.0106581740976645,0.0260600954787981,0.013467331463592,0.013023816701839,0.0400221848498944,0.00944970681100587,0.0231394621638524,0.0136593105437761,0.0157433290978399,0.0207562568008705,0.0217791411042945,0.0122187913542126,0.0118695621418971,0.00885416666666667,0.0220419614540132
ARRB1,0.0960623229461756,0.189002123142251,0.373434428531311,0.0940739586579412,0.282343483067028,0.306025691487458,0.220094722598106,0.102564102564103,0.0964517524881004,0.111296060991105,0.0544885745375408,0.0330265848670757,0.110586678429643,0.0901747188229469,0.0734987745098039,0.0881556477189558
ARRB2,0.26915014164306,0.352484076433121,0.142319573153609,0.263181676534746,0.521314440759723,0.246985365155473,0.393301759133965,0.140712945590994,0.222082792441944,0.100114358322745,0.334140369967356,0.302624403544649,0.247331274812528,0.215448822239513,0.207689950980392,0.180861185655038
ARRDC4,0.058385269121813,0.0883651804670913,0.0813816343723673,0.0754804196530591,0.159642247010351,0.0786309800694171,0.11680198466396,0.0562851782363978,0.0394778595124766,0.0808005082592122,0.0349020674646355,0.017348329925017,0.0589766210851345,0.0393152719813256,0.0269301470588235,0.0342400585508661
ARSA,0.138555240793201,0.11723991507431,0.141757933164841,0.130014542432741,0.15039694503065,0.15649264679572,0.100563824988724,0.0969355847404628,0.0892398673013126,0.0774968233799238,0.201931447225245,0.229004771642808,0.110145566828408,0.088477046049374,0.0868259803921569,0.0957184679190046
ARSB,0.0524362606232295,0.0752016985138004,0.0544229149115417,0.0556403864132128,0.120450206009446,0.0580205388771603,0.104623364907533,0.0181363352095059,0.0401990480311553,0.0459847522236341,0.0463275299238303,0.0538173142467621,0.0558888398764887,0.0281389262219707,0.0333639705882353,0.033996096608929
ARSG,0.0343059490084986,0.0569426751592357,0.0459983150800337,0.0458761815726602,0.0534217666566174,0.132983862310803,0.0613216057735679,0.0562851782363978,0.0642867445550267,0.0248919949174079,0.0392546245919478,0.0401840490797546,0.0435377150419056,0.0636485817358704,0.0595588235294118,0.0637594535252501
ARTN,0.0224079320113314,0.0238216560509554,0.0198820556023589,0.0203230497558949,0.0109134760325595,0.127974380076574,0.0270410464591791,0.0537836147592245,0.0308235972883312,0.0312452350698856,0.0169477693144723,0.028254942058623,0.0311865902073225,0.0188724623328853,0.0267769607843137,0.0405830690412296
ASAH1,0.366033994334278,0.241231422505308,0.259702330805953,0.232434818738963,1.05985328107728,0.291891795183741,0.423522778529544,0.146341463414634,0.162801096206548,0.236581956797967,0.215533188248096,0.160497614178596,0.478032642258491,0.149381056801302,0.111488970588235,0.112551841912662
ASAP1,0.0898300283286119,0.206411889596603,0.343948329121033,0.146011218448115,0.158436338056477,0.188481769062869,0.135295444294091,0.0756722951844903,0.0927015721909707,0.173303684879288,0.0751632208922742,0.0739263803680982,0.0850022055580062,0.0952677371436656,0.0878982843137255,0.0696145401317395
ASAP2,0.0334560906515581,0.0781740976645435,0.348160629036787,0.13874000207749,0.059049341774696,0.502862561276702,0.0437302661253947,0.0906816760475297,0.0514495889225444,0.243189326556544,0.0381664853101197,0.0255282890252215,0.0382443758270843,0.0262997807172667,0.0280024509803922,0.038143449621859
ASB3,0.0391218130311615,0.0378343949044586,0.0485256950294861,0.0453568089747585,0.0478946839513617,0.148906859412459,0.0306495263870095,0.0569105691056911,0.0495744987739795,0.029720457433291,0.043063112078346,0.0493865030674847,0.0461843846493163,0.0526137087076466,0.0459252450980392,0.0559526713832642
ASB7,0.0629178470254957,0.0764755838641189,0.105532153889357,0.0784927807208892,0.0708069540749673,0.192346226786417,0.0771087054578259,0.0706691682301438,0.066450310111063,0.0459847522236341,0.0713547334058759,0.0623381049761418,0.0748566387295986,0.0731272547216524,0.0730392156862745,0.0725420834349841
ASB8,0.0218413597733711,0.0293418259023355,0.0280258354394833,0.0391243377999377,0.0332227916792282,0.0693276559201345,0.0306495263870095,0.0419011882426517,0.0302466464733881,0.0309911054637865,0.0289173014145811,0.0360940695296523,0.0342743714159682,0.0317464808658131,0.031219362745098,0.0354598682605514
ASCL1,0.0246742209631728,0.0191507430997877,0.0221286155574277,0.018557182923029,0.0144307104813587,0.0293233620782195,0.0157645466847091,0.0206378986866792,0.0228905235828646,0.00913595933926302,0.0229325353645267,0.0210974778459441,0.0289810322011469,0.0243191624814317,0.0243259803921569,0.0364357160282996
ASF1A,0.066600566572238,0.0705307855626327,0.0973883740522325,0.0731951802222915,0.0755300974776404,0.337442301499266,0.0662832656743347,0.0619136960600375,0.0961632770806289,0.0477636594663278,0.0637377584330794,0.0623381049761418,0.0673577415086017,0.0923675461554785,0.0941789215686274,0.0935228104415711
ASH1L,0.0929461756373938,0.0752016985138004,0.145127773097445,0.107681520722967,0.118138880514521,0.446148065982037,0.0987595850248083,0.110694183864916,0.100634645896437,0.10418043202033,0.0827801958650707,0.108009543285617,0.0854433171592413,0.084798755039966,0.0921875,0.0998658209319346
ASH2L,0.0343059490084986,0.0420806794055202,0.0808199943836001,0.0433831931027319,0.0526178273540348,0.084320320606863,0.0491429860171403,0.0437773608505316,0.0488533102553007,0.0492884371029225,0.0381664853101197,0.02280163599182,0.0351565946184385,0.0450449175921341,0.0503676470588235,0.0491217370090266
ASIC2,0.0173087818696884,0.0132059447983015,0.0218477955630441,0.0205307987950556,0.00860215053763441,0.0296811822378073,0.0157645466847091,0.0281425891181989,0.0153901629886052,0.0177763659466328,0.0365342763873776,0.0289366053169734,0.0201588001764446,0.015406380420174,0.0145220588235294,0.0217979995120761
ASIP,0.0362889518413598,0.0399575371549894,0.0524571749508565,0.0435909421418926,0.0406592302281178,0.0765198411278491,0.0315516463689671,0.0575359599749844,0.036881580845233,0.0355654383735705,0.0463275299238303,0.035412406271302,0.0298632554036171,0.0321001626936408,0.0309129901960784,0.0261893144669432
ASL,0.0391218130311615,0.0365605095541401,0.0940185341196293,0.0310221252726706,0.0284996482765551,0.0629226750635131,0.0432792061344159,0.0337711069418386,0.0301024087696524,0.0322617534942821,0.0229325353645267,0.0279141104294479,0.0245699161887958,0.0236825351913419,0.028155637254902,0.0310685533056843
ASNS,0.0326062322946176,0.0331634819532909,0.0516147149677057,0.0412018281915446,0.0364385488895588,0.195638172254625,0.0292963464140731,0.0531582238899312,0.0429395644021347,0.0337865311308767,0.0495919477693145,0.0442740286298569,0.033392148213498,0.0360613991653109,0.043780637254902,0.0369236399121737
ASPA,0.0481869688385269,0.00259023354564756,0.0139848357203033,0.036527474810429,0.00960707466586273,0.0128994167531399,0.0108028867839423,0.0200125078173859,0.0110630318765325,0.0289580686149936,0.212812840043526,0.0974437627811861,0.0514777238641376,0.0108792530239796,0.0105392156862745,0.00984386435716028
ASPG,0.0263739376770538,0.0204246284501062,0.0375737152485257,0.0267632699698764,0.027394231735504,0.030217912477189,0.0220793865584123,0.0350218886804253,0.0259195153613155,0.0261626429479034,0.027829162132753,0.0268916155419223,0.0320688134097927,0.0255216806960458,0.0261642156862745,0.025457428641132
ASPSCR1,0.0473371104815864,0.0692569002123142,0.0690255546194889,0.0542900176586683,0.0874886946035574,0.150481268114646,0.0613216057735679,0.0737961225766104,0.0491417856627722,0.0403939008894536,0.0441512513601741,0.0456373551465576,0.0461843846493163,0.044903444861003,0.043780637254902,0.050829470602586
ASS1,0.045070821529745,0.0556687898089172,0.194832912103342,0.0596914926768464,0.0450808963923224,0.118671055927291,0.0464366260712675,0.101313320825516,0.0602480888504255,0.05284625158831,0.0414309031556039,0.0384798909338787,0.0386854874283194,0.0481573176770178,0.0474571078431373,0.0622956818736277
ASTN2,0.0124929178470255,0.0115074309978769,0.0103341757933165,0.0656123402929261,0.00809968847352024,0.0615987404730382,0.00674334686513306,0.0256410256410256,0.0202942449156209,0.029720457433291,0.0349020674646355,0.0435923653715065,0.0153065725628584,0.0235410624602108,0.0198835784313725,0.0305806294218102
ASXL1,0.0456373937677054,0.044203821656051,0.118169053636619,0.0623922301859354,0.0528188121796804,0.250527784735392,0.0482408660351827,0.0594121325828643,0.0576518101831819,0.0724142312579416,0.0528563656147987,0.0384798909338787,0.0483899426554918,0.0635071090047393,0.0525122549019608,0.0776652842156624
ATF1,0.0354390934844193,0.0340127388535032,0.0721145745577085,0.0466033032097227,0.0418651391819918,0.143181736859055,0.0455345060893099,0.0544090056285178,0.0338525890667821,0.0332782719186785,0.0207562568008705,0.0326857532379005,0.0391265990295545,0.0419325175072505,0.0402573529411765,0.0474140034154672
ATF2,0.0564022662889518,0.0501486199575372,0.105532153889357,0.0603147397943285,0.0707064616621445,0.136168461731134,0.0464366260712675,0.0544090056285178,0.0513053512188086,0.0477636594663278,0.0648258977149075,0.0480231765507839,0.0430966034406705,0.0543113814812195,0.0561887254901961,0.0439985362283484
ATF4,0.171699716713881,0.17031847133758,0.28750351024993,0.18641840656487,0.204260878303688,0.909274698536515,0.140708164185837,0.224515322076298,0.165685850281264,0.20710292249047,0.260146898803047,0.3046693933197,0.131318923687693,0.121723137865176,0.126041666666667,0.155245181751647
ATF6,0.0722662889518414,0.0662845010615711,0.100196573996069,0.0578217513244001,0.114018691588785,0.354402977063728,0.0843256653134867,0.0838023764853033,0.0590941872205395,0.055133418043202,0.0838683351468988,0.0698364008179959,0.0713277459197177,0.0538869632878263,0.0540441176470588,0.0644913393510612
ATF6B,0.151586402266289,0.139745222929936,0.258579050828419,0.15660641944531,0.17913777509798,0.407467706730597,0.151533603969328,0.138836772983114,0.139723063608827,0.137979669631512,0.143171926006529,0.123687798227676,0.121614468460521,0.134102001839146,0.132628676470588,0.143047084654794
ATF7,0.0411048158640227,0.0590658174097664,0.141757933164841,0.0621844811467747,0.0843734298060496,0.210952875084982,0.0577131258457375,0.0537836147592245,0.0430838021058705,0.0929987293519695,0.0223884657236126,0.0275732788002727,0.0439788266431407,0.0386079083256702,0.0352022058823529,0.0457062698219078
ATF7IP,0.225524079320113,0.24208067940552,0.30547598989048,0.229110834112392,0.262948447392222,0.852703331305686,0.22595850248083,0.202001250781739,0.248622529929324,0.185501905972046,0.201387377584331,0.180265848670757,0.194397882664314,0.303586333734173,0.296078431372549,0.28186142961698
ATG10,0.0127762039660057,0.0161783439490446,0.0311148553777029,0.0230237872649839,0.0156366194352326,0.050792571653487,0.0153134866937303,0.0168855534709193,0.0244771383239579,0.0172681067344346,0.0261969532100109,0.0217791411042945,0.0183943537715042,0.0138501803777322,0.014828431372549,0.0144791412539644
ATG12,0.013342776203966,0.00980891719745223,0.0274641954507161,0.0313337488314117,0.0207617324891971,0.0430994382223494,0.00629228687415426,0.0137585991244528,0.0171210154334343,0.0170139771283354,0.0174918389553863,0.0268916155419223,0.0245699161887958,0.0157600622480017,0.0140625,0.0144791412539644
ATG13,0.0821813031161473,0.0858174097664544,0.125751193484976,0.106331151968422,0.107989146819415,0.25059934876731,0.0888362652232747,0.0906816760475297,0.0847684984855041,0.116632782719187,0.103454842219804,0.0960804362644853,0.0819144243493604,0.0869915823724977,0.0794730392156863,0.0835203708221517
ATG14,0.0660339943342776,0.0684076433121019,0.0990732940185341,0.0802586475537551,0.0770374836699829,0.156743120907432,0.0495940460081191,0.0856785490931832,0.0748160969277369,0.059707750952986,0.057752992383025,0.0657464212678937,0.0651521835024261,0.0849402277710971,0.0751838235294118,0.071810197609173
ATG16L1,0.0368555240793201,0.0467515923566879,0.0431901151361977,0.0319569959488937,0.0305094965330118,0.0753032525852507,0.0292963464140731,0.0431519699812383,0.043949228328285,0.0170139771283354,0.0191240478781284,0.028254942058623,0.025452139391266,0.0516233995897291,0.0552696078431373,0.0479019272993413
ATG16L2,0.0694334277620397,0.0879405520169851,0.105812973883741,0.0497195387971331,0.117636418450407,0.0882921243782875,0.0956021650879567,0.0569105691056911,0.0635655560363479,0.0497966963151207,0.0338139281828074,0.039161554192229,0.0439788266431407,0.0597580816297659,0.0590992647058824,0.0601000243961942
ATG2A,0.0649008498583569,0.057791932059448,0.100477393990452,0.0668588345278903,0.0712089237262587,0.166368483200344,0.0604194857916103,0.0838023764853033,0.0794317034472811,0.0599618805590851,0.0648258977149075,0.0592706203135651,0.064711071901191,0.0620923816934286,0.0635416666666667,0.0715662356672359
ATG2B,0.0640509915014164,0.0531210191082803,0.113395113732098,0.0783889062013088,0.0709074464877902,0.191415894371489,0.0532025259359495,0.075046904315197,0.0642867445550267,0.0668233799237611,0.0757072905331883,0.0783571915473756,0.0638288486987208,0.066760981820754,0.0604779411764706,0.0610758721639424
ATG3,0.0943626062322946,0.156730360934183,0.165627632687447,0.0956320764516464,0.198130841121495,0.22684009017068,0.170478123590438,0.0581613508442777,0.0836145968556181,0.0866454891994917,0.0767954298150163,0.0606339468302659,0.10088222320247,0.0710051637546863,0.0661458333333333,0.0637594535252501
