,B cell,Conventional dendritic cell,Endothelial,Fibroblast,Macrophage,Malignancy,Monocyte,Neutrophil,NK cell,Pericyte,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
ABCC8,0.0258073654390935,0.0293418259023355,0.0420668351586633,0.0275942661265192,0.021967641443071,0.0594876015314703,0.0247857465042851,0.0393996247654784,0.0181306793595846,0.020571791613723,0.0343579978237214,0.0360940695296523,0.025452139391266,0.0218433896866379,0.0197303921568627,0.0269212002927543
ABCC9,0.00994334277620396,0.0157537154989384,0.0864363942712721,0.0344499844188221,0.0230730579841222,0.0242423158120729,0.0135092467298151,0.00875547217010631,0.0285157940285591,0.285883100381194,0.0218443960826986,0.00337423312883435,0.0126599029554477,0.0178114168494023,0.0100796568627451,0.0125274457184679
ABCD1,0.0974787535410765,0.12276008492569,0.110586913788262,0.0965669471278695,0.165872776605366,0.134987655204494,0.147925124041498,0.0956848030018762,0.0814510312995817,0.0645362134688691,0.0893090315560392,0.0875596455351057,0.100441111601235,0.0833132913630898,0.077328431372549,0.0857160282995853
ABCE1,0.0954957507082153,0.116815286624204,0.223476551530469,0.100514178871923,0.126278765953171,0.483611836690879,0.109133964817321,0.0869293308317699,0.0954420885619501,0.0868996188055909,0.107263329706202,0.0831288343558282,0.0819144243493604,0.0864964278135389,0.089889705882353,0.0920590387899488
ABCG1,0.073399433427762,0.11171974522293,0.16506599269868,0.0515892801495793,0.173711184805547,0.0597380756431817,0.110938204781236,0.0656660412757974,0.077700851002452,0.0287039390088945,0.0392546245919478,0.0272324471710975,0.103528892809881,0.0721369456037349,0.0658394607843137,0.0659551110026836
ABHD12,0.105694050991501,0.124033970276008,0.0841898343162033,0.0750649215747377,0.31399859310622,0.180752853615773,0.143865584122688,0.075046904315197,0.0572190970719746,0.0482719186785261,0.0735310119695321,0.0688139059304703,0.120291133656815,0.0511989813963359,0.0479166666666667,0.0479019272993413
ABHD2,0.1371388101983,0.232738853503185,0.201010951979781,0.301511374259894,0.340528590091448,0.29514795863599,0.288204781235904,0.145716072545341,0.175061301024088,0.189059720457433,0.143715995647443,0.120279481935924,0.147640052933392,0.14923958407017,0.136611519607843,0.172078555745304
ABHD3,0.0886968838526912,0.0841188959660297,0.0667789946644201,0.0624961047055157,0.116631494322179,0.096307295953054,0.10191700496166,0.0675422138836773,0.0800086542622241,0.0464930114358323,0.0898531011969532,0.0984662576687117,0.0854433171592413,0.0947725825847068,0.097702205882353,0.0944986582093194
ABHD5,0.041671388101983,0.0459023354564756,0.0903678741926425,0.0464994286901423,0.0536227514822631,0.128045944108491,0.0468876860622463,0.0838023764853033,0.0466897446992644,0.0444599745870394,0.0332698585418934,0.0367757327880027,0.0369210410233789,0.0362736082620075,0.0385723039215686,0.0535130519638936
ABHD6,0.0467705382436261,0.0594904458598726,0.0766076944678461,0.0597953671964267,0.0935182393729273,0.0473932801374029,0.0640279657194407,0.040650406504065,0.0438049906245493,0.0312452350698856,0.0436071817192601,0.0265507839127471,0.0664755183061314,0.0413666265827262,0.046844362745098,0.038387411563796
ABI1,0.164617563739377,0.193673036093418,0.187531592249368,0.145387971330633,0.313898100693398,0.987565749454324,0.208367162832657,0.222013758599124,0.141598153757392,0.102147395171537,0.119232861806311,0.0971029311520109,0.144111160123511,0.139477965622126,0.121139705882353,0.149390095145157
ABI2,0.054985835694051,0.0556687898089172,0.161696152766077,0.0993715591565389,0.0652798713697116,0.242011664937203,0.0437302661253947,0.0806754221388368,0.0671714986297418,0.124510800508259,0.0626496191512514,0.0470006816632584,0.0625055138950154,0.0514111904930325,0.0633884803921569,0.059124176628446
ABI3BP,0.0320396600566572,0.0543949044585987,0.0527379949452401,0.513623143242963,0.0712089237262587,0.0368733674455219,0.0414749661705007,0.0312695434646654,0.0612577527765758,0.0625031766200762,0.103454842219804,0.033708248125426,0.0545655050727834,0.0384664355945392,0.0324448529411765,0.0491217370090266
ABL1,0.0487535410764873,0.0382590233545648,0.141477113170458,0.119211592396385,0.0751281278263491,0.139854009374888,0.0459855660802887,0.0637898686679175,0.0526034905524304,0.122731893265565,0.0495919477693145,0.0330265848670757,0.0572121746801941,0.0316757445002476,0.0454656862745098,0.0486338131251525
ABL2,0.0362889518413598,0.041656050955414,0.140634653187307,0.0439025657006336,0.0520148728770978,0.140641213725981,0.0351601262967975,0.0694183864915572,0.0412087119573056,0.0337865311308767,0.0528563656147987,0.0374573960463531,0.0241288045875606,0.0304732262856334,0.0249387254901961,0.0271651622346914
ABLIM1,0.0688668555240793,0.036135881104034,0.30154450996911,0.0780772826425678,0.0295045724047834,0.227770422585608,0.0338069463238611,0.102564102564103,0.123568440790423,0.0569123252858958,0.0261969532100109,0.0180299931833674,0.0550066166740185,0.143722147556059,0.117463235294118,0.0957184679190046
ABR,0.0878470254957507,0.158428874734607,0.148216793035664,0.0793237768775319,0.2593307205306,0.188231294951158,0.189422643211547,0.0575359599749844,0.0791432280398096,0.0815628970775095,0.0561207834602829,0.0285957736877982,0.10176444640494,0.0727735728938247,0.0653799019607843,0.0693705781898024
ABRAXAS1,0.0479036827195467,0.0446284501061571,0.0715529345689413,0.0464994286901423,0.0451813888051452,0.0870039718037714,0.0347090663058187,0.0412757973733583,0.0554882446271455,0.0464930114358323,0.0468715995647443,0.0456373551465576,0.0426554918394354,0.0627290089835184,0.0557291666666667,0.0574164430348866
ABRAXAS2,0.0538526912181303,0.055244161358811,0.0819432743611345,0.0563675080502753,0.0713094161390815,0.102318674634129,0.0504961659900767,0.0450281425891182,0.0507284004038656,0.0383608640406607,0.0376224156692057,0.0514314928425358,0.0545655050727834,0.0417203084105539,0.052359068627451,0.0574164430348866
ACAA1,0.147903682719547,0.201316348195329,0.186969952260601,0.142998857380285,0.201748567983117,0.202186281175081,0.202052322958954,0.106941838649156,0.146646473388144,0.107484116899619,0.117056583242655,0.130845262440354,0.165725628584032,0.116347174082196,0.117003676470588,0.123042205415955
ACACA,0.0504532577903683,0.0701061571125265,0.120696433586071,0.0807780201516568,0.0762335443674003,0.267202204172183,0.0694406856111863,0.0869293308317699,0.0612577527765758,0.0632655654383736,0.0599292709466812,0.0633605998636673,0.0479488310542567,0.0570700997382754,0.054656862745098,0.0649792632349353
ACACB,0.0235410764872521,0.0314649681528662,0.156360572872789,0.0520047782279007,0.0395538136870666,0.370898486420725,0.0288452864230943,0.0894308943089431,0.0443819414394923,0.06428208386277,0.0582970620239391,0.0521131561008862,0.0285399205999118,0.0327367899837306,0.0315257352941176,0.0354598682605514
ACAD9,0.0722662889518414,0.0887898089171975,0.150463352990733,0.0818167653474603,0.116229524670887,0.228128242745196,0.0816193053676139,0.0737961225766104,0.0730852444829078,0.0731766200762389,0.0670021762785637,0.062678936605317,0.072651080723423,0.0595458725330692,0.0595588235294118,0.0613198341058795
ACADM,0.0841643059490085,0.0514225053078556,0.130244313395114,0.0750649215747377,0.0952266103909155,0.368644219415322,0.0820703653585927,0.0756722951844903,0.0735179575941151,0.0683481575603558,0.0963819368879217,0.0780163599182004,0.0594177326863696,0.0557968451580958,0.067984068627451,0.0622956818736277
ACADS,0.0320396600566572,0.0399575371549894,0.0549845549003089,0.0407863301132232,0.0519143804642749,0.0503274054460228,0.0329048263419035,0.0525328330206379,0.0319774989182172,0.0332782719186785,0.0213003264417845,0.0292774369461486,0.0355977062196736,0.0240362170191696,0.0269301470588235,0.0269212002927543
ACADVL,0.305977337110482,0.355031847133758,0.482111766357765,0.411514490495481,0.572766556125012,0.336189930940709,0.391046459179071,0.272045028142589,0.224102120294245,0.379911054637865,0.606175190424374,0.620961145194274,0.325849139832378,0.190337412463748,0.165104166666667,0.215259819468163
ACAP2,0.0912464589235127,0.101953290870488,0.114518393709632,0.085036875454451,0.154718118782032,0.103499481160769,0.104623364907533,0.0650406504065041,0.0727967690754363,0.0569123252858958,0.0479597388465724,0.0381390593047035,0.0788266431407146,0.084798755039966,0.0719669117647059,0.0749817028543547
ACAP3,0.0632011331444759,0.0454777070063694,0.124627913507442,0.0835826321803262,0.0771379760828057,0.163291229827888,0.0509472259810555,0.0519074421513446,0.0501514495889226,0.08715374841169,0.0822361262241567,0.11414451261077,0.0536832818703132,0.0408007356582019,0.0457720588235294,0.0493656989509637
ACAT1,0.0790651558073654,0.0679830148619957,0.174333052513339,0.097294068764932,0.135926037584162,0.509518016245035,0.101465944970681,0.0806754221388368,0.0732294821866436,0.0968106734434562,0.087132752992383,0.060974778459441,0.0602999558888399,0.0576359906627998,0.0572610294117647,0.0664430348865577
ACBD5,0.107110481586402,0.10619957537155,0.1510249929795,0.101345175028566,0.176826449603055,0.515064228718646,0.117253044654939,0.126328955597248,0.111452473676619,0.0942693773824651,0.0931175190424374,0.089945466939332,0.096029995588884,0.0947725825847068,0.105208333333333,0.0962063918028788
ACBD6,0.0705665722379603,0.0760509554140127,0.166470092670598,0.111317128908279,0.122560546678726,0.527409024224425,0.0897383852052323,0.0781738586616635,0.0888071541901053,0.0899491740787802,0.10019042437432,0.0797205180640763,0.0770621967357741,0.0758152366131428,0.0813112745098039,0.0769333983898512
ACD,0.0767988668555241,0.0722292993630573,0.111148553777029,0.0833748831411655,0.0673902120389911,0.192489354850252,0.0879341452413171,0.0956848030018762,0.0945766623395356,0.0726683608640407,0.0593852013057671,0.051772324471711,0.0594177326863696,0.0925090188866096,0.0947916666666667,0.0940107343254452
ACE,0.0340226628895184,0.0412314225053079,0.392530188149396,0.0502389113950348,0.195920008039393,0.0459619994990518,0.0829724853405503,0.0375234521575985,0.0449588922544353,0.068856416772554,0.042519042437432,0.0163258350374915,0.0483899426554918,0.0369102355520973,0.0306066176470588,0.029848743595999
ACE2,0.0048441926345609,0.0115074309978769,0.0122999157540017,0.00733873480835151,0.00287408300673299,0.0166565284288117,0.00358592692828146,0.0150093808630394,0.00803404009808164,0.00456162642947903,0.01259521218716,0.00303340149965917,0.00427878253198059,0.0060691801655231,0.00625,0.00789216882166382
