,Ascending vasa recta endothelium,B cell,Connecting tubule,Dendritic cell,Descending vasa recta endothelium,Distinct proximal tubule A,Distinct proximal tubule B,Epithelial progenitor,Fibroblast,Glomerular endothelium,Macrophage,Mast cell,Mesangial cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,Myofibroblast,Neutrophil,NK cell,NKT cell,Pelvic epithelium,Peritubular capillary endothelium A,Peritubular capillary endothelium B,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating proximal tubule,Proximal tubule,Smooth muscle,T cell CD4,T cell CD8,Thick ascending limb of Loop of Henle,Transitional urothelium,Type A intercalated cell,Type B intercalated cell
ACVR1B,0.0326451053999422,0.016420547439481,0.287740673886883,0.0257184019936142,0.0384843353090601,0.157619530326069,0.121014492753623,0.215706646294882,0.0473936170212766,0.0354767365661861,0.020847340921058,0.0140625,0.0255034194528875,0.0492012039824033,0.0514176055466138,0.0400011721955222,0.0379574970484061,0.0419354838709677,0.0259014810045074,0,0.0316960966542751,0.0455541441727533,0.0351449275362319,0.0291523762861342,0.254820805581985,0,0.0337067194727275,0.0269351851851852,0.0240684609354586,0.0186332987551867,0.11447043320705,0.475,0.181276176398128,0.163448149505313
ACVR2A,0.0407305804215998,0.0166315067770687,0.103324308062575,0.0232263842379877,0.048645215918713,0.0921523906065214,0.0364734299516908,0.0745811051693405,0.0782446808510638,0.0308895806028834,0.0210093563935356,0.0296875,0.0340520516717325,0.0413290113452188,0.0599603813297016,0.0589907396553745,0.0131641086186541,0.035741935483871,0.0236477784932389,0,0.0275139405204461,0.0382502381708479,0.0641304347826087,0.047280744732974,0.118125594671741,0,0.0119094415463506,0.0248981481481481,0.0309668147373922,0.0204486514522822,0.0438066216438807,0,0.0716432618871643,0.0659765481861488
ACVRL1,0.358229858504187,0.0224856283951268,0.0377406738868833,0.0397360018690133,0.293353090601185,0.0484794728839331,0.0316425120772947,0.0326152279093456,0.20040780141844,0.290391546526868,0.0342541212685812,0,0.160951747720365,0.0737439222042139,0.104407577070695,0.136121205016997,0.0131641086186541,0.0550967741935484,0.0503702511268513,0.16,0.249168215613383,0.441552873928231,0.0728260869565217,0.0707986281234689,0.0518395179194418,0,0.0180274571812795,0.0239722222222222,0.026211131434544,0.0233013485477178,0.0143221874485258,0,0.038630204483863,0.0264016123122023
ADGRA2,0.0729280970257003,0.013150677706872,0.0196901323706378,0.0218246242504478,0.0664267569856054,0.0234752491974996,0.0243961352657005,0.01764196587726,0.131613475177305,0.0538253604193971,0.0165944347685204,0.0296875,0.169120440729483,0.0325306783977773,0.0288844868144113,0.1113878794983,0.0178866587957497,0.0207741935483871,0.0149549259497746,0,0.0525139405204461,0.117958081930772,0.038768115942029,0.034296913277805,0.025198223913733,0.2,0.0120867753328703,0.159157407407407,0.0192082571204599,0.0134465767634855,0.00806292208861802,0.475,0.0186745503818675,0.0172407475265665
ADGRA3,0.0187842910771008,0.00935340963029375,0.120773164861612,0.0217467486955845,0.0105419136325148,0.220805879371515,0.128260869565217,0.134219505984212,0.0433156028368794,0.012377129750983,0.0172424966584309,0.0140625,0.0222739361702128,0.0299837925445705,0.0243035780611613,0.039532293986637,0.0237898465171192,0.0365161290322581,0.0130231809401159,0.16,0.0125511152416357,0.0182438869482375,0.0626811594202899,0.0507104360607545,0.140485252140818,0,0.0354800573379243,0.0295277777777778,0.0193650378886857,0.019929979253112,0.0583017624773513,0.225,0.0972653362897265,0.10115426896299
ADGRB3,0.00853306381749928,0.0020753124835188,0.00314380264741275,0.00235573553461568,0.00884843353090601,0,0.0219806763285024,7.13012477718336e-05,0.00359929078014184,0.00320281782437746,0.000271375916400016,0,0.0226538753799392,0.00775642509840241,0,0.00600750205134216,0.00489964580873672,0.00941935483870968,0,0,0.0204507434944238,0.0049063194664973,0.00833333333333333,0,0,0,0.00078174644224091,0.00693518518518518,0.0045231251633133,0.00281379668049793,0.00180365672871026,0.225,0.00142892338014289,0.000751190912422137
ADGRD1,0.012575801328328,0.00513422287854016,0,0.0109220465695818,0,0,0.0123188405797101,0,0.0270035460992908,0.00746231979030144,0.00444327433269877,0,0,0.00845103033109516,0.02219883620156,0.015385066229047,0,0.004,0.000788795878943978,0,0.00595260223048327,0.00712924738012067,0.00036231884057971,0.00514453699167075,0,0,0,0.0193425925925926,0.00201463287170107,0,0.000815351671882722,0,0.000689825080068977,0
ADGRE2,0.0166185388391568,0.0086677917831338,0.00585138387484958,0.0317148197180905,0.0113886536833192,0.0138452441290759,0.0147342995169082,0.0150445632798574,0.0387056737588653,0.00402195281782438,0.0239256348981328,0.0765625,0.010495820668693,0.0610094929381801,0.137588213445586,0.0340229750322354,0.0485832349468713,0.0112258064516129,0.0133451384417257,0.16,0.00799721189591078,0.0207843759923785,0.0322463768115942,0.00710436060754532,0.0136219473517285,0,0.00966321358376805,0.00323148148148148,0.00974915077083878,0.0108532157676349,0.012510294844342,0.225,0.011529933481153,0.0139428362037376
ADGRE5,0.0787034363268842,0.0580322767786509,0.00043622141997593,0.071664979362978,0.0342506350550381,0.0182378780199358,0.0316425120772947,0.0103590527119939,0.149521276595745,0.0582486893840105,0.0798614767710316,0.0296875,0.0824943009118541,0.122829358647835,0.245672898353349,0.102244754425038,0.0733766233766234,0.165548387096774,0.166918866709594,0,0.0437778810408922,0.083026357573833,0.114130434782609,0.0306222439980402,0.0140976847446876,0.4,0.0137714463048072,0.0804537037037037,0.0852129605435067,0.0956561203319502,0.00559215944654917,0.225,0.00906627248090663,0.00185049468669843
ADGRF1,0.00911059774761767,0.00771847476398924,0.216140192539109,0.0121680554473951,0.0147756138865368,0.0753421186011151,0.0219806763285024,0.127496816908582,0.00980496453900709,0.0140153997378768,0.0105998622868484,0.053125,0.0127754559270517,0.0126186617272517,0.0215797944781478,0.0117512601101864,0.0450413223140496,0.0145806451612903,0.00754990341274952,0,0.0149674721189591,0.0134804699904732,0.0184782608695652,0.0105340519353258,0.251649222962258,0,0.0169191210155315,0.0150833333333333,0.00870394564933368,0.0150025933609958,0.043312469115467,0.475,0.633357969943336,0.0813668010260169
ADGRF3,0.020516892867456,0.00835135277675228,0.030219614921781,0.013102562105755,0.0156223539373412,0.0260939347862815,0.0316425120772947,0.0305780494015788,0.0149468085106383,0.0113941677588467,0.0127060634290575,0,0.0112556990881459,0.028594582079185,0.0220750278568776,0.0111651623490798,0.0167060212514758,0.0223225806451613,0.0149549259497746,0.36,0.015525092936803,0.0163385201651318,0.0213768115942029,0.0149436550710436,0.0353472882968601,0,0.00970754703039797,0.0123055555555556,0.0126234648549778,0.0129279045643154,0.0179459726568934,0,0.0383838383838384,0.0245694393550751
ADGRF4,0.00145827317354895,0.00355202784663256,0.0103640192539109,0.00110972665680243,0.00122777307366639,0.0038773441459706,0.00507246376811595,0.000224089635854338,0.00359929078014184,0.0058240498034076,0.000271375916400016,0,0,0,0,0.00694525846911265,0.0155253837072019,0.004,0.00143271088216355,0,0.00455855018587361,0.00204826929183868,0,0,0.00267998731366952,0,0.00389986552187856,0,0.00264175594460413,0.00955653526970954,0.00658046450337671,0,0.00635624538063562,0.00111762550384756
ADGRF5,0.198252959861392,0.0142582142292073,0.267584235860409,0.0192547309399579,0.346697713801863,0.0360618347693867,0.0533816425120773,0.0401018589253883,0.128421985815603,0.595928899082569,0.0239256348981328,0.0921875,0.331734422492401,0.0422551516554758,0.0507985638232017,0.141161645762513,0.0155253837072019,0.0548387096774194,0.0165647134578236,0,0.340060408921933,0.651778342330899,0.0547101449275362,0.0712885840274375,0.110038058991437,0.2,0.0205987970858148,0.0521203703703704,0.0186856545597073,0.0118905601659751,0.0197578652610772,0,1.52914510963291,0.0659765481861488
