,Ascending vasa recta endothelium,B cell,Connecting tubule,Dendritic cell,Descending vasa recta endothelium,Distinct proximal tubule A,Distinct proximal tubule B,Epithelial progenitor,Fibroblast,Glomerular endothelium,Macrophage,Mast cell,Mesangial cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,Myofibroblast,Neutrophil,NK cell,NKT cell,Pelvic epithelium,Peritubular capillary endothelium A,Peritubular capillary endothelium B,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating proximal tubule,Proximal tubule,Smooth muscle,T cell CD4,T cell CD8,Thick ascending limb of Loop of Henle,Transitional urothelium,Type A intercalated cell,Type B intercalated cell
CD68,0.287770719029743,0.25564843626391,0.121074007220217,0.439938478311658,0.110457239627434,0.434777834093597,0.391545893719807,0.232615227909346,0.492429078014184,0.120339121887287,0.996990562598728,0.4203125,0.216232902735562,0.941074322759898,2.40885229664479,0.239977728285078,0.151298701298701,0.235741935483871,0.207485511912428,0.36,0.12035780669145,0.250381073356621,0.654710144927536,0.15703086722195,0.161417697431018,0.4,0.0864782987778747,0.0650833333333333,0.162244577998432,0.194463174273859,0.0513836270795586,0.725,0.167726040896773,0.148790765848296
CD69,0.0589228992203292,0.103915932703971,0.0320246690734055,0.0722879838018846,0.0427180355630821,0.0403699949315763,0.0606280193236715,0.0343468296409473,0.0502304964539007,0.0438319134993447,0.0770667098707927,0.1859375,0.0498195288753799,0.0862468163926835,0.113197969543147,0.0185499941390224,0.0580283353010626,0.271096774193548,0.192675466838377,0,0.031881970260223,0.0547634169577644,0.127898550724638,0.0151886330230279,0.0299555978433238,0,0.0201111291728857,0.0110092592592593,0.19454141625294,0.209504668049793,0.0156399275242958,0.225,0.0418329637841833,0.0146757053865885
CD70,0.0391423621137742,0.0297637255419018,0.0314229843561973,0.0276652908651974,0.0249364944961897,0.0676550092921102,0.0219806763285024,0.0508479755538579,0.031613475177305,0.0335108125819135,0.0274899752926404,0.00625,0.0365216565349544,0.0508219495253531,0.0540175807849449,0.0248798499589732,0.0178866587957497,0.0579354838709677,0.0555215711526078,0,0.02807156133829,0.0392029215624008,0.0670289855072464,0.0382165605095541,0.0526324135743736,0,0.0223278015043816,0.0108240740740741,0.0392761954533577,0.0380835062240664,0.0301350683577664,0,0.0447893569844789,0.0370282154635398
CD74,6.23940225238233,3.47583724487105,1.81180806257521,4.92533681177478,3.59394580863675,5.32023145801656,5.55821256038647,2.59029284441049,3.39101063829787,4.2158502621232,5.72849042083519,1.3421875,2.70654445288754,6.07605927297986,12.3618051256655,1.49024147227758,0.746340023612751,2.05148387096774,2.35655183515776,2.36,3.91756970260223,5.53301047951731,5.50905797101449,1.39392454679079,3.19202346971139,0.2,0.609952858768417,0.47637962962963,1.43744708649072,1.56686981327801,0.487390874649975,1.975,2.38255728011826,1.34959692194943
CD79A,0.01546347097892,0.395989135594114,0.0118682310469314,0.024005139786621,0.00715495342929721,0,0.0461352657004831,0,0.0287765957446809,0.00713466579292268,0.036036291465835,0.0765625,0.00517667173252279,0.0255846260708497,0.0507985638232017,0.0115168210057438,0.0285123966942149,0.0308387096774194,0.0291210560206053,0,0.0102276951672862,0.0023658304223563,0.16268115942029,0.0034296913277805,0.00981604820805582,0,0.00132852561734325,0.00323148148148148,0.0345727724065848,0.0277100622406639,0.000485916652940208,0,0.00463168268046316,0
CD80,0.0320675714698239,0.0561863825747587,0.0187876052948255,0.0608402772369753,0.0274767146486029,0.0287970941037337,0.0268115942028985,0.0204430863254393,0.0239893617021277,0.0172919397116645,0.040532220827089,0.053125,0.0268332066869301,0.0642509840240797,0.168787916305559,0.0177294572734732,0.027331759149941,0.0486451612903226,0.0207501609787508,0,0.0169191449814126,0.0350746268656716,0.0554347826086957,0.006859382655561,0.0255153821757057,0,0.015736895772067,0.00712037037037037,0.033788868565456,0.0308220954356846,0.0113572722780432,0,0.027790096082779,0.0194393550751191
CD81,0.608013283280393,0.260025842518854,1.02630866425993,0.269157386496379,0.618501270110076,1.03158472714986,0.430193236714976,1.14715558950853,0.915301418439716,0.679644495412844,0.433095710640366,0.2796875,0.649553571428571,0.462491317434591,0.77829639717717,0.757853709998828,0.107615112160567,0.291483870967742,0.311799742433999,0,0.591826208178439,1.23704350587488,0.507608695652174,1.06810387065164,1.34219790675547,0.6,0.111186806366283,0.641564814814815,0.190308335510844,0.19913122406639,0.504850930653928,0.725,0.812712490761271,0.504965188713815
CD83,0.0457840023101357,0.11952692368546,0.0900872442839952,0.158340471925862,0.0334038950042337,0.081931069437405,0.077536231884058,0.107481538069773,0.0475709219858156,0.0395724115334207,0.0387905544979546,0.1390625,0.0334821428571429,0.0834683954619125,0.156035656803269,0.0267553627945141,0.0662927981109799,0.0690322580645161,0.0197842884739214,0.16,0.0228671003717472,0.0509526833915529,0.0807971014492753,0.0445859872611465,0.0413732952743419,0,0.0328939396178457,0.0123055555555556,0.0458087274627646,0.0230420124481328,0.0779031461044309,0.725,0.0933234786893323,0.0674422865518505
CD84,0.0433294831071325,0.109717314487633,0.0272111913357401,0.113328401214859,0.013082133784928,0.0285436729177226,0.0388888888888889,0.0221237585943468,0.0651241134751773,0.0143430537352556,0.168443436348171,0.271875,0.0699563069908815,0.18302847881454,0.323672155503281,0.0192533114523503,0.0710153482880756,0.155741935483871,0.198470701867353,0,0.0209154275092937,0.0185614480787552,0.140217391304348,0.014453699167075,0.0269425943545829,0.4,0.0205987970858148,0.00267592592592593,0.179490462503266,0.185645746887967,0.00592159446549168,0,0.0226164079822616,0.0139428362037376
CD86,0.0145971700837424,0.0241733030958283,0.0172833935018051,0.0423058951795031,0.0122353937341236,0.0178155093765839,0.0195652173913043,0.0205449452508276,0.0190248226950355,0.0161451507208388,0.0486734983190895,0.00625,0.00631648936170213,0.0536003704561241,0.124588337253931,0.0123373578712929,0.0249704840613931,0.028,0.0236477784932389,0.36,0.00688197026022305,0.0087170530327088,0.025,0.00440960313571778,0.0175864256263876,0,0.0126335545079726,0.00656481481481481,0.0169088058531487,0.0183739626556017,0.0105336847306869,0.225,0.0135008622813501,0.0234701355807988
CD8A,0.0693185099624603,0.0888323400664522,0.0431558363417569,0.0999338057783662,0.0350973751058425,0.0486484203412739,0.0968599033816425,0.0491163738222562,0.0697340425531915,0.0251556356487549,0.133893636842318,0.021875,0.0845839665653496,0.12908080574207,0.173987866782221,0.0310924862267026,0.0792798110979929,0.372,0.468271088216355,0.36,0.0310455390334573,0.0366624325182598,0.16195652173913,0.0296423321901029,0.0597684744687599,0,0.0246035850980508,0.0191574074074074,0.19255552652208,0.383000518672199,0.020252017789491,0.475,0.0452820891845282,0.0395932576035178
CD8B,0.00593416113196651,0.0192684984969147,0,0.0142706954287049,0,0,0.00748792270531401,0,0.0128191489361702,0,0.0235205962169387,0.0140625,0.0142952127659574,0.0228062051400787,0.0333415872229788,0,0.00726092089728453,0.0718709677419355,0.0919027688345138,0.36,0,0,0.0242753623188406,0,0,0,0,0,0.0425685915860988,0.0795772821576764,0,0,0,0
CD9,0.870069304071614,0.025650018458942,0.864455475330927,0.0661358149676816,0.510965283657917,0.356386213887481,0.121014492753623,0.753776419658773,0.0748758865248227,0.504513433813893,0.0430839645186115,0.3890625,0.243588525835866,0.0758277379022922,0.144273864058438,0.0660239127886531,0.0414994096812279,0.106967741935484,0.0867514488087572,0,0.532904275092937,0.919799936487774,0.114130434782609,0.170504654581088,1.13192197906755,0,0.0393370671947273,0.287490740740741,0.0380742095636269,0.0341934647302905,0.352322516883545,0,0.976545947277655,0.892286551850495
CDH1,0.0109875830205025,0.0089314909551184,0.696886281588448,0.013102562105755,0.0198560541913632,0.264816692008785,0.0896135265700483,0.312880061115355,0.00324468085106383,0.00140072083879424,0.00865567661711694,0.0140625,0.0154350303951368,0.029520722389442,0.020465519376006,0.0122201383190716,0.0214285714285714,0.0259354838709677,0.00883773341918867,0,0.0108782527881041,0.0134804699904732,0.0677536231884058,0.0242528172464478,0.871693625118934,0.2,0.0229928032038304,0.00786111111111111,0.0128325058792788,0.0118905601659751,0.12501235381321,0,0.613648681941365,0.230872114327593
CDH11,0.0326451053999422,0.0156294499235272,0,0.0170742154037847,0.0113886536833192,0.0149434026017908,0.00990338164251208,0,0.392074468085106,0.0184387287024902,0.0171614889221921,0.0609375,0.0741356382978723,0.035077564250984,0.023065494614337,0.310426679170086,0.0025383707201889,0.0125161290322581,0.0078718609143593,0,0.019614312267658,0.0236424261670371,0.0300724637681159,0.0734933855952964,0,0,0.00849576615584684,0.0439722222222222,0.0150274366344395,0.011371887966805,0.00328611431395157,0,0,0.00404910223525101
CDH5,0.647718740976032,0.0122013606877274,0.02059265944645,0.0317148197180905,0.607493649449619,0.0135073492143943,0.0171497584541063,0.0153501400560224,0.0445567375886525,0.477481979030144,0.0189841629875653,0.0296875,0.165700987841945,0.0450335725862468,0.0735792992447691,0.0241765326456453,0.0296930342384888,0.051741935483871,0.0539117836445589,0,0.431324349442379,0.920435058748809,0.0648550724637681,0.04875061244488,0.0258325404376784,0,0.0130473333431852,0.0150833333333333,0.0194695584008362,0.0126685684647303,0.0110278372591006,0.225,0.0199063808819906,0.0238365701722243
CDKN1A,0.198541726826451,0.0630953008807552,0.107536101083032,0.113016898995405,0.172269263336156,0.340251731711438,0.159661835748792,0.18306086070792,0.0927836879432624,0.150810943643512,0.0629308598971202,0.06875,0.0980718085106383,0.161495716601065,0.275882134455862,0.0506681514476615,0.0190672963400236,0.0741935483870968,0.0687218287186091,0,0.0495399628252788,0.171943474118768,0.201811594202899,0.0710436060754532,0.180130034887409,0,0.0255936987394523,0.120824074074074,0.0453383851580873,0.0251167012448133,0.0452890792291221,0.225,0.141364868194136,0.07550384756321
CDKN3,0.041019347386659,0.0186356204841517,0.0242027677496992,0.0222140020247644,0.0317104149026249,0.0377513093427944,0.0243961352657005,0.0258416093710211,0.0225709219858156,0.0156536697247706,0.0176070314715055,0.0921875,0.0188544832826748,0.0376244501041908,0.0416367463167018,0.0151506271246044,0.027331759149941,0.0556129032258065,0.0513361236316806,0.16,0.0176626394052045,0.027135598602731,0.0402173913043478,0.0247427731504165,0.0329686013320647,0,0.0110671060603822,0.00878703703703704,0.036872223673896,0.0287474066390041,0.0088865096359743,0.225,0.0292682926829268,0.0275009160864786
CEACAM1,0.496838001732602,0.00618901956647856,0,0.0100654154660852,0.143480101608806,0.0537168440614969,0.0654589371980676,0.00511331805449453,0.0199113475177305,0.384755897771953,0.00857466888087812,0,0.0426006838905775,0.0262792313035425,0.0373034542528166,0.00284257414136678,0.0202479338842975,0.0194838709677419,0.0120573084352865,0,0.570729553903346,0.251016195617656,0.00471014492753623,0.013718765311122,0,0,0.0113626623712483,0,0.0117350405016985,0.0121498962655602,0,0.225,0.00881990638088199,0.0150421399780139
CELSR1,0.0940080854750217,0.0326116765993355,0.132506016847172,0.0281325441943774,0.0554191363251482,0.327834093596891,0.159661835748792,0.16742551566081,0.0174290780141844,0.0325278505897772,0.0172424966584309,0.0609375,0.0180946048632219,0.0394767307247048,0.0210845610994181,0.0165572617512601,0.0474025974025974,0.043741935483871,0.0291210560206053,0,0.0453578066914498,0.0715941568751985,0.0503623188405797,0.0325820676139147,0.134459245163337,0,0.0542331052623801,0.00989814814814815,0.0238594199111576,0.0207079875518672,0.0699967056498106,0.725,0.129292929292929,0.155386588493954
CELSR2,0.00882183078255848,0.00850957227994304,0.127090854392298,0.0156724554162448,0.00715495342929721,0.112257138030073,0.041304347826087,0.108805704099822,0.0128191489361702,0.00467726081258191,0.00590141358499737,0.021875,0.0215140577507599,0.0197962491317435,0.00870372663117494,0.0097585277224241,0.0249704840613931,0.0290322580645161,0.0130231809401159,0,0.0108782527881041,0.0109399809463322,0.0315217391304348,0.0387065164135228,0.21755470980019,0,0.0159585630052166,0.0124907407407407,0.0141390122811602,0.0118905601659751,0.0447949267007083,0,0.0753387533875339,0.0571821179919384
CFD,0.055746462604678,0.0536021306893096,0.0389440433212996,0.0544544817381824,0.0283234546994073,0.0441713127217435,0.043719806763285,0.045755029284441,0.17186170212766,0.0217152686762779,0.119717283000527,0.0140625,0.0321523556231003,0.192752952072239,0.400557137551071,0.0892333841284726,0.132408500590319,0.0581935483870968,0.0448969735994849,0,0.0316031598513011,0.0493648777389647,0.126449275362319,0.0431161195492406,0.0429590865842055,0,0.0164166752870591,0.0104537037037037,0.0371857852103475,0.0414548755186722,0.0121808598253994,0,0.0428184281842818,0.0220043972150971
CFLAR,0.391293676003465,0.121689256895733,0.321735860409146,0.128436258858344,0.28657917019475,0.625857408346004,0.307004830917874,0.446417112299465,0.277003546099291,0.327252621231979,0.135756814775811,0.115625,0.205974544072948,0.241606853438296,0.286777268787916,0.173279803071152,0.105253837072019,0.194451612903226,0.165309079201545,0,0.26989312267658,0.461241664020324,0.328623188405797,0.25796178343949,0.311909292737076,0.6,0.0843650711551819,0.101935185185185,0.12592370002613,0.128073132780083,0.19699390545215,0.225,0.329588568612959,0.33054232319531
CHEK1,0.043185099624603,0.0196904171720901,0.0470667870036101,0.0215131220309945,0.0190093141405588,0.0743284338570705,0.0582125603864734,0.0502368220015279,0.0252304964539007,0.00959207077326343,0.0191056745919235,0.0140625,0.0199943009118541,0.0353090993285483,0.0408938962486072,0.0218321416012191,0.0344155844155844,0.0571612903225807,0.0452189311010947,0.16,0.0185920074349442,0.0401556049539536,0.0539855072463768,0.0178833904948555,0.0700761179828735,0,0.0230666922815469,0.0113796296296296,0.0356179775280899,0.0341934647302905,0.0261818481304563,0,0.0447893569844789,0.0439904727006229
CHEK2,0.0254259312734623,0.0232767259110806,0.00976233453670277,0.0248617708901176,0.00884843353090601,0.0151123500591316,0.0195652173913043,0.0103590527119939,0.031968085106383,0.00811762778505898,0.0211713718660132,0.0375,0.0215140577507599,0.0334568187080343,0.042008171350749,0.0193705310045716,0.0261511216056671,0.0445161290322581,0.031052801030264,0,0.01125,0.00966973642426167,0.0322463768115942,0.00661440470357668,0.0117189977798922,0,0.0141113360623033,0.00471296296296296,0.0321165403710478,0.023820020746888,0.00443913688025037,0.225,0.00980537078098053,0.02017222425797
CHI3L1,0.00809991336991048,0.00771847476398924,0.0214951865222623,0.013102562105755,0.0207027942421677,0.0421439432336543,0.0123188405797101,0.0237025719378661,0.0300177304964539,0.0161451507208388,0.0061039329255944,0,0.015625,0.023037740217643,0.0273987866782221,0.00882077130465362,0.027331759149941,0.0189677419354839,0.00304249839021249,0,0.00548791821561338,0.0157033979040965,0.0271739130434783,0.309897109260167,0.0278940691405011,0,0.00455008940578404,0.0110092592592593,0.00922654821008623,0.00955653526970954,0.0111925547685719,0,0.0255728011825573,0.0205386588493954
CIDEA,0.0166185388391568,0.0100917673118506,0.0196901323706378,0.00609376216805544,0.0156223539373412,0.0208565636087177,0.0147342995169082,0.0190170613700025,0.0131737588652482,0.00664318479685452,0.00711652962857953,0.0296875,0.00840615501519756,0.0163232229682797,0.00758945152903306,0.0136267729457273,0.0355962219598583,0.0112258064516129,0.0107694784288474,0,0.00948420074349442,0.00458875833597967,0.0177536231884058,0.0105340519353258,0.019965112591183,0,0.0131507780519884,0.00878703703703704,0.0128847661353541,0.0103345435684647,0.0186048426947785,0,0.0186745503818675,0.0157750091608648
CIITA,0.869924920589085,0.754303570486789,0.134611913357401,0.681041196168523,0.54229466553768,0.251385369150194,0.480917874396135,0.146748153806977,0.195443262411348,0.605922346002621,0.520179027097088,0.053125,0.18602773556231,0.755614725630933,1.44512814163675,0.0756359160708006,0.150118063754427,0.178967741935484,0.204909851899549,0,0.629279739776952,0.682264210860591,0.584420289855073,0.0703086722195002,0.24023152553124,0,0.0640899082297655,0.0371203703703704,0.142176639665534,0.135334543568465,0.0393592488881568,0.225,0.151465878295147,0.104452180285819
CLCF1,0.0561796130522668,0.0543932282052634,0.0741425992779783,0.0328050774861771,0.0342506350550381,0.391189390099679,0.183816425120773,0.132844410491469,0.0491666666666667,0.0248279816513761,0.0236826116894163,0.021875,0.0353818389057751,0.0492012039824033,0.0337130122570261,0.0335540968233501,0.0426800472255018,0.052,0.0384578235672891,0,0.0293726765799257,0.0487297554779295,0.0960144927536232,0.0632043116119549,0.0781636536631779,0.2,0.0392927337480974,0.0219351851851852,0.0353566762477136,0.0347121369294606,0.0335941360566628,0.725,0.0812515397881251,0.119109563942836
CLDN4,0.035244008085475,0.0298692052106956,0.494419374247894,0.0332723308153571,0.0384843353090601,0.686678492988681,0.106521739130435,0.603992869875223,0.0406560283687943,0.0253194626474443,0.0339705941917453,0.021875,0.0277830547112462,0.0561472563093309,0.0654079484957286,0.0316785839878092,0.0603896103896104,0.0476129032258064,0.0423213135866066,0.56,0.0307667286245353,0.0385677993013655,0.0677536231884058,0.0293973542381186,0.58942277196321,0,0.0442285241395617,0.0204537037037037,0.0358792788084662,0.0316001037344398,0.123529896227969,0.225,0.387238236018724,0.323213631366801
CLEC10A,0.0187842910771008,0.0142054743948104,0.0016395908543923,0.192527840510864,0.00630821337849281,0,0.0243961352657005,0,0.0296631205673759,0,0.0802665154522257,0,0.0125854863221884,0.143667515628618,0.225244521480748,0.0108135036924159,0.00726092089728453,0.0161290322580645,0.020428203477141,0,0.00316449814126394,0,0.0561594202898551,0,0.000777037741833173,0,0.00143197032614639,0,0.0126234648549778,0.00981587136929461,0,0,0,0.00148406009527299
CLEC12A,0.0304793531619983,0.0225383682295238,0.0278128760529483,0.0894206058718168,0.01731583403895,0.0448471025511066,0.0630434782608696,0.0423427552839317,0.0388829787234043,0.0226982306684142,0.0768236866620762,0.19375,0.0350018996960486,0.249015975920352,0.446737650117618,0.0282792169733912,0.134769775678867,0.0581935483870968,0.03716999356085,0,0.0245399628252788,0.0344395046046364,0.0590579710144928,0.0225379715825576,0.0459720900729464,0,0.0257266990793421,0.0184166666666667,0.0285105827018552,0.0388615145228216,0.0225580629220886,0.225,0.0477457501847746,0.0403261267863686
CLEC14A,0.268567715853306,0.00460682453457096,0.00885980746089049,0.00741764660073203,0.452540220152413,0.00438418651799291,0.0123188405797101,0.0100025464731347,0.0351595744680851,0.14343872870249,0.000554902993235854,0,0.0709061550151976,0.0100717758740449,0.0193512442738641,0.0337885359277928,0.0108028335301063,0.0171612903225806,0.00304249839021249,0,0.135413568773234,0.309129882502382,0.0271739130434783,0.00440960313571778,0.00823025689819219,0,0,0.00415740740740741,0.00373922132218448,0.00411047717842324,0.00476857189919288,0,0.00808080808080808,0.000751190912422137
CLEC1A,0.145986139185677,0.00371024734982332,0.00765643802647412,0.0166848376294681,0.11723116003387,0,0.00748792270531401,0.00231219760631525,0.00430851063829787,0.0454701834862385,0.0101948236056543,0.021875,0.017334726443769,0.0197962491317435,0.0364367958400396,0.00202203727581761,0.0155253837072019,0.0171612903225806,0.0107694784288474,0,0.0824395910780669,0.113512226103525,0.0315217391304348,0.00416462518373346,0,0,0.00311664129808332,0,0.00541154951659263,0.00696317427385892,0.00756876956020425,0.225,0.00315348608031535,0
CLEC2B,0.124617383771297,0.0423158061283688,0,0.060996028346702,0.065580016934801,0.00311708058793715,0.0292270531400966,0,0.057854609929078,0.0756143512450852,0.0746364777836283,0.0296875,0.0433605623100304,0.0767538782125492,0.165568899343816,0.0320302426444731,0.0355962219598583,0.111096774193548,0.134723116548616,0.16,0.0623652416356877,0.101444903143855,0.0735507246376812,0.0161685448309652,0,0,0.00830365455378386,0.00489814814814815,0.0665037888685654,0.0769839211618257,0.00493328940866414,0.225,0,0
CLEC2D,0.0729280970257003,0.169313327356152,0.0332280385078219,0.109434623471692,0.0215495342929721,0.0400321000168948,0.0727053140096618,0.0350089126559715,0.0975709219858156,0.0148345347313237,0.144343634817125,0.084375,0.0826842705167173,0.150150497800417,0.210016095084809,0.0286308756300551,0.0497638724911452,0.285806451612903,0.34013200257566,0,0.0225882899628253,0.0360273102572245,0.213405797101449,0.0303772660460559,0.0467649857278782,0,0.0165644534424921,0.0106388888888889,0.281920564410766,0.250479771784232,0.013828034920112,0,0.0216309435821631,0.0209050934408208
CLEC4A,0.0312012705746463,0.0251753599493698,0.0404482551143201,0.0463554240323962,0.0342506350550381,0.0282057780030411,0.0340579710144928,0.0307817672523555,0.0420744680851064,0.0184387287024902,0.0366033456195067,0.00625,0.0270231762917933,0.0816161148413985,0.0930172093599109,0.0302719493611534,0.0308736717827627,0.0246451612903226,0.0191403734707019,0.96,0.0178485130111524,0.0230073039060019,0.0467391304347826,0.0306222439980402,0.0393117665715192,0,0.011687774313201,0.0243425925925926,0.0228664750457277,0.0256353734439834,0.0141574699390545,0,0.0309928553830993,0.027867350677904
CLEC4D,0,0.00012393861083276,0,0.00702826882641539,0.00884843353090601,0,0.0195652173913043,0,0,0,0.00727854510105715,0,0,0.0334568187080343,0.0218274111675127,0,0.0226092089728453,0.00709677419354839,0.00336445589182228,0,0,0,0,0,0.0023628290516968,0,0.000988635859847199,0,0.000133263652991898,0.000220435684647302,0,0,0,0.00551484060095273
CLEC4E,0.00939936471267687,0.0105664258214229,0.00585138387484958,0.0303909352854139,0.00292125317527519,0.0187447203919581,0.0171497584541063,0.00867838044308632,0.0218617021276596,0.00713466579292268,0.0415448175300741,0,0.0135353343465046,0.167515628617736,0.0763030828277826,0.0144473098112765,0.0958087367178276,0.0150967741935484,0.0078718609143593,0.16,0.00827602230483271,0.00744680851063829,0.0199275362318841,0.00514453699167075,0.0115604186489058,0,0.00828887673824056,0.0123055555555556,0.00619545335772145,0.011371887966805,0.00690989952231922,0,0.000443458980044345,0.02017222425797
CLEC7A,0.0433294831071325,0.0283924898475819,0.0121690734055355,0.24859824001246,0.0122353937341236,0.0323449907078898,0.0195652173913043,0.0248739495798319,0.0543085106382979,0.00975589777195282,0.2223540848151,0.0140625,0.0279730243161094,0.450914563556379,0.881552556642318,0.0241765326456453,0.189079102715466,0.0445161290322581,0.0313747585318738,0,0.0105994423791822,0.0360273102572245,0.0923913043478261,0.013718765311122,0.025198223913733,0,0.0127222214012325,0.00452777777777778,0.02537496733734,0.036268153526971,0.0105336847306869,0,0.0125153978812515,0.0183400513008428
CLOCK,0.0641207045913947,0.036883603185486,0.1051293622142,0.0278210419749241,0.0384843353090601,0.13362899138368,0.0823671497584541,0.102745098039216,0.0676063829787234,0.0479275884665793,0.0314998582364616,0.0140625,0.0568484042553192,0.0512850196804816,0.069246007180884,0.0448071738365959,0.0237898465171192,0.0429677419354839,0.0490824211204121,0,0.0453578066914498,0.0744522070498571,0.0981884057971014,0.0445859872611465,0.121297177291468,0,0.0150866718881615,0.0452685185185185,0.0329004442121766,0.0300440871369295,0.0415005765112831,0,0.0859324956885932,0.0648772444118725
CLU,0.517917990181923,0.0478007489056484,1.54917268351384,0.100323183552683,0.383954276037257,2.47279101199527,1.79251207729469,1.16212885154062,0.108386524822695,0.0498935124508519,0.0835878326380169,0.584375,0.15183320668693,0.186038434822876,0.177825925467377,0.0892333841284726,0.0934474616292798,0.109806451612903,0.0880392788151964,0,0.117012081784387,0.339298189901556,0.213405797101449,0.0930916217540421,2.81936251189343,0,0.177376642184752,1.50175,0.0601802978834596,0.0707598547717842,0.152849612913853,0.225,0.794481399359448,0.582649322096006
CMKLR1,0.160713254403696,0.0350377089815938,0.0263086642599278,0.0623977883342419,0.125698560541914,0.0288815678324041,0.0243961352657005,0.0202902979373568,0.0424290780141844,0.0551359764089122,0.139726193851513,0.0765625,0.0482997720364742,0.126996990043992,0.345462424167389,0.0271070214511781,0.0296930342384888,0.0623225806451613,0.0516580811332904,0,0.105673791821561,0.135423944109241,0.126449275362319,0.0146986771190593,0.018220742150333,0,0.0122197756727601,0.0663796296296296,0.0277266788607264,0.0243386929460581,0.00658046450337671,0,0.0324710519832471,0.0359289116892635
CNTFR,0.0209500433150448,0.0167897262802595,0.0211943441636582,0.0106105443501285,0.0198560541913632,0.0129160331137016,0.000241545893719809,0.0214107461166285,0.0495212765957447,0.0109026867627785,0.0101543197375349,0,0.0169547872340425,0.0225746700625145,0.0166274606908506,0.0362501465244403,0.0367768595041322,0.0295483870967742,0.0191403734707019,0.16,0.00864776951672862,0.0134804699904732,0.0358695652173913,0.0200881920627144,0.0188550586742785,0,0.0141556695089332,0.00804629629629629,0.0173268879017507,0.0178552904564315,0.0116867072969857,0.475,0.0245873367824587,0.0216379626236717
COL11A1,0.00189142362113774,0.00666367807605084,0,0.00617163772291878,0.000381033022861979,0.00455313397533368,0,0,0.0184929078014184,0,0.00432176272834056,0,0.00916603343465045,0.00845103033109516,0.00251330939705336,0.0190188723479076,0.014344746162928,0.0143225806451613,0.00497424339987122,0,0,0,0.011231884057971,0.014453699167075,0,0,0.00147630377277631,0.0108240740740741,0.00285079696890515,0.0121498962655602,0,0,0,0
COL12A1,0.0463615362402541,0.0183191814777702,0.0187876052948255,0.0212016198115412,0.0342506350550381,0.0862392295995945,0.0316425120772947,0.0141278329513624,0.307677304964539,0.0618528833551769,0.0220624569646401,0.053125,0.226681231003039,0.0336883537855985,0.0340844372910734,0.256154026491619,0.0155253837072019,0.0225806451612903,0.0149549259497746,0,0.0386663568773234,0.0569863448713877,0.0394927536231884,0.0651641352278295,0.0134633682207422,0,0.0183082356766023,0.173787037037037,0.0163339430363209,0.0105938796680498,0.0103689672212156,0,0.0120226656812023,0.0124770978380359
COL14A1,0.0645538550389835,0.0202705553504562,0.0305204572803851,0.0297679308465073,0.0215495342929721,0.0457763135664808,0.0195652173913043,0.0430557677616501,0.441542553191489,0.0235173656618611,0.0276519907651181,0.0453125,0.0779350303951368,0.0471173882843251,0.0334653955676613,0.395645293634978,0.0190672963400236,0.0339354838709677,0.0226819059884095,0,0.0358782527881041,0.0420609717370594,0.0452898550724638,0.0975012248897599,0.0175864256263876,0,0.024662696360224,0.199712962962963,0.0234935981186308,0.0144839211618257,0.0258524131115138,0.225,0.0240946045824095,0.03299743495786
COL15A1,0.113788622581577,0.0295527662043141,0.0157791817087846,0.0349855930223503,0.0545723962743438,0.0453539449231289,0.00990338164251208,0.0246193022663611,0.319024822695035,0.0765973132372215,0.0349021831584916,0.06875,0.0872435410334347,0.0721231766612642,0.0604556147084313,0.23212401828625,0.0190672963400236,0.0427096774193548,0.0410334835801674,0.36,0.139131040892193,0.158923467767545,0.0684782608695652,0.0448309652131308,0.0177450047573739,0,0.0194609052889802,0.068787037037037,0.0281970211654037,0.0292660788381743,0.0179459726568934,0.225,0.0208918452820892,0.0296995236350312
COL16A1,0.0229714120704591,0.00571436105690628,0.00434717208182912,0.0107662954598552,0.000381033022861979,0.0430731542490286,0.00990338164251208,0.0114285714285714,0.300053191489362,0.00549639580602884,0.010559358418729,0,0.0218939969604863,0.023037740217643,0.0146465271759317,0.264593834251553,0,0.00812903225806452,0.00626207340631036,0.16,0.0106923791821561,0.0103048586852969,0.0293478260869565,0.0433610975012249,0.0186964795432921,0,0.00942676853507515,0.0104537037037037,0.00556833028481839,0.00462914937759336,0,0,0.00364621828036462,0.011744228655185
COL17A1,0.0069448455096737,0.00349928801223564,0.0013387484957882,1.94688887158317e-05,0.00630821337849281,0,0.0340579710144928,0,0,0,0,0,0,0,0.00276092608641822,0.00612472160356347,0.0025383707201889,0.02,0.00497424339987122,0.16,0.00325743494423792,0.0128453477294379,0.00978260869565217,0,0,0,0.00246641741417784,0.000824074074074074,0.00353018029788346,0.00800051867219917,0.00460385438972163,0.225,0.00758807588075881,0
COL18A1,0.429410915391279,0.0653103739254259,1.58737966305656,0.105229343509072,0.231541066892464,1.73144956918398,0.507487922705314,1.14491469314999,0.71104609929078,0.238458387942333,0.0892988780428531,0.0609375,0.469082446808511,0.186964575133133,0.157892781973505,0.717178525378033,0.0958087367178276,0.124258064516129,0.0693657437218287,0,0.228907992565056,0.518402667513496,0.235869565217391,0.371631553160216,0.922280367903584,0,0.147008231243258,0.805453703703704,0.0678625555265221,0.0539030082987552,0.395807939383956,1.225,0.686080315348608,1.12533895199707
