,B cell,Conventional dendritic cell,Endothelial,Fibroblast,Keratinocyte,Macrophage,Malignancy A,Malignancy B,Mast cell,Monocyte,Neutrophil,NK cell,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
HSPBP1,0,0,0.0303125,0.0238635052497981,0.0922564102564103,0.0148815454444813,0.0615050251256281,0.0589427526709707,0.0165354330708661,0,0.0115062761506276,0.011531190926276,0.00933179723502304,0,0.0518018018018018,0.0347457627118644,0.0224763406940063,0.0269585253456221
HSPD1,0.0935483870967742,0,0.179744318181818,0.135032306449752,0.40234188034188,0.131509465293922,0.689746231155779,0.803986459464092,0.0559055118110236,0.314516129032258,0.0299163179916318,0.0455576559546314,0.0715437788018433,0.028740157480315,0.0427927927927928,0.102542372881356,0.0745268138801262,0.082258064516129
HSPE1,0.0505376344086022,0.0231707317073171,0.0760511363636364,0.0611889927310488,0.129521367521368,0.0716179563821543,0.423163316582915,0.612562132205907,0.00866141732283464,0.0241935483870968,0.00230125523012552,0.0342155009451796,0.0277649769585253,0.012992125984252,0.0157657657657658,0.0347457627118644,0.0272082018927445,0.0315668202764977
HSPG2,0.0505376344086022,0,2.38684659090909,0.425444213684089,0.229692307692308,0.0833527067419462,0.0932638190954774,0.129416385762441,0.0322834645669291,0.0887096774193548,0.0123430962343096,0.0512287334593573,0.0634792626728111,0.028740157480315,0,0.000847457627118645,0.0272082018927445,0.0246543778801843
HTR1A,0,0.0231707317073171,0.0135511363636364,0.0250173070266528,0,0.0049180781578656,0,0.00578043763926184,0,0.0241935483870968,0.00648535564853556,0.00207939508506616,0,0,0,0,0.000394321766561513,0
HTR1B,0.0290322580645161,0.0231707317073171,0.0146875,0.0554199838467751,0.0720854700854701,0.0149922506365549,0.0167311557788945,0.0215491630006285,0.0047244094488189,0.0241935483870968,0.0190376569037657,0.0153119092627599,0.0104838709677419,0.028740157480315,0,0.000847457627118645,0.000394321766561513,0.0108294930875576
HTR2A,0.00752688172043011,0,0.00815340909090909,0.00638340833044883,0.00165811965811966,0.00464131517768183,0,0.00552333885619608,0,0.0241935483870968,0.00397489539748954,0.00396975425330813,0.00817972350230415,0.00511811023622047,0,0,0.00197160883280757,0
HTR2C,0,0,0,0,0,0,0,0,0,0,0,0.00396975425330813,0.000115207373271888,0.00511811023622047,0.00675675675675676,0,0.0082807570977918,0
HTR3A,0.0021505376344086,0,0,0,0,0.000102402302667996,0,0,0,0.0564516129032258,0,0.000189035916824197,0,0,0,0.0177966101694915,0.00985804416403786,0
HTR6,0.0021505376344086,0,0,0.0047680858428522,0,0.00364496844902026,0.0130628140703518,0.0125792721247786,0.0047244094488189,0.0241935483870968,0.00732217573221757,0.00396975425330813,0.00241935483870968,0,0.0518018018018018,0.000847457627118645,0.00512618296529968,0
HTR7,0,0,0.00815340909090909,0.0118639667705088,0.0368717948717949,0.0048073729657921,0.00904271356783919,0.00718019768039765,0,0.0241935483870968,0.00313807531380753,0.0304347826086957,0,0,0.00675675675675676,0.000847457627118645,0.00197160883280757,0.017741935483871
HTRA2,0.0559139784946237,0,0.0786079545454545,0.0449780777662398,0.0604615384615385,0.0339781910771615,0.126530150753769,0.150869850882706,0.0362204724409449,0,0.0140167364016736,0.0304347826086957,0.0415898617511521,0.0208661417322835,0.0608108108108108,0.0177966101694915,0.0555993690851735,0.0615207373271889
HTT,0.0021505376344086,0,0.0152556818181818,0.0101909541940695,0.0197777777777778,0.00635724565482121,0.0300979899497487,0.0346040678740787,0.0165354330708661,0,0,0.00964083175803403,0.000115207373271888,0,0,0.0177966101694915,0.0161671924290221,0
HUS1,0.0397849462365591,0.0231707317073171,0.0621306818181818,0.0333246798200069,0.026957264957265,0.0302142145466622,0.28336432160804,0.258708507113066,0,0,0,0.00586011342155009,0.0197004608294931,0.012992125984252,0,0.000847457627118645,0.0350946372239748,0.0269585253456221
HUWE1,0.0451612903225806,0,0.111278409090909,0.0814959040036922,0.150034188034188,0.0542372412266135,0.170801507537688,0.200347083357139,0.0322834645669291,0,0.0148535564853556,0.0436672967863894,0.0300691244239631,0.028740157480315,0,0.119491525423729,0.0713722397476341,0.0338709677419355
HVCN1,0.0182795698924731,0,0.0189488636363636,0.00972943348332756,0.000632478632478638,0.019697221299679,0.00944472361809044,0.0136076672570416,0.0204724409448819,0,0.00397489539748954,0.011531190926276,0,0,0.00675675675675676,0.0177966101694915,0.00512618296529968,0.017741935483871
HYOU1,0.0397849462365591,0,0.132301136363636,0.0664964809045806,0.0416581196581197,0.0453808258607329,0.115072864321608,0.162010798148889,0.0322834645669291,0.0564516129032258,0.00815899581589958,0.013421550094518,0.0369815668202765,0.0444881889763779,0.0337837837837838,0,0.0240536277602524,0.0384792626728111
IAPP,0.0021505376344086,0,0,0.000383639090804199,0,0.00253791652828518,0.00190703517587939,0.00363794778038051,0,0,0,0,0.00587557603686636,0,0,0.0347457627118644,0,0
IBSP,0,0,0,0.00159513095650167,0,0,0,0,0,0,0.00397489539748954,0.00396975425330813,0,0,0,0,0,0
ICA1,0.0397849462365591,0,0.0550284090909091,0.0161330333448713,0.0190940170940171,0.0217452673530389,0.098891959798995,0.0791392904073587,0.00866141732283464,0,0.00481171548117155,0.0153119092627599,0.000115207373271888,0.012992125984252,0.0157657657657658,0.0686440677966102,0.014589905362776,0.0707373271889401
ICAM1,0.0666666666666667,0,0.137698863636364,0.107283373716396,0.119948717948718,0.103833167275545,0.0835653266331658,0.181464606067531,0.0244094488188976,0,0.0290794979079498,0.0172022684310019,0.0554147465437788,0.0444881889763779,0.0518018018018018,0.0347457627118644,0.0382492113564669,0.0154377880184332
ICAM2,0.0021505376344086,0,0.140823863636364,0.0141715703242183,0,0.00901417026458541,0,0,0,0,0.00732217573221757,0.00964083175803403,0.0197004608294931,0.0208661417322835,0.0157657657657658,0.0347457627118644,0,0.0131336405529954
ICAM3,0.0397849462365591,0,0.0487784090909091,0.0226520133841006,0.00507692307692308,0.0383510461640651,0.0395954773869347,0.0436596583442838,0.0559055118110236,0.0564516129032258,0.0290794979079498,0.0455576559546314,0.0369815668202765,0.0208661417322835,0.00675675675675676,0.102542372881356,0.0682176656151419,0.0776497695852535
ICAM4,0.0236559139784946,0,0,0.00338352371062652,0,0.00292538470054245,0.000851758793969842,0.00103839341827115,0,0,0.00564853556485356,0,0,0,0,0.0347457627118644,0.00985804416403786,0.0108294930875576
ICMT,0.0290322580645161,0,0.124630681818182,0.073419291565709,0.0847350427350427,0.0407865603896823,0.205575376884422,0.290931554590642,0.0125984251968504,0,0.00648535564853556,0.0153119092627599,0.0116359447004608,0,0,0.0177966101694915,0.0256309148264984,0.0269585253456221
ICOS,0.0344086021505376,0,0.00190340909090909,0.0151523018345448,0.00302564102564103,0.0294946307981844,0.0114045226130653,0.010351082671542,0.0047244094488189,0.0564516129032258,0.000627615062761506,0.00775047258979206,0.00933179723502304,0.012992125984252,0,0.0686440677966102,0.0761041009463722,0.278110599078341
ICOSLG,0.0021505376344086,0.0475609756097561,0.0115625,0.00592188761970693,0.0180683760683761,0.0134423779475257,0.0356758793969849,0.029862023653088,0.0204724409448819,0.0564516129032258,0,0.00207939508506616,0.0139400921658986,0,0.114864864864865,0.0177966101694915,0,0.00622119815668203
ID2,0.0397849462365591,0.19390243902439,0.0737784090909091,0.0560545748240452,0.0259316239316239,0.118612310417359,0.0209522613065327,0.0237202193909615,0.126771653543307,0,0.00899581589958159,0.0398865784499055,0.0243087557603687,0.012992125984252,0,0.0516949152542373,0.0902996845425867,0.0592165898617512
ID3,0.0720430107526882,0.0719512195121951,0.547073863636364,0.312833160263067,0.0392649572649573,0.130291708181114,0.637886934673367,0.593822487573559,0.0362204724409449,0.0564516129032258,0.0274058577405858,0.0625708884688091,0.0761520737327189,0.0208661417322835,0.0427927927927928,0.119491525423729,0.0729495268138801,0.107603686635945
IDH1,0.0935483870967742,0.0231707317073171,0.0521875,0.030670935733241,0.0177264957264957,0.07100907782575,0.121002512562814,0.201604010741016,0.0165354330708661,0,0.00481171548117155,0.0247637051039698,0.031221198156682,0,0.0157657657657658,0.000847457627118645,0.0177444794952681,0.0108294930875576
IDH2,0.0344086021505376,0,0.0882670454545454,0.0658618899273105,0.164051282051282,0.104718808812133,2.10452010050251,1.5064660343941,0.0125984251968504,0.0241935483870968,0.00815899581589958,0.0190926275992439,0.0577188940092166,0.0208661417322835,0,0.0177966101694915,0.0634858044164038,0.0453917050691244
IDH3A,0.0290322580645161,0,0.0746306818181818,0.0447473174108688,0.150717948717949,0.0410079707738293,0.341957286432161,0.417138490544478,0.000787401574803148,0,0,0.0153119092627599,0.0220046082949309,0,0.0337837837837838,0.0516949152542373,0.0256309148264984,0.0200460829493088
IDI1,0.0290322580645161,0,0.0644034090909091,0.039439829237337,0.0515726495726496,0.047373519318056,0.197384422110553,0.250624178712221,0.0322834645669291,0.0241935483870968,0.0131799163179916,0.00396975425330813,0.0266129032258065,0,0.0427927927927928,0.0177966101694915,0.0555993690851735,0.0430875576036866
IDNK,0.0290322580645161,0,0.0129829545454545,0.0097871235721703,0.00473504273504274,0.0178152330344293,0.0386909547738693,0.0547434725475633,0.0322834645669291,0,0.000627615062761506,0.0153119092627599,0.00817972350230415,0,0,0.000847457627118645,0.041403785488959,0.0269585253456221
IDO1,0.0236559139784946,0.364634146341463,0,0.0118062766816661,0,0.0295499833942212,0,0,0,0,0.00313807531380753,0.0209829867674858,0.000115207373271888,0,0.0518018018018018,0.0177966101694915,0.0082807570977918,0.0223502304147465
IDS,0.120430107526882,0.0719512195121951,0.116392045454545,0.135263066805123,0.202683760683761,0.159573231484557,0.687334170854271,0.343522538993315,0.146456692913386,0.0564516129032258,0.0115062761506276,0.0814744801512287,0.0945852534562212,0.0681102362204724,0,0.0686440677966102,0.203864353312303,0.160599078341014
IER5,0.0397849462365591,0.0475609756097561,0.228607954545455,0.0998990423445252,0.110034188034188,0.0687396213882431,0.575675879396985,0.328810775295664,0.0401574803149606,0.0564516129032258,0.048326359832636,0.0379962192816635,0.0588709677419355,0.00511811023622047,0,0.0686440677966102,0.0382492113564669,0.144470046082949
IFI16,0.0451612903225806,0,0.0928125,0.0805728625822084,0.0802905982905983,0.0732231816672202,0.254168341708543,0.318269725189967,0.0047244094488189,0.0241935483870968,0.0131799163179916,0.011531190926276,0.0220046082949309,0.028740157480315,0.0427927927927928,0.0347457627118644,0.0634858044164038,0.0615207373271889
IFI27,0.0935483870967742,0,0.954744318181818,0.299737510095766,1.79413675213675,0.278802723347725,1.74165577889447,2.22320030851854,0.0244094488188976,0,0.0106694560669456,0.0625708884688091,0.0554147465437788,0.123228346456693,0,0.119491525423729,0.0555993690851735,0.0638248847926267
IFI30,0.362365591397849,0.754878048780488,0.0516193181818182,0.177896042459905,0.123367521367521,0.979234473596812,0.247384422110553,0.420137976346912,0.0677165354330709,0.411290322580645,0.0960251046025105,0.0568998109640832,0.14758064516129,0.0444881889763779,0.0247747747747748,0.0855932203389831,0.0824132492113565,0.109907834101382
IFI35,0.0397849462365591,0,0.0612784090909091,0.061592823352948,0.0310598290598291,0.0613777261153548,0.148942211055276,0.177636690852997,0.0283464566929134,0,0.0299163179916318,0.0474480151228733,0.0300691244239631,0.028740157480315,0.0157657657657658,0.0855932203389831,0.0398264984227129,0.0707373271889401
IFI44L,0.0505376344086022,0,0.0916761363636364,0.0696694357909311,0.00405128205128205,0.0654738182220746,0.0168819095477387,0.0262626406901674,0.0165354330708661,0,0,0.0209829867674858,0.0139400921658986,0,0.0247747747747748,0.0516949152542373,0.0350946372239748,0.0200460829493088
IFI6,0.0720430107526882,0.0475609756097561,0.350198863636364,0.27937290873428,0.576358974358974,0.170477692903797,0.0724597989949749,0.115133120036565,0.0322834645669291,0,0.0198744769874477,0.0342155009451796,0.104953917050691,0.0917322834645669,0.0247747747747748,0.0177966101694915,0.101340694006309,0.100691244239631
IFIH1,0.0397849462365591,0.0963414634146341,0.0433806818181818,0.0253634475597092,0.0351623931623932,0.0420043175024909,0.145525125628141,0.174980003427984,0.0204724409448819,0.0887096774193548,0.0123430962343096,0.0285444234404537,0.0243087557603687,0,0.00675675675675676,0.0516949152542373,0.0287854889589905,0.0476958525345622
IFIT1,0.0182795698924731,0.0231707317073171,0.0479261363636364,0.0291133033344871,0.00781196581196581,0.0250664231152441,0.0217562814070352,0.029862023653088,0.0047244094488189,0.0241935483870968,0.00732217573221757,0.0247637051039698,0.0116359447004608,0.012992125984252,0,0.0516949152542373,0.0082807570977918,0.0200460829493088
IFIT2,0.0290322580645161,0,0.0274715909090909,0.0234019845390562,0,0.0240700763865825,0.0169321608040201,0.0325472776095527,0,0,0.0098326359832636,0.00396975425330813,0.0162442396313364,0,0.0247747747747748,0.0177966101694915,0.00985804416403786,0.00391705069124424
IFIT3,0.00752688172043011,0,0.0459375,0.0349400023076036,0,0.0189222849551644,0.0255753768844221,0.0427169628063761,0.0125984251968504,0.0241935483870968,0.000627615062761506,0.0190926275992439,0.00587557603686636,0,0.00675675675675676,0.000847457627118645,0.01301261829653,0
IFITM1,0.206451612903226,0.267073170731707,0.700198863636364,0.444597323179878,0.26217094017094,0.189463633344404,0.0271331658291457,0.0327758098611667,0.0677165354330709,0.0241935483870968,0.0416317991631799,0.181663516068053,0.164861751152074,0.170472440944882,0.0337837837837838,0.441525423728814,0.394716088328076,0.192857142857143
IFITM2,0.0989247311827957,0.291463414634146,0.6553125,0.269392523364486,0.067982905982906,0.152709509575999,0.0157763819095477,0.0395460778152317,0.107086614173228,0.185483870967742,0.0709205020920502,0.0776937618147448,0.103801843317972,0.0366141732283465,0.0157657657657658,0.0516949152542373,0.150236593059937,0.0868663594470046
IFNA1,0.00752688172043011,0,0.0101420454545454,0.00603726779739241,0.0177264957264957,0.00447525738957157,0.0314045226130653,0.041231503170885,0.000787401574803148,0,0.00146443514644351,0.0285444234404537,0.0150921658986175,0.0208661417322835,0,0,0,0
IFNA2,0.0021505376344086,0,0.000482954545454543,0.00355659397715473,0.0043931623931624,0.00680006642311524,0.00974623115577888,0.00812289321830544,0,0,0.00732217573221757,0.0190926275992439,0.00587557603686636,0.00511811023622047,0,0,0.00670347003154574,0
IFNA4/10/17,0,0,0,0,0,0.00508413594597587,0,0,0.000787401574803148,0,0.00732217573221757,0.00207939508506616,0.0358294930875576,0.012992125984252,0,0.0177966101694915,0.014589905362776,0
IFNA5,0,0,0,0,0,0.00231650614413816,0.000499999999999994,0.00638033479974862,0.00866141732283464,0,0.00146443514644351,0,0.00472350230414746,0,0.0157657657657658,0.000847457627118645,0.00985804416403786,0.00622119815668203
IFNA8,0,0.0231707317073171,0,0,0,0.000489870474925273,0,9.9982860081102e-06,0,0,0,0.00964083175803403,0.00357142857142857,0,0.00675675675675676,0.000847457627118645,0.000394321766561513,0
IFNAR1,0.0397849462365591,0.0231707317073171,0.0751988636363636,0.0559968847352025,0.0153333333333333,0.0468753459537252,0.160047738693467,0.151955379077872,0.00866141732283464,0,0.00230125523012552,0.0153119092627599,0.0565668202764977,0.028740157480315,0,0.0177966101694915,0.0319400630914827,0.0546082949308756
IFNAR2,0.11505376344086,0.0719512195121951,0.159573863636364,0.104398869274259,0.114478632478632,0.097356913539245,0.0619070351758794,0.0708549962863509,0.0401574803149606,0.0887096774193548,0.0148535564853556,0.0209829867674858,0.104953917050691,0.0523622047244094,0.0247747747747748,0.153389830508475,0.0634858044164038,0.174423963133641
IFNB1,0.0182795698924731,0,0.00957386363636363,0.010075574016384,0,0.00895881766854865,0.00859045226130653,0.0124078729360681,0,0,0.00732217573221757,0.000189035916824197,0.00126728110599078,0.00511811023622047,0,0.0347457627118644,0.0240536277602524,0.0131336405529954
IFNE,0,0,0,0,0,0,0.0440175879396985,0.0208349997143347,0,0.0241935483870968,0,0,0,0,0,0,0,0
IFNG,0.0129032258064516,0,0,0.00199896157840083,0.0125982905982906,0.00563766190634341,0.00256030150753769,0.000467062789236132,0,0,0,0.00964083175803403,0.00241935483870968,0.012992125984252,0,0.000847457627118645,0.0193217665615142,0.00391705069124424
IFNGR1,0.0451612903225806,0,0.0595738636363636,0.0465357101649937,0.0744786324786325,0.0727803608989262,0.288891959798995,0.277076786836542,0.00866141732283464,0.120967741935484,0.0257322175732218,0.00775047258979206,0.0150921658986175,0.0208661417322835,0.0247747747747748,0.0177966101694915,0.0161671924290221,0.0269585253456221
IFNGR2,0.152688172043011,0.0719512195121951,0.143096590909091,0.177434521749163,0.179094017094017,0.199869921399314,0.501655778894472,0.379344969433811,0.0874015748031496,0.153225806451613,0.0140167364016736,0.00396975425330813,0.06463133640553,0.0523622047244094,0.0157657657657658,0,0.0272082018927445,0.0615207373271889
IFNL1,0,0,0,0,0,0,0,0,0.000787401574803148,0,0.00648535564853556,0.000189035916824197,0,0,0,0.0347457627118644,0.00670347003154574,0
IFNL2/3,0.0021505376344086,0.0231707317073171,0.0053125,0.00171051113418715,0.0167008547008547,0.0028700321045057,0.00210804020100502,0.0109509798320288,0.00866141732283464,0.0564516129032258,0,0,0,0.00511811023622047,0.0337837837837838,0.000847457627118645,0.000394321766561513,0
IFNW1,0,0,0,0,0,0,0,0,0.000787401574803148,0,0,0,0,0,0.0337837837837838,0,0,0
IFRD1,0.0021505376344086,0.0475609756097561,0.0800284090909091,0.0660926502826814,0.097042735042735,0.0524659581534374,0.402057788944724,0.409139861737988,0.0125984251968504,0.0564516129032258,0.0416317991631799,0.0379962192816635,0.0162442396313364,0.012992125984252,0.0157657657657658,0.0686440677966102,0.0366719242902208,0.0361751152073733
IFT140,0.0129032258064516,0.0231707317073171,0.0158238636363636,0.0109986154378678,0.0173846153846154,0.00558230931030665,0.0419572864321608,0.047430440495915,0.00866141732283464,0.0887096774193548,0.0123430962343096,0.00207939508506616,0.00126728110599078,0,0.0157657657657658,0.000847457627118645,0.00670347003154574,0.0131336405529954
IFT57,0.0021505376344086,0,0.0146875,0.019709818853121,0.0129401709401709,0.0120032104505701,0.0498969849246231,0.0682554419242416,0.0204724409448819,0,0.00397489539748954,0.013421550094518,0.00702764976958525,0.0208661417322835,0.0247747747747748,0.000847457627118645,0.0082807570977918,0.0131336405529954
IFT88,0.0182795698924731,0.0231707317073171,0.0217897727272727,0.0241519556940118,0.0378974358974359,0.0151029558286284,0.0360276381909548,0.0307761526595441,0.0204724409448819,0,0.00899581589958159,0.00207939508506616,0.00587557603686636,0.00511811023622047,0.0247747747747748,0,0.0161671924290221,0.0269585253456221
IGBP1,0.0451612903225806,0.0231707317073171,0.0698011363636364,0.0532277604707511,0.0631965811965812,0.0457129414369534,0.272560301507538,0.252595269382392,0.0244094488188976,0.0241935483870968,0.00481171548117155,0.00396975425330813,0.0277649769585253,0,0.0157657657657658,0.000847457627118645,0.0492902208201893,0.0546082949308756
IGF1,0.0827956989247312,0,0.0226420454545455,0.0302094150224991,0.013965811965812,0.0434434849994465,0.0302989949748744,0.0253485116837114,0,0.0564516129032258,0.0115062761506276,0.0153119092627599,0.0461981566820276,0.00511811023622047,0.0427927927927928,0.0177966101694915,0.00354889589905363,0.00391705069124424
IGF1R,0.0236559139784946,0,0.100767045454545,0.129840198453906,0.179094017094017,0.0446612421122551,0.968087939698492,0.980841855681883,0,0,0.0140167364016736,0.0153119092627599,0.0254608294930876,0.012992125984252,0.00675675675675676,0.000847457627118645,0.01301261829653,0.0154377880184332
IGF2,0.0129032258064516,0,0.300767045454545,0.266681089188877,0,0.0553442931473486,0,0,0.0480314960629921,0,0,0.0172022684310019,0.0784562211981567,0.0444881889763779,0.0247747747747748,0,0.0240536277602524,0.0315668202764977
IGF2R,0.0290322580645161,0.0475609756097561,0.0760511363636364,0.0468818506980501,0.00747008547008547,0.0472074615299458,0.121756281407035,0.135672456150374,0,0.0887096774193548,0.0123430962343096,0.00964083175803403,0.0173963133640553,0.028740157480315,0.0518018018018018,0.0177966101694915,0.0208990536277603,0.0246543778801843
IGFBP3,0.0129032258064516,0,1.11440340909091,0.279084458290066,0.017042735042735,0.0473181667220193,0.0230628140703518,0.0107224475804148,0.0165354330708661,0.0241935483870968,0.00313807531380753,0.0228733459357278,0.0450460829493088,0.00511811023622047,0.00675675675675676,0.000847457627118645,0.041403785488959,0.0269585253456221
IGFBP5,0.0290322580645161,0,0.241676136363636,0.101225914387908,0,0.0291071626259272,0.00235929648241206,0,0.0322834645669291,0,0,0.0361058601134216,0.0461981566820276,0,0.0247747747747748,0.136440677966102,0.014589905362776,0.0615207373271889
IGFBP6,0.0236559139784946,0,0.0780397727272727,0.0956299757701627,0.0796068376068376,0.0484805712387911,0.101605527638191,0.107905787579272,0.0401574803149606,0.0241935483870968,0.0257322175732218,0.0606805293005671,0.053110599078341,0.0366141732283465,0.0608108108108108,0.0855932203389831,0.0240536277602524,0.0384792626728111
IGFBP7,0.0720430107526882,0.0963414634146341,2.35389204545455,0.866888773508711,0.0714017094017094,0.120328240894498,0,0,0.0755905511811024,0.0887096774193548,0.00397489539748954,0.145746691871456,0.149884792626728,0.0366141732283465,0.0337837837837838,0.0686440677966102,0.0950315457413249,0.116820276497696
IGHG1/2,11.1096774193548,0.389024390243902,0.163551136363636,0.706279566170532,0.0327692307692308,0.466392671316285,0.0552236180904523,0.0400031423184597,0.0637795275590551,0.0241935483870968,0.0198744769874477,0.145746691871456,30.0070276497696,15.5956692913386,0.439189189189189,0.0686440677966102,0.817429022082019,0.660599078341014
IGKC,16.9,0.340243902439024,0.155880681818182,0.369773277950848,0.00473504273504274,0.204353481678291,0.0287914572864322,0.0323187453579386,0.0244094488188976,0.120967741935484,0.0115062761506276,0.0285444234404537,47.6867511520737,36.3358267716535,0.105855855855856,0.0855932203389831,0.703864353312303,0.501612903225807
IGKV4-1,0.254838709677419,0,0,0.00932560286142841,0.0084957264957265,0.00596977748256393,0.0136155778894472,0.0104367822658973,0.00866141732283464,0,0,0.00775047258979206,1.00702764976959,0.398818897637795,0,0.0347457627118644,0.0335173501577287,0.00622119815668203
IGLC1/2,3.4,0.242682926829268,0.0797443181818182,0.388291796469367,0,0.345890069744271,0,0.00298091755699023,0.0322834645669291,0.0241935483870968,0.0232217573221757,0.151417769376181,5.37914746543779,2.23346456692913,0.394144144144144,0.000847457627118645,0.367902208201893,0.432488479262673
IGLL5,2.91075268817204,0.169512195121951,0.0979261363636364,0.498364485981308,0.0115726495726496,0.385190412930366,0.0184396984924623,0.0210349654344969,0.0637795275590551,0,0.00648535564853556,0.124952741020794,8.01970046082949,2.75314960629921,0.213963963963964,0.000847457627118645,0.472003154574132,0.533870967741936
IGLV3-21,0.0505376344086022,0,0.00588068181818182,0.00205665166724357,0,0.0021504483560279,0,0,0,0,0,0.00586011342155009,0.176382488479263,0.16259842519685,0,0.0177966101694915,0.000394321766561513,0
IHH,0,0,0.0104261363636364,0.00574881735317872,0.026957264957265,0.00541625152219639,0.0123592964824121,0.0114937439296121,0.000787401574803148,0,0.0148535564853556,0.0209829867674858,0.00357142857142857,0.00511811023622047,0.00675675675675676,0.0177966101694915,0,0.00391705069124424
IKBKB,0.0182795698924731,0,0.0544602272727273,0.0270364601361486,0.0341367521367521,0.0273912321487878,0.0851733668341708,0.0830529052162486,0.0204724409448819,0,0,0.0153119092627599,0.00472350230414746,0.0208661417322835,0,0.000847457627118645,0.0287854889589905,0.0407834101382488
IKBKE,0.0182795698924731,0,0,0.0104794046382831,0.0115726495726496,0.0112282741060556,0.0299472361809045,0.0382034508369994,0.0125984251968504,0,0,0.00207939508506616,0,0.00511811023622047,0,0.0177966101694915,0.0177444794952681,0.0430875576036866
IKBKG,0.0236559139784946,0,0.0550284090909091,0.0376514364832122,0.0731111111111111,0.0388492195283959,0.146881909547739,0.148927326743987,0.0244094488188976,0.0564516129032258,0.0165271966527197,0.0266540642722117,0.00241935483870968,0.00511811023622047,0.00675675675675676,0.000847457627118645,0.0477129337539432,0.0223502304147465
IKZF1,0.0935483870967742,0.0231707317073171,0.00502840909090909,0.0306132456443983,0,0.0948106941215543,0.00160552763819095,0.0172927498143175,0.0440944881889764,0,0.00899581589958159,0.066351606805293,0.053110599078341,0.028740157480315,0.0157657657657658,0.136440677966102,0.16916403785489,0.165207373271889
IKZF2,0.0236559139784946,0,0,0.013133148725049,0.029008547008547,0.013387025351489,0.0570829145728643,0.0725404216420042,0,0,0,0.00396975425330813,0.00933179723502304,0.00511811023622047,0.0157657657657658,0.0177966101694915,0.0398264984227129,0.105299539170507
IKZF3,0.00752688172043011,0,0,0.0021143417560863,0,0.0115050370862393,0,0,0.00866141732283464,0,0,0.00775047258979206,0.0173963133640553,0,0.00675675675675676,0,0.0713722397476341,0.0546082949308756
IL10,0.0129032258064516,0,0.000482954545454543,0.00372966424368294,0,0.0141066090999668,0,0,0,0,0.00313807531380753,0.013421550094518,0.00587557603686636,0.00511811023622047,0.00675675675675676,0,0.0082807570977918,0
IL10RA,0.141935483870968,0.120731707317073,0.0053125,0.0337862005307488,0.0450769230769231,0.136878667109487,0.0106005025125628,0.0147503285151117,0.000787401574803148,0.0564516129032258,0.0098326359832636,0.0739130434782609,0.0726958525345622,0.012992125984252,0.00675675675675676,0.0177966101694915,0.125,0.146774193548387
IL10RB,0.0505376344086022,0.0963414634146341,0.0533238636363636,0.0431896850121149,0.0618290598290598,0.0518570795970331,0.0758768844221105,0.0649988573387419,0.0283464566929134,0.0241935483870968,0.00648535564853556,0.0153119092627599,0.0243087557603687,0.00511811023622047,0.0247747747747748,0.0516949152542373,0.0240536277602524,0.0615207373271889
IL11,0.00752688172043011,0,0,0.00719106957424714,0,0,0,0.00195252242472719,0.000787401574803148,0,0.000627615062761506,0,0,0,0.00675675675675676,0.000847457627118645,0.00354889589905363,0.00161290322580645
IL11RA,0.0129032258064516,0,0.0260511363636364,0.0281902619130033,0.0242222222222222,0.0201953946640097,0.0329623115577889,0.053400845569331,0.0165354330708661,0.0564516129032258,0.0098326359832636,0.0153119092627599,0.00241935483870968,0.00511811023622047,0.0247747747747748,0.0177966101694915,0.0256309148264984,0.0315668202764977
IL12A,0.0236559139784946,0,0.00559659090909091,0.00251817237798546,0,0.00226115354810141,0.00346482412060301,0.00240958692795521,0.0165354330708661,0,0.00648535564853556,0.00207939508506616,0,0,0.00675675675675676,0.0347457627118644,0.00197160883280757,0
IL12B,0,0,0,0,0,0.00259326912432193,0,0,0.0047244094488189,0.0241935483870968,0,0.00586011342155009,0,0,0,0,0,0.017741935483871
IL12RB1,0.00752688172043011,0,0.00332386363636364,0.00442194530979578,0,0.0181473486106498,0,0,0.000787401574803148,0,0.00732217573221757,0.0398865784499055,0,0.00511811023622047,0,0.000847457627118645,0.0272082018927445,0.05
IL12RB2,0,0,0.00417613636363636,0.00286431291104188,0.0122564102564103,0.00790711834385033,0,0.00500914129006456,0,0,0.00899581589958159,0.00964083175803403,0.00126728110599078,0.00511811023622047,0,0.0177966101694915,0.0082807570977918,0.0983870967741935
IL13RA1,0.0344086021505376,0.169512195121951,0.0751988636363636,0.0770537671628014,0.181487179487179,0.087227388464519,0.211153266331658,0.126616865680169,0.0047244094488189,0,0.00899581589958159,0,0.0289170506912442,0,0.0698198198198198,0.0347457627118644,0.0082807570977918,0.0292626728110599
IL13RA2,0.0021505376344086,0,0.0126988636363636,0.00419118495442483,0,0.00281467950846895,0.0055753768844221,0.00538050619893733,0.000787401574803148,0,0.000627615062761506,0.00775047258979206,0,0.012992125984252,0.0247747747747748,0,0.0161671924290221,0.00391705069124424
IL15RA,0,0,0.0646875,0.0298632744894427,0.0368717948717949,0.0211917413926713,0.0486909547738693,0.0682554419242416,0,0.0241935483870968,0.00481171548117155,0.000189035916824197,0.0197004608294931,0.0602362204724409,0.00675675675675676,0.0177966101694915,0.0082807570977918,0.0315668202764977
