,B cell,Conventional dendritic cell,Endothelial,Fibroblast,Keratinocyte,Macrophage,Malignancy A,Malignancy B,Mast cell,Monocyte,Neutrophil,NK cell,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
COX6C,0.0881720430107527,0.0231707317073171,0.184289772727273,0.116513787931233,0.198923076923077,0.112910993025573,0.514620603015075,0.558828486545164,0.0244094488188976,0,0,0.0587901701323251,0.0784562211981567,0.028740157480315,0.00675675675675676,0.136440677966102,0.096608832807571,0.0983870967741935
COX7A1,0.0182795698924731,0,0.149346590909091,0.0880148840429214,0,0.0251217757112809,0.0129623115577889,0.00920842141347198,0.0165354330708661,0,0.00564853556485356,0,0.0116359447004608,0,0.0247747747747748,0.0347457627118644,0.0114353312302839,0.0154377880184332
COX7A2L,0.0505376344086022,0,0.0777556818181818,0.0615351332641052,0.0296923076923077,0.0559531717037529,0.333464824120603,0.401741130091984,0.00866141732283464,0,0.00481171548117155,0.0436672967863894,0.0473502304147465,0.028740157480315,0.0157657657657658,0.000847457627118645,0.042981072555205,0.0453917050691244
COX7C,0.179569892473118,0.0231707317073171,0.2646875,0.205933425637475,0.416358974358974,0.223616185099081,1.3683391959799,1.22779952008227,0.0795275590551181,0,0.00815899581589958,0.106049149338374,0.115322580645161,0.0523622047244094,0.0518018018018018,0.255084745762712,0.197555205047319,0.155990783410138
COX8A,0.335483870967742,0.267073170731707,0.562130681818182,0.468019499250029,1.29328205128205,0.548591276430865,1.97024874371859,2.57091212934925,0.150393700787402,0.0887096774193548,0.0274058577405858,0.179773156899811,0.270852534562212,0.138976377952756,0.0518018018018018,0.204237288135593,0.290615141955836,0.471658986175115
CPA3,0,0,0,0.0157868928118149,0,0.0128334993911214,0,0,1.33937007874016,0,0,0,0.031221198156682,0.00511811023622047,0,0,0.00985804416403786,0.017741935483871
CPB1,0.00752688172043011,0,0.00730113636363636,0.0075949001961463,0.0505470085470086,0.0114496844902026,0.0203994974874372,0.0182925784151288,0.0165354330708661,0,0.0123430962343096,0.0172022684310019,0.020852534562212,0,0.0247747747747748,0.0177966101694915,0.00670347003154574,0.00622119815668203
CPB2,0,0.0475609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPD,0.00752688172043011,0,0.0896875,0.0465934002538364,0.0573846153846154,0.0333693125207572,0.0972336683417085,0.1042778380849,0.0283464566929134,0.0241935483870968,0.0165271966527197,0.0417769376181474,0.0289170506912442,0,0.00675675675675676,0,0.0224763406940063,0.0315668202764977
CPEB2,0.0505376344086022,0.0231707317073171,0.0351420454545455,0.0334400599976924,0.205076923076923,0.0321515554079486,0.444469849246231,0.391200079986288,0.0125984251968504,0,0.00899581589958159,0.0285444234404537,0.00817972350230415,0.028740157480315,0.0157657657657658,0.0516949152542373,0.0303627760252366,0.0361751152073733
CPEB4,0.0505376344086022,0.0231707317073171,0.0769034090909091,0.0456703588323526,0.197897435897436,0.0575583969888188,0.168037688442211,0.0952222476146946,0.0598425196850394,0.0564516129032258,0.0140167364016736,0.0247637051039698,0.0922811059907834,0.0366141732283465,0,0.0686440677966102,0.0256309148264984,0.0292626728110599
CPLX1,0.0021505376344086,0.0475609756097561,0.0538920454545454,0.00828718126225914,0.0108888888888889,0.0049180781578656,0.0333643216080402,0.0383462834942581,0.000787401574803148,0,0,0,0,0,0,0.0516949152542373,0,0.0154377880184332
CPNE1,0.0612903225806452,0,0.0575852272727273,0.0517855082496827,0.0710598290598291,0.0360262371305214,0.227786432160804,0.248910186825116,0.0322834645669291,0,0,0.013421550094518,0.110714285714286,0.0602362204724409,0.00675675675675676,0.0516949152542373,0.041403785488959,0.0569124423963134
CPNE3,0.0182795698924731,0,0.0493465909090909,0.0360938040844583,0.0748205128205128,0.0387385143363224,0.147334170854271,0.131701708278581,0.00866141732283464,0.0241935483870968,0.00899581589958159,0.0153119092627599,0.0266129032258065,0.00511811023622047,0.0337837837837838,0.0177966101694915,0.0319400630914827,0.0154377880184332
CPNE8,0,0,0.152471590909091,0.0537469712703358,0.0296923076923077,0.0362476475146684,0.113967336683417,0.106963092041364,0.000787401574803148,0.0241935483870968,0.0106694560669456,0.0190926275992439,0.00472350230414746,0,0,0.0347457627118644,0.0114353312302839,0.00852534562211982
CPPED1,0.0236559139784946,0,0.110142045454545,0.0444011768778124,0.0467863247863248,0.0618758994796856,0.163414572864322,0.129187853510827,0.0519685039370079,0,0.0282426778242678,0.0417769376181474,0.00933179723502304,0.00511811023622047,0.0247747747747748,0.0177966101694915,0.0287854889589905,0.0269585253456221
CPSF7,0.0612903225806452,0,0.106448863636364,0.0752653744086766,0.153111111111111,0.0541818886305768,0.155173366834171,0.194605210535337,0.0204724409448819,0.0887096774193548,0.0140167364016736,0.0361058601134216,0.0381336405529954,0,0.0427927927927928,0.0347457627118644,0.041403785488959,0.0753456221198157
CPT1A,0.00752688172043011,0,0.0933806818181818,0.031767047421253,0.0919145299145299,0.0191990479353482,0.0344195979899497,0.0854524938581958,0.0047244094488189,0,0.00481171548117155,0.00207939508506616,0.0150921658986175,0.0208661417322835,0,0.0177966101694915,0.0161671924290221,0.0131336405529954
CPT1B,0.0129032258064516,0.0475609756097561,0.0163920454545455,0.00921022268374293,0.0190940170940171,0.0170402966899148,0.0140678391959799,0.0184068445409358,0,0,0.00732217573221757,0.013421550094518,0.0104838709677419,0.012992125984252,0.0247747747747748,0.0177966101694915,0.0398264984227129,0.017741935483871
CPTP,0.0021505376344086,0.0475609756097561,0.0135511363636364,0.000902849890388829,0.0259316239316239,0.00220580095206465,0.00788693467336683,0.0117222761812261,0,0,0.00313807531380753,0.00586011342155009,0,0,0.0157657657657658,0.0177966101694915,0.000394321766561513,0
CPVL,0.11505376344086,0.0719512195121951,0.0240625,0.048208722741433,0.0235384615384615,0.233967120557954,0.0535150753768844,0.0566859966862823,0.0165354330708661,0.120967741935484,0.00230125523012552,0.0190926275992439,0.0254608294930876,0.0208661417322835,0.00675675675675676,0.0177966101694915,0.0319400630914827,0.017741935483871
CR1,0.00752688172043011,0,0.00275568181818182,0.00309507326641283,0,0.0128334993911214,0,0,0,0.0241935483870968,0.0123430962343096,0.0153119092627599,0.0116359447004608,0.00511811023622047,0.00675675675675676,0,0,0.00852534562211982
CR1L,0.00752688172043011,0,0.00332386363636364,0.000960539979231567,0.000632478632478638,0.00248256393224842,0,0.00183825629892018,0.000787401574803148,0.0241935483870968,0.00313807531380753,0.00396975425330813,0.00587557603686636,0,0.00675675675675676,0.000847457627118645,0,0
CR2,0.0021505376344086,0,0.00446022727272727,0.00632571824160609,0.0259316239316239,0.00441990479353482,0.0242688442211055,0.015635890990116,0,0.0241935483870968,0.0123430962343096,0.011531190926276,0.00357142857142857,0.00511811023622047,0.0157657657657658,0,0.00670347003154574,0.00391705069124424
CRABP2,0.00752688172043011,0,0.0192329545454545,0.170973231798777,0.892940170940171,0.0764889848333887,1.88602763819095,0.560942409872593,0.00866141732283464,0.0241935483870968,0.00230125523012552,0.0266540642722117,0.0415898617511521,0.028740157480315,0,0.0347457627118644,0.0319400630914827,0.0384792626728111
CRACR2A,0.00752688172043011,0,0.0146875,0.0104794046382831,0,0.00707682940329902,0.00959547738693467,0.0272339027595269,0,0,0,0.013421550094518,0.0127880184331797,0.012992125984252,0,0.000847457627118645,0.0287854889589905,0.0223502304147465
CRADD,0.0344086021505376,0,0.0189488636363636,0.00701799930771893,0,0.0108961585298351,0.0264798994974874,0.0167499857167343,0,0,0.0115062761506276,0.00964083175803403,0.00241935483870968,0,0,0,0.00512618296529968,0.00161290322580645
CRAT,0.0021505376344086,0,0.0328693181818182,0.0212097611630322,0.0714017094017094,0.0153797188088121,0.0430125628140703,0.0462306461749414,0.0047244094488189,0.0241935483870968,0.00146443514644351,0,0.0116359447004608,0,0,0.000847457627118645,0.00512618296529968,0.0108294930875576
CRB1,0.0236559139784946,0,0,0,0,0,0,0,0.00866141732283464,0,0,0.00586011342155009,0,0,0.00675675675675676,0.0177966101694915,0,0
CRCP,0.0236559139784946,0,0.0237784090909091,0.017517595477097,0.00781196581196581,0.0142173142920403,0.122761306532663,0.154812032223047,0,0,0,0,0.00587557603686636,0.0444881889763779,0,0.0855932203389831,0.00512618296529968,0.00391705069124424
CREB1,0.0451612903225806,0,0.0760511363636364,0.0559968847352025,0.104222222222222,0.0499750913317835,0.180248743718593,0.208374278695081,0.0244094488188976,0,0.00899581589958159,0.0323251417769376,0.0323732718894009,0.028740157480315,0,0.000847457627118645,0.0508675078864353,0.0776497695852535
CREB3,0.0344086021505376,0,0.0428125,0.0406513211030345,0.0266153846153846,0.0282215210893391,0.0799974874371859,0.103935039707479,0.0047244094488189,0,0.0148535564853556,0.00964083175803403,0.0381336405529954,0.012992125984252,0.0247747747747748,0.000847457627118645,0.0256309148264984,0.0223502304147465
CREB3L1,0,0,0.0146875,0.162723549094266,0.00336752136752137,0.0379635779918078,0.0123090452261306,0.00960835285379649,0.0283464566929134,0,0.0098326359832636,0.0153119092627599,0.0266129032258065,0.028740157480315,0,0.000847457627118645,0.0177444794952681,0.0246543778801843
CREB3L2,0.0397849462365591,0,0.0734943181818182,0.0555353640244606,0.0119145299145299,0.0251217757112809,0.0362788944723618,0.0313474832885791,0.0322834645669291,0.0241935483870968,0,0.011531190926276,0.0692396313364055,0.0444881889763779,0.00675675675675676,0.0177966101694915,0.0193217665615142,0.0707373271889401
CREB3L3,0,0,0,0,0,0,0,0,0,0.0241935483870968,0,0.000189035916824197,0,0,0,0,0,0
CREB3L4,0.0021505376344086,0,0.00786931818181818,0.00182589131187262,0,0.000545223070962029,0.0241180904522613,0.047887504999143,0.00866141732283464,0,0.000627615062761506,0,0,0,0,0.0177966101694915,0.00512618296529968,0.00391705069124424
CREB5,0.0182795698924731,0.0475609756097561,0.0115625,0.0136523595246337,0.0310598290598291,0.0150476032325916,0.0463291457286432,0.0523724504370679,0.0047244094488189,0.0241935483870968,0,0,0,0.0208661417322835,0,0.000847457627118645,0,0.00161290322580645
CREBBP,0.0021505376344086,0,0.0482102272727273,0.0243827160493827,0.0115726495726496,0.017427764862172,0.135374371859296,0.209088441981375,0.0047244094488189,0,0.00146443514644351,0,0.000115207373271888,0,0,0,0.0193217665615142,0
CREBRF,0,0,0.00786931818181818,0.00799873081804546,0,0.00873740728440164,0.00949497487437186,0.00312375021424899,0,0,0.00397489539748954,0.011531190926276,0.0150921658986175,0.028740157480315,0,0,0.00197160883280757,0.00622119815668203
CREG1,0.211827956989247,0.0475609756097561,0.100482954545455,0.133243913695627,0.496017094017094,0.368639986715377,1.79974623115578,1.38605810432497,0.0401574803149606,0.0241935483870968,0.0248953974895397,0.0304347826086957,0.0807603686635945,0.012992125984252,0.0698198198198198,0.0855932203389831,0.0776813880126183,0.0684331797235023
CREM,0.0129032258064516,0,0.0953693181818182,0.0343631014191762,0,0.0449380050924388,0.0109522613065327,0.0174927155344798,0.00866141732283464,0,0.00397489539748954,0.011531190926276,0.000115207373271888,0.00511811023622047,0,0.0516949152542373,0.0240536277602524,0.0430875576036866
CRH,0.00752688172043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347457627118644,0,0.0108294930875576
CRHR1,0.00752688172043011,0,0,3.74985577477789e-05,0,0,0.00205778894472362,0,0.00866141732283464,0.0564516129032258,0.000627615062761506,0.00396975425330813,0.00126728110599078,0,0.00675675675675676,0,0,0
CRHR2,0.00752688172043011,0,0.0212215909090909,0.00690261913003346,0,0.00663400863500498,0.0148718592964824,0.0162929212135063,0.0125984251968504,0.0241935483870968,0.00397489539748954,0.0172022684310019,0.00472350230414746,0.00511811023622047,0,0,0.00670347003154574,0.00622119815668203
CRIP1,0.163440860215054,0.43780487804878,0.453607954545455,0.217182992961809,0.179777777777778,0.257381268681501,0.0525100502512563,0.211116665714449,0.0755905511811024,0.0241935483870968,0,0.160869565217391,0.11647465437788,0.0996062992125984,0.0247747747747748,0.255084745762712,0.334779179810726,0.328801843317972
CRK,0.0344086021505376,0.0231707317073171,0.223210227272727,0.144666551286489,0.278923076923077,0.0962498616185099,0.316128140703518,0.350407073073187,0.0244094488188976,0.0887096774193548,0.0198744769874477,0.0342155009451796,0.06463133640553,0.012992125984252,0,0.0347457627118644,0.0634858044164038,0.0753456221198157
CRKL,0.0612903225806452,0.0231707317073171,0.0683806818181818,0.0534585208261221,0.145247863247863,0.0446058895162183,0.202007537688442,0.287446437753528,0.0322834645669291,0.0241935483870968,0.0098326359832636,0.0228733459357278,0.0300691244239631,0.00511811023622047,0,0,0.0682176656151419,0.0476958525345622
CRLF1,0,0,0,0,0,0,0,0,0.000787401574803148,0.0564516129032258,0.00146443514644351,0.00775047258979206,0,0.00511811023622047,0,0,0.000394321766561513,0.00622119815668203
CRLF2,0.0182795698924731,0.0231707317073171,0.00133522727272727,0.0021143417560863,0,0.0113389792981291,0.00301256281407035,0.000581328915043137,0.0913385826771654,0,0.0131799163179916,0.011531190926276,0.00587557603686636,0,0.00675675675675676,0,0.00512618296529968,0.017741935483871
CRLS1,0.0129032258064516,0,0.0510511363636364,0.0454395984769816,0.0204615384615385,0.0315980294475811,0.321655778894472,0.377830943266869,0.00866141732283464,0,0.00732217573221757,0.0153119092627599,0.0116359447004608,0,0,0.0347457627118644,0.014589905362776,0.0246543778801843
CRNKL1,0.0129032258064516,0,0.0257670454545454,0.0195944386754356,0.00541880341880342,0.0128888519871582,0.0862788944723618,0.0992501285493916,0.00866141732283464,0,0.000627615062761506,0.000189035916824197,0.0104838709677419,0.00511811023622047,0,0.0177966101694915,0.00512618296529968,0.00622119815668203
CROT,0.00752688172043011,0,0.00673295454545454,0.0104794046382831,0.0608034188034188,0.00918022805269567,0.095072864321608,0.0998785922413301,0,0,0,0.0209829867674858,0.00126728110599078,0.00511811023622047,0,0.0177966101694915,0.00985804416403786,0.00622119815668203
CRP,0,0,0,0,0,0,0,0,0,0,0.00146443514644351,0.00207939508506616,0,0,0.0337837837837838,0.0177966101694915,0,0
CRTAM,0.0021505376344086,0,0,0,0.00336752136752137,0.000102402302667996,0,0,0,0.0241935483870968,0,0.00964083175803403,0,0,0,0.000847457627118645,0.0193217665615142,0
CRTC1,0,0.0231707317073171,0.0411079545454545,0.0442857967001269,0.116529914529915,0.0246789549429868,0.0753241206030151,0.0612566417185625,0.0125984251968504,0.0241935483870968,0.00815899581589958,0.00964083175803403,0.0185483870967742,0.00511811023622047,0.0157657657657658,0.0516949152542373,0.00512618296529968,0.0292626728110599
CRTC3,0.00752688172043011,0,0.0541761363636364,0.0529970001153802,0.0320854700854701,0.0308784456991033,0.170399497487437,0.23462692109924,0.0047244094488189,0,0.00815899581589958,0.00964083175803403,0.00817972350230415,0.0208661417322835,0,0.0177966101694915,0.0193217665615142,0.0200460829493088
CRYBG1,0.00752688172043011,0,0.0104261363636364,0.0138254297911619,0.116188034188034,0.020140042067973,0.0627110552763819,0.0779109295549335,0,0,0.00313807531380753,0.00964083175803403,0.00241935483870968,0,0,0.0177966101694915,0.0319400630914827,0.0246543778801843
CS,0.0397849462365591,0.0719512195121951,0.0959375,0.0622274143302181,0.217384615384615,0.0592743274659582,0.240550251256281,0.292445580757584,0.0244094488188976,0.0241935483870968,0,0.0361058601134216,0.0323732718894009,0.0208661417322835,0.0157657657657658,0.0516949152542373,0.0319400630914827,0.0453917050691244
CSF1,0.00752688172043011,0,0.0237784090909091,0.0622274143302181,0.00815384615384616,0.0281108158972656,0.0117060301507538,0.0258341427183911,0.225196850393701,0.0241935483870968,0,0.0285444234404537,0.0127880184331797,0,0,0,0.0193217665615142,0.0546082949308756
CSF1R,0.00752688172043011,0,0,0.00644109841929157,0,0.0650863500498173,0,0,0,0,0,0,0.000115207373271888,0.00511811023622047,0.0247747747747748,0.000847457627118645,0,0.00161290322580645
CSF2,0,0,0,0,0,0,0,0,0,0,0,0.00586011342155009,0,0,0,0,0.0114353312302839,0
CSF2RA,0.141935483870968,0.486585365853659,0.00502840909090909,0.0329208491981078,0.0156752136752137,0.207619284844459,0.0244698492462311,0.0253199451522596,0.000787401574803148,0.120967741935484,0.0290794979079498,0,0.0369815668202765,0,0.0878378378378378,0.0347457627118644,0.00985804416403786,0.0200460829493088
CSF2RB,0.0397849462365591,0.0963414634146341,0.0570170454545454,0.0112870658820815,0.0125982905982906,0.0330925495405734,0.0146708542713568,0.00826572587556419,0.0598425196850394,0.0887096774193548,0.0357740585774059,0,0.0127880184331797,0,0.0247747747747748,0.0177966101694915,0,0.0223502304147465
CSF3,0,0,0.0558806818181818,0.00805642090688819,0.0231965811965812,0.00347891066091,0.0195452261306533,0.0136648003199452,0.0362204724409449,0.0241935483870968,0,0.0209829867674858,0,0.0208661417322835,0.00675675675675676,0.0347457627118644,0,0.00391705069124424
CSF3R,0.0344086021505376,0.0231707317073171,0.000767045454545451,0.00655647859697704,0,0.0475395771061663,0.00311306532663316,0.000609895446494889,0.000787401574803148,0.217741935483871,0.170502092050209,0,0,0,0.0157657657657658,0,0,0.00622119815668203
CSK,0.131182795698925,0,0.128039772727273,0.0932069920387677,0.177042735042735,0.145347614303111,0.307685929648241,0.404340684454094,0.0401574803149606,0.0564516129032258,0.0131799163179916,0.0909262759924386,0.0577188940092166,0.0523622047244094,0,0.153389830508475,0.164432176656151,0.264285714285714
CSMD3,0.0129032258064516,0.0231707317073171,0,0,0,0.00109874903132957,0,0.00235245386505171,0.0047244094488189,0.0241935483870968,0,0,0,0,0.0157657657657658,0.000847457627118645,0,0.00161290322580645
CSNK1A1,0.0451612903225806,0,0.227755681818182,0.136936079381562,0.74217094017094,0.0860096313517104,0.866027638190955,0.657582985773867,0.0480314960629921,0,0.00564853556485356,0.0417769376181474,0.0392857142857143,0.00511811023622047,0.0157657657657658,0.0177966101694915,0.0382492113564669,0.0730414746543779
CSNK1D,0.0612903225806452,0.0475609756097561,0.137130681818182,0.0982837198569286,0.225931623931624,0.0718947193623381,0.264319095477387,0.229284979717763,0.0440944881889764,0.0564516129032258,0.0282426778242678,0.0361058601134216,0.0277649769585253,0.028740157480315,0.00675675675675676,0.0855932203389831,0.0792586750788644,0.0707373271889401
CSNK1E,0.0451612903225806,0.0475609756097561,0.378607954545455,0.214067728164301,0.531230769230769,0.0831866489538359,1.36854020100503,0.944190995829286,0.0322834645669291,0.120967741935484,0.0156903765690377,0.0417769376181474,0.10610599078341,0.0602362204724409,0.0518018018018018,0.170338983050847,0.0461356466876972,0.0615207373271889
CSNK1G2,0.0774193548387097,0.145121951219512,0.247926136363636,0.165319603092189,0.274136752136752,0.130623823757334,0.390198492462312,0.4289079015026,0.0559055118110236,0,0.0299163179916318,0.066351606805293,0.0680875576036866,0.00511811023622047,0.0427927927927928,0.0347457627118644,0.145504731861199,0.130645161290323
CSNK1G3,0.0666666666666667,0,0.0686647727272727,0.0572083766009,0.0402905982905983,0.0320962028119119,0.106530150753769,0.117846940524482,0.000787401574803148,0,0,0.00207939508506616,0.0381336405529954,0.0523622047244094,0.00675675675675676,0.0177966101694915,0.0445583596214511,0.0269585253456221
CSNK2A2,0.0290322580645161,0,0.0885511363636364,0.0656311295719395,0.442683760683761,0.0545693568028341,0.420399497487437,0.398998743072616,0.0204724409448819,0,0,0.0209829867674858,0.0300691244239631,0.00511811023622047,0.0157657657657658,0.000847457627118645,0.0508675078864353,0.0430875576036866
CSNK2B,0.104301075268817,0.0475609756097561,0.196505681818182,0.14489731164186,0.427299145299145,0.123649396656703,0.548791457286432,0.589908872764669,0.0716535433070866,0.185483870967742,0.0232217573221757,0.0455576559546314,0.0715437788018433,0,0.0608108108108108,0.0177966101694915,0.110804416403785,0.107603686635945
CSPG4,0.00752688172043011,0,0.0379829545454545,0.0572660666897427,0.00815384615384616,0.0131102623713052,0.0685904522613065,0.0460592469862309,0.00866141732283464,0,0.00732217573221757,0.00396975425330813,0.0150921658986175,0.00511811023622047,0.0157657657657658,0.000847457627118645,0.014589905362776,0.0154377880184332
CSPG5,0.0021505376344086,0,0.00502840909090909,0.000902849890388829,0,0.000323812686815011,0.000449748743718587,0.00152402445295093,0,0,0,0,0,0,0,0.0177966101694915,0.000394321766561513,0
CST2,0.0290322580645161,0,0.0161079545454545,0.0688617745471328,0.013965811965812,0.02667164840031,0.015072864321608,0.0159501228360852,0.0401574803149606,0,0.00481171548117155,0.00964083175803403,0.0277649769585253,0,0,0.0177966101694915,0.0256309148264984,0.0269585253456221
CST3,0.276344086021505,0.608536585365854,0.293948863636364,0.44021287642783,1.37635897435897,0.544938005092439,0.865977386934673,0.498667371307776,0.138582677165354,0.217741935483871,0.00481171548117155,0.0701323251417769,0.199423963133641,0.0444881889763779,0.0157657657657658,0.0855932203389831,0.110804416403785,0.155990783410138
CST7,0.131182795698925,0.0475609756097561,0.0138352272727273,0.0287671628014307,0.0180683760683761,0.080695782132182,0.0141180904522613,0.0170356510312518,0.0322834645669291,0,0.0148535564853556,0.147637051039698,0.0289170506912442,0.012992125984252,0,0.0177966101694915,0.337933753943218,0.102995391705069
CSTA,0.0129032258064516,0,0.00332386363636364,0.0168830044998269,1.23140170940171,0.145790435071405,10.2241180904523,2.72302890932983,0,0.0241935483870968,0.0156903765690377,0.013421550094518,0.0139400921658986,0,0.00675675675675676,0.000847457627118645,0.0161671924290221,0.0108294930875576
CSTB,0.0881720430107527,0.120731707317073,0.192244318181818,0.0958030460366909,1.17977777777778,0.269392782021477,10.178540201005,1.75268096897675,0.0322834645669291,0.0887096774193548,0.0600418410041841,0.0625708884688091,0.0577188940092166,0.0602362204724409,0.00675675675675676,0.0516949152542373,0.0571766561514196,0.0960829493087558
CT45A,0.0021505376344086,0,0.00502840909090909,0.00609495788623515,0.000290598290598292,0.00574836709841691,0.00964572864321607,0.00900845569330972,0.0244094488188976,0,0.0131799163179916,0.0153119092627599,0.00472350230414746,0,0.0247747747747748,0.000847457627118645,0.00197160883280757,0
CTAG1A/B,0.0021505376344086,0,0.0084375,0.00372966424368294,0,0.0111729215100188,0.182510050251256,0.274562932068788,0.0047244094488189,0,0.0098326359832636,0.011531190926276,0.00472350230414746,0,0,0.0177966101694915,0.00354889589905363,0
CTAGE1,0,0,0.0053125,0.00372966424368294,0,0.00115410162736632,0.00989698492462311,0.00669456664571788,0.0047244094488189,0.0564516129032258,0.0123430962343096,0.00396975425330813,0.00126728110599078,0,0.0157657657657658,0,0.00197160883280757,0.0108294930875576
CTBP1,0.0720430107526882,0.169512195121951,0.170653409090909,0.13647455867082,0.134649572649573,0.101840473818222,0.351103015075377,0.419566645717877,0.0244094488188976,0.0241935483870968,0.0140167364016736,0.0606805293005671,0.0634792626728111,0.0523622047244094,0.0157657657657658,0.0177966101694915,0.0761041009463722,0.126036866359447
CTBP2,0.0451612903225806,0.0719512195121951,0.0754829545454545,0.0466510903426791,0.069008547008547,0.0290518100298904,0.107434673366834,0.127016797120494,0.0244094488188976,0.0241935483870968,0.0257322175732218,0.013421550094518,0.0104838709677419,0.012992125984252,0.0157657657657658,0.0347457627118644,0.0287854889589905,0.00622119815668203
CTCF,0.0666666666666667,0,0.0851420454545454,0.048208722741433,0.0618290598290598,0.0426685486549319,0.20658040201005,0.286760840998686,0.0401574803149606,0.0241935483870968,0.00397489539748954,0.0285444234404537,0.0231566820276498,0.00511811023622047,0.0247747747747748,0.000847457627118645,0.069794952681388,0.0615207373271889
CTCFL,0,0,0.00900568181818182,0.0069603092188762,0.0259316239316239,0.00231650614413816,0.000298994974874366,0.00403787922070502,0,0,0.00146443514644351,0.00396975425330813,0.0116359447004608,0,0.00675675675675676,0,0.00354889589905363,0.00161290322580645
CTDNEP1,0.131182795698925,0.0963414634146341,0.199346590909091,0.178126802815276,0.196529914529915,0.160901693789439,0.481153266331658,0.622503285151117,0.0598425196850394,0,0.0190376569037657,0.0568998109640832,0.0830645161290323,0.00511811023622047,0,0.0516949152542373,0.109227129337539,0.139861751152074
CTDSP2,0.0720430107526882,0.120731707317073,0.260994318181818,0.289410984192916,0.159264957264957,0.121103177239013,0.166781407035176,0.187692109924013,0.0480314960629921,0.0887096774193548,0.0106694560669456,0.0550094517958412,0.0876728110599078,0.0523622047244094,0.0157657657657658,0.0686440677966102,0.0776813880126183,0.0983870967741935
CTF1,0.0666666666666667,0,0.0132670454545455,0.0334977500865351,0,0.0255645964795749,0.177334170854271,0.221886248071759,0.0125984251968504,0.0241935483870968,0.00564853556485356,0.0323251417769376,0.198271889400922,0.0917322834645669,0,0.0686440677966102,0.0193217665615142,0.017741935483871
CTLA4,0.0935483870967742,0.0231707317073171,0.00730113636363636,0.0355169031960309,0.0262735042735043,0.0785923834827853,0.0115552763819095,0.021949094440953,0,0,0,0.0625708884688091,0.053110599078341,0.012992125984252,0,0.18728813559322,0.0619085173501577,0.785023041474654
CTNNA1,0.0021505376344086,0,0.240255681818182,0.115706126687435,0.187982905982906,0.0687949739842799,0.668741206030151,0.592337027938068,0.0362204724409449,0.0241935483870968,0,0.011531190926276,0.0266129032258065,0.00511811023622047,0.0157657657657658,0.0347457627118644,0.00670347003154574,0.05
