,B cell,Central venous LSEC,Cholangiocyte,Erythroid,Hepatocyte A,Hepatocyte B,Hepatocyte C,Hepatocyte D,Hepatocyte E,Inflammatory macrophage,NK like cells,Non-inflammatory macrophage,Periportal LSEC,Portal endothelial cells,Stellate cell,T cell CD3 alpha beta,T cell gamma delta
ADGRE5,0.0826537664132688,0.080570652173913,0.0873719422956303,0.0843869731800766,0.00899562312831145,0.0645153708752468,0.025372826337135,0.0412093939597466,0.00745592754326379,0.122135328119687,0.178452034883721,0.132231059020511,0.120318921584744,0.0430167597765363,0.370040043684019,0.13513612412178,0.308425023577491
ADGRF1,0.0384243261921216,0.039356884057971,0.0382395985782981,0.0259578544061303,0.0118751439760424,0.0353248096267745,0.0208568457979158,0.0137170618129715,0.00325084910237749,0.0408704522271336,0.0283793604651163,0.0333403097530347,0.0267795495643597,0.0225325884543762,0.0257857056182502,0.040434718969555,0.0336686576548255
ADGRF3,0.0315134761575674,0.0307518115942029,0.0447208864729249,0.0202107279693487,0.0020847730937572,0.0244194791764595,0.0102216719445701,0.00341863120424474,0,0.0354301258075485,0.0425508720930233,0.0283172875680201,0.0164228176886405,0.0150837988826816,0.0249969663875743,0.0369950234192037,0.0273813266268469
ADGRF5,0.0206864777700991,0.118614130434783,0.0315492368806189,0.0326628352490421,0.00507947477539737,0.020894049073987,0.00796765002341326,0.00334027358004791,0.00276564774381368,0.0216592995579735,0.0225654069767442,0.0220385098367518,0.106674338319908,0.0411545623836127,0.0276665453221696,0.0302620023419204,0.0251807607670544
ADGRG1,0.0232204561161023,0.0332427536231884,0.0905080493414175,0.0527777777777778,0.00202718267680258,0.0294020870546207,0.00758668857195013,0.00854545861598048,0,0.0364501870112207,0.0523619186046512,0.0230849727919632,0.041739273384843,0.0225325884543762,0.016260162601626,0.0574136416861827,0.424740647595096
ADGRG3,0.0301313061506565,0.0427536231884058,0.0505749529583943,0.0317049808429119,0.00600092144667128,0.032175425401899,0.0257379143947872,0.0113663330870665,0.009396732977519,0.0816729003740224,0.101417151162791,0.0280033486814567,0.022834127897419,0.0206703910614525,0.0205678922460866,0.040800644028103,0.0525306507387614
ADGRG5,0.0170006910850035,0.018070652173913,0.0160777754547355,0.00296934865900383,0,0,0,0,0,0.0160489629377763,0.0163880813953488,0.00613227291753872,0.00475094525727437,0.00763500931098696,0.000242688994054118,0.0217725409836066,0.0512731845331657
ADGRG6,0.0121630960608155,0.0160326086956522,0.0543382814133389,0.0154214559386973,0.0986063119096982,0.0770659020400489,0.28123606117606,0.176902411176036,0.0224971696587417,0.015028901734104,0.0178415697674419,0.0262243616575973,0.00343580470162749,0.0113594040968343,0.0100109210047324,0.0133562646370023,0.0138635649166929
ADGRL1,0.0695231513476157,0.0771739130434783,0.0823541710223709,0.0613984674329502,0.0277125086385625,0.0716132368148914,0.037873123963269,0.0267468153222737,0.00131004366812227,0.0694321659299558,0.108684593023256,0.0601297614064462,0.0670557290810455,0.039292364990689,0.0646159446669094,0.10381293911007,0.0883684375982395
ADGRL2,0.0354296245104815,0.0461503623188406,0.0344762701233535,0.0566091954022988,0.0602510942179221,0.0532339945473348,0.0957157710104209,0.0956119730449773,0.0136018114184053,0.0301598095885753,0.0316497093023256,0.0289451653411469,0.0238204833141542,0.0262569832402235,0.0706224972697488,0.0346531030444965,0.0226658283558629
ADGRL4,0.00317899101589495,0.0377717391304348,0.00917833995400376,0.0068007662835249,0,0,0,0,0,0.00618837130227813,0,0,0.0509452572743712,0.0132216014897579,0.000242688994054118,0.00289080796252927,0.00254636906633134
ADGRV1,0.0073255010366275,0.00901268115942029,0.00876019234789881,0,0,0,0,0,0,0.00839850391023461,0.00439680232558139,0.00320217664294684,0.00343580470162749,0.00763500931098696,0.00394369615337944,0.007721018735363,0.00286073561773027
ADIPOQ,0.0170006910850035,0.024411231884058,0.0175412920761029,0.0125478927203065,0,0.00533515088840839,0,0,0,0.0121387283236994,0.0134811046511628,0.0102134784428631,0.00853197435475916,0.00763500931098696,0.00558184686324475,0.0178205503512881,0.0239232945614587
ADIRF,0.119511633264225,0.106159420289855,0.130232071921388,0.078639846743295,0.468106427090532,0.167786970010341,0.206607300173814,0.172245729509481,0.0666504932880479,0.0896633798027882,0.0956031976744186,0.0812683131017162,0.44811770507973,0.184543761638734,0.139788860575173,0.110838700234192,0.101571832756995
ADM2,0.0151577977424557,0.0078804347826087,0.0225590633493623,0,0.0030062197650311,0.0122449938892545,0.00713429684833766,0,0,0.0177490649438966,0.0207485465116279,0.00791125994139807,0.00162748643761302,0.00391061452513966,0.00885814828297537,0.0211870608899297,0.0195221628418736
AGR2,0.0112416493895416,0.00923913043478261,0.0179594396822078,0.0039272030651341,0,0,0,0,0,0.0106086365181911,0.0113008720930233,0.00414399330263708,0.00327141213217163,0.00949720670391061,0.0052784856206771,0.0116730093676815,0.0122917321596982
AHI1,0.0478691545726791,0.044338768115942,0.0484842149278695,0.0920498084291188,0.0514397604238655,0.0810143837548181,0.0883743263728501,0.0687576958380908,0.0229823710173055,0.0526011560693642,0.0505450581395349,0.051653411469234,0.0354923557455203,0.0579143389199255,0.0370707438417668,0.0508269906323185,0.0569317824583464
AHR,0.0296705828150196,0.0814764492753623,0.0532929123980765,0.049904214559387,0.137364662520157,0.0544091379148256,0.125541877981222,0.109055902567891,0.0270257156720039,0.0515810948656919,0.040734011627907,0.0337588949351193,0.0576853526220615,0.0616387337057728,0.0743841766775877,0.0418252341920375,0.0320968248978309
AIF1,0.0299009444828381,0.0273550724637681,0.0200501777127326,0.0441570881226054,0,0.0254536053398515,0.00503107216838496,0.00776188237401214,0.00535338832282064,0.0828629717783067,0.0331031976744186,0.193449141900377,0.0118198257438764,0.00577281191806331,0.0194151195243296,0.0384587236533958,0.0232945614586608
AKT1,0.0414190278737618,0.0733242753623188,0.090298975538365,0.0470306513409962,0.0893342547800046,0.086796089122873,0.19881346381263,0.152074238251953,0.0134400776322174,0.0531111866712003,0.0494549418604651,0.0544788614483047,0.0652474108170311,0.039292364990689,0.0728066982162359,0.0494364754098361,0.0735932096824898
ALCAM,0.0197650310988252,0.0176177536231884,0.125005226845076,0.0182950191570881,0.0309951624049758,0.0403544232396352,0.12039889838647,0.0846866814426758,0.0160278182112243,0.0276096565793948,0.0229287790697674,0.0181665969024697,0.0139569291468026,0.00391061452513966,0.0151680621283825,0.0259440866510539,0.0308393586922351
ALOX5AP,0.0520156645934116,0.0479619565217391,0.0440936650637675,0.0709770114942529,0.0313407049067035,0.0498025759142615,0.0668976245466162,0.0698994783621018,0.0105288694808345,0.220741244474668,0.145385174418605,0.0388865634156551,0.0409173105375637,0.0635009310986965,0.0348258706467662,0.09283518735363,0.172933039924552
ANGPT1,0.00340935268371343,0.00244565217391304,0.00917833995400376,0,0.00415802810412347,0.00787346056218859,0.0033484924244228,0.00585891150066045,0,0.0078884733083985,0.00657703488372093,0.00676015069066555,0.0172447805359198,0.00763500931098696,0.0285159568013591,0.0077942037470726,0.00380383527192707
ANGPT2,0.0243722644551947,0.0355072463768116,0.021095546727995,0.0307471264367816,0.00139368809030178,0.0199069286452947,0.004356452931419,0.0074484518772248,0,0.0264195851751105,0.028015988372093,0.0132482210129761,0.0231629130363308,0.00949720670391061,0.0224487319500061,0.0337016978922717,0.0214083621502672
