,B cell,Central venous LSEC,Cholangiocyte,Erythroid,Hepatocyte A,Hepatocyte B,Hepatocyte C,Hepatocyte D,Hepatocyte E,Inflammatory macrophage,NK like cells,Non-inflammatory macrophage,Periportal LSEC,Portal endothelial cells,Stellate cell,T cell CD3 alpha beta,T cell gamma delta
CDH1,0.0545496429394149,0.0735507246376812,0.554651892117918,0.0364942528735632,0.453248099516241,0.2115493090157,0.914973372381882,0.822155058544339,0.109509946627851,0.0738524311458687,0.0701671511627907,0.0633737965676015,0.0368074963011672,0.0281191806331471,0.060793593010557,0.0637075526932084,0.0827098396730588
CDH11,0.00985947938263073,0.00855978260869565,0.00980556136316119,0.0192528735632184,0,0.00350192723512269,0,0,0,0.0129887793267596,0.0145712209302326,0.00226035998325659,0.0188887062304784,0.000186219739292365,0.0228734376896008,0.00647687353629977,0.0082049669915121
CDH19,0.0391154111955771,0.0259963768115942,0.0453481078820824,0.014463601532567,0.0133724948168625,0.0262056970950456,0.0172218386152051,0.0216759576421071,0.00972020054989487,0.0344100646038762,0.0276526162790698,0.0259104227710339,0.0489725464409009,0.00204841713221601,0.103931561703677,0.032896662763466,0.027066960075448
CDH5,0.0575443446210551,0.346875,0.0489023625339745,0.104501915708812,0.0194194885970974,0.0565714017110087,0.022952133780963,0.036743009380527,0.00874979783276726,0.0639918395103706,0.0618095930232558,0.153788195897865,0.242298208120993,0.245996275605214,0.0453221696396068,0.0694159836065574,0.0688777114115058
CDKN1A,0.0656070029947017,0.0622282608695652,0.106188584570353,0.0441570881226054,0.072805805114029,0.0889113471843565,0.10088256069589,0.088772471847225,0.00745592754326379,0.103094185651139,0.0490915697674419,0.0626412724989535,0.26186092388624,0.0728119180633147,0.0763256886300206,0.0688305035128806,0.0607041810751336
CDKN3,0.0375028795208477,0.0321105072463768,0.0415847794271378,0.0326628352490421,0.0139483989864087,0.0402134060355363,0.029539592212513,0.0294669442765353,0.00826459647420346,0.0476708602516151,0.0443677325581395,0.0367936375052323,0.02875226039783,0.0299813780260708,0.0341584759131173,0.0448258196721311,0.0456145866079849
CEACAM1,0.0156185210780926,0.0540760869565217,0.016286849257788,0.025,0.0179221377562774,0.0199069286452947,0.0434526218878227,0.0333736315400631,0.00228044638524988,0.0228493709622577,0.0269258720930233,0.0181665969024697,0.0067236560907447,0.0374301675977654,0.00321562917121708,0.0241144613583138,0.0141779314680918
CEACAM6,0.0091683943791753,0.0117300724637681,0.00646038051432156,0.0010536398467433,0,0.00317288709222525,0,0,0,0.0318599115946957,0.0102107558139535,0.00738802846379238,0.000969916159789575,0.00204841713221601,0.00297294017716297,0.0113802693208431,0.0119773656082993
CELSR1,0.0437226445519466,0.0454710144927536,0.0664645619903826,0.0441570881226054,0.0127965906473163,0.0360769013819686,0.0428018127415732,0.0229744554145118,0.00794112890182759,0.0509010540632438,0.0480014534883721,0.0382586856425283,0.0325332894953148,0.0411545623836127,0.0289406625409538,0.0604142271662763,0.0519019176359635
CELSR2,0.0490209629117715,0.0402626811594203,0.0624921597323855,0.0336206896551724,0.0465445749827229,0.0390382626680455,0.0514924958530759,0.0375153916761815,0.00680899239851205,0.0485209112546753,0.0490915697674419,0.0362704060276266,0.0415748808153871,0.0355679702048417,0.0376167940783885,0.0488509953161592,0.0597610814209368
CENPF,0,0,0.00018816642274723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFD,0.04925132457959,0.0370923913043478,0.0470206983065022,0.0776819923371647,0.00375489518544114,0.0626351414872614,0.0150709937538195,0.0330937828822173,0.0236293061620573,0.0961237674260456,0.0447311046511628,0.390079531184596,0.027601512411639,0.0188081936685289,0.0310035189904138,0.0589505269320843,0.0515875510845646
CFLAR,0.0206864777700991,0.0948369565217391,0.053083838595024,0.0163793103448276,0.0243722644551947,0.0337736203816866,0.0716675793868108,0.0345489959030157,0,0.0274396463787827,0.0229287790697674,0.0657806613645877,0.0244780535919776,0.0281191806331471,0.0459288921247421,0.0234557962529274,0.0346117573090223
CHEK1,0.0243722644551947,0.0323369565217391,0.0426301484424002,0.0288314176245211,0.00962911771481226,0.0203299802575914,0.0138963626118082,0.00856784650860815,0.00486818696425683,0.0293097585855151,0.0338299418604651,0.024445374633738,0.0249712313003452,0.0225325884543762,0.0180803300570319,0.0367754683840749,0.0276956931782458
CHEK2,0.0282884128081087,0.0291666666666667,0.0401212628057704,0.0173371647509579,0.0085348997926745,0.0391792798721444,0.0393810963753105,0.0190789620972978,0.00389778424712922,0.0350901054063244,0.0265625,0.027480117203851,0.0279302975505507,0.00577281191806331,0.028394612304332,0.0363363583138173,0.0399559886828041
CHI3L1,0.0485602395761345,0.0916666666666667,0.0915534183566799,0.0613984674329502,0.328737618060355,0.554033092037229,1.85431319793328,1.08004119372244,0.242293385088145,0.097993879632778,0.0701671511627907,0.0807450816241105,0.0336840374815058,0.0672253258845438,0.0811187962625895,0.0763685597189696,0.0830242062244577
CIDEA,0.0142363510711818,0.0264492753623188,0.0275768346226218,0.0230842911877395,0,0.0109758390523644,0,0,0,0.0225093505610337,0.0182049418604651,0.0196316450397656,0.0124773960216998,0.0169459962756052,0.0178376410629778,0.0285787470725995,0.0220370952530651
CIITA,0.0766643630499885,0.0185235507246377,0.02067739912189,0.0336206896551724,0,0.0160524583999248,0,0,0,0.127915674940496,0.00766715116279069,0.0995814148179154,0.0210258096334046,0.0281191806331471,0.0407717510010921,0.0290178571428571,0.0226658283558629
CLCF1,0.0665284496659756,0.0601902173913043,0.105979510767301,0.0585249042145594,0.0133724948168625,0.0557252984864153,0.0414287641769248,0.0289184409071574,0.000824842309558465,0.0711322679360762,0.0730741279069767,0.0541649225617413,0.0540687160940325,0.0635009310986965,0.0570319136027181,0.0905664519906323,0.100628733102798
CLDN4,0.0699838746832527,0.0608695652173913,0.447606104955049,0.0518199233716475,0.0619212163096061,0.08204850991821,0.0931284078192338,0.0709964851008575,0.0208798317968624,0.07980278816729,0.0796148255813953,0.0679782335705316,0.0553838566496794,0.0579143389199255,0.0589127533066375,0.0817110655737705,0.0698208110657026
CLEC10A,0.0170006910850035,0.0144474637681159,0.0175412920761029,0.0259578544061303,0.00214236351071182,0.0229623014007709,0.0112613792391882,0.00271341258647324,0,0.0835430125807548,0.0218386627906977,0.0530138133110088,0.0119842183133322,0.0150837988826816,0.0140759616551389,0.0144540398126464,0.0104055328513046
CLEC12A,0.0324349228288413,0.0275815217391304,0.0198411039096801,0.0221264367816092,0.0111264685556323,0.0228682899313716,0.0285157583117058,0.0156648084715786,0.00745592754326379,0.0645018701122067,0.0418241279069767,0.0375261615738803,0.0221765576195956,0.0206703910614525,0.0205072199975731,0.031067037470726,0.0248663942156555
CLEC14A,0.0151577977424557,0.0253170289855072,0.0112690779845285,0.0115900383141762,0,0,0,0,0,0.00941856511390683,0.0134811046511628,0,0.12804537234917,0.0318435754189944,0.0317315859725761,0.0154786299765808,0.0082049669915121
CLEC1A,0.0222990094448284,0.0452445652173913,0.0284131298348317,0.0182950191570881,0.00801658604008293,0.0196248942370969,0.0124280736842941,0.00867978597174648,0.000824842309558465,0.0311798707922475,0.0247456395348837,0.024445374633738,0.0300674009534769,0.00391061452513966,0.0134692391700036,0.0294569672131148,0.0273813266268469
CLEC2B,0.00294862934807648,0.0241847826086956,0.00855111854484633,0.0154214559386973,0,0.00350192723512269,0,0,0.00195697881287401,0.0141788507310439,0.0174781976744186,0.0185851820845542,0.0170803879664639,0,0.0143186506491931,0.0169423302107728,0.049701351776171
CLEC2D,0.0612301313061507,0.0266757246376812,0.0323855320928288,0.0460727969348659,0.0105505643860862,0.029872144401617,0.0237696135622277,0.0250565294288849,0.0105288694808345,0.0432505950357021,0.0487281976744186,0.0461071578066136,0.0336840374815058,0.00763500931098696,0.0317922582210897,0.0948843676814988,0.136152153410877
CLEC4A,0.0739000230361668,0.0504528985507246,0.0466025507003972,0.078639846743295,0.0391730016125317,0.0743395694274702,0.0633340476360548,0.0591868717397631,0.00907326540514313,0.0775926555593336,0.0690770348837209,0.0671410632063625,0.0599868485944435,0.0541899441340782,0.0479310763256886,0.0843457259953162,0.0688777114115058
CLEC4D,0.0227597327804653,0.0235054347826087,0.0279949822287267,0.0135057471264368,0.00202718267680258,0.0228682899313716,0.00822956102129416,0.0075156155551078,0.00858806404657933,0.0395103706222373,0.0334665697674419,0.0184805357890331,0.015765247410817,0.00577281191806331,0.0155320956194637,0.0286519320843091,0.0236089280100597
CLEC4E,0.0105505643860862,0.003125,0.0079238971356889,0,0,0.00566419103130582,0,0,0,0.051751105066304,0.00839389534883721,0.00571368773545416,0.000641131020877855,0.00949720670391061,0.000667394733648827,0.00896516393442623,0.00726186733731531
CLEC5A,0.00617369269753513,0.00742753623188406,0.0123144469997909,0.0039272030651341,0,0.00434803045971609,0,0,0,0.019279156749405,0.00839389534883721,0.00383005441607367,0.00475094525727437,0,0.00200218420094649,0.00684279859484778,0.0135491983652939
CLEC7A,0.0257544344621055,0.0250905797101449,0.030294794062304,0.0374521072796935,0.00266067726330339,0.0281329322177306,0.0108804177877251,0.0116461817449124,0.00373605046094129,0.0792927575654539,0.0276526162790698,0.0972791963164504,0.0179023508137432,0.000186219739292365,0.0189297415362213,0.0341408079625293,0.0289531593838416
CLOCK,0.0266758811333794,0.0284873188405797,0.0194229563035752,0.0336206896551724,0.0314558857406128,0.0215051236250823,0.0334682571807265,0.0348064566682338,0.00405951803331716,0.0201292077524651,0.0301962209302326,0.0215152783591461,0.0187243136610225,0.0281191806331471,0.0209319257371678,0.0281396370023419,0.0289531593838416
CLU,0.317161944252476,0.629030797101449,3.05433828141334,0.477107279693487,4.13903478461184,2.11697377080004,8.88891719644119,8.7335997492556,2.37734109655507,0.474736484189051,0.41609738372093,0.53292172457095,0.272053263192504,0.335381750465549,0.537192088338794,0.385794789227166,0.592612386042125
CMKLR1,0.0416493895415803,0.059963768115942,0.0562199456408112,0.0690613026819923,0.00640405436535361,0.0468412146281846,0.0217854393358572,0.0166050999619406,0,0.0633117987079225,0.0639898255813953,0.130766010883215,0.0754397501232944,0.0877094972067039,0.0382235165635238,0.0637075526932084,0.0915121031122289
CNTFR,0.0515549412577747,0.0579257246376812,0.0725277022789045,0.0824712643678161,0.0422828841280811,0.0718012597536899,0.0935331793614134,0.0797949269035306,0.0153808830664726,0.0536212172730364,0.0534520348837209,0.0406655504395144,0.0696860101923393,0.0262569832402235,0.150649193059095,0.0655371779859485,0.0575605155611443
COL11A1,0.0206864777700991,0.0196557971014493,0.025486096592097,0.00296934865900383,0.00749827228749136,0.0170395788286171,0.00872163622943403,0.00888127700539548,0,0.0236994219653179,0.0185683139534884,0.0175387191293428,0.0170803879664639,0.0337057728119181,0.018323019051086,0.0238217213114754,0.0292675259352405
COL12A1,0.0241419027873762,0.0169384057971014,0.0250679489859921,0.0125478927203065,0,0.0140782175425402,0,0.0053439899702241,0.00292738153000162,0.019449166950017,0.013844476744186,0.016910841356216,0.0442051619266809,0.0206703910614525,0.131598107025846,0.0213334309133489,0.0210939955988683
COL14A1,0.0517853029255932,0.034375,0.057892536065231,0.0585249042145594,0.0184404515088689,0.037816113565855,0.0223489448161464,0.0441869836792263,0.0171599547145399,0.047330839850391,0.0349200581395349,0.0272708246128087,0.0964819990136446,0.039292364990689,0.369251304453343,0.0424838992974239,0.0273813266268469
COL15A1,0.0600783229670583,0.0588315217391304,0.0574743884591261,0.0652298850574713,0.0433771020502189,0.0678997837736204,0.0676436740557315,0.0632838560906262,0.0296134562510108,0.0614416865011901,0.0716206395348837,0.0561532021766429,0.0713299358868979,0.0541899441340782,0.0567285523601505,0.0654639929742389,0.054416850047155
COL16A1,0.021147201105736,0.0178442028985507,0.0181685134852603,0.0317049808429119,0,0.0150653379712325,0,0,0,0.0221693301598096,0.0258357558139535,0.0155504395144412,0.0206970244944928,0.0188081936685289,0.0311855357359544,0.0225043911007026,0.0157497642250865
COL17A1,0.0474084312370422,0.05,0.0330127535019862,0.0441570881226054,0.0312255240727943,0.0547851837924227,0.0309443875647833,0.0368549488436654,0.0158660844250364,0.0483509010540632,0.0516351744186047,0.0457932189200502,0.0271083347032714,0.00577281191806331,0.0325809974517656,0.0590968969555035,0.0471864193649796
COL18A1,0.148076480073716,0.255842391304348,0.50593769600669,0.165804597701149,0.690117484450587,0.59229576008273,2.09850948832115,1.56319430452012,0.23954391072295,0.168038082284937,0.141388081395349,0.15881121808288,0.348002630281111,0.136126629422719,0.356267443271448,0.160531323185012,0.165073876139579
COL1A1,0.137710205021884,0.0683423913043478,0.13796780263433,0.144731800766284,0.0356023957613453,0.106679514900818,0.0451431383286904,0.0931269169633062,0.0231441048034935,0.127745664739884,0.100690406976744,0.0747802427794056,0.227996054578333,0.117504655493482,1.21047203009344,0.114132025761124,0.0704495441685005
COL1A2,0.090486063119097,0.0228260869565217,0.0790089901735312,0.0489463601532567,0,0.0328805114223935,0,0.0193588107551436,0.000824842309558465,0.0600816048962938,0.0152979651162791,0.0195269987442445,0.161252671379254,0.0616387337057728,0.612000970755976,0.0406542740046838,0.0116629990569003
COL21A1,0.021607924441373,0.0167119565217391,0.0060422329082166,0.0412835249042146,0.0079014052061737,0.0250775594622544,0.0055390207703358,0.00757158528667697,0.00874979783276726,0.0226793607616457,0.0236555232558139,0.0175387191293428,0.00803879664639158,0.0188081936685289,0.0259677223637908,0.0211138758782201,0.0201508959446715
COL27A1,0.0282884128081087,0.0255434782608696,0.16410202801589,0.0326628352490421,0.118129463257314,0.253478424367773,0.631339635070676,0.314823023708778,0.0140870127769691,0.0328799727983679,0.0371002906976744,0.0238174968606111,0.0368074963011672,0.0281191806331471,0.224669336245601,0.0371413934426229,0.0311537252436341
COL3A1,0.0955540198111034,0.0436594202898551,0.122705415011499,0.139942528735632,0.011184058972587,0.0794161887750306,0.0129598323769614,0.0927799046275774,0.0265405143134401,0.0915334920095206,0.0541787790697674,0.0631645039765592,0.216652967285879,0.0877094972067039,1.27247906807426,0.0717579039812646,0.0465576862621817
COL4A1,0.0612301313061507,0.271920289855072,0.214697888354589,0.0546934865900383,0.0297857636489288,0.0557252984864153,0.0224759319666341,0.0397094051536929,0.0245997088791849,0.0590615436926216,0.0367369186046512,0.0295730431142738,0.230461943120171,0.082122905027933,0.398980706224973,0.0458504098360656,0.0305249921408362
COL4A2,0.0709053213545266,0.225045289855072,0.279928914906962,0.064272030651341,0.019937802349689,0.0624001128137633,0.0262934831781709,0.0469518884187431,0.0129548762736536,0.0755525331519891,0.0418241279069767,0.0431770615320218,0.22733848430051,0.100744878957169,0.407596165513894,0.0602678571428571,0.0522162841873625
COL4A5,0.00387007601935038,0.00765398550724638,0.0171231444699979,0,0,0.00354893296982232,0.00641999412684429,0,0,0.00720843250595036,0.00294331395348837,0.00100460443700293,0.0289166529672859,0,0.0338551146705497,0.0036958430913349,0.00223200251493241
COL5A1,0.0849573830914536,0.071286231884058,0.0637466025507004,0.103544061302682,0.0293826307302465,0.0752796841214628,0.030872957292634,0.0425750554100343,0.00405951803331716,0.0777626657599456,0.0676235465116279,0.0579321892005023,0.0894131185270426,0.0616387337057728,0.350442907414149,0.0740266393442623,0.0519019176359635
COL5A2,0.0197650310988252,0.00629528985507246,0.0269496132134644,0.014463601532567,0.00139368809030178,0.0136551659302435,0.0372699349984523,0.0255266751740659,0.00341258288856542,0.0138388303298198,0.00476017441860465,0.00728338216827124,0.0471642281768864,0.0206703910614525,0.145916757675039,0.0116730093676815,0.00663313423451745
COL5A3,0.0577747062888735,0.0540760869565217,0.0503658791553418,0.0594827586206896,0.0101474314674038,0.0578405565478988,0.0755010039921585,0.0381646405623839,0.00179524502668607,0.0492009520571234,0.0610828488372093,0.0405609041439933,0.0662337662337662,0.0337057728119181,0.114427860696517,0.0618779274004684,0.0515875510845646
COL6A1,0.121584888274591,0.0898550724637681,0.150512230817479,0.13227969348659,0.0299009444828381,0.0855269342859829,0.053190948990849,0.102630577383751,0.0244379750929969,0.101734104046243,0.0647165697674419,0.0573043114273755,0.360496465559757,0.137988826815642,1.36870525421672,0.0876390515222482,0.0528450172901603
COL6A2,0.246671273900023,0.224139492753623,0.225151578507213,0.257758620689655,0.0252937111264686,0.143202970762433,0.0317856774367644,0.173980791188125,0.044007763221737,0.193879632777967,0.112681686046512,0.11559229803265,0.691418707874404,0.210614525139665,2.25239655381628,0.172972775175644,0.142125117887457
COL6A3,0.080810873070721,0.0552083333333333,0.0842358352498432,0.0661877394636015,0.0105505643860862,0.058592648303093,0.021666388882275,0.0314818546130253,0.00600032346757238,0.0687521251275077,0.0371002906976744,0.0417120133947258,0.116209107348348,0.0411545623836127,0.527241839582575,0.0756367096018735,0.0421565545425967
COL8A1,0,0.00448369565217391,0.000606314028852185,0,0,0,0,0,0,0,0,0,0.00935393720203847,0.00204841713221601,0.0030336124256765,0,0.00191763596353348
COL9A2,0.0815019580741765,0.0839673913043478,0.11099728204056,0.0623563218390805,0.0136604469016356,0.0531869888126351,0.0414525742676413,0.0269483063559227,0.000501374737182595,0.0862631757905474,0.0683502906976744,0.0597111762243617,0.0553838566496794,0.0411545623836127,0.0485377988108239,0.0918837822014052,0.0732788431310909
COL9A3,0.0540889196037779,0.0427536231884058,0.0708551118544846,0.0345785440613027,0.0709053213545266,0.11669173639184,0.137907251759963,0.115559585376229,0.0351124049814006,0.0578714722883373,0.0421875,0.0556299706990373,0.0368074963011672,0.0337057728119181,0.0421672127169033,0.0609265222482436,0.045300220056586
COTL1,0.162819626814098,0.350951086956522,0.102425256115409,0.182088122605364,0.0503455425017277,0.10381216508414,0.0577386763176901,0.0809926791591108,0.0310690603267022,0.343318599115947,0.213699127906977,0.304583507743826,0.0876048002630281,0.0486033519553073,0.101443999514622,0.195221018735363,0.165073876139579
COX4I2,0.0114720110573601,0.00742753623188406,0.0131507422120008,0.0039272030651341,0,0.00279684121462818,0,0,0,0.014858891533492,0.0113008720930233,0.00759732105483465,0.0396021699819168,0.0132216014897579,0.00794806455527242,0.0149663348946136,0.0122917321596982
CPA3,0.011932734392997,0.00901268115942029,0.0133598160150533,0.0182950191570881,0.00179682100898411,0.00933063833787722,0.00142781177329619,0,1.61733786187904e-05,0.0117987079224753,0.0160247093023256,0.00822519882796149,0.0103402926187736,0.00204841713221601,0.0118310884601383,0.0159177400468384,0.0122917321596982
CPB1,0.00133609767334715,0.00742753623188406,0.00562408530211165,0,0,0,0,0,0,0.0111186671200272,0.00330668604651162,0.00330682293846798,0.000312345881966134,0,0.0052784856206771,0.00896516393442623,0.00254636906633134
CRIP1,0.100161253167473,0.0355072463768116,0.0541292076102864,0.0623563218390805,0.00824694770790141,0.0407774748519319,0.0118883782947213,0.012944679517317,0,0.0694321659299558,0.0480014534883721,0.0407701967350356,0.50532631925037,0.0504655493482309,0.07201795898556,0.0993486533957845,0.194624331971078
CRP,0.0229900944482838,0.028713768115942,0.0589379050804934,0.0307471264367816,0.0188435844275513,0.0406834633825327,0.098946006650952,0.072910649920523,0.009396732977519,0.0301598095885753,0.0378270348837209,0.030514859773964,0.0144501068551701,0.0225325884543762,0.0183836912995996,0.0409470140515222,0.0327255580006287
CRYAB,0.0932504031329187,0.0631340579710145,0.18772736776082,0.0709770114942529,0.0231628656991477,0.0837877221020965,0.0401509559751423,0.0458772695726151,0.0181303574316675,0.0772526351581095,0.0738008720930233,0.0528045207199665,0.193309222423146,0.108193668528864,0.190814221575052,0.0773199648711944,0.0632191134863251
CSF1,0.107302464869846,0.23161231884058,0.150303157014426,0.105459770114943,0.0300161253167473,0.0996286546958729,0.060849861504639,0.0630823650569772,0.00616205725376031,0.0954437266235974,0.110501453488372,0.0907911259941398,0.190678941311853,0.100744878957169,0.350503579662662,0.13689256440281,0.109745363093367
CSF1R,0.122506334945865,0.0758152173913043,0.0501568053522893,0.223275862068965,0.0282308223911541,0.106209457553822,0.0355556084668683,0.0697315691673943,0.0215267669416141,0.173478408704522,0.0832485465116279,0.863394725826706,0.0583429228998849,0.0541899441340782,0.0705011527727218,0.104252049180328,0.0798805407104684
CSF2,0.0538585579359595,0.0511322463768116,0.0457662554881873,0.0460727969348659,0.00784381478921908,0.0387562282598477,0.0139519194901466,0.0106723084156088,0.00114830988193433,0.0507310438626318,0.0810683139534884,0.0331310171619925,0.0415748808153871,0.0597765363128492,0.0352505763863609,0.0675863583138173,0.077051241747878
CSF2RA,0.0158488827459111,0.0128623188405797,0.0108509303784236,0.00201149425287356,0,0.0102237472971703,0,0,0,0.0837130227813669,0.00585029069767442,0.0230849727919632,0.00935393720203847,0.0150837988826816,0.00473243538405533,0.0144540398126464,0.0148066645708897
CSF2RB,0.0646855563234278,0.0576992753623188,0.0518293957767092,0.0556513409961686,0.0020847730937572,0.0434097959951114,0.0164599157122789,0.011534242281774,0,0.0849030941856511,0.0661700581395349,0.0691293428212641,0.0423968436626665,0.0281191806331471,0.0282732678073049,0.0686841334894614,0.0597610814209368
CSF3,0.0165399677493665,0.0201086956521739,0.0217227681371524,0.0039272030651341,0,0.000822600357243582,0,0,0,0.00907854471268276,0.0192950581395349,0.00602762662201758,0.00951832977149433,0.0113594040968343,0.00703798082756947,0.0190646955503513,0.0201508959446715
CSF3R,0.0289794978115642,0.019429347826087,0.0296675726531466,0.0364942528735632,0,0.0379571307699539,0.00998357103740565,0.000161192826919204,0.00179524502668607,0.168548112886773,0.0312863372093023,0.137044788614483,0.0129705737300674,0,0.0182623468025725,0.0388246487119438,0.0302106255894373
CSHL1,0.0801197880672656,0.0810235507246377,0.0742002927033243,0.0728927203065134,0.00957152729785764,0.0580285794866974,0.0342143066898418,0.021754315266304,0,0.0757225433526012,0.0854287790697674,0.0564671410632064,0.053575538385665,0.100744878957169,0.0606115762650164,0.0987631733021077,0.086167871738447
CSK,0.111448974890578,0.0792119565217391,0.0930169349780472,0.127490421455939,0.112888735314444,0.12562282598477,0.221306062842766,0.158174938992993,0.0179686236454795,0.117715062903774,0.158103197674419,0.136521557136877,0.0945092881801743,0.0169459962756052,0.0907656837762408,0.127012587822014,0.231719585036152
CSPG4,0.0750518313752591,0.0721920289855072,0.0748275141124817,0.0594827586206896,0.0208016586040083,0.0661605715897339,0.0452621887822726,0.0377168827098305,0,0.0651819109146549,0.0683502906976744,0.0533277521975722,0.228818017425612,0.0709497206703911,0.0809974517655624,0.07629537470726,0.0757937755422823
CST7,0.0407279428703064,0.0441123188405797,0.0574743884591261,0.0853448275862069,0.00749827228749136,0.0458540941994923,0.02207909712136,0.0267692032149014,0,0.0857531451887113,0.161736918604651,0.0460025115110925,0.0341772151898734,0.039292364990689,0.0384055333090644,0.152115046838407,0.56180446400503
CSTB,0.122736696613683,0.213496376811594,0.211770855111855,0.0987547892720307,0.93516470859249,0.276840274513491,0.729611816154353,0.794326908008149,0.320087336244541,0.149166950017001,0.113408430232558,0.163311008790289,0.143662666447477,0.100744878957169,0.178679771872346,0.120572306791569,0.176705438541339
CTLA4,0.0250633494586501,0.0151268115942029,0.00646038051432156,0.0431992337164751,0.00692236811794517,0.0239494218294632,0,0.00796337340766114,0,0.019279156749405,0.0192950581395349,0.0172247802427794,0.0105046851882295,0.00577281191806331,0.00764470331270477,0.0256513466042155,0.0151210311222886
CTNNB1,0.115825846579129,0.187454710144928,0.275120217436755,0.13323754789272,0.393872379636029,0.219305255241139,0.663316586902863,0.592164237580317,0.13457868348698,0.140496429785787,0.117042151162791,0.166659690246965,0.336166365280289,0.0728119180633147,0.206467661691542,0.122475117096019,0.168217541653568
CTSD,0.316701220916839,1.28369565217391,0.741145724440728,0.543199233716475,2.90711817553559,0.973371251292658,2.9553949697215,2.84084894888844,0.682694484877891,0.501258075484529,0.387754360465116,1.28354960234408,0.334193654446819,0.385661080074488,1.39637179953889,0.358423594847775,0.542313737818296
CTSG,0.00962911771481225,0.00765398550724638,0.0100146351662137,0.0039272030651341,0,0,0,0,0,0.0320299217953077,0.0120276162790698,0,0.00475094525727437,0.0113594040968343,0,0.0121121194379391,0.017950330084879
CTSW,0.0513245795899562,0.0355072463768116,0.0595651264896508,0.0441570881226054,0.0014512785072564,0.034995769483877,0.0167059533163488,0.0073477063604003,0,0.0498809928595716,0.0690770348837209,0.0295730431142738,0.0371362814400789,0.0653631284916201,0.0322169639606844,0.0656835480093677,0.130493555485696
CUZD1,0.0460262612301313,0.0511322463768116,0.0478569935187121,0.049904214559387,0.0145818935729095,0.043456801729811,0.0285713151900442,0.0287617256587637,0.0157043506388485,0.0451207072424345,0.0541787790697674,0.0357471745500209,0.0340128226204176,0.0653631284916201,0.0408930954981192,0.0524370608899297,0.0559886828041496
CX3CL1,0.0515549412577747,0.0418478260869565,0.130232071921388,0.0202107279693487,0.0241994932043308,0.0472172605057817,0.0659610943117693,0.0401907448451877,0.0009865760957464,0.0526011560693642,0.0527252906976744,0.0379447467559648,0.0662337662337662,0.0560521415270019,0.0328236864458197,0.0478264051522248,0.0478151524677774
CX3CR1,0.0476387929048606,0.0429800724637681,0.0403303366088229,0.0671455938697318,0.0448168624740843,0.0454310425871956,0.0515004325499813,0.0537466138312401,0.00858806404657933,0.0587215232913975,0.0443677325581395,0.0406655504395144,0.0325332894953148,0.0132216014897579,0.0274845285766291,0.0572672716627635,0.342690977679975
CXCL1,0.106841741534209,0.0957427536231884,0.309826468743466,0.0882183908045977,0.0322045611610228,0.152275077559462,0.245124090256117,0.144686233684823,0.0207180980106744,0.111764705882353,0.108684593023256,0.095500209292591,0.169472299852047,0.0970204841713222,0.0987744205800267,0.114790690866511,0.104401131719585
CXCL10,0.0441833678875835,0.0366394927536232,0.0541292076102864,0.025,0.0108385164708592,0.0388032339945473,0.023825170440566,0.0170752457071216,0.0111758046255863,0.0361101666099966,0.0371002906976744,0.03658434491419,0.0294098306756535,0.0206703910614525,0.0328236864458197,0.0414593091334895,0.0462433197107828
CXCL12,0.650956000921447,0.459873188405797,0.552979301693498,0.947413793103448,0.174164938954158,0.617866879759331,0.138915212266959,0.771054693621689,0.508183729581109,0.634376062563754,0.410283430232558,1.70140226035998,0.999325990465231,0.571880819366853,5.48003883023905,0.514600409836066,0.453976736875197
CXCL13,0.011932734392997,0.0142210144927536,0.0183775872883128,0.00201149425287356,0,0.00115164050014101,0.0047929712612205,0.00439250453354826,0,0.0167290037402244,0.0178415697674419,0.00759732105483465,0.007545618938024,0.0188081936685289,0.00843344254338066,0.0117461943793911,0.0154353976736875
CXCL14,0.105229209859479,0.154166666666667,0.0524566171858666,0.206992337164751,0.0942870306381018,0.156881639560026,0.0446193163329286,0.177473302438042,0.151722464822901,0.124515470928256,0.121765988372093,0.138091251569694,0.0272727272727273,0.164059590316574,1.26477369251304,0.126866217798595,0.14715498270984
CXCL16,0.0927896797972817,0.337590579710145,0.149257787999164,0.100670498084291,0.0396337249481686,0.0957271787158033,0.0671436621506861,0.0781382228490832,0.0157043506388485,0.148316899013941,0.100327034883721,0.287421515278359,0.0721518987341772,0.0746741154562384,0.0706224972697488,0.105203454332553,0.081766740018862
CXCL17,0.0501727712508639,0.0513586956521739,0.0501568053522893,0.0518199233716475,0.00911080396222069,0.0553962583435179,0.0281982904354866,0.021821478944187,0.00066310852337053,0.0526011560693642,0.0552688953488372,0.0406655504395144,0.0379582442873582,0.0132216014897579,0.0327023419487926,0.0686841334894614,0.0559886828041496
CXCL5,0.0619212163096061,0.0538496376811594,0.141103909680117,0.0345785440613027,0.0234508177839208,0.0560073328946131,0.0379524909323238,0.0308661875657644,0.00583858968138444,0.075042502550153,0.0614462209302326,0.0556299706990373,0.0435475916488575,0.0672253258845438,0.0449581361485257,0.0741730093676815,0.0585036152153411
