,Acinar,B cell,Dendritic cell,Endothelial,Fibroblast,Macrophage,Mast cell,Mesenchymal cell,Monocyte,Neutrophil,NK cell,Pancreatic A cell,Pancreatic D cell,Pancreatic ductal cell,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory,Type B pancreatic cell
CD86,0.0108476861176643,0.0470324748040314,0.0956937799043062,0.0125098193244305,0.0164000687994496,0.0984215140545234,0.0247081250460209,0.00864982970246128,0.111516847790436,0.0118679050567595,0.0219660722053067,0.0154989871192142,0.0381679389312977,0.0351619199394033,0.0407217230067038,0.0914786967418546,0.00775623268698061,0.00563136235650856,0.0175438596491228,0.00806634703989102
CD8A,0.0386040516300919,0.0895856662933931,0.0123604465709729,0.0470247446975648,0.0563782823070749,0.0451816957712685,0.0963698691778412,0.0252554463080779,0.0226094942382962,0.0323670137911624,0.381470204436712,0.0794060314184153,0.0793893129770992,0.0624413701957454,0.0773070888603623,0.0319548872180451,0.334072022160665,1.52826510721248,0.350877192982456,0.133668985964022
CD8B,0,0.00447928331466965,0.00478468899521532,0.000196386488609583,0,0,0,0.00205642310905469,0,0,0.0384949978251414,0,0,0,0,0.0795739348370927,0.0919667590027701,0.258031911053354,0,0
CD9,0.280921431982737,0.0576707726763718,0.0729665071770335,0.260084446190102,0.204308565531476,0.372192136514076,0.228656516154368,0.141250562303194,0.0762031793234645,0.0377146073740501,0.0343627664201827,0.124794557199098,0.476335877862595,0.453136609794572,0.111995435743831,0.0676691729323308,0.144598337950139,0.13594686304238,0.114766081871345,0.230471827882317
CDH1,0.903828172294108,0.0257558790593505,0.148724082934609,0.25840534171249,0.287750831326683,0.159073462727513,0.504888445269867,0.144913565966198,0.111101392867295,0.0510835913312693,0.0715528490648108,0.67345105683599,0.554198473282443,1.01289298095463,0.579746113250606,0.293859649122807,0.0498614958448753,0.214136163453902,0.0592105263157895,0.545620267364682
CDH11,0,0.0151175811870101,0.027511961722488,0.0338717596229379,0.195539502350648,0.0216700993737232,0,0.151506972559604,0.00806857192836683,0.0074115770710198,0.00956937799043062,0.00642128196307763,0,0,0,0.0081453634085213,0,0.0289509782687171,0.100877192982456,0.0113650022035551
CDH5,0.0127414070973008,0.0895856662933931,0.0123604465709729,0.459431461115475,0.0216288269693842,0.0158519755194154,0.0215991556693693,0.0098708309234625,0.028425863162268,0.0127591706539075,0.00956937799043062,0.0935672514619883,0.0549618320610687,0.0188424437580278,0.014434460134075,0,0,0.0289509782687171,0.100877192982456,0.0683302394529841
CDKN1A,0.447702409798281,0.100223964165733,0.148724082934609,0.474170267085624,0.231378282307075,0.333617178356747,0.272959329771654,0.334901355953988,0.266481534121969,0.0439534665540858,0.100478468899522,0.284199059740855,0.279389312977099,0.485343478266574,0.171616031949793,0.0914786967418546,0.207756232686981,0.162009963179554,0.100877192982456,0.580383017935603
CDKN3,0.0668641954800509,0.0895856662933931,0.0805422647527911,0.0706254909662215,0.0582846003898636,0.0674180869404722,0.101810565586982,0.0360002570528886,0.0350731419325214,0.0457359977483816,0.0467594606350587,0.132056721324007,0.125190839694656,0.0763677663668174,0.0862501782912566,0.0557644110275689,0.0393351800554017,0.0550140784058913,0.0453216374269006,0.0824129595747806
CEACAM1,0,0.00447928331466965,0.0123604465709729,0.0227710133542812,0,0,0.0118059021329166,0,0,0,0.00130491518051327,0.143313075717616,0.148091603053435,0,0,0.0200501253132832,0.0709141274238227,0.00288787813154285,0.0175438596491228,0.078987433058668
CEACAM6,0.0138278688131819,0.00447928331466965,0,0.00346131186174391,0.00654168099988534,0,0.00916327816276273,0.00352162457425616,0.000174928388690883,0.00473778027957594,0.00130491518051327,0.00242709169437756,0,0.0272763889332295,0.00765939238339752,0.0200501253132832,0,0.000144393906577146,0,0
CELSR1,0,0.0576707726763718,0,0.0179202670856245,0.00490769407178077,0.00875864643676618,0.00496616950428302,0.00205642310905469,0.0014212931581134,0,0,0,0,0.00818160468434916,0.00494936528312651,0.0319548872180451,0.00775623268698061,0.0124900729189228,0.0314327485380117,0
CELSR2,0.0177549119985177,0.0151175811870101,0,0.0144687745483111,0.0100819860107786,0.00549093303914126,0.0292161306421658,0.0120686331212647,0.00266765792753592,0.00117271789098414,0.00956937799043062,0.0521729159500057,0.050381679389313,0.0385936631486233,0.0290686064755384,0.043859649122807,0.0709141274238227,0.0179770413688542,0.00365497076023392,0.00451394917132975
CENPF,0,0.0151175811870101,0.00478468899521532,0,0,0.00620823598008331,0,0,0,0,0.00130491518051327,0.0202193938004052,0.00152671755725191,0,0,0,0,0,0.00365497076023392,0
CFD,0.0816740646797717,0.121500559910414,0.186602870813397,0.138909073055774,0.34052860910446,0.195974714022643,0.144558894515942,0.460908681961314,0.217042398268209,0.0537573881227132,0.100478468899522,0.190880250735772,0.119083969465649,0.107328239000119,0.131507630865782,0.12719298245614,0.0919667590027701,0.231968810916179,0.253654970760234,0.196470305426087
CFLAR,0.205639953423664,0.451287793952968,0.224481658692185,0.283125490966222,0.177565646141498,0.290818102880538,0.140361785857462,0.180078401131033,0.368267990291474,0.455718172436439,0.32361896476729,0.214119175935481,0.221374045801527,0.51421000589086,0.15508486663814,0.115288220551378,0.302493074792244,0.363656053714533,0.309210526315789,0.147878577438267
CHEK1,0.0214270312058256,0.0683090705487122,0.0881180223285487,0.0173605655930872,0.0207029010434583,0.0485291094956647,0.0326359969564826,0.00938243043506202,0.0234404040845779,0.00295524908528005,0.0384949978251414,0.0627030539311241,0.0534351145038168,0.039939770654419,0.0353016688061617,0.0200501253132832,0.123545706371191,0.038553173056097,0.00365497076023392,0.0652853269942173
CHEK2,0.00973087630916081,0.0363941769316909,0.0199362041467305,0.0306068342498036,0.0244610709780989,0.022785903948522,0.0430510443682656,0.0140222350748667,0.0184549450068878,0.0145417018482034,0.0260983036102653,0.0474525092688147,0.0549618320610687,0.0258721162882944,0.0469547853373271,0.0676691729323308,0.0182825484764543,0.0234640098187856,0,7.34518356281383e-05
CHGA,0.00958520546457339,0,0.0350877192982456,0.0179202670856245,0.0204305698887742,0.00413602748402848,0.0202001194498761,0.0174410384936701,0.00391402269695844,0,0.0343627664201827,9.30780109314681,5.28854961832061,0.0163745799974023,0.0109114249037227,0,0,0.00974658869395712,0.0175438596491228,8.8512533554134
CHI3L1,0.0974307943693107,0.121500559910414,0.0578149920255183,0.0822859387274155,0.245049306272216,0.140503286589791,0.0707208718204652,0.425988047040679,0.0890822819408305,0.0715827000656722,0.0343627664201827,0.0670603524060696,0.0488549618320611,0.116393691400262,0.0675509912993867,0.043859649122807,0.144598337950139,0.124972926142517,0.114766081871345,0.0646509702319742
CIDEA,0.0572317108817079,0.00447928331466965,0.0123604465709729,0.0440396700706991,0.0363347093223254,0.0278070245351164,0.0526888494358857,0.0364886575412891,0.0288413180854088,0.021671826625387,0.0550239234449761,0.0746856247372243,0.0320610687022901,0.0647181199277703,0.0447867636571103,0.0557644110275689,0,0.0234640098187856,0.114766081871345,0.0254477223253516
CIITA,0.0247349733016648,1.32362821948488,1.64872408293461,0.205979968578162,0.0463564958147002,0.57949268644633,0.0516007101540576,0.0264764475290791,0.145168696564844,0.00562904587672389,0.0426272292301,0.03583304666896,0.0259541984732824,0.0630313308927299,0.0396377121665954,0.567669172932331,0.17617728531856,0.0563858205183741,0.0592105263157895,0.0298882196610532
CLCF1,0.0483215108877775,0.217245240761478,0.0956937799043062,0.0429202670856245,0.0652018117188396,0.0489276111295214,0.0615494121593429,0.0567572778099094,0.0691404456300702,0.0296932169997185,0.0508916920400174,0.0242135840691052,0.016793893129771,0.148401136538072,0.0537298530880046,0,0.0709141274238227,0.0605010468558227,0.0314327485380117,0.0461277527744762
CLDN4,0.712131410435591,0.0683090705487122,0.0653907496012759,0.188349371563236,0.206214883614264,0.17732483755815,0.2703167058015,0.155902576955209,0.121903220868957,0.0724739656628202,0.0756850804697695,0.366624622558575,0.381679389312977,0.891219819180764,0.285166167451148,0.162907268170426,0.17617728531856,0.200418742329074,0.0592105263157895,0.494871726385235
CLEC10A,0,0.0470324748040314,0.51993620414673,0.0143754909662215,0.0169447311088178,0.0739535137357221,0.0167802531355593,0.00034702139965298,0.0209476745457328,0,0,0.0111416886442686,0,0.0098933216361635,0.0222935387248609,0.0319548872180451,0.028808864265928,0.00151613601906,0.0453216374269006,0.0350899451114465
CLEC12A,0.053086161429491,0.0470324748040314,0.398724082934609,0.0597113118617439,0.0549076940717808,0.152617736259034,0.0932608998011896,0.0286742497268813,0.456344433997332,0.177643306126278,0.0426272292301,0.0659710277873333,0.0946564885496183,0.0717644110692196,0.0659249750392241,0.0676691729323308,0.102493074792244,0.0865641469929969,0.156432748538012,0.104107960843494
CLEC14A,0.128476893122004,0.121500559910414,0.0956937799043062,0.271185192458759,0.0729360165118679,0.060563858838137,0.106784916589624,0.0499196709723026,0.0475367896267466,0.0296932169997185,0.0715528490648108,0.0910254940182701,0.0732824427480916,0.105483573158844,0.113350449293967,0.0914786967418546,0.060387811634349,0.0865641469929969,0.0730994152046784,0.100174948917587
CLEC1A,0.00679318094331456,0.0363941769316909,0.0123604465709729,0.19170758051846,0.00681401215456943,0.0221483013343513,0.0181792893550525,0.00791722896986055,0.0442131502416198,0.0403884041654939,0.017833840800348,0.00932614761304132,0.0351145038167939,0.00876325607574237,0.0130794465839395,0.0319548872180451,0,0,0.00365497076023392,0.0239252660959682
CLEC2B,0.0243829354272452,0.164053751399776,0.103269537480064,0.0789277297721917,0.0461930971218897,0.0851115594837097,0.046626359151415,0.0262322472848789,0.0608313471672534,0.0644525752884886,0.10461070030448,0.0463631846500784,0.0259541984732824,0.0347630732710194,0.0423477392668664,0.115288220551378,0.102493074792244,0.172983900079417,0.198099415204678,0.0282388920792211
CLEC2D,0.00304822631371303,0.27043673012318,0.0653907496012759,0.0280881775333857,0.0248423345946566,0.0667804843263015,0.0292161306421658,0.00962663067926226,0.0425513305490565,0.0154329674453513,0.253371030882993,0.0173145281504415,0.0290076335877863,0.0333837285428583,0.0304236200256739,0,0.534072022160665,0.503573749187784,0.489766081871345,0.0147905287196677
CLEC4A,0.0282250039532384,0.0363941769316909,0.0805422647527911,0.0284613118617439,0.0333935328517372,0.067816588574329,0.0366776571461297,0.0169526380052696,0.0944831959416614,0.0653438408856366,0.0219660722053067,0.0579826472499331,0.0717557251908397,0.0325943445116818,0.0342176579660533,0.0200501253132832,0.0393351800554017,0.0275792361562342,0.0453216374269006,0.0819054741649862
CLEC4D,0,0,0.0123604465709729,0.00150235663786331,0.000332530673087951,0.0194384902241257,0,0,0.0703868103994927,0.057322450511305,0.00130491518051327,0,0,0,0,0.0319548872180451,0,0.000144393906577146,0,0
CLEC4E,0.0216637463282801,0.0363941769316909,0.0956937799043062,0.035737431264729,0.0284371058364866,0.0811265431451427,0.0318587546123197,0.0189062399588715,0.16801871733759,0.370156675110235,0.0715528490648108,0.0300233153690326,0.0290076335877863,0.0217091541870372,0.0399087148766225,0.0081453634085213,0.028808864265928,0.00837484658147426,0.0175438596491228,0.049807021995486
CLEC5A,0.00460811827450329,0.00447928331466965,0.103269537480064,0.00327474469756481,0.00882926269923175,0.144568003255129,0.00978507203809306,0.00791722896986055,0.0450440600879015,0.00919410826531569,0.00543714658547195,0,0.00305343511450382,0.00572205022931497,0.000884324632720014,0,0,0.0275792361562342,0.00365497076023392,0
CLEC7A,0.0240369671713501,0.0895856662933931,0.618421052631579,0.0918941476826394,0.0490253411306043,0.73116240829219,0.0296824760486636,0.0308720519246835,1.01097675639035,0.353222628764424,0.0550239234449761,0,0.0183206106870229,0.0241936365588454,0.0209385251747254,0.043859649122807,0.0814404432132964,0.0316944624936828,0.0453216374269006,0.0262089504400433
CLOCK,0.141301997064221,0.0576707726763718,0,0.0770620581304006,0.0835569315445476,0.0797716375900299,0.0934163482700222,0.064327485380117,0.0491986093193099,0.0020639834881321,0.0674206176598521,0.288193250009556,0.157251908396947,0.172581215808847,0.101968335472828,0.0914786967418546,0.0709141274238227,0.0975380838928597,0.0453216374269006,0.161961297560064
CLU,1.42400661907873,0.142777155655095,0.2396331738437,0.624916535742341,0.684319458777663,0.390204410364398,1.18575273875658,0.525133346185978,0.38114709290884,0.125058635894549,0.228577642453241,3.64440240033635,3.05496183206107,4.40957092057922,0.638553701326487,0.448621553884712,0.218282548476454,0.474767164825644,0.100877192982456,2.58812217043497
CMKLR1,0.0322430914164413,0.0363941769316909,0.027511961722488,0.0624165357423409,0.0937421167297328,0.180034648668375,0.0433619413059308,0.0706766917293233,0.10362320425076,0.0261281546111267,0.0632883862548934,0.0576195390436876,0.0427480916030534,0.0421500459417133,0.0274425902153758,0.162907268170426,0.113019390581717,0.0440401415060284,0.0592105263157895,0.0137755579000788
CNTFR,0.0331110468654413,0.0683090705487122,0,0.0492635506677141,0.042489393418186,0.0315529398933694,0.0836230947335695,0.0440588651114967,0.0346576870093805,0.0252368890139788,0.030230535015224,0.0525360241562512,0.0595419847328244,0.0595746597667359,0.0624019398088718,0.103383458646617,0.0498614958448753,0.067359757418237,0.00365497076023392,0.0576730458473003
COL11A1,0.000359385307370279,0.0257558790593505,0.00478468899521532,0.00775235663786331,0.0259861254443298,0.00325932388954374,0.0214437072005367,0.0015680226206542,0,0.00919410826531569,0,0.0125941214692505,0.0152671755725191,0.00855552343595909,0.00603337612323492,0,0,0.01111833080644,0.00365497076023392,0.0121262303182468
COL12A1,0.0247289036831404,0.0257558790593505,0,0.0462784760408484,0.296247563352827,0.043667389562613,0.0483362923085734,0.290456911509543,0.0130540310060569,0.00830284266816775,0.0260983036102653,0.0394641287314146,0.016793893129771,0.0320210024258799,0.0380116959064327,0.0200501253132832,0.00775623268698061,0.0303227203811999,0.114766081871345,0.0112381308511064
COL14A1,0.0122801160894406,0.0151175811870101,0.0426634768740032,0.0507560879811469,0.301585253984635,0.0330672461020248,0.0372994510214601,0.159077180129812,0.0172085802374653,0.00473778027957594,0.030230535015224,0.0601612964874059,0.0916030534351145,0.0234374897500342,0.0174154899443731,0.0081453634085213,0.00775623268698061,0.0166052992563714,0.0175438596491228,0.0435903257255038
COL15A1,0.105169557988017,0.110862262038074,0.0956937799043062,0.754580714846819,0.495811833505332,0.121614309144983,0.108805746684448,0.541738962791594,0.107362298559027,0.057322450511305,0.0839495432796868,0.0863050873370791,0.0564885496183206,0.0714652760679317,0.0832691484809585,0.103383458646617,0.102493074792244,0.0742184679806512,0.0730994152046784,0.0815248601076403
COL16A1,0.0116367365258462,0.00447928331466965,0.0881180223285487,0.0439463864886096,0.267489393418186,0.0284446271492871,0.0593731335956867,0.193997815050447,0.0188703999300286,0.0136504362510554,0.017833840800348,0.0863050873370791,0.0732824427480916,0.0483654065240294,0.0390957067465412,0.0081453634085213,0.0498614958448753,0.0467836257309941,0.00365497076023392,0.078987433058668
COL17A1,0.0223860309326927,0.0683090705487122,0.027511961722488,0.025942655145326,0.0187421167297328,0.0132218647359612,0.0337241362383107,0.0179294389820706,0.0163776703911836,0.00295524908528005,0.0260983036102653,0.0147727707067232,0.0366412213740458,0.0252821555913099,0.0212095278847525,0.043859649122807,0.0393351800554017,0.048155367843477,0.0314327485380117,0.0182160552357804
COL18A1,0.142388458780103,0.0895856662933931,0.0956937799043062,0.280326983503535,0.401367389060888,0.135880667637053,0.172384170436974,0.389602210654842,0.113178667482999,0.140210151046064,0.10461070030448,0.114990635630471,0.183206106870229,1.32505697340978,0.100613321922693,0.0200501253132832,0.0919667590027701,0.152407768392174,0.184210526315789,0.14026629629135
COL1A1,0.212450065408126,0.642777155655095,0.391148325358852,0.364282207384132,2.95692294461644,0.594556048206113,0.17456044900063,1.82696484801748,0.326722497977391,0.242705694718079,0.373205741626794,0.358636242021175,0.20763358778626,0.211659880004881,0.125816573955213,0.103383458646617,0.586703601108033,0.402064832864053,0.406432748538012,0.230598699234765
COL1A2,0.0661237020200649,0.174692049272116,0.201754385964912,0.179021013354281,1.14178133241601,0.217334401597362,0.0486471892462386,0.864327485380117,0.119410491330112,0.0493010601369734,0.117007394519356,0.109907120743034,0.099236641221374,0.0450499935930881,0.02798459563543,0.043859649122807,0.17617728531856,0.14554905782976,0.170321637426901,0.0812711174027431
COL21A1,0,0,0,0,0.0355177158582731,0,0,0.00938243043506202,0,0,0,0,0,0,0,0.0200501253132832,0,0.00425962024402571,0,0
COL27A1,0.189865014878552,0.0576707726763718,0.0881180223285487,0.111297132757266,0.192543859649123,0.0888574748419626,0.277622783836632,0.179101600154232,0.0533531585507183,0.0181067642367952,0.0343627664201827,0.573596300118488,0.189312977099237,0.412553961286508,0.215789473684211,0.0914786967418546,0.134072022160665,0.0989098260053426,0.0730994152046784,0.365209204182748
COL3A1,0.0994034203897653,0.227883538633819,0.2396331738437,0.262229968578162,1.74036521041165,0.340152605151997,0.0579740973761935,1.20791722896986,0.207902389959111,0.151796603808988,0.232709873858199,0.196326873829454,0.123664122137405,0.0718890506530896,0.0271715875053487,0.115288220551378,0.407756232686981,0.229225326691214,0.350877192982456,0.142803723340322
COL4A1,0.0599812480732954,0.195968645016797,0.110845295055821,0.702062058130401,0.840310744180713,0.181708355530573,0.0376103479591252,1.10413212518476,0.114425032252422,0.104559527160146,0.133536320139191,0.142949967511371,0.132824427480916,0.114100323057055,0.022564541434888,0.0795739348370927,0.186703601108033,0.0893076312179626,0.142543859649123,0.13113155891505
COL4A2,0.120519623236416,0.355543113101904,0.186602870813397,0.804953849175177,1.0791996330696,0.290818102880538,0.0663683146931529,1.15712357817621,0.236568779655828,0.170513181349095,0.133536320139191,0.161105377823644,0.16030534351145,0.230040063972906,0.0428897446869206,0.0557644110275689,0.207756232686981,0.138690347267345,0.253654970760234,0.160692584035577
COL4A5,0.0219186703063081,0.0470324748040314,0.0123604465709729,0.01885310290652,0.0387312234835455,0.00270142160214436,0.0275061974850074,0.0237902448428764,0,0.0100853738624636,0,0.0173145281504415,0.0259541984732824,0.0160837543017056,0.0298816146056197,0.043859649122807,0.0182825484764543,0.0138618150314057,0.0314327485380117,0.0258283363826974
COL5A1,0.0138642865243288,0.0683090705487122,0.103269537480064,0.0695993715632365,0.456269349845201,0.072758008834152,0.0245526765771883,0.398637619690251,0.0491986093193099,0.0305844825968665,0.017833840800348,0.0394641287314146,0.0259541984732824,0.0233543966941209,0.014434460134075,0,0.102493074792244,0.0618727889683055,0.0592105263157895,0.0314106758904366
COL5A2,0.00522114974547534,0.0895856662933931,0.0199362041467305,0.0322859387274156,0.196247563352827,0.0327484447949395,0.0125831444770795,0.15761197866461,0.0234404040845779,0.0252368890139788,0.017833840800348,0.0543515651874785,0.129770992366412,0.0127683413707643,0.00847240051347882,0.0081453634085213,0.0498614958448753,0.0316944624936828,0.00365497076023392,0.088249041787417
COL5A3,0.161507757132201,0.100223964165733,0.0653907496012759,0.178368028279654,0.380234491457402,0.089654478109676,0.291146800625066,0.341494762547394,0.0616622570135351,0.0421709353597899,0.0880817746846455,0.15420632190498,0.170992366412214,0.183823706273919,0.342618741976893,0.174812030075188,0.218282548476454,0.111255505017688,0.156432748538012,0.163610625141896
COL6A1,0.246112169744868,0.50447928331467,0.186602870813397,0.436576983503535,2.3312693498452,0.466158821777485,0.200520343295671,2.39766081871345,0.266066079198828,0.164274322169059,0.224445411048282,0.436704506363949,0.90381679389313,0.271752778041392,0.162943945228926,0.103383458646617,0.449861495844875,0.306042884990253,0.448099415204678,0.477363479747326
COL6A2,0.17570459486095,0.50447928331467,0.353269537480064,0.561017282010998,2.34243492718725,0.470462639423137,0.129480393039181,2.24210526315789,0.289747009817856,0.152687869406136,0.472379295345803,0.263138783778619,0.319083969465649,0.11968417641443,0.0770360861503352,0.151002506265664,0.513019390581718,0.40069309075157,0.434210526315789,0.205097557392593
COL6A3,0.0968481109909611,0.217245240761478,0.0729665071770335,0.200756087981147,1.56547414287352,0.339275901557512,0.0564196126878677,1.6440588651115,0.190868738110336,0.115254714325922,0.154197477163984,0.0732331919122425,0.0458015267175573,0.0598239389344759,0.0160604763942376,0.0795739348370927,0.260387811634349,0.196303515991625,0.281432748538012,0.0533594198640473
COL8A1,0.0239155748008606,0.0363941769316909,0.0199362041467305,0.0248232521602514,0.0858989794748309,0.0188805879367263,0.0418074566176049,0.0357560568086884,0.00640675223580348,0.0145417018482034,0.030230535015224,0.0445476436188511,0.0412213740458015,0.0326525096508211,0.0344886606760804,0,0,0.0344379467186485,0.0175438596491228,0.0680764967480869
COL9A1,0.022568119488427,0.0470324748040314,0,0.021558326787117,0.0211930971218897,0.00828044447613815,0.0321696515499849,0.0257438467964784,0.00682220715894431,0.021671826625387,0.017833840800348,0.0271184497190689,0.00763358778625954,0.0340401636845735,0.0255455712451861,0.0557644110275689,0.0498614958448753,0.00700310446899141,0.0592105263157895,0.00337210699929219
COL9A2,1.02420691649004,0.738521836506159,0.641148325358852,0.791894147682639,0.804145166838665,0.575348269454221,1.753605995402,0.456024677077309,0.51450812323705,0.79439909935266,0.521966072205307,0.725012422122845,0.770992366412214,1.29844226760075,1.86538296961917,0.948621553884712,0.586703601108033,0.753230813659664,0.378654970760234,1.09256266777067
COL9A3,0.0802719828006178,0.0895856662933931,0.0729665071770335,0.0610172820109976,0.0801800252264649,0.0424718846610429,0.153419457239399,0.0372212582738899,0.0234404040845779,0.0225630922225349,0.0426272292301,0.0743225165309789,0.0442748091603053,0.294985596474755,0.155355869348167,0.0914786967418546,0.0919667590027701,0.0659880153057541,0.00365497076023392,0.0311569331855393
IFIT1,0.00690850369527959,0.0363941769316909,0.0350877192982456,0.0218381775333857,0.0190689141153537,0.0168880797674428,0.0259517127966816,0.00889402994666153,0.00723766208208515,0.00830284266816775,0.00543714658547195,0.026392233306578,0.0519083969465649,0.0476258783264009,0.00630437883326201,0.0319548872180451,0.102493074792244,0.0399249151685799,0.0175438596491228,0.0352168164638951
COTL1,0.143511338207131,0.685330347144457,1.30781499202552,0.269972505891595,0.237369567710125,1.0531517284484,0.172073273499309,0.188869609922241,1.6096473006363,0.553757388122713,0.253371030882993,0.214845392347972,0.0870229007633588,0.16292580271172,0.17378405363001,0.222431077694236,0.997229916897507,0.555699949462133,1.39254385964912,0.098525621335755
CPA3,0.0743783832133519,0.0576707726763718,0.00478468899521532,0.0362038491751767,0.0505503955968352,0.0187211872831837,0.859155505739321,0.0425936636462952,0.00225220300439508,0.0145417018482034,0.00956937799043062,0.0550777815999694,0.0427480916030534,0.0528856687657139,0.0789331051205249,0.0557644110275689,0,0.0262074940437514,0.0453216374269006,0.00438707781888113
CPB1,0.19463573503879,0.0470324748040314,0.0729665071770335,0.0687598193244305,0.0756593280587089,0.0290822297634578,0.143159858296448,0.0301394511920828,0.0176240351606061,0.0172154986396472,0.017833840800348,0.0303864235752781,0.0198473282442748,0.107843415946782,0.186792183711311,0.174812030075188,0.0393351800554017,0.0454118836185113,0,0.0258283363826974
CRIP1,0.0660144488866243,0.153415453527436,0.322966507177034,0.127901610369207,0.112696365095746,0.125758726137093,0.0885974457362121,0.0745838956365272,0.248616972426913,0.038605872971198,0.183123096998695,0.147307265986317,0.172519083969466,0.0727282905178141,0.120396519754671,0.0914786967418546,0.428808864265928,0.421269222438813,0.448099415204678,0.142930594692771
CRP,17.9717714820571,1.31298992161254,5.55023923444976,8.83499116260801,9.46400355463823,3.65959151485153,18.4012043165585,4.50266692371956,1.92954759145475,0.570691434468524,4.0426272292301,6.76568054122234,4.50839694656489,18.0235704386395,23.9103694194837,12.4486215538847,3.29196675900277,7.54609775467475,2.28143274853801,9.08101737469785
CRYAB,0.102972356082157,0.0683090705487122,0.0502392344497608,0.0855508641005499,0.177075450063066,0.0875025692868499,0.084555785546565,0.175438596491228,0.0583386176284084,0.0296932169997185,0.0219660722053067,0.0859419791308336,0.082442748091603,0.396043371076532,0.0702610183996577,0.0081453634085213,0.102493074792244,0.0797054364305826,0.114766081871345,0.101189919737176
CSF1,0.0926782830646462,0.0363941769316909,0.0578149920255183,0.12724862529458,0.172336887971563,0.112847273200136,0.144092549109444,0.223301844354476,0.0911595565565347,0.0680176376770804,0.0839495432796868,0.178897679929672,0.163358778625954,0.449638392140621,0.0637569533590073,0.0795739348370927,0.239335180055402,0.152407768392174,0.114766081871345,0.185686240467955
CSF1R,0.00250196064651021,0.0683090705487122,0.315390749601276,0.0201590730557738,0.0478815502809311,0.554307383186587,0.00698699959910658,0.0211040421566737,0.290577919664137,0.00652031147387185,0.00130491518051327,0.0173145281504415,0.00610687022900763,0.00986008441379817,0.00522036799315362,0.151002506265664,0.0709141274238227,0.0426683993935456,0.0314327485380117,0.00908131785947996
CSF2,0.0155395012370841,0.0151175811870101,0.0502392344497608,0.0224911626080126,0.0173259947253755,0.00820074414936681,0.0377657964279578,0.0059636270162586,0.0109767563903527,0.00919410826531569,0.0384949978251414,0.0336543974314872,0.050381679389313,0.0338989054895209,0.0336756525459991,0,0.028808864265928,0.048155367843477,0.0314327485380117,0.0765768773621442
CSF2RA,0.214052444698588,0.195968645016797,0.42902711323764,0.14795758051846,0.153872835683981,0.321263627707189,0.235496248783002,0.10779512884776,0.348741608903855,0.326484660849986,0.16659417137886,0.175992814279708,0.169465648854962,0.199785882314868,0.256439880188276,0.198621553884712,0.0919667590027701,0.133203378817414,0.100877192982456,0.192283550795283
CSF2RB,0.0438117843240921,0.249160134378499,0.0502392344497608,0.153461311861744,0.0376418988648091,0.14879212057401,0.101655117118149,0.0298952509478825,0.167603262414449,0.249835819495262,0.0550239234449761,0.0249398004815961,0.0412213740458015,0.0534590108515158,0.0469547853373271,0.281954887218045,0.0182825484764543,0.0344379467186485,0.0869883040935673,0.0564043323228141
CSF3,0.11834063018613,0.0683090705487122,0.0578149920255183,0.115774744697565,0.0884044260979246,0.0699684973971551,0.14144992513929,0.0865497076023392,0.056676797935845,0.0377146073740501,0.0674206176598521,0.202862821541872,0.172519083969466,0.136186457318815,0.116060476394238,0.103383458646617,0.102493074792244,0.11674247346762,0.198099415204678,0.104742317605737
CSF3R,0.00973694592768529,0.0789473684210526,0.285087719298246,0.0474911626080126,0.036171310629515,0.31058378391983,0.0498907769968992,0.0110918321444637,0.665318260337175,1.65090533821184,0.108742931709439,0.00460574093185033,0,0.00920364927208297,0.0179574953644273,0.103383458646617,0.0498614958448753,0.0152335571438885,0.0730994152046784,0.00235713617970325
CSHL1,0.0335298505436302,0.0257558790593505,0.0123604465709729,0.0366702670856245,0.0338837289301686,0.0216700993737232,0.068544593256809,0.0147548358074674,0.00557584238952179,0.0136504362510554,0.0426272292301,0.0434583190001147,0.0412213740458015,0.0526779361259306,0.0624019398088718,0.0200501253132832,0.0182825484764543,0.0659880153057541,0.0453216374269006,0.0232909093337251
CSK,0.146837489158543,0.536394176931691,0.353269537480064,0.142640416339356,0.133066735466116,0.345173725738591,0.139739991982132,0.108527729580361,0.441803511687403,0.154470400600432,0.38560243584167,0.190517142529526,0.0793893129770992,0.166773011200507,0.155626872058194,0.162907268170426,0.481440443213296,0.541982528337304,0.531432748538012,0.160946326740475
CST7,0,0.0576707726763718,0.125996810207337,0.0124165357423409,0.00931945877766312,0.0156128745391014,0.0208219133252064,0.00425422530685689,0.043797695318479,0.189229758889202,0.249238799478034,0,0,0,0.00494936528312651,0.0200501253132832,0.060387811634349,0.230597068803696,0.184210526315789,0
CTLA4,0.00151261282702066,0.00447928331466965,0.00478468899521532,0.00635310290652003,0.0110623781676413,0.00262172127537302,0.0282834398291703,0,0,0.0074115770710198,0.0343627664201827,0.0129572296754959,0.0305343511450382,0.0346965988262887,0.0214805305947796,0.0200501253132832,0.397229916897507,0.0412966572810627,0.364766081871345,0.0218953244567903
