,B cell,Endothelial,Fibroblast,Glomerular endothelium,Macrophage,Malignancy A,Malignancy B,Mast cell,Mesangial cell,Monocyte,Myofibroblast A,Myofibroblast B,Neutrophil,NK cell,Pelvic epithelium,Plasma,Plasmablast,Podocyte,Principal cell,Smooth muscle,T cell,Transitional urothelium,Tubule,Type A intercalated cell
NLRP3,0.0287479406919275,0.0105075417855687,0.00974407582938389,0.00621468926553672,0.040495867768595,0.0317861137399983,0.0330634853003835,0.00120481927710843,0.000212089077412513,0.0646936895439889,0.00830348258706468,0.0180189673340358,0.0356801909307876,0.0181337363052512,0,0.00472279260780288,0.0129232895646164,0,0,0.0021505376344086,0.0225032752191877,0,0.0103546466476831,0.0471428571428571
NMBR,0.0172158154859967,0.0253872808805544,0.0203601895734597,0.0175141242937853,0.0195592286501377,0.0409919986234191,0.0411589262888794,0.00120481927710843,0.00869565217391304,0.011262091202211,0.018452736318408,0.0239901650860555,0.0189737470167064,0.0173781639591991,0,0.0242299794661191,0.0288182446440912,0.00198275862068965,0,0.0163594470046083,0.0213947394941046,0,0.0437483820864613,0.0185714285714286
NME1,0.0336902800658979,0.0488279657562169,0.0713554502369668,0.0175141242937853,0.0173553719008264,0.179596489718661,0.0854708138048573,0,0.0249558147755391,0.0250806080147398,0.0231293532338308,0.0160871092377942,0.0094272076372315,0.0264450321118247,0,0.0324435318275154,0.0257083621285418,0.0226724137931034,0,0.0159754224270353,0.0248211226443616,0,0.0916386228319959,0.0185714285714286
NME7,0.0158037185220052,0.0283428454953119,0.0311658767772512,0.00056497175141243,0.0162534435261708,0.104830938656113,0.0726885385598637,0.0373493975903614,0.0115235065394132,0.0140257945647167,0.0162636815920398,0.0148577449947313,0.00465393794749403,0.0139780884019645,0,0.00985626283367557,0.0156876295784381,0.020948275862069,0,0.0167434715821813,0.0177668043938325,0,0.0530675640693761,0.0185714285714286
NMT1,0.0426335608378442,0.0575927435792907,0.0709763033175355,0.00056497175141243,0.0283746556473829,0.187942011528865,0.122113336173839,0.0493975903614458,0.0299045599151644,0.0453477660064486,0.0429303482587065,0.0273270108886547,0.0094272076372315,0.0328673970532678,0,0.0283367556468173,0.0267449896337249,0.0537068965517241,0,0.0397849462365591,0.0339917363700494,0,0.0893088273362671,0.0471428571428571
NMU,0.00921393269004471,0.00520790868324501,0.00254028436018957,0.00056497175141243,0.00192837465564738,0.01965499440764,0.0224115892628888,0.00120481927710843,0.00233297985153764,0.0020497466605251,0.00283084577114428,0.00221285563751317,0,0.00831129580657348,0,0,0.00152038700760193,0.0123275862068965,0,0.00445468509984639,0.00335583996775169,0,0.00388299249288118,0.0185714285714286
NNAT,0.0136855730760179,0.0284447615165104,0.0402654028436019,0.00056497175141243,0.0024793388429752,0.0489073388970145,0.0445675330208777,0.0253012048192771,0.00975609756097561,0.0020497466605251,0.0122835820895522,0.00502283105022831,0,0.00982244049867775,0,0.00677618069815195,0.0060124395300622,0.0175,0,0.00445468509984639,0.00970472639322785,0,0.0258866166192079,0
NNMT,0.0612261708637326,0.706593966571545,1.62092890995261,0.0740112994350282,0.0931129476584022,15.6710358771402,12.5349808265871,0.398795180722892,0.221491693177801,0.0964762782128052,0.446313432835821,0.169933263083948,0.0404534606205251,0.148469965999244,0,0.148459958932238,0.156323427781617,0.0330172413793103,0,0.172273425499232,0.0891161946991837,0,0.813357494175511,0.0471428571428571
NNT,0.0169804659919981,0.0283428454953119,0.0328720379146919,0.0570621468926554,0.015702479338843,0.122210272735094,0.0812100553898594,0.0132530120481928,0.0168257334747261,0.0172501151543068,0.0197462686567164,0.0146821215314366,0.0118138424821002,0.0136003022289384,0,0.0262833675564682,0.0208707671043538,0,0,0.0171274961597542,0.0196815479189761,0,0.0833549055138493,0.0757142857142857
NOD2,0.039338667921864,0.0197818997146351,0.0178957345971564,0.00056497175141243,0.0366391184573003,0.0490794115116579,0.0522368981678739,0.0253012048192771,0.00834217037822552,0.0444265315522801,0.0137761194029851,0.0187214611872146,0.0380668257756563,0.0340007555723461,0,0.0334702258726899,0.0288182446440912,0.014051724137931,0,0.00752688172043011,0.0307669051698075,0,0.0377944602640435,0.0471428571428571
NODAL,0.0132148740880207,0.0222278842233999,0.0296492890995261,0.011864406779661,0.00881542699724518,0.039615417706272,0.0373242437153813,0.00120481927710843,0.0171792152704136,0.00619530170428374,0.0264129353233831,0.0106427818756586,0.00704057279236277,0.0185115224782773,0,0.0232032854209446,0.00912232204561161,0.014051724137931,0,0.0271121351766513,0.0164567167187343,0,0.0129433083096039,0
NOG,0.0278065427159332,0.0402670199755402,0.0294597156398104,0.0288135593220339,0.0148760330578512,0.0621569302245548,0.0927141031103536,0.0132530120481928,0.0143513609049134,0.0200138185168125,0.0301940298507463,0.0224095539164032,0.00704057279236277,0.0204004533434076,0,0.0314168377823409,0.0295093296475466,0.0123275862068965,0,0.0144393241167435,0.025627330444422,0,0.039606523427388,0
NONO,0.149246881619205,0.266316754993885,0.407469194312796,0.0796610169491525,0.116804407713499,0.857476555106255,0.533276523221133,0.181927710843374,0.139837398373984,0.156817134960848,0.138651741293532,0.105128205128205,0.0285202863961814,0.140536456365697,0,0.134086242299795,0.143538355217692,0.119224137931034,0,0.131566820276498,0.150085659578756,0,0.427646906549314,0.19
NOP10,0.0616968698517298,0.101110884631064,0.117611374407583,0.0175141242937853,0.0550964187327824,0.3780822507098,0.201363442692799,0.00120481927710843,0.0330858960763521,0.0596269000460617,0.0391492537313433,0.0368106779065683,0.014200477326969,0.0680015111446921,0,0.0365503080082136,0.0554250172771251,0.0416379310344828,0,0.0278801843317972,0.0645268567973395,0,0.106393994304944,0.0185714285714286
NOS1,0.00544834078606731,0.0107113738279658,0.000454976303317534,0,0.00330578512396694,0.0145788522756603,0.0117596932253941,0,0,0,0,0.000983491394450297,0,0.00264450321118247,0,0,0.000138217000691084,0.0123275862068965,0,0.00023041474654378,0.00184420034263831,0,0.0201915609629821,0.0757142857142857
NOS2,0.00474229230407154,0.0231451284141867,0.00974407582938389,0.0853107344632768,0.00826446280991736,0.0134603802804784,0.0245419684703877,0,0.000919052668787557,0.00803777061262091,0.00213432835820896,0.00256410256410256,0,0.00566679259539101,0,0.0108829568788501,0.00359364201796821,0.00887931034482758,0,0.00368663594470046,0.00406127179280459,0,0.00880144965053067,0.0185714285714286
NOS3,0.0143916215580136,0.203230737871993,0.0463317535545024,0.0514124293785311,0.0101928374655647,0.0402176718575239,0.0748189177673626,0.0373493975903614,0.0210675150229763,0.0177107323813911,0.0148706467661692,0.0122233930453109,0.0261336515513126,0.039289761994711,0,0.0119096509240246,0.017069799585349,0.0192241379310345,0.19,0.00791090629800307,0.0253250025193994,0,0.0222624902925188,0
NOSIP,0.0471052012238174,0.0766510395434162,0.0776113744075829,0.0401129943502825,0.0462809917355372,0.14389142218016,0.109757136770345,0.0734939759036145,0.0366207140332273,0.0273836941501612,0.0377562189054726,0.0359325605900948,0.0094272076372315,0.0483566301473366,0,0.0273100616016427,0.0409122322045612,0.0364655172413793,0,0.0263440860215054,0.0735966945480197,0,0.0874967641729226,0.0471428571428571
NOTCH1,0.0423982113438456,0.202007745617611,0.150976303317536,0.0966101694915254,0.0385674931129477,0.152839198141616,0.178781423093311,0.0614457831325301,0.0511134676564157,0.0283049286043298,0.0457164179104478,0.0315419740077274,0.0237470167064439,0.0714015867019267,0,0.0673511293634497,0.0564616447823082,0.0192241379310345,0,0.0221198156682028,0.0414491585206087,0,0.132280610924152,0
NOTCH4,0.0198046599199812,0.380360782715043,0.0851943127962085,0.130508474576271,0.0115702479338843,0.0312698958960681,0.0428632296548786,0.0253012048192771,0.0281371509367268,0.0181713496084754,0.00880099502487562,0.00748155953635406,0.0213603818615752,0.0438231960710238,0,0.0108829568788501,0.0160331720801659,0.00370689655172414,0,0.0105990783410138,0.0116194699183715,0,0.016308568470101,0
NOX1,0.00309484584608143,0.00520790868324501,0.000454976303317534,0,0.000550964187327823,0.014664888582982,0.0147422241158926,0,0.00834217037822552,0.00343159834177798,0.00362686567164179,0.00519845451352301,0.0022673031026253,0,0,0.0119096509240246,0.00532135452660677,0.000258620689655171,0,0,0.00134032046760052,0,0.00983691431529899,0.0471428571428571
NOX4,0.0209814073899741,0.0994802282918875,0.0616872037914692,0,0.009366391184573,0.230529983653102,0.073966766084363,0,0.0129374337221633,0.0117227084292953,0.0360646766169154,0.00818405338953284,0,0.027956176803929,0,0.0180698151950719,0.0149965445749827,0.0916379310344828,0,0.00906298003072197,0.014239645268568,0,0.0597980843903702,0.0185714285714286
NPAS2,0.0181572134619911,0.030279249898084,0.032303317535545,0.00621468926553672,0.0068870523415978,0.152753161834294,0.09995739241585,0,0.0168257334747261,0.0025103638876094,0.0263134328358209,0.00958904109589041,0.0094272076372315,0.0154892330940688,0,0.0108829568788501,0.0118866620594333,0.0071551724137931,0,0.0098310291858679,0.0112163660183412,0,0.069117266373285,0
NPC1,0.0212167568839727,0.0217183041174073,0.0262369668246446,0.00621468926553672,0.0234159779614325,0.0550159167168545,0.056071580741372,0,0.00869565217391304,0.0126439428834638,0.0161641791044776,0.0203020723568669,0,0.0328673970532678,0,0.0232032854209446,0.0329647546648238,0.0157758620689655,0.19,0.0121351766513057,0.0435654539957674,0,0.0533264302355682,0.161428571428571
NPC1L1,0.0183925629559896,0.0229412963717896,0.0178957345971564,0,0.0179063360881543,0.0528650090338123,0.0547933532168726,0.00120481927710843,0.00445387062566278,0.0209350529709811,0.014771144278607,0.0141552511415525,0.00704057279236277,0.0298451076690593,0,0.0108829568788501,0.017069799585349,0.0106034482758621,0,0.0136712749615975,0.0192784440189459,0,0.0572094227284494,0.0185714285714286
NPC2,0.129006825135326,0.213931920097839,0.241971563981043,0.0401129943502825,0.587052341597796,0.536905274025639,0.338133787814231,0.0855421686746988,0.105196182396607,0.377452786734224,0.157557213930348,0.211380400421496,0.00465393794749403,0.104268983755195,0.4,0.22135523613963,0.204699378023497,0.100258620689655,0,0.0762672811059908,0.105542678625416,0,0.357235309345069,0.132857142857143
NPDC1,0.022158154859967,0.806777415409702,0.21296682464455,0.271751412429379,0.0258953168044077,0.256082766927643,0.198380911802301,0.0493975903614458,0.127819017320608,0.0283049286043298,0.0677064676616915,0.0322444678609062,0.0309069212410501,0.0853796751038912,0,0.0406570841889117,0.0388389771941949,0.0692241379310345,0,0.041705069124424,0.0401390708455104,0,0.171110535852964,0.0185714285714286
NPEPPS,0.0412214638738527,0.0842947411333062,0.109649289099526,0.0231638418079096,0.0473829201101928,0.488294760388884,0.204345973583298,0.0373493975903614,0.0468716861081654,0.0398203592814371,0.0523830845771144,0.0283807516684229,0.0165871121718377,0.0340007555723461,0,0.0570841889117043,0.0457498272287491,0.0726724137931034,0.19,0.0436251920122888,0.0451778695958883,0,0.17680559150919,0.0471428571428571
NPFF,0.0518121911037891,0.0675805136567468,0.079127962085308,0.0175141242937853,0.0465564738292011,0.136320227135851,0.105070302513847,0.0614457831325301,0.0426299045599152,0.0504145555043759,0.0508905472636816,0.0315419740077274,0.0452267303102625,0.0487344163203627,0,0.185420944558522,0.196060815480304,0.0778448275862069,0,0.0447772657450077,0.0451778695958883,0.0380952380952381,0.0924152213305721,0
NPHP1,0.0139209225700165,0.0337443946188341,0.0334407582938389,0.011864406779661,0.009366391184573,0.0932160371676848,0.0628887942053686,0.00120481927710843,0.0101095793566631,0.011262091202211,0.0212388059701493,0.00414471373375483,0.0237470167064439,0.0132225160559124,0,0.0139630390143737,0.0229440221147201,0.0157758620689655,0.19,0.0121351766513057,0.0121233497934093,0,0.0572094227284494,0.0471428571428571
NPHP3,0.0263944457519416,0.0326233183856502,0.0239620853080569,0.00056497175141243,0.0165289256198347,0.0635335111417018,0.0475500639113762,0.0493975903614458,0.0168257334747261,0.0227775218793183,0.0278059701492537,0.0218826835265191,0.0118138424821002,0.0370230449565546,0,0.0293634496919918,0.0181064270905321,0.0261206896551724,0,0.0175115207373272,0.0233094830192482,0,0.0517732332384157,0.104285714285714
NPL,0.0207460578959755,0.0131573583367305,0.0175165876777251,0,0.0840220385674931,0.0674051449711778,0.0266723476778867,0.00120481927710843,0.00268646164722517,0.0292261630584984,0.0127810945273632,0.0199508254302775,0.00465393794749403,0.016622591613147,0,0.00574948665297741,0.014651002073255,0,0,0.00176651305683564,0.0165574926937418,0,0.0142376391405643,0
NPLOC4,0.0101553306660391,0.0215144720750102,0.016,0.00621468926553672,0.00413223140495868,0.0726533597178009,0.0437153813378781,0,0.0122304701307883,0.00757715338553662,0.0115870646766169,0.00414471373375483,0,0.00831129580657348,0,0.0190965092402464,0.0108500345542502,0.0123275862068965,0,0.00944700460829493,0.0125264536934395,0.0380952380952381,0.016308568470101,0
NPM2,0.0118027771240292,0.00653281695882593,0.0148625592417062,0,0.00826446280991736,0.0674051449711778,0.0526629740093737,0.0253012048192771,0.007988688582538,0.0084983878397052,0.00472139303482587,0.00273972602739726,0,0.0147336607480166,0,0.0190965092402464,0.00877677954388389,0.020948275862069,0,0,0.0100070543182505,0,0.0201915609629821,0.0185714285714286
NPPA,0.0056836902800659,0.0106094578067672,0.00879620853080569,0,0.000826446280991735,0.0352275660328659,0.0296548785683852,0.0493975903614458,0.00339342523860021,0.00757715338553662,0.00541791044776119,0.00607657182999649,0.0022673031026253,0.0011333585190782,0.2,0.0149897330595483,0.00774015203870076,0.00543103448275862,0,0.000998463901689709,0.00466592764284994,0,0.00983691431529899,0
NPPB,0.0198046599199812,0.016112922951488,0.0205497630331754,0.011864406779661,0.00578512396694215,0.039615417706272,0.0343417128248828,0.0493975903614458,0.0104630611523507,0.0131045601105481,0.0130796019900498,0.00572532490340709,0.00465393794749403,0.0162448054401209,0,0.00574948665297741,0.0118866620594333,0.0226724137931034,0,0.0125192012288786,0.0110148140683261,0,0.0227802226249029,0.104285714285714
NPPC,0.0280418922099317,0.0408785161027313,0.0224454976303318,0.0344632768361582,0.0176308539944904,0.080396627376753,0.106348530038347,0.0132530120481928,0.0122304701307883,0.0296867802855827,0.0260149253731343,0.0127502634351949,0.0237470167064439,0.0215338118624858,0.4,0.035523613963039,0.0250172771250864,0.00887931034482758,0,0.0140552995391705,0.0286506096946488,0.0380952380952381,0.0548796272327207,0
NPR1,0.00215344787008708,0.0859253974724827,0.0201706161137441,0.0796610169491525,0.000826446280991735,0.21925922739396,0.0910097997443545,0.0132530120481928,0.0101095793566631,0.000667894979272225,0.010592039800995,0.00151036178433439,0,0.00944465432565168,0,0.00472279260780288,0.00117484450587422,0.0985344827586207,0,0.0724270353302611,0.00265040814269878,0,0.000258866166192077,0
NPR2,0.0275711932219346,0.033540562576437,0.0374218009478673,0.00621468926553672,0.0140495867768595,0.0605222403854427,0.0509586706433745,0,0.0221279604100389,0.00941962229387379,0.0291990049751244,0.0125746399719002,0.00704057279236277,0.0215338118624858,0,0.0242299794661191,0.0191430545957153,0.0381896551724138,0,0.0282642089093702,0.0284490577446337,0,0.0380533264302356,0
NPR3,0.00356554483407861,0.0337443946188341,0.0298388625592417,0,0,0.315533855286931,0.027950575202386,0.0132530120481928,0.0193001060445387,0.0089590050667895,0.0116865671641791,0.00344221988057604,0.00704057279236277,0.00982244049867775,0,0.0129363449691992,0.00532135452660677,0.129568965517241,0,0.00253456221198157,0.00123954449259297,0.0380952380952381,0.0201915609629821,0.0471428571428571
NPS,0.00474229230407154,0.00561557276803913,0,0.00056497175141243,0.00192837465564738,0.0150950701195905,0.0198551342138901,0,0,0,0.00362686567164179,0.000105374077976816,0.00704057279236277,0.000377786173026065,0,0,0,0,0,0,0,0.0380952380952381,0.00595392182241781,0
NPTN,0.0165097670040009,0.0919384427231961,0.120075829383886,0.0231638418079096,0.0349862258953168,0.278280134216639,0.182190029825309,0.0855421686746988,0.0373276776246023,0.0172501151543068,0.0480049751243781,0.024868282402529,0.0094272076372315,0.0139780884019645,0,0.0160164271047228,0.0222529371112647,0.0623275862068965,0,0.0682027649769585,0.0187745641439081,0,0.116748640952627,0.132857142857143
NPVF,0.0235702518239586,0.0263045250713412,0.0321137440758294,0.00621468926553672,0.0223140495867769,0.0666308182052826,0.0752449936088624,0.0132530120481928,0.0115235065394132,0.0167894979272225,0.0228308457711443,0.0174920969441517,0.0094272076372315,0.017000377786173,0,0.0242299794661191,0.0205252246026261,0.0175,0,0.0175115207373272,0.0181699082938627,0,0.0333937354387782,0.0757142857142857
NPY,0.00897858319604613,0.0138707704851203,0.0178957345971564,0,0.00413223140495868,0.0392712724769853,0.0305070302513847,0,0.00904913396960057,0.00527406725011515,0.00661194029850746,0.00168598524762908,0.00465393794749403,0.00604457876841707,0,0.0129363449691992,0.00704906703524533,0,0,0.00599078341013825,0.00436359971782727,0.0857142857142857,0.0181206316334455,0.0185714285714286
NPY1R,0.0188632619439868,0.0408785161027313,0.037042654028436,0.011864406779661,0.0068870523415978,0.0267960079153403,0.0509586706433745,0.0132530120481928,0.0182396606574761,0.0163288807001382,0.0776567164179104,0.0260976466455918,0.014200477326969,0.0181337363052512,0.2,0.0273100616016427,0.0205252246026261,0.0106034482758621,0,0.030952380952381,0.0145419731935906,0,0.0147553714729485,0.0471428571428571
NPY2R,0.0106260296540362,0.0159090909090909,0.00803791469194313,0.0288135593220339,0.00716253443526171,0.0266239353006969,0.0283766510438858,0.00120481927710843,0.00551431601272535,0.0121833256563795,0.00243283582089552,0.0116965226554268,0.00465393794749403,0.0117113713638081,0,0.0262833675564682,0.0108500345542502,0.0071551724137931,0,0.00253456221198157,0.0115186939433639,0,0.023039088791095,0
NPY5R,0.0103906801600377,0.0197818997146351,0.0277535545023697,0.00056497175141243,0.0168044077134986,0.0434010152284264,0.0526629740093737,0.0373493975903614,0.0150583244962884,0.00481345002303086,0.0214378109452736,0.017316473480857,0.0309069212410501,0.0136003022289384,0,0.0149897330595483,0.0381478921907395,0.0175,0,0.0152073732718894,0.0111155900433337,0,0.0543618949003365,0.0185714285714286
NQO1,0.0106260296540362,0.0781797798613942,0.0341990521327014,0.0288135593220339,0.00826446280991736,0.0779876107717457,0.0390285470813805,0,0.0203605514316013,0.0117227084292953,0.0129800995024876,0.00835967685282754,0.0118138424821002,0.0219115980355119,0,0.0139630390143737,0.0139599170697996,0.181293103448276,0,0.0125192012288786,0.0154489569686587,0,0.0833549055138493,0.0185714285714286
NR1H2,0.0360437750058837,0.0539237668161435,0.0677535545023697,0.0175141242937853,0.0336088154269972,0.163077518712897,0.0961227098423519,0.0132530120481928,0.0246023329798515,0.0416628281897743,0.0292985074626866,0.0218826835265191,0,0.0290895353230072,0,0.0252566735112936,0.0277816171389081,0.0399137931034483,0,0.0240399385560676,0.0311700090698377,0,0.0629044783846751,0.0757142857142857
NR1H3,0.031336785125912,0.0364961271911945,0.04860663507109,0.00056497175141243,0.0245179063360882,0.195599242880496,0.136599914784832,0.0493975903614458,0.0203605514316013,0.0329111008751727,0.0270099502487562,0.0203020723568669,0.014200477326969,0.0230449565545901,0,0.0180698151950719,0.0205252246026261,0.0175,0,0.0125192012288786,0.0317746649198831,0,0.0414185865907326,0.0185714285714286
NR2F2,0.0529889385737821,0.27640644109254,0.630976303317536,0.124858757062147,0.0672176308539945,0.413012991482406,0.23928419258628,0.0734939759036145,0.416260162601626,0.0573238139106403,0.476164179104478,0.167825781524412,0.0213603818615752,0.0846241027578391,0,0.132032854209446,0.110366275051831,0.169224137931034,0.39,0.31705069124424,0.069666431522725,0.0380952380952381,0.292518767797049,0.161428571428571
NR3C1,0.0343963285478936,0.0482164696290257,0.0819715639810426,0.0401129943502825,0.0421487603305785,0.268902176718575,0.122539412015339,0.0614457831325301,0.0383881230116649,0.0388991248272685,0.035865671641791,0.0188970846505093,0.0094272076372315,0.0404231205137892,0,0.0303901437371663,0.0353835521769178,0.0175,0,0.0324884792626728,0.0401390708455104,0,0.0499611700750712,0.0185714285714286
NR3C2,0.0318074841139092,0.0321137382796576,0.0326824644549763,0.0175141242937853,0.00826446280991736,0.0501978835068399,0.042011077971879,0.0253012048192771,0.0228349240014139,0.0158682634730539,0.0207412935323383,0.0192483315770987,0.0022673031026253,0.0188893086513034,0,0.0386036960985626,0.0163787145818936,0.0381896551724138,0,0.0182795698924731,0.0365111357452383,0,0.103287600310639,0
NRAS,0.0315721346199106,0.0730839788014676,0.0804549763033175,0.0175141242937853,0.0272727272727273,0.271225157016261,0.134469535577333,0.0253012048192771,0.024248851184164,0.0402809765085214,0.0238258706467662,0.024868282402529,0.00465393794749403,0.0445787684170759,0,0.0663244353182751,0.0416033172080166,0.0261206896551724,0,0.0209677419354839,0.0373173435452988,0,0.0709293295366296,0.0185714285714286
NRBF2,0.0567545304777595,0.0356807990216062,0.0410236966824645,0.011864406779661,0.0292011019283747,0.107928245719694,0.076097145291862,0.0253012048192771,0.0214209968186638,0.0444265315522801,0.0281044776119403,0.0264488935721812,0.0189737470167064,0.0483566301473366,0,0.035523613963039,0.0412577747062889,0.0243965517241379,0,0.0175115207373272,0.0323793207699284,0,0.0507377685736474,0.0757142857142857
NRCAM,0.00662508825606025,0.0179474113330616,0.00860663507109004,0.0231638418079096,0.0024793388429752,0.0265378989933752,0.0275244993608862,0,0,0.00527406725011515,0.00183582089552239,0.000632244467860905,0,0.00453343407631281,0,0.00985626283367557,0.00393918451969592,0.00887931034482758,0,0.000614439324116743,0.00506903154288018,0,0.00983691431529899,0
NRF1,0.0125088256060249,0.016316754993885,0.0125876777251185,0.00056497175141243,0.00909090909090909,0.0360018927987611,0.0292288027268854,0,0.00445387062566278,0.00619530170428374,0.00641293532338308,0.00677906568317527,0.00704057279236277,0.0143558745749906,0,0.0119096509240246,0.00704906703524533,0.0123275862068965,0,0.00791090629800307,0.0147435251436058,0,0.0302873414444732,0.0471428571428571
NRG1,0,0,0,0,0.000826446280991735,0.0248171728469414,0.0126118449083937,0,0,0,0,0,0,0.00377786173026067,0,0,0,0.000258620689655171,0.19,0,0.000131008767509825,0,0.00647165415480197,0
NRG2,0.0374558719698753,0.0356807990216062,0.0319241706161137,0.011864406779661,0.0121212121212121,0.119801256130087,0.0709842351938645,0.0132530120481928,0.0125839519264758,0.0186319668355597,0.021636815920398,0.0194239550403934,0.00465393794749403,0.0264450321118247,0,0.0344969199178645,0.0246717346233587,0.0192241379310345,0,0.00944700460829493,0.0295575934697168,0,0.0269220812839762,0.0185714285714286
NRG3,0.00262414685808425,0.00969221361598043,0.0165687203791469,0.0175141242937853,0.00385674931129476,0.014664888582982,0.0185769066893907,0.0132530120481928,0.00657476139978791,0.00573468447719945,0.00700995024875622,0.00432033719704952,0.0022673031026253,0.00944465432565168,0,0.00164271047227926,0.00774015203870076,0.0071551724137931,0,0.00714285714285714,0.00204575229265343,0,0.0108723789800673,0
NRG4,0.00686043775005883,0.00418874847125968,0.000454976303317534,0,0.00303030303030303,0.024386991310333,0.0164465274818918,0.00120481927710843,0,0.000667894979272225,0.00332835820895522,0.00572532490340709,0.0022673031026253,0.00642236494144314,0,0.000616016427104722,0.00117484450587422,0.0106034482758621,0,0,0.00496825556787262,0.0380952380952381,0.0144965053067564,0.0185714285714286
NRGN,0.0694634031536832,0.0922441907867917,0.138085308056872,0.113559322033898,0.0198347107438017,0.085386733201411,0.108904985087346,0.00120481927710843,0.0458112407211029,0.0531782588668816,0.0252189054726368,0.0354056902002107,0.014200477326969,0.0547789950887797,0,0.0437371663244353,0.0371112646855563,0.0330172413793103,0,0.110061443932412,0.066240048372468,0.133333333333333,0.0711881957028216,0.0471428571428571
NRIP1,0.00874323370204754,0.031807990216062,0.0307867298578199,0.00621468926553672,0.0228650137741047,0.202224038544266,0.105070302513847,0.0855421686746988,0.00692824319547543,0.0140257945647167,0.0172587064676617,0.00871092377941693,0.0022673031026253,0.0128447298828863,0,0.00985626283367557,0.0125777470628887,0.0347413793103448,0,0.00560675883256529,0.00688299909301622,0,0.0538441625679524,0
NRP1,0.0423982113438456,0.406858948226661,0.634578199052133,0.14180790960452,0.16198347107438,0.864961713843242,0.544780570941628,0.0132530120481928,0.15609756097561,0.04120221096269,0.267805970149254,0.117070600632244,0.0356801909307876,0.061579146203249,0,0.0909650924024641,0.0851416724257084,0.0847413793103448,0,0.109677419354839,0.0561624508717122,0,0.100957804814911,0.0185714285714286
NRP2,0.0348670275358908,0.124449653485528,0.0630142180094787,0.00056497175141243,0.0630853994490358,0.138126989589607,0.137878142309331,0,0.039802050194415,0.0296867802855827,0.0577562189054726,0.02715138742536,0.0022673031026253,0.0181337363052512,0,0.0211498973305955,0.0187975120939876,0.0261206896551724,0.19,0.0355606758832565,0.0121233497934093,0.0857142857142857,0.0579860212270256,0.0185714285714286
NRSN1,0.0127441751000235,0.0143803505911129,0.0122085308056872,0.011864406779661,0.00606060606060606,0.0291189882130259,0.0215594375798892,0,0.00445387062566278,0.00941962229387379,0.00770646766169154,0.00291534949069196,0.00465393794749403,0.022289384208538,0,0.0324435318275154,0.0101589495507947,0.00543103448275862,0,0.0105990783410138,0.00768920689307669,0,0.0352057986021227,0.0185714285714286
NRXN1,0.022158154859967,0.0197818997146351,0.0161895734597156,0.00056497175141243,0.0121212121212121,0.0404757807794889,0.033915636983383,0.00120481927710843,0.0143513609049134,0.0117227084292953,0.0153681592039801,0.0159114857744995,0.00465393794749403,0.0196448809973555,0,0.0149897330595483,0.0167242570836213,0.000258620689655171,0,0.00599078341013825,0.0144411972185831,0.0380952380952381,0.0261454827854,0.0185714285714286
NRXN2,0.00662508825606025,0.00459641255605381,0.0213080568720379,0,0.00165289256198347,0.0572528607072184,0.0381763953983809,0.0493975903614458,0.00233297985153764,0.0020497466605251,0.0136766169154229,0.0055497014401124,0,0.00302228938420854,0,0.00985626283367557,0,0.00370689655172414,0,0,0.000634888642547616,0,0,0
NRXN3,0.034160979053895,0.0395536078271504,0.058085308056872,0.00056497175141243,0.0297520661157025,0.0883980039576701,0.122539412015339,0.0253012048192771,0.0362672322375398,0.0338323353293413,0.0375572139303483,0.028907622058307,0.0118138424821002,0.0275783906309029,0.2,0.0550308008213552,0.0419488597097443,0.0399137931034483,0,0.0501536098310292,0.0292552655446941,0.0380952380952381,0.0742945896971266,0.0757142857142857
NSD1,0.0240409508119558,0.0465858132898492,0.0506919431279621,0.011864406779661,0.0159779614325069,0.190523100748516,0.0697060076693651,0,0.0295510781194768,0.0306080147397513,0.032681592039801,0.0245170354759396,0.00465393794749403,0.0294673214960332,0,0.0242299794661191,0.0236351071181755,0.0243965517241379,0,0.0140552995391705,0.0310692330948302,0,0.0603158167227543,0.0185714285714286
NSD2,0.0412214638738527,0.0605483081940481,0.0616872037914692,0.0231638418079096,0.0316804407713499,0.158173449195561,0.149808265871325,0.0493975903614458,0.0330858960763521,0.0402809765085214,0.0291990049751244,0.0296101159114858,0.0165871121718377,0.0521344918775973,0,0.0437371663244353,0.0388389771941949,0.0330172413793103,0,0.0244239631336406,0.0419530383956465,0,0.118819570282164,0.0471428571428571
NSD3,0.0343963285478936,0.0299735018344884,0.0508815165876777,0.0344632768361582,0.0104683195592286,0.105261120192721,0.0633148700468683,0.00120481927710843,0.0200070696359138,0.0154076462459696,0.0191492537313433,0.0129258868984896,0.0118138424821002,0.0173781639591991,0,0.0149897330595483,0.0274360746371804,0.0278448275862069,0,0.0240399385560676,0.0287513856696564,0,0.0582448873932177,0.132857142857143
NSDHL,0.00238879736408567,0.0132592743579291,0.0190331753554502,0.00621468926553672,0.00633608815426997,0.150258108921965,0.0356199403493822,0.0132530120481928,0.00516083421703782,0.000207277752187931,0.00283084577114428,0.000807867931155601,0.0022673031026253,0.00982244049867775,0,0,0,0.000258620689655171,0,0.00368663594470046,0.00406127179280459,0.133333333333333,0.0160497023039089,0.0471428571428571
