,Acinar A,Acinar B,Active stellate,Alpha cells,Beta cells,Delta cells,Ductal,Epsilon cells,Gamma cells,Macrophage,Quiescent stellate
MCCC2,0.00920356309371199,0.0133407946278679,0.01,0.0045748987854251,0.0158527131782946,0.0226168224299065,0.0155498094719652,0,0.0378378378378378,0,0.0134346054094109
MCCD1,0.00742859021135325,0.00774482372691662,0,0.00255060728744939,0.0110077519379845,0.0132710280373832,0.012691888949374,0,0,0.0163660477453581,0.00417191552426825
MCEE,0.0176839890872038,0.0166983771684387,0.003734335839599,0.0288663967611336,0.0313565891472868,0,0.015141535111595,0.235,0,0.00575596816976127,0.0152871433864394
MCEMP1,0.00118331525490583,0.00326804700615557,0.0012280701754386,0.000526315789473684,0.00713178294573643,0,0.00547904191616766,0.485,0,0.00442970822281167,0.00380140792886254
MCF2,0,0.000470061555679911,0,0,0,0,0,0,0,0.00973474801061008,0
MCF2L,0.00516056930611708,0.00858421936205932,0,0.0572064777327935,0.0584883720930233,0.0132710280373832,0.0212656505171475,0.735,0.118918918918919,0.0110610079575597,0.0993923675435346
MCF2L2,0,0.000470061555679911,0,0.000526315789473684,0.0236046511627907,0.00392523364485981,0.00847305389221557,0,0,0,0.00380140792886254
MCFD2,0.128915623048352,0.147923894795747,0.0588721804511278,0.0936437246963563,0.0274806201550388,0.0132710280373832,0.0586908002177463,0,0.0648648648648649,0.0495225464190981,0.0616005928121526
MCHR1,0.000525917891069257,0,0.0049874686716792,0.0045748987854251,0.00228682170542636,0.0132710280373832,0.00384594447468699,0,0,0.00575596816976127,0
MCHR2,0.00328698681918286,0.00270844991606044,0.0137593984962406,0.00255060728744939,0.00906976744186046,0.00392523364485981,0.00765650517147523,0,0,0.00840848806366048,0.000466839570211189
MCIDAS,0.00548926798803537,0.0108226077224398,0.0112531328320802,0.0227935222672065,0.00422480620155039,0.00392523364485981,0.00752041371801851,0,0,0.00310344827586207,0.000466839570211189
MCL1,0.034118923183118,0.068740906547286,0.0576190476190476,0.0369635627530364,0.0652713178294574,0.0132710280373832,0.0590990745781165,0,0.0108108108108108,0.0588063660477454,0.0438162282326788
MCM10,0.0128192485948131,0.030688304420817,0.0049874686716792,0.0126720647773279,0.00325581395348837,0.0132710280373832,0.0103783342406097,0,0,0.0137135278514589,0.00935902185994813
MCM2,0.00213654143246886,0.00130945719082261,0.003734335839599,0.0106477732793522,0.0148837209302326,0.00392523364485981,0.00588731627653783,0,0,0.00840848806366048,0.0071359762875139
MCM3,0.0138710843769516,0.0250923335198657,0.022531328320802,0.0227935222672065,0.0294186046511628,0.0226168224299065,0.0226265650517148,0,0,0.0442175066312997,0.0223267876991478
MCM3AP,0.0272819905992177,0.0365640738668159,0.0375689223057644,0.0511336032388664,0.0526744186046512,0.0973831775700935,0.0307920522591181,0,0.0378378378378378,0.0389124668435013,0.0256613560577992
MCM4,0.0131808171449232,0.0164185786233912,0.016265664160401,0.0045748987854251,0.0197286821705426,0.00392523364485981,0.0174550898203593,0,0,0.0163660477453581,0.017139681363468
MCM5,0.00611379548368011,0.0102630106323447,0.0012280701754386,0,0.00616279069767442,0.00392523364485981,0.0257566684812194,0,0.0108108108108108,0.0694164456233422,0.00824749907373101
MCM6,0.00453604181047234,0.00914381645215445,0.0112531328320802,0.0106477732793522,0.0177906976744186,0.0413084112149533,0.00860914534567229,0,0,0.0110610079575597,0.00565394590589107
MCM7,0.0286953949314663,0.039082260772244,0.0187719298245614,0.032914979757085,0.0245736434108527,0.0132710280373832,0.0329695155144257,0,0,0.0415649867374005,0.020844757317525
MCM8,0.0141011734542944,0.0161387800783436,0.028796992481203,0.0207692307692308,0.0158527131782946,0.0319626168224299,0.0260288513881328,0,0,0.0349336870026525,0.0071359762875139
MCM9,0.0184728659238076,0.0206155567991046,0.0137593984962406,0.0349392712550607,0.0362015503875969,0.11607476635514,0.0329695155144257,0,0.0378378378378378,0.0216710875331565,0.0215857725083364
MCMBP,0.00825033691614897,0.00102965864577504,0.0074937343358396,0,0,0.00392523364485981,0.00439031028851388,0,0.0648648648648649,0.0123872679045093,0.00898851426454242
MCMDC2,0.0004601781546856,0.00410744264129827,0,0,0,0.0226168224299065,0.00643168209036473,0,0,0.00708222811671087,0
MCOLN1,0.004601781546856,0.00746502518186905,0.0087468671679198,0.0167206477732793,0.0303875968992248,0.0319626168224299,0.00792868807838868,0,0.0108108108108108,0.0362599469496021,0.0075064838829196
MCOLN2,0.00246524011438714,0.00522663682148853,0,0,0,0,0.00683995645073489,0,0.0108108108108108,0,0.00417191552426825
MCOLN3,0.00568648719718634,0.00662562954672636,0.0024812030075188,0.0227935222672065,0.0100387596899225,0,0.0140528034839412,0,0,0.00840848806366048,0
MCPH1,0.0020708016960852,0.00438724118634583,0.0024812030075188,0.000526315789473684,0,0,0.0050707675557975,0,0,0.00177718832891247,0.00565394590589107
MCRIP1,0.0318837721460737,0.0471964185786234,0.0388220551378446,0.0632793522267207,0.0507364341085271,0.0880373831775701,0.0622291780076211,0.485,0,0.0455437665782493,0.0471507965913301
MCRIP2,0.0385234855208231,0.0376832680470062,0.0049874686716792,0.0227935222672065,0.0265116279069767,0.0319626168224299,0.0295672291780076,0,0.0648648648648649,0.0190185676392573,0.0178806965542794
MCRS1,0.0279393879630543,0.0194963626189144,0.01,0.032914979757085,0.0245736434108527,0.0132710280373832,0.0291589548176375,0,0.0378378378378378,0.0243236074270557,0.0163986661726565
MCTP1,0.003451336160142,0.00690542809177392,0,0.032914979757085,0.00325581395348837,0,0.000715841045182363,0,0,0.000450928381962864,0.0012078547610226
MCTP2,0.0254084081122835,0.0332064913262451,0.0187719298245614,0.0106477732793522,0.0652713178294574,0.106728971962617,0.0306559608056614,0,0.0918918918918919,0.0163660477453581,0.0123230826231938
MCTS1,0.00354994576471748,0.00410744264129827,0.003734335839599,0.0045748987854251,0.0119767441860465,0.0226168224299065,0.00439031028851388,0,0,0.00840848806366048,0.00194886995183401
MCTS2,0.0129835979357723,0.0130609960828204,0.003734335839599,0,0.0148837209302326,0.0132710280373832,0.0141888949373979,0,0.0378378378378378,0.0150397877984085,0.0078769914783253
MCU,0.0118988922854419,0.0239731393396754,0.0212781954887218,0.0369635627530364,0.00422480620155039,0.0132710280373832,0.00888132825258574,0,0.0108108108108108,0.0137135278514589,0.0078769914783253
MCUB,0,0,0,0.0106477732793522,0.0100387596899225,0.0413084112149533,3.53837778987471e-05,0,0.0108108108108108,0.0203448275862069,0
MCUR1,0.0219570719521415,0.0161387800783436,0.0137593984962406,0.0349392712550607,0.00906976744186046,0.0132710280373832,0.0140528034839412,0,0.0648648648648649,0.0176923076923077,0.0215857725083364
MDC1,0.0029911580054564,0.00914381645215445,0.0049874686716792,0.0167206477732793,0.0110077519379845,0,0.0182716385410996,0,0,0.0123872679045093,0.00380140792886254
MDFI,0.00351707589652566,0.00326804700615557,0.0501002506265664,0.0207692307692308,0.0236046511627907,0,0.00738432226456179,0,0,0.00177718832891247,0.0219562801037421
MDFIC,0.00660684350655754,0.0108226077224398,0.0275438596491228,0.0146963562753036,0.0168217054263566,0,0.0256205770277627,0,0.0108108108108108,0.0229973474801061,0.0249203408669878
MDFIC2,0.0089734740163692,0.00914381645215445,0.0062406015037594,0.0187449392712551,0.00906976744186046,0,0.0113309744148068,0,0,0.00840848806366048,0.00268988514264542
MDGA1,0.00479900075600697,0.00354784555120313,0.0325563909774436,0.00255060728744939,0.00131782945736434,0.00392523364485981,0.00561513336962439,0,0.0378378378378378,0.00973474801061008,0.00602445350129678
MDGA2,0,0.00326804700615557,0,0.00659919028340081,0.0110077519379845,0,0.00112411540555253,0,0,0.00442970822281167,0.0012078547610226
MDH1,0.0392137527528515,0.0488752098489088,0.0676441102756892,0.105789473684211,0.0739922480620155,0.00392523364485981,0.0659036472509526,0,0.118918918918919,0.0548275862068965,0.0545609484994442
MDH1B,0.000624527495644744,0.00102965864577504,0.0049874686716792,0.0045748987854251,0.00906976744186046,0.00392523364485981,0.00248502994011976,0,0,0.00973474801061008,0.00306039273805113
MDH2,0.0682049764980442,0.0986793508673755,0.0450877192982456,0.107813765182186,0.0807751937984496,0.11607476635514,0.0576020685900926,0.235,0.0648648648648649,0.0826790450928382,0.0508558725453872
MDK,0.0256713670578181,0.0404812534974818,0.0425814536340852,0.207004048582996,0.043953488372093,0.20018691588785,0.0682172019597169,0,0.0918918918918919,0.0269761273209549,0.0256613560577992
MDM1,0.0120961114945929,0.00998321208729715,0.0125062656641604,0.00659919028340081,0.0294186046511628,0,0.0120114316820904,0,0,0.0137135278514589,0.0075064838829196
MDM2,0.0293856621634947,0.0250923335198657,0.022531328320802,0.0288663967611336,0.0216666666666667,0.0226168224299065,0.0185438214480131,0,0,0.00177718832891247,0.017139681363468
MDM4,0.0388193143345495,0.0443984331281477,0.047593984962406,0.0551821862348178,0.0536434108527132,0.0132710280373832,0.0561050626020686,0,0.0918918918918919,0.0402387267904509,0.0404816598740274
MDN1,0.0101239194030832,0.0175377728035814,0.0074937343358396,0.0227935222672065,0.0197286821705426,0.0132710280373832,0.00520685900925422,0.235,0.0378378378378378,0.0190185676392573,0.00343090033345684
MDP1,0.00223515103704434,0.0055064353665361,0,0.00862348178137652,0.0110077519379845,0,0.00466249319542733,0,0.0648648648648649,0.00442970822281167,0.0012078547610226
ME1,0.00220228116885251,0.00158925573587017,0,0.0268421052631579,0.00325581395348837,0.0319626168224299,0.0033015786608601,0,0.0108108108108108,0.00840848806366048,0.00194886995183401
ME2,0.0217927226111823,0.0152993844432009,0.0049874686716792,0.00862348178137652,0.0313565891472868,0.00392523364485981,0.0122836145890038,0,0.0108108108108108,0.0203448275862069,0.0126935902185995
ME3,0.0146270913453637,0.0127811975377728,0,0.0106477732793522,0.0197286821705426,0,0.0189520958083832,0,0,0.00442970822281167,0.00861800666913672
MEA1,0.0152187489728166,0.0183771684387241,0.0200250626566416,0.0410121457489879,0.0352325581395349,0.0132710280373832,0.020040827436037,0,0.118918918918919,0.0150397877984085,0.0134346054094109
MEAK7,0.00532491864707623,0.00718522663682149,0.0125062656641604,0.0106477732793522,0.0216666666666667,0.0132710280373832,0.00561513336962439,0.235,0,0.0256498673740053,0.00417191552426825
MECOM,0.0261644150806955,0.0208953553441522,0.0125062656641604,0.00862348178137652,0.00131782945736434,0.0132710280373832,0.00915351115949918,0,0.0108108108108108,0.00177718832891247,0.0167691737680622
MECP2,0.0115373237353318,0.0105428091773923,0.0150125313283208,0.0146963562753036,0.0139147286821705,0,0.0234431137724551,0,0,0.0176923076923077,0.0104705446461652
MECR,0.0152516188410084,0.017817571348629,0.0112531328320802,0.0308906882591093,0.0323255813953488,0,0.0205851932498639,0,0.0378378378378378,0.0269761273209549,0.0104705446461652
MED1,0.00371429510567663,0.00662562954672636,0,0.00255060728744939,0.0139147286821705,0.0226168224299065,0.00602340772999456,0,0.0108108108108108,0.00575596816976127,0.00380140792886254
MED10,0.0100253097985077,0.0194963626189144,0.0112531328320802,0.00862348178137652,0.00616279069767442,0.00392523364485981,0.0105144256940664,0,0,0.0243236074270557,0.0175101889588737
MED11,0.0168951122505999,0.0332064913262451,0.0150125313283208,0.0268421052631579,0.00906976744186046,0.0226168224299065,0.021537833424061,0,0,0.0137135278514589,0.0260318636532049
MED12,0.0213325444564967,0.0211751538891998,0.022531328320802,0.0288663967611336,0.0226356589147287,0.0413084112149533,0.0347387044093631,0,0.0108108108108108,0.0309549071618037,0.0252908484623935
MED12L,9.86096045754864e-05,0.00606603245663123,0.0087468671679198,0.00659919028340081,0.00810077519379845,0.0132710280373832,0.00275721284703321,0,0.0648648648648649,0.00973474801061008,0
MED13L,0.00933504256647931,0.00886401790710688,0.0112531328320802,0.0248178137651822,0.00325581395348837,0,0.00711213935764834,0,0,0.0163660477453581,0.0138051130048166
MED14,0.0118331525490583,0.0119418019026301,0.0137593984962406,0.0308906882591093,0.0168217054263566,0.0413084112149533,0.0137806205770278,0,0,0.00575596816976127,0.0071359762875139
MED14OS,0.00571935706537817,0.0111024062674874,0,0.0167206477732793,0.0177906976744186,0.0132710280373832,0.0105144256940664,0,0.0648648648648649,0,0.000837347165616896
MED15,0.030667587022976,0.0404812534974818,0.0501002506265664,0.0612550607287449,0.0623643410852713,0.0413084112149533,0.0524305933587371,0,0.0648648648648649,0.0641114058355438,0.0471507965913301
MED16,0.0625184893008579,0.06482372691662,0.0375689223057644,0.0572064777327935,0.0623643410852713,0.0693457943925234,0.0482117583015787,0,0.0378378378378378,0.0296286472148541,0.0364060763245646
MED17,0.0148243105545147,0.0200559597090095,0.0313032581453634,0.0187449392712551,0.0274806201550388,0.00392523364485981,0.0256205770277627,0.485,0,0.0203448275862069,0.0134346054094109
MED18,0.00926930283009565,0.0133407946278679,0.0187719298245614,0.0207692307692308,0.0197286821705426,0.0319626168224299,0.0171829069134458,0,0,0.0163660477453581,0.0167691737680622
MED19,0,0,0.01,0.00659919028340081,0,0,0.00398203592814371,0,0.0108108108108108,0.00973474801061008,9.63319748054827e-05
MED20,0.00848042599349177,0.00914381645215445,0.01,0.0045748987854251,0.0236046511627907,0.0319626168224299,0.0128279804028307,0,0,0.00840848806366048,0.00861800666913672
MED21,0.021464023929264,0.0239731393396754,0.0237844611528822,0.0430364372469636,0.0129457364341085,0,0.0307920522591181,0,0.0108108108108108,0.0243236074270557,0.0245498332715821
MED23,0.004601781546856,0.00522663682148853,0.0024812030075188,0.00255060728744939,0,0,0.00860914534567229,0,0.0108108108108108,0.00177718832891247,0.00417191552426825
MED24,0.0192946126286034,0.0360044767767208,0.0237844611528822,0.0248178137651822,0.0352325581395349,0.0132710280373832,0.0429041916167665,0,0.145945945945946,0.0375862068965517,0.0241793256761764
MED26,0.00631101469283108,0.00774482372691662,0.01,0.0187449392712551,0.00713178294573643,0.0132710280373832,0.00302939575394665,0,0.0108108108108108,0.00575596816976127,0.0104705446461652
MED27,0.0187029550011504,0.0281701175153889,0.0062406015037594,0.0288663967611336,0.0187596899224806,0.0693457943925234,0.0316086009798585,0,0.0378378378378378,0.0283023872679045,0.014546128195628
MED28,0.0320481214870328,0.0365640738668159,0.0438345864661654,0.0450607287449393,0.0623643410852713,0.0413084112149533,0.0329695155144257,0,0,0.0561538461538462,0.0356650611337532
MED29,0.0295500115044539,0.0483156127588137,0.0325563909774436,0.0774493927125506,0.0487984496124031,0.06,0.0403184540010887,0,0.118918918918919,0.0415649867374005,0.0297369396072619
MED30,0.00752719981592874,0.0127811975377728,0.0112531328320802,0.0167206477732793,0.00616279069767442,0.00392523364485981,0.0159580838323353,0,0,0.00840848806366048,0.0119525750277881
MED31,0.00756006968412057,0.00718522663682149,0.0049874686716792,0.0167206477732793,0.0206976744186047,0.0413084112149533,0.0131001633097441,0,0.0378378378378378,0.00973474801061008,0.0078769914783253
MED4,0.0198534003878644,0.0144599888080582,0.0049874686716792,0.0248178137651822,0.0274806201550388,0.0506542056074766,0.0237152966793685,0,0.0108108108108108,0.0216710875331565,0.0197332345313079
MED6,0.0104854879531933,0.0150195858981533,0.0074937343358396,0.0227935222672065,0.0206976744186047,0,0.0105144256940664,0,0,0.000450928381962864,0.00565394590589107
MED7,0.00233376064161983,0.00522663682148853,0.0024812030075188,0.0146963562753036,0.0158527131782946,0.0132710280373832,0.00547904191616766,0,0.0108108108108108,0.00177718832891247,0
MED8,0.0119317621536338,0.0130609960828204,0.0363157894736842,0.0167206477732793,0.00422480620155039,0.0226168224299065,0.0110587915078933,0.235,0,0.0123872679045093,0.00417191552426825
MED9,0,0.000749860100727476,0.003734335839599,0.0126720647773279,0.00131782945736434,0,0.00248502994011976,0,0.0378378378378378,0,0
MEDAG,0,0,0.0074937343358396,0,0.00422480620155039,0.0226168224299065,0,0,0.0378378378378378,0.00310344827586207,0
MEF2A,0.00476613088781514,0.00718522663682149,0.0262907268170426,0.0167206477732793,0.00906976744186046,0,0.00316548720740338,0.235,0,0.00442970822281167,0.00898851426454242
MEF2B,0.00637675442921474,0.0111024062674874,0.0049874686716792,0,0.000348837209302325,0.0226168224299065,0.00752041371801851,0,0.0108108108108108,0,0.0115820674323824
MEF2C,0.0036814252374848,0.00270844991606044,0.028796992481203,0.0045748987854251,0.0216666666666667,0.0132710280373832,0.00520685900925422,0,0,0.0322811671087533,0.0408521674694331
MEF2D,0.0392794924892351,0.0432792389479575,0.0363157894736842,0.0308906882591093,0.0613953488372093,0.0413084112149533,0.0271175830157866,0,0.0378378378378378,0.0362599469496021,0.0352945535383475
MEFV,0.00341846629195017,0.00718522663682149,0.0049874686716792,0.0146963562753036,0.0110077519379845,0.0226168224299065,0.0135084376701143,0,0,0.0190185676392573,0.00491293071507966
MEGF10,0,0.002988248461108,0.003734335839599,0,0.00810077519379845,0,0.00561513336962439,0,0.0108108108108108,0.000450928381962864,0.000837347165616896
MEGF6,0.00650823390198205,0.00690542809177392,0,0.0227935222672065,0.0362015503875969,0.00392523364485981,0.0188160043549265,0,0.0648648648648649,0,0.0123230826231938
MEGF8,0.00650823390198205,0.00774482372691662,0.0074937343358396,0.00862348178137652,0.0158527131782946,0,0.0150054436581383,0,0.0648648648648649,0.00442970822281167,0.0123230826231938
MEGF9,0.0101239194030832,0.00858421936205932,0.01,0.0207692307692308,0.0139147286821705,0,0.00724823081110506,0,0.0108108108108108,0.0203448275862069,0.00417191552426825
MEI1,0.00164349340959143,0.000470061555679911,0,0,0.00713178294573643,0.0226168224299065,0.00615949918345128,0,0,0.00442970822281167,0.00268988514264542
MEI4,0.0106169674259606,0.0102630106323447,0.0049874686716792,0.032914979757085,0.0284496124031008,0.0506542056074766,0.0197686445291236,0,0.0918918918918919,0.00973474801061008,0.00157836235642831
MEIG1,0.0132794267494987,0.0270509233351987,0.0062406015037594,0.00862348178137652,0.0245736434108527,0.00392523364485981,0.0222182906913446,0,0,0.0203448275862069,0.00639496109670248
MEIKIN,0.00608092561548828,0.00942361499720201,0.01,0.0106477732793522,0.00422480620155039,0,0.00493467610234077,0,0.0108108108108108,0.00575596816976127,0.00380140792886254
MEIOB,0,0.002988248461108,0.0074937343358396,0.0045748987854251,0,0,0.00289330430048993,0,0,0,0
MEIOC,0.0018407126187424,0,0.0012280701754386,0.00255060728744939,0,0,0,0,0,0,0.00157836235642831
MEIOSIN,0,0,0,0,0.00228682170542636,0.00392523364485981,0,0,0,0.00310344827586207,0
MEIS1,0.0470039115143148,0.0508337996642417,0.0388220551378446,0.0187449392712551,0.0265116279069767,0.00392523364485981,0.0773353293413174,0,0.0108108108108108,0.00840848806366048,0.0215857725083364
MEIS2,0.00887486441179371,0.00970341354224958,0.0175187969924812,0.0936437246963563,0.0817441860465116,0.0226168224299065,0.0350108873162765,0.235,0.0918918918918919,0,0.014546128195628
MEIS3,0.00864477533445091,0.0102630106323447,0.028796992481203,0.0531578947368421,0.0807751937984496,0.0226168224299065,0.0261649428415896,0,0.0648648648648649,0.0203448275862069,0.020844757317525
MELK,0.0111757551852217,0.0150195858981533,0.0150125313283208,0.0126720647773279,0.0332945736434109,0,0.0114670658682635,0,0.0108108108108108,0.0349336870026525,0.00898851426454242
MELTF,0.00328698681918286,0.026211527700056,0.0074937343358396,0.0126720647773279,0.0129457364341085,0.00392523364485981,0.0199047359825803,0,0.0378378378378378,0,0.0071359762875139
MEMO1,0.0432567465404464,0.0374034695019586,0.0438345864661654,0.0511336032388664,0.0575193798449612,0.0786915887850467,0.0535193249863909,0.235,0.172972972972973,0.0521750663129973,0.0375175991107818
MEN1,0.0211353252473458,0.0362842753217683,0.01,0.032914979757085,0.0303875968992248,0.0319626168224299,0.0280702231899837,0,0.0108108108108108,0.00840848806366048,0.0138051130048166
MEOX1,0,0.002988248461108,0.0074937343358396,0,0.00616279069767442,0,0,0,0,0,0
MEOX2,0,0.00270844991606044,0.0187719298245614,0,0,0,0,0,0,0,0.0130640978140052
MEP1A,0.00739572034316142,0.0119418019026301,0.0112531328320802,0.00255060728744939,0.00616279069767442,0,0.00466249319542733,0,0.0108108108108108,0.00177718832891247,0.00602445350129678
MEP1B,0.0380961772343293,0.0877672076105204,0.0012280701754386,0.00862348178137652,0.00422480620155039,0.00392523364485981,0.00575122482308111,0,0,0.0190185676392573,0.0167691737680622
MEPCE,0.0133122966176906,0.0172579742585339,0.0150125313283208,0.0389878542510121,0.0177906976744186,0.0226168224299065,0.0154137180185084,0,0.0648648648648649,0.0216710875331565,0.0156576509818451
MEPE,0.00213654143246886,0,0.0087468671679198,0.0126720647773279,0.00422480620155039,0,0.00588731627653783,0,0,0.0110610079575597,0.0101000370507595
MERTK,0.00496335009696611,0.00998321208729715,0.0112531328320802,0.0146963562753036,0.00616279069767442,0.00392523364485981,0.01119488296135,0,0,0.0481962864721485,0.0186217117450908
MESD,0.0122933307037439,0.0172579742585339,0.0074937343358396,0.0187449392712551,0.0313565891472868,0.0506542056074766,0.0186799129014698,0,0.0108108108108108,0.0309549071618037,0.00935902185994813
MESP1,0.014955790027282,0.0186569669837717,0.0137593984962406,0.0288663967611336,0.0294186046511628,0.0413084112149533,0.0286145890038106,0.485,0,0.00840848806366048,0.0123230826231938
MESP2,0.0107813167669198,0.0127811975377728,0.0012280701754386,0.0308906882591093,0.0245736434108527,0.0132710280373832,0.0245318454001089,0,0,0.0216710875331565,0.0134346054094109
MEST,0.0116688032080991,0.0239731393396754,0.0400751879699248,0.0308906882591093,0.0197286821705426,0.0506542056074766,0.0103783342406097,0,0,0.00310344827586207,0.0178806965542794
METAP1,0.0185386056601913,0.0147397873531058,0.0024812030075188,0.000526315789473684,0.00422480620155039,0,0.00874523679912901,0,0,0.00310344827586207,0.00861800666913672
METAP2,0.0175196397462446,0.0318074986010073,0.0024812030075188,0.0207692307692308,0.0158527131782946,0.0132710280373832,0.0218100163309744,0,0.0108108108108108,0.0309549071618037,0.017139681363468
METRNL,0.0055221378562272,0.00438724118634583,0.0062406015037594,0.000526315789473684,0,0.0226168224299065,0.0263010342950463,0,0.0378378378378378,0.0322811671087533,0.00565394590589107
METTL1,0.0338230943693916,0.0466368214885283,0.035062656641604,0.0248178137651822,0.0303875968992248,0.00392523364485981,0.0196325530756669,0,0,0.00840848806366048,0.0167691737680622
METTL13,0.0101896591394669,0.0248125349748181,0.0125062656641604,0.0268421052631579,0.0332945736434109,0.0226168224299065,0.0182716385410996,0.235,0.0378378378378378,0.00708222811671087,0.010841052241571
METTL14,0.0094336521710548,0.0108226077224398,0.0024812030075188,0.0187449392712551,0.0255426356589147,0.0506542056074766,0.0105144256940664,0,0.118918918918919,0.00708222811671087,0.0182512041496851
METTL15,0.00575222693357,0.0122216004476777,0.0087468671679198,0.0187449392712551,0.0158527131782946,0.0319626168224299,0.00779259662493195,0,0.0108108108108108,0,0.0101000370507595
METTL16,0.012852118463005,0.0152993844432009,0.003734335839599,0.0106477732793522,0.0197286821705426,0,0.0171829069134458,0,0.0918918918918919,0.00708222811671087,0.0167691737680622
METTL17,0.012260460835552,0.00830442081701175,0.0125062656641604,0.0126720647773279,0.0051937984496124,0.0880373831775701,0.0231709308655416,0.485,0.0108108108108108,0.0283023872679045,0.0126935902185995
METTL18,0.0112414949216054,0.002988248461108,0.0062406015037594,0,0.0139147286821705,0,0.00915351115949918,0,0.0378378378378378,0.00442970822281167,0.0138051130048166
METTL21A,0.0154488380501594,0.0189367655288192,0.022531328320802,0.0389878542510121,0.0342635658914729,0.0226168224299065,0.0290228633641807,0,0,0.0415649867374005,0.0189922193404965
METTL21C,0,0,0,0,0,0,0,0,0,0,0
METTL22,0.0136409952996088,0.0208953553441522,0.0087468671679198,0.0288663967611336,0.0100387596899225,0.0319626168224299,0.024940119760479,0,0.0378378378378378,0.0296286472148541,0.0075064838829196
METTL23,0.0236991749663084,0.0340458869613878,0.0137593984962406,0.0106477732793522,0.0352325581395349,0.0132710280373832,0.0277980402830702,0,0.0108108108108108,0.0190185676392573,0.0178806965542794
METTL24,0.0018407126187424,0.00242865137101287,0.01,0,0.000348837209302325,0,0.0124197060424605,0,0.0108108108108108,0,0.0078769914783253
METTL25,0.0187358248693423,0.02229434806939,0.022531328320802,0.00862348178137652,0.0313565891472868,0.0319626168224299,0.0219461077844311,0,0.0648648648648649,0.0163660477453581,0.0193627269359022
METTL25B,0.0134437760904579,0.0180973698936766,0.003734335839599,0.0349392712550607,0.0332945736434109,0.0132710280373832,0.0184077299945563,0,0.0378378378378378,0.0163660477453581,0.00861800666913672
METTL26,0.03181803240969,0.0393620593172915,0.0425814536340852,0.0734008097165992,0.0565503875968992,0.0693457943925234,0.0407267283614589,0.235,0.172972972972973,0.0468700265251989,0.0345535383475361
METTL27,0.0199848798606318,0.0225741466144376,0.0024812030075188,0.00862348178137652,0.0168217054263566,0.0413084112149533,0.0350108873162765,0,0.0648648648648649,0.00575596816976127,0.0163986661726565
METTL2A,0.00762580942050423,0.0141801902630106,0.0024812030075188,0.00862348178137652,0.00713178294573643,0,0.0120114316820904,0,0.0108108108108108,0.00442970822281167,0.00935902185994813
METTL2B,0.00732998060677777,0.00634583100167879,0.0074937343358396,0.032914979757085,0.0119767441860465,0.0413084112149533,0.010242242787153,0,0.0108108108108108,0,0.00528343831048537
METTL3,0.0292213128225356,0.0278903189703414,0.0250375939849624,0.0288663967611336,0.0168217054263566,0.00392523364485981,0.0351469787697333,0,0.0378378378378378,0.0269761273209549,0.0197332345313079
METTL4,0.0142655227952536,0.00634583100167879,0.0112531328320802,0.00659919028340081,0,0,0.00493467610234077,0,0,0.00442970822281167,0.00565394590589107
METTL5,0.0112414949216054,0.00774482372691662,0.016265664160401,0.0187449392712551,0.0303875968992248,0.0319626168224299,0.0158219923788786,0,0.0108108108108108,0.0150397877984085,0.014546128195628
METTL6,0,0,0.0012280701754386,0.0045748987854251,0,0,0.00139629831246598,0,0,0,0
METTL8,0.00256384971896263,0.0021488528259653,0.0012280701754386,0.000526315789473684,0.0100387596899225,0.00392523364485981,0.00357376156777354,0,0,0.0123872679045093,0.00157836235642831
METTL9,0.0277421687539033,0.0208953553441522,0.0125062656641604,0.0389878542510121,0.0265116279069767,0.0319626168224299,0.0242596624931954,0,0.118918918918919,0.0336074270557029,0.0289959244164505
MEX3A,0,0.00326804700615557,0,0,0,0,0.00221284703320631,0,0,0.00310344827586207,0
MEX3B,0.00608092561548828,0.0111024062674874,0.0125062656641604,0.0045748987854251,0.0206976744186047,0,0.01119488296135,0,0,0.00708222811671087,0.0156576509818451
MEX3D,0.0222200308976761,0.0245327364297706,0.0338095238095238,0.0187449392712551,0.0168217054263566,0.00392523364485981,0.0378688078388677,0,0,0.0190185676392573,0.0186217117450908
MFAP1,0.0648851198106696,0.0480358142137661,0.022531328320802,0.0713765182186235,0.0274806201550388,0.0319626168224299,0.0431763745236799,0,0.0918918918918919,0.0402387267904509,0.0423341978510559
MFAP2,0.0203793182789337,0.0250923335198657,0.0150125313283208,0.126032388663968,0.00810077519379845,0,0.0162302667392488,0,0,0.0163660477453581,0.0160281585772508
MFAP3,0.00930217269828748,0.00886401790710688,0.0125062656641604,0.0045748987854251,0.0110077519379845,0.0319626168224299,0.0121475231355471,0,0.0648648648648649,0.0216710875331565,0.0267728788440163
MFAP4,0.00101896591394669,0,0.0588721804511278,0.000526315789473684,0.000348837209302325,0,0.00575122482308111,0.235,0.0108108108108108,0.0163660477453581,0.0189922193404965
MFAP5,0.0105183578213851,0.0186569669837717,0.0074937343358396,0.0227935222672065,0.0206976744186047,0.0226168224299065,0.0182716385410996,0,0.0108108108108108,0.0110610079575597,0.0175101889588737
MFGE8,0.00956513164382211,0.0180973698936766,0.108997493734336,0.0349392712550607,0.0187596899224806,0,0.0167746325530757,0,0,0.0389124668435013,0.0886476472767692
MFHAS1,0.0131479472767314,0.0206155567991046,0.0212781954887218,0.0308906882591093,0.0129457364341085,0.0226168224299065,0.0252123026673925,0,0,0.0216710875331565,0.0156576509818451
