,Acinar A,Acinar B,Active stellate,Alpha cells,Beta cells,Delta cells,Ductal,Epsilon cells,Gamma cells,Macrophage,Quiescent stellate
CERCAM,0.0155474476547349,0.0231337437045327,0.0501002506265664,0.0349392712550607,0.00906976744186046,0.00392523364485981,0.0133723462166576,0.235,0,0.0269761273209549,0.0215857725083364
CERK,0.0909509252867896,0.0953217683268047,0.0363157894736842,0.20497975708502,0.21062015503876,0.181495327102804,0.0947550353837779,0,0.0918918918918919,0.0720689655172414,0.0790144497962208
CERKL,0,0.000470061555679911,0,0.0045748987854251,0.00713178294573643,0,0,0,0,0.00310344827586207,0
CERS1,0.00683693258390034,0.0127811975377728,0.0125062656641604,0.0430364372469636,0.0168217054263566,0.0132710280373832,0.0179994556341862,0,0.0648648648648649,0.0150397877984085,0.0078769914783253
CERS2,0.0476941787463432,0.0701398992725238,0.053859649122807,0.0835222672064777,0.0623643410852713,0.106728971962617,0.101967882416984,0.485,0.0918918918918919,0.0747214854111406,0.0471507965913301
CERS3,0.00167636327778326,0.000749860100727476,0,0.00862348178137652,0.00713178294573643,0,0,0,0.0108108108108108,0.00708222811671087,0.00157836235642831
CERS4,0.0386549649935904,0.0653833240067152,0.0125062656641604,0.0308906882591093,0.00906976744186046,0.0226168224299065,0.0252123026673925,0,0.0108108108108108,0.0402387267904509,0.0134346054094109
CERS5,0.0210695855109621,0.0329266927811975,0.0313032581453634,0.0673279352226721,0.0633333333333333,0.106728971962617,0.0494365813826892,0,0.0648648648648649,0.0296286472148541,0.0293664320118562
CERS6,0.015909016204845,0.0301287073307219,0.035062656641604,0.0835222672064777,0.0478294573643411,0.14411214953271,0.0354191616766467,0.235,0.0918918918918919,0.0389124668435013,0.0163986661726565
CERT1,0.00591657627452914,0.0139003917179631,0.0125062656641604,0.0349392712550607,0.0226356589147287,0.0132710280373832,0.0125557974959173,0,0.0378378378378378,0.00575596816976127,0.0126935902185995
CES1,0.00913782335732834,0.011382204812535,0.0250375939849624,0.00862348178137652,0.00422480620155039,0.0226168224299065,0.0517501360914535,0,0.0378378378378378,0.00973474801061008,0.00528343831048537
CES2,0.0055221378562272,0.0102630106323447,0.016265664160401,0.0207692307692308,0.0129457364341085,0.00392523364485981,0.012691888949374,0,0.0108108108108108,0.0137135278514589,0.00861800666913672
CES3,0.0166650231732571,0.0197761611639619,0.0087468671679198,0.0288663967611336,0.0255426356589147,0.0319626168224299,0.0170468154599891,0,0,0.00973474801061008,0.0075064838829196
CES4A,0.00387864444663577,0.00914381645215445,0.01,0.0572064777327935,0.0158527131782946,0.0413084112149533,0.0098339684267828,0,0.0918918918918919,0.00708222811671087,0.00454242311967395
CES5A,0.000854616572987544,0.00774482372691662,0,0,0.00713178294573643,0.00392523364485981,0.00643168209036473,0,0,0,0
CETN1,0.00259671958715446,0.00690542809177392,0.0125062656641604,0.0045748987854251,0.0110077519379845,0.0506542056074766,0.00248502994011976,0,0.0108108108108108,0.00708222811671087,0.0012078547610226
CETN2,0.0145942214771719,0.00802462227196418,0.0200250626566416,0.0167206477732793,0.0226356589147287,0.06,0.03528307022319,0,0.0108108108108108,0.0296286472148541,0.0286254168210448
CETN3,0.012654899253854,0.0164185786233912,0.0074937343358396,0.0187449392712551,0.0274806201550388,0.0693457943925234,0.0156859009254219,0,0,0.0137135278514589,0.0197332345313079
CETP,0.00318837721460737,0,0.0062406015037594,0.0106477732793522,0.0129457364341085,0.0413084112149533,0.00398203592814371,0,0,0.00177718832891247,0.00676546869210819
CFAP100,0.00831607665253262,0.00746502518186905,0.0074937343358396,0.0126720647773279,0.00325581395348837,0.0413084112149533,0.00711213935764834,0,0,0.0203448275862069,0.00565394590589107
CFAP107,0,0.000190263010632345,0,0,0,0,0,0,0,0,0
CFAP119,0.000986096045754857,0,0.0012280701754386,0.00255060728744939,0.0051937984496124,0.00392523364485981,0.00683995645073489,0,0,0.000450928381962864,0
CFAP126,0,0.00326804700615557,0,0.00659919028340081,0.000348837209302325,0,0.00343767011431682,0,0,0.00442970822281167,0.000466839570211189
CFAP141,0.00364855536929297,0.00578623391158366,0.0087468671679198,0.000526315789473684,0.00131782945736434,0,0.00411812738160044,0,0,0.00840848806366048,0.00343090033345684
CFAP144,0.00670545311113303,0.00718522663682149,0.0024812030075188,0.000526315789473684,0.0158527131782946,0.00392523364485981,0.0109227000544366,0,0,0.00708222811671087,0.00157836235642831
CFAP157,0,0,0.0024812030075188,0.0207692307692308,0,0.0319626168224299,0,0,0.0108108108108108,0,0
CFAP161,0.00341846629195017,0.00662562954672636,0.0062406015037594,0,0.0168217054263566,0,0.00126020685900925,0.235,0,0,0.0012078547610226
CFAP20,0.013805344640568,0.0466368214885283,0.0062406015037594,0.0146963562753036,0.00616279069767442,0,0.0106505171475231,0,0,0.0269761273209549,0.0230678028899592
CFAP206,0,0.00158925573587017,0.0049874686716792,0.0045748987854251,0,0,0,0,0,0,0
CFAP20DC,0.0124905499128949,0.0161387800783436,0,0.0045748987854251,0.00325581395348837,0.0226168224299065,0.00847305389221557,0,0.0648648648648649,0.0137135278514589,0.00565394590589107
CFAP210,0,0.00270844991606044,0,0.0146963562753036,0.0051937984496124,0,0,0,0,0.000450928381962864,9.63319748054827e-05
CFAP221,0.000394438418301944,0.000749860100727476,0,0,0.00906976744186046,0.0693457943925234,0.0192242787152967,0,0,0,0
CFAP251,0,0,0.0024812030075188,0,0.00616279069767442,0.00392523364485981,0.00126020685900925,0,0.0108108108108108,0,0
CFAP276,0.00239950037800349,0.00326804700615557,0.0062406015037594,0.00659919028340081,0.0226356589147287,0.0226168224299065,0.00289330430048993,0.235,0.0108108108108108,0,0.00157836235642831
CFAP298,0.0141340433224863,0.0116620033575825,0.0150125313283208,0.0167206477732793,0.0197286821705426,0.0226168224299065,0.0238513881328253,0,0.0108108108108108,0.00973474801061008,0.00935902185994813
CFAP299,0.00779015876146337,0.00578623391158366,0.0150125313283208,0,0.00131782945736434,0,0.00534295046271094,0.235,0,0.0137135278514589,0.00935902185994813
CFAP300,0,0,0.0012280701754386,0.000526315789473684,0.00131782945736434,0.0226168224299065,0.00384594447468699,0,0.0918918918918919,0,0.00306039273805113
CFAP36,0.00101896591394669,0.00158925573587017,0.0112531328320802,0.00862348178137652,0.0119767441860465,0.0132710280373832,0.00588731627653783,0,0.0378378378378378,0.00575596816976127,0.0075064838829196
CFAP410,0.0200834894652072,0.015858981533296,0.003734335839599,0.0126720647773279,0.0129457364341085,0.00392523364485981,0.0181355470876429,0,0.0108108108108108,0,0.0104705446461652
CFAP418,0.0188344344739178,0.0183771684387241,0.016265664160401,0.0167206477732793,0.00906976744186046,0,0.0118753402286336,0,0.0378378378378378,0.0137135278514589,0.0134346054094109
CFAP43,0.00203793182789337,0.0021488528259653,0.0049874686716792,0.0187449392712551,0,0.0132710280373832,0.00370985302123026,0,0,0.00310344827586207,0.00306039273805113
CFAP44,0.0029911580054564,0.00690542809177392,0.0062406015037594,0.00862348178137652,0.0158527131782946,0,0.00820087098530212,0,0,0,0.00306039273805113
CFAP45,0.0089734740163692,0.00774482372691662,0.0049874686716792,0.0126720647773279,0.00713178294573643,0.00392523364485981,0.0103783342406097,0,0,0.00575596816976127,0.00157836235642831
CFAP46,0,0,0,0,0,0,0,0,0,0,0
CFAP47,0.00871051507083457,0.00354784555120313,0.0062406015037594,0.000526315789473684,0.0051937984496124,0,0.00370985302123026,0,0.0378378378378378,0.000450928381962864,0.0012078547610226
CFAP52,0.00269532919172994,0.00326804700615557,0.01,0.0106477732793522,0.0051937984496124,0,0,0,0.0108108108108108,0.000450928381962864,0
CFAP53,0.00193932222331789,0.0021488528259653,0.0012280701754386,0.0227935222672065,0.0206976744186047,0,0.00588731627653783,0,0.0108108108108108,0.00177718832891247,0.0104705446461652
CFAP54,0.00312263747822371,0.00606603245663123,0.003734335839599,0.00862348178137652,0.0177906976744186,0.0319626168224299,0.00343767011431682,0,0.0378378378378378,0.0163660477453581,0.010841052241571
CFAP57,0.00187358248693423,0.00326804700615557,0,0.0248178137651822,0.00713178294573643,0,0.00370985302123026,0,0,0,0
CFAP58,0.0154488380501594,0.0276105204252938,0.0150125313283208,0.0227935222672065,0.0303875968992248,0.00392523364485981,0.032833424060969,0,0,0.0269761273209549,0.014546128195628
CFAP61,0.0167636327778326,0.0139003917179631,0.0250375939849624,0.0248178137651822,0.0197286821705426,0.0693457943925234,0.0237152966793685,0,0.0648648648648649,0.00310344827586207,0.00935902185994813
CFAP65,0.00200506195970154,0.000470061555679911,0,0.0045748987854251,0.00906976744186046,0,0.00112411540555253,0,0.0108108108108108,0.0110610079575597,0.0012078547610226
CFAP68,0.00308976761003188,0.00774482372691662,0.0012280701754386,0.0045748987854251,0.00422480620155039,0.00392523364485981,0.00262112139357648,0,0.0108108108108108,0.00310344827586207,0.0012078547610226
CFAP69,0,0.00326804700615557,0.0024812030075188,0.0045748987854251,0.00228682170542636,0,0.00302939575394665,0,0.0108108108108108,0,0.0071359762875139
CFAP70,0.00756006968412057,0.00970341354224958,0.003734335839599,0.00862348178137652,0.0187596899224806,0,0.0050707675557975,0,0.0108108108108108,0.0190185676392573,0.0012078547610226
CFAP73,0.00558787759261085,0.0055064353665361,0,0.0227935222672065,0.0119767441860465,0.06,0.0182716385410996,0,0,0.0123872679045093,0.00898851426454242
CFAP74,0,0,0,0,0,0.0132710280373832,0,0,0,0.00310344827586207,0
CFAP77,0,0.0038276440962507,0,0,0,0,0.000307566684812193,0,0,0,0
CFAP90,0,0.00270844991606044,0.0062406015037594,0.0126720647773279,0.00325581395348837,0.0413084112149533,0.00180457267283615,0,0,0,0
CFAP91,0,0.00158925573587017,0,0.0045748987854251,0,0,0.00194066412629287,0,0,0.00310344827586207,0
CFAP92,0.00401012391940308,0.00494683827644096,0.003734335839599,0,0.0139147286821705,0.00392523364485981,0.00697604790419162,0,0.0108108108108108,0.000450928381962864,0.00898851426454242
CFAP95,0,0,0.0024812030075188,0,0.00422480620155039,0,0,0,0,0,0
CFAP96,0.00292541826907274,0.0046670397313934,0.0024812030075188,0,0,0.0319626168224299,0.00017147523135547,0,0.0378378378378378,0.00708222811671087,0.00639496109670248
CFAP97,0.00302402787364823,0.00186905428091774,0,0.00659919028340081,0.0100387596899225,0.00392523364485981,0.00520685900925422,0,0.0378378378378378,0.00575596816976127,0.00268988514264542
CFAP97D1,0.0109785359760707,0.0164185786233912,0.0200250626566416,0.00659919028340081,0.0139147286821705,0.0132710280373832,0.0162302667392488,0,0,0.0176923076923077,0.0101000370507595
CFAP97D2,0.0242579627255695,0.0155791829882485,0.0087468671679198,0.0248178137651822,0.0100387596899225,0,0.00874523679912901,0,0.0108108108108108,0.0137135278514589,0.0119525750277881
CFAP99,0.0102882687440423,0.0164185786233912,0.003734335839599,0.0106477732793522,0.0255426356589147,0.0413084112149533,0.0155498094719652,0,0,0.00973474801061008,0.00861800666913672
CFB,0.0201163593333991,0.0471964185786234,0.0388220551378446,0.0126720647773279,0.0265116279069767,0.0693457943925234,0.0965242242787153,0,0,0.0495225464190981,0.020844757317525
CFC1,0,0,0.0012280701754386,0.121983805668016,0.0730232558139535,0.06,0,0.735,0.0378378378378378,0,0
CFD,0.0146270913453637,0.0144599888080582,0.091453634085213,0.0369635627530364,0.0274806201550388,0,0.0208573761567774,0,0.0378378378378378,0.0468700265251989,0.0389996294924046
CFDP1,0.0357952864609013,0.0513933967543369,0.0501002506265664,0.0531578947368421,0.042984496124031,0.0226168224299065,0.055424605334785,0,0,0.0521750663129973,0.0356650611337532
CFH,0.00430595273312954,0.0038276440962507,0.0651378446115288,0,0.00228682170542636,0.00392523364485981,0.00683995645073489,0,0,0.00310344827586207,0.0293664320118562
