,B cell,Dendritic cell,Endothelial,Fibroblast,Macrophage,Mast cell,Monocyte,Neutrophil,NK cell,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
CD86,0.0499492217291483,0.0985339705035781,0.012558027091112,0.0170395873867843,0.173001526609448,0.0168952713666648,0.0888770276645417,0.0114265072427121,0.0166126526497619,0.0122549245248858,0.0183410442828817,0.0229068644766278,0.0259471384263669,0.0196481074313625,0.0228363572174366
CD8A,0.108286934770668,0.029521110680229,0.0353622770795127,0.0332529597928291,0.068336099835676,0.0568843899738465,0.0429105831690235,0.0213098291370155,0.267997096078101,0.0711727718807251,0.0838290372328707,0.0452782291298717,0.199674796435788,1.35002943430352,0.0519006626935839
CD8B,0.0136101572348169,0.00412181545346594,0,0,0.00641532107741555,0.00410963480518488,0,0,0.0455716528021777,0.00202228502864648,0.00561797752808989,0.000446014364770989,0.0253913922454722,0.241585847316705,0.00232531760435572
CD9,0.113017019611872,0.10292736211037,0.570600990947652,0.147245628742561,0.405069905383537,0.483344310176966,0.0793389904317217,0.0572741393635083,0.0550722370627071,0.0672954469434036,0.077990746860542,0.0633542917696927,0.0916259712655854,0.0941064190010101,0.0816661878603295
CDH1,0.0187907263466121,0.0136408306015141,0.0158986293274596,0.0183327236848251,0.0252590550016766,0.0173486627340931,0.0205019414774583,0.025976953364881,0.0128530631562904,0.0108555892091607,0.00727032385988103,0.0212961262215943,0.0124606566544978,0.0142278719463363,0.0258654865312479
CDH11,0.0384618728290807,0.0344636762378694,0.109296300185345,0.601052882598001,0.123379430135229,0.0778310711490369,0.0192378642538315,0.00854387169020699,0.0260116263834407,0.0448769290727255,0.0700044062568848,0.0165533969151066,0.053141250906628,0.0738003052522462,0.0837839000508353
CDH5,0.0152619328936502,0.0139154175769386,0.763613564603291,0.0108885854519967,0.0141633326321621,0.0179834106484928,0.028546069264174,0.0254278799263086,0.0201690210895322,0.0112345758571696,0.0132187706543292,0.00474131637819381,0.019008821646942,0.0150235483650626,0.00587474299867519
CDKN1A,0.164597468594529,0.273903518808003,0.420482677951781,0.458933269948866,0.336611989195021,0.198795887978924,0.163802332192236,0.112456019940035,0.0862158635424104,0.204517766341689,0.149427186604979,0.147918050158954,0.164873635927329,0.127413719742345,0.183990886565962
CDKN3,0.042666392687929,0.0184461026714422,0.0452912892819903,0.0206780697462909,0.0333632060048027,0.029590229654659,0.0221107670348014,0.0243297330491637,0.0348517422194413,0.0170068340345353,0.0316148931482705,0.0107368421052632,0.035726475461461,0.0470946006119641,0.0560987461139524
CEACAM1,0.0151117714701199,0.00860673605206554,0.0136715611698945,0,0.0156432898954283,0.00764608747112613,0.00521809868269847,0.0473908174692049,0.00192993151985283,0.00540401204164864,0.00418594404053756,0.00518874367125869,0.0170954594658122,0.00172056444624184,0.0406974057404981
CEACAM6,0,0.0155629394294853,0.0442241524564904,0.0852537563254537,0.107899235445664,0.0546174331367046,0.033027797602487,0.102984503124661,0.0270277316519465,0.00896065596911643,0,0.0128844931119746,0.0302809235035192,0.0409268044327708,0.0363931244712539
CELSR1,0.0292269452819676,0.0168443453147995,0.0486318915183379,0.0331226627894143,0.0403593676129701,0.0264164900826604,0.0198124448100255,0.01664270490915,0.0112272947266811,0.0125756055347394,0.0034699272967614,0.0174482515012363,0.0163240872427382,0.0169835183684635,0.0160549024166177
CELSR2,0.00294869616416596,0.00499134087564342,0.00743113060338407,0.0037689605106918,0.00507781959350118,0.00465370444609892,0,0.00497489433948633,0.00838219997486477,0.00193482657141367,0.000440625688477636,0.00474131637819381,0.00932178059742067,0.00981394900751614,0.00539815716162991
CENPF,0.022319519799574,0.00393875746984963,0.00543604871223203,0,0.00452382489602186,0,0.000621454233146641,0,0.0103127999850258,0,0,0,0.013496505536547,0.0154280102628081,0.0200153201111353
CFD,0.0945471645176459,0.0774823023877023,0.0397700161413602,0.0711349697101519,0.210261627119915,0.0654081476814997,0.197932417230159,0.0629021421088755,0.0564439791751899,0.0630974409962285,0.0495703899537343,0.10568091369363,0.0441620667835886,0.0584621134338006,0.0495855080130409
CFLAR,0.208144281418314,0.175601381606045,0.33819714925508,0.134289681421886,0.235666241104324,0.115915946013019,0.142887599946776,0.162833507929054,0.141339574358851,0.236410950412589,0.13251817580965,0.104249146355822,0.222662960523781,0.210609821256962,0.241171172878606
CHEK1,0.0414651012996866,0.0184918671673463,0.0284258877137631,0.01847039599032,0.0387844398301361,0.0178020541015215,0.0141815553593245,0.0174663150670086,0.0228108947876474,0.0220211189158834,0.0117316589557171,0.0139583186153303,0.0450671680696456,0.0451912601061331,0.0548470098602384
CHEK2,0.0365848550349521,0.0288804077375719,0.0287506684867414,0.018286013438318,0.0335056617841545,0.0318571864918008,0.0208466898111747,0.0265260268034534,0.0225568684705209,0.0138874823932316,0.0180105750165235,0.0171797951253974,0.0238673493755237,0.0221524678802034,0.0323261674790385
CHGA,0,0,0.0286810726068175,0.00581191918687424,0.00187256455808509,0.0196156195712349,0,0,0,0.00289686960097462,0.00192773738708966,0,0.000180245133381399,0.00123503705111153,0.00166309508572514
CHI3L1,0.0827594927705178,0.0113526058063102,0.0187056631510572,0.0270675397816678,0.134839206163087,0.01490034934998,0.0215361864786075,0.0561759924863635,0.017323926337716,0.0155200402615775,0.0537563339942719,0.0110052984811021,0.0515553030309032,0.0244705070003068,0.028831539846279
CIDEA,0.0030237768759311,0.00792026861350438,0.0181024988583834,0.0111713053650665,0.0118840401625329,0.00628591336884103,0.00855066590862354,0.0188389986634397,0.00269201047123219,0.00485010847917415,0,0.0122580949016837,0.00758833129822179,0.00689257030553958,0.0066461087345935
CIITA,0.561999675967454,1.19225965811513,0.111314580703138,0.0744218960038414,0.833608546513686,0.0588793119905313,0.482809456991133,0.0524697467759997,0.0732097161055359,0.0878190315740374,0.0656532275831681,0.529484045684681,0.200693234417059,0.135515044194081,0.106965725446217
CLCF1,0.0520514816585724,0.0227022007905215,0.0487710832781857,0.060371945541287,0.0420688369651921,0.0485419888131646,0.0271670759293084,0.0277614420402413,0.029212357979234,0.0323412168693555,0.0575567305573915,0.0132424349464265,0.0372986584742138,0.049391404503804,0.0537548182439237
CLDN4,0.0574572929056631,0.045447155254848,0.0786045171389012,0.067739872319288,0.097040939375069,0.055614894145047,0.0580795098525445,0.0469790123902756,0.0429805843674878,0.0323995225075107,0.0528750826173166,0.0253229718591782,0.072988248480289,0.050779341671245,0.0705823961444673
CLEC10A,0.0229201654936952,0.201595615279561,0.0043689118867321,0.00574062460010012,0.0425357753530675,0.00755540919764045,0.0413017576116803,0,0.0037589210031633,0.00167245119971523,0,0.0108263275638761,0.0190435684536703,0.00523070301336925,0.0182263458074765
CLEC12A,0.0384618728290807,0.0983966770158658,0.0345967224003497,0.0305462239294393,0.154458532663819,0.122898173071416,0.227006193373574,0.0832178593360546,0.0371379790735794,0.03082527027732,0.0213152676801057,0.0436674908748381,0.0474814043465682,0.0582713348559476,0.0274396469790091
CLEC14A,0.0219441162407483,0.0056320438183005,0.471473259309365,0.0106525757854341,0.0151209520378049,0.0169859496401504,0.0110788203558771,0.0115637756023552,0.0102619947216005,0.0108264363900831,0.0231879268561357,0.00205675261980455,0.0209528889926138,0.0130628973712121,0.0126973136586111
CLEC1A,0.00948071808773379,0.0143272980400753,0.158732573557961,0.00473758351720911,0.0247762881938732,0.00701133955672642,0.0221107670348014,0.0269378318823827,0.00574032627674964,0,0,0.00465183091958083,0.0113387733328888,0.00398108275173773,0.0105738437051406
CLEC2B,0.0459699440055955,0.050710072283817,0.0995528769959976,0.0575275373724024,0.145088108066454,0.0451868926941947,0.0670429665291706,0.0597449698370841,0.083878821424847,0.0275893073597059,0.0105750165234633,0.0308710702931826,0.103833709332524,0.177404116444506,0.0434564544924587
CLEC2D,0.168952149876907,0.0504354853083925,0.0351070921864583,0.0372061217077525,0.0759495698210347,0.0429199358570529,0.0419912542791131,0.0154072896723621,0.141085548041724,0.0434192881188453,0.0310090328266138,0.0459941127987755,0.299021499009318,0.243150182012022,0.311078706432482
CLEC4A,0.0663918976057156,0.0788094727689206,0.0539675756458376,0.0461400709607573,0.154292334254575,0.0466377450699655,0.116801642695569,0.195228840804826,0.0413548159378785,0.0516695359178075,0.0745758977748403,0.0383878488166726,0.0630002826018541,0.0499883557965345,0.044746650160204
CLEC4D,0.0120334622877488,0.0128170696752407,0,0,0.0212069795001135,0,0.0353261198272629,0.048900769425279,0,0,0.0145406477197621,0.000982927116448842,0.00503573749187784,0.00491194935559991,0.000938360163483193
CLEC4E,0.0265991203701874,0.0434335174350686,0.0201207793761767,0.0200487106354573,0.100000853901601,0.0173486627340931,0.0872682021071986,0.195777914243398,0.0109732684095546,0.0172109037680786,0.00705001101564221,0.0103789002708113,0.0225473503309395,0.0204754526178811,0.0219686191843452
CLEC5A,0.000921516946506974,0.076063603014676,0.000332350851145406,0.0146106545684109,0.264315681173969,0.00837151365901151,0.122777280479986,0.0390174475309757,0.00436858416426679,0,0,0.00894713293300365,0.00939766475381854,0.00286557447908814,0.00693296390775434
CLEC7A,0.167225293506309,0.321132478581012,0.0566122190829461,0.0482125308452601,0.987500359263479,0.0432826489509955,0.598644897119839,0.308749774229672,0.03723958960043,0.0728053297490709,0.0418594404053756,0.10899187566231,0.129937196661357,0.0483152064075991,0.160631022612126
CLOCK,0.0409395363173306,0.0274159438686414,0.0913173645383351,0.0606276226800631,0.0664366894443183,0.0302249775690587,0.029120649820368,0.00236679550626739,0.0176287579182677,0.0588411294108982,0.0528750826173166,0.0146742022842341,0.0608420970613648,0.034736508035556,0.0356530655182426
CLU,0.470926772596331,0.0501151338370639,0.179495344401927,0.145460805639182,0.0803419563510493,0.532310577859229,0.0511845431782167,0.0210352924177293,0.0644712107963859,0.0662750982756875,0.0474774179334655,0.0526160367361356,0.0840691712139899,0.066148952184526,0.0450872091932603
CMKLR1,0.0751763408822379,0.0405503541931117,0.0459176522013055,0.0282500465485074,0.120514486128264,0.0155350972643797,0.0661236376392602,0.00813206661127768,0.0194577474015782,0.0230706204026772,0.0196629213483146,0.0539583186153303,0.034364247686852,0.0194481553135518,0.0341425513791554
COL11A1,0.0316295280584523,0.0189952766222912,0.0552203014844679,0.497048831098725,0.121115966085528,0.0415597617547678,0.022915179813473,0.0210352924177293,0.0214899579385898,0.030533742086544,0.0866380259969156,0.00957353114329448,0.038814268887168,0.0732355142495565,0.0671989696348591
COL12A1,0.0480722039350196,0.0474150285787234,0.287461752790551,1.48287595893484,0.315314850181923,0.127160051925243,0.043140415391501,0.0235061228913051,0.0445047422702466,0.076566043410082,0.119244326944261,0.0216540680560462,0.102976860124292,0.147481950642723,0.16841941756156
COL14A1,0.0169887892642485,0.0531813550626371,0.12790159875167,0.218631177575666,0.047869952868797,0.0761988622262948,0.0233748442584282,0.0130737275584294,0.0431330001577637,0.0709103965090266,0.0233531614893148,0.0415198398681267,0.0317573387915936,0.0352284206552818,0.0299199999850252
COL15A1,0.0326055773113992,0.03716378149621,0.885267162710283,0.168732342135864,0.0791310822265588,0.055070824504133,0.0509547109557392,0.0442336451974136,0.0427265580503614,0.0329825788890628,0.0475324961445252,0.0291708465795361,0.038071218124927,0.0519975998333521,0.0537872749304484
COL16A1,0.0441680069232319,0.0343263827501572,0.0593264583999785,0.453015819246614,0.0705837354654493,0.0585165988965886,0.0179737870302048,0.00854387169020699,0.0207278789872104,0.0432443712043797,0.062679004185944,0.0205802425526905,0.0375227399470683,0.0359448517649246,0.0422400360330047
COL17A1,0.0106820094759762,0.00526592785106788,0.0207471422954919,0.00973066302542396,0.0177247271159578,0.00945965294083959,0.00889541424233993,0.0184271935845103,0.00472422100824382,0.00438366337393247,0.0271535580524345,0,0.0254943880104207,0.00857692580467666,0.0105986650137196
COL18A1,0.0609110056468598,0.0476896155541478,0.956046172592898,0.291523746467133,0.0897677804181619,0.154907603611859,0.0441746603926502,0.0576859444424376,0.0530400265256954,0.0855451116859842,0.0945692883895131,0.0346294595549276,0.0457709212635528,0.0594252670323595,0.0636493840416531
COL1A1,1.08666368978231,1.3299650262905,3.43194279951258,13.5862998200038,4.24187889592606,2.25111725178016,1.02084668981117,0.499140989054654,1.20916460103161,2.35299307390393,2.35310641110377,0.765904627340162,1.73957020738776,2.30614265035373,2.31396376022839
COL1A2,0.421974148525454,0.579930702918571,1.85559611923606,7.88606159774663,2.33535362981075,1.08653618540366,0.458447241408509,0.192620741971607,0.515469534222693,0.94878923739294,0.840879048248513,0.293779347698104,0.891727698184896,1.21314906866599,1.20164601009544
COL21A1,0,0,0.0108413287196556,0.00263562242438601,0,0,0,0,0,0,0,0,0.00152922860586581,0,0
COL27A1,0.0434922805173456,0.0274159438686414,0.126068907247007,0.0979736939795668,0.052745106206615,0.030950403756944,0.0259029987056817,0.00799479825163458,0.0234205579487509,0.0249072480045663,0.0484688257325402,0.0189695042976569,0.0493369719705976,0.0287306264411795,0.0296426362133935
COL3A1,0.613580124950111,0.837905166329856,2.46653195183477,8.72114000949991,2.57595352692602,1.61401170226982,0.608987347131331,0.259882238196727,0.729105666926041,1.566391709552,1.33151575236836,0.479998587071706,1.15041943507729,1.43679292213289,1.49981124759857
COL4A1,0.0573822121938979,0.0627918992024935,2.64300390469516,0.439951700828764,0.106902044990201,0.0808234541740641,0.0591137548536936,0.0727854640031788,0.0668082529139493,0.108313463385594,0.0710508922670192,0.0374035087719298,0.0832680354854576,0.0618520077045642,0.0692943504131129
COL4A2,0.0851620755470025,0.139676252321344,2.83093597911635,0.945634371081466,0.254399176089089,0.209949315617662,0.125075602704762,0.119044901202904,0.140018637509793,0.188746091220705,0.0980942938973342,0.115345343223831,0.14051528147789,0.131109736540406,0.180041457986836
COL4A5,0,0.00137594569922128,0.0204223615225137,0.0351189112190896,0.00418351386757027,0.00927829639386824,0,0.00717118809377596,0.00335247889576097,0.0027511055055866,0,0.00151983986812669,0.00467752821207855,0.00617594935502487,0.00482897022374516
COL5A1,0.0710469017351548,0.0826536904248631,0.376938855746056,1.22934257462997,0.291121110322004,0.189183990989443,0.0665833020842154,0.0283105154788137,0.0755467582230993,0.150934884877052,0.16418814716898,0.0540478040739432,0.129080161827549,0.131792934186429,0.180541498450134
COL5A2,0.047246316105603,0.045447155254848,0.262453633271226,0.730868032943534,0.176768690552308,0.0923395949067446,0.0332576298249646,0.0226825127334465,0.038814552766614,0.0859824039721483,0.0950649922890505,0.0310500412104086,0.0713209639198746,0.0886783197966929,0.0899562347259526
COL5A3,0.0378612271349596,0.0302533426146943,0.235148849714413,0.201114835135473,0.0818377420342435,0.0468191016169368,0.0303847270439947,0.0292713939963154,0.0268245105982454,0.0349066649481847,0.0408129543952412,0.0278285647003415,0.0672158851138521,0.040301838187177,0.0594831055899414
COL6A1,0.181265386606391,0.153176778613047,0.772823419379889,1.53468499761338,0.464940903761124,0.232346849168623,0.124730854371046,0.0429982299606256,0.15515860601053,0.2421249029518,0.254296100462657,0.125188743671259,0.187180522440644,0.240352146458919,0.213356041904561
COL6A2,0.35087271448386,0.283468298451956,1.66882397614693,2.48830909813383,0.733256364170289,0.380605826317698,0.202529061679711,0.0688046815735289,0.294263417268976,0.394739910823061,0.422504957038995,0.228186506534793,0.389771749065312,0.43337813964625,0.412612718174689
COL6A3,0.170754086959271,0.196927636697345,0.549583035210631,2.43966406404764,0.540561179967052,0.347145543401485,0.115882313805659,0.0445081819166998,0.156225516542461,0.362730115475851,0.2985239039436,0.127515365595196,0.20417910175142,0.257305168589246,0.270143756307322
COL8A1,0.0206677441407408,0.0375298974634426,0.058978479000359,0.577975562389427,0.123901767992852,0.0713022354580685,0.0199273609212643,0.0202116822598707,0.0242842474269808,0.0478213637995636,0.0344789601233752,0.0264862828211468,0.0658291442269043,0.0743941678903989,0.0711497106001644
COL9A1,0.00527619822888553,0.00544898583468419,0.00859106193544922,0.00985604316078534,0.00616206635856786,0.010729148769639,0.00280486034668376,0.00977928692699491,0.00391133679343917,0.00178906247602565,0.00385547477417934,0.00975250206052043,0.00634365627426711,0.00499518838283969,0.00268384992009101
COL9A2,1.104983383453,0.531832217723385,0.670865455291363,0.573186532905428,0.592953249928668,0.433833972853788,0.443508146947465,0.500650941010729,0.395365891485305,0.543419288118845,2.66044282881692,0.355524314141057,1.24967417432582,0.755788909690645,1.00114292581697
COL9A3,0.0295272681290282,0.0227937297823296,0.0291450451396435,0.0158693727900781,0.0220775425961524,0.0212478284939771,0.0203870253662195,0.0210352924177293,0.0113289052535316,0.0249947064617991,0.0276492619519718,0.0204907570940775,0.029800702973573,0.023337609088469,0.0229809610433532
IFIT1,0.0287764610113767,0.0224733783110011,0.0493974461975009,0.0192546364448353,0.0332919781151268,0.0352122826107707,0.0262477470393981,0.0365466170573999,0.0236745842658773,0.0326618978792091,0.0338180215906587,0.0157480277875898,0.0334304991550501,0.0359216492438217,0.024633116134978
COTL1,0.416493256566599,0.585742793898388,0.380650636008664,0.205913698355579,0.716961005854433,0.205687436763836,0.537624442052039,0.15734277354333,0.299851996245758,0.13781611629213,0.186660057281339,0.160535499823384,0.593592290231982,0.724476665476967,0.39749325378598
CPA3,0.00805418456419599,0.0151968234622527,0.0240413472785569,0.0244222647689454,0.031479624033373,4.34043535116355,0.0107340720221607,0.00854387169020699,0.0130562842099915,0.0446437065201047,0,0.0116316966913929,0.013228133700068,0.0168792438797152,0.0369715353476948
CPB1,0.0499492217291483,0.173313156810841,0.101478363007226,0.0371348271209784,0.0119710964721368,0.0753827577649237,0.139899781054567,0.0725109272838926,0.0358170422245218,0.0346734423955639,0,0.0683654774520193,0.0352236781289199,0.105547035867592,0.0156920193623663
CRIP1,0.217304128253662,0.180772769643206,0.409115350897543,0.101597425734913,0.220265188514399,0.11401170226982,0.121053538811405,0.0517834049777842,0.200426095722464,0.0853118891333634,0.135382242784754,0.108812904745084,0.30699779233869,0.286825813846419,0.283189842567808
CRP,0.337658509213194,0.232395121023005,0.675319591606493,0.528093935987812,0.561549664791554,0.450609453448638,0.265273258416093,0.0928266445110718,0.200934148356717,0.694372585302683,0.492178894029522,0.112123866713764,0.496710097684032,0.361951235489736,0.251591250731364
CRYAB,0.0597847949703826,0.0227479652864255,0.0905286112325308,0.128497610854995,0.0720320358888595,0.045096214420709,0.0265924953731145,0.0202116822598707,0.0254019632223372,0.0533312466052309,0.127395902181097,0.0231753208524667,0.0312672096885785,0.044027294619295,0.0455438454856964
CSF1,0.0570068086350722,0.0450352747917113,0.113541648860703,0.131934501624313,0.199696156817988,0.320123417902755,0.0623314059683799,0.124123830509699,0.0874859951280426,0.0493956160297543,0.045329367702137,0.036777110561639,0.0959774072353076,0.0996834098672964,0.189742772893267
CSF1R,0.144250595706174,0.247405875679543,0.0280083124342197,0.0355270112675207,0.435405072175512,0.0391114483706546,0.257688795074333,0.00703391973413286,0.020118215826107,0.0453142213588896,0.0685172945582728,0.118656305192511,0.0596195797382706,0.0353639821831627,0.0243129777439538
CSF2,0.010081363781855,0.010071199920996,0.0120708559316446,0.0133863544231175,0.0120502385717767,0.0363911001660844,0.00763133701871318,0.0158190947512914,0.0186448631867735,0.0161905551003624,0.0118968935888962,0.00322006358177323,0.0301526344497795,0.0236193781540281,0.0232532314471678
CSF2RA,0.128108242676667,0.488172888630895,0.0531324250867507,0.0520280204546887,0.437858477264349,0.0485419888131646,0.252287737846109,0.168049705595492,0.0253511579589119,0.0614648831278827,0.0680766688697951,0.193734604968798,0.120795128393168,0.0404087586789873,0.062310147232479
CSF2RB,0.114218311000115,0.115329540500375,0.141426398083549,0.0186301942020551,0.121392963434267,0.241142641696734,0.086463789328527,0.184384640393021,0.0209819053043369,0.12344377648687,0.0882903723287068,0.107291651948664,0.0974990139639177,0.021730926085247,0.100385751960838
CSF3,0.0334314651408159,0.0239378421799315,0.0655436903398477,0.0302659624503962,0.0326667555279715,0.0370258480804841,0.0302698109327559,0.0270751002420258,0.0280946421838776,0.0142373162221629,0.0261621502533598,0.0289918756623101,0.055176464047447,0.0380024998245648,0.0411751457693761
CSF3R,0.0225447619348695,0.0974813870977843,0.00977419189415566,0.00578487641258061,0.1107483510327,0.00945965294083959,0.217697988363232,0.656175992486363,0.0137167526345203,0.0120800076104201,0,0.029439302955375,0.013674666911161,0.0143133838905305,0.00908350855406465
CSHL1,0.0139104800818775,0.0162951713639506,0.0301657847118609,0.0146524479468647,0.021666003678025,0.0231520722371762,0.0206168575886971,0.0266632951630965,0.0139707789516468,0.00624944379489918,0,0.0110947839397151,0.0319584351772313,0.0241752429907681,0.0223116521888608
CSK,0.277593939801076,0.141232245182082,0.142957507441875,0.0835279356387147,0.210032115030959,0.161708474123284,0.144151677170402,0.0696282917313875,0.157952895498921,0.1204118833028,0.0917602996254682,0.0825936653714824,0.247865093902282,0.237824736094444,0.311298514728518
CST7,0.052351804505633,0.0768415994450453,0.00879984957522094,0.0202847203020199,0.049476537491487,0.0849039764809194,0.0241792570370998,0.0310558826716758,0.176141179805175,0.0235662183269964,0.0229676140118969,0.0299762157070529,0.0640277220243189,0.393539113929006,0.0706847249463634
CTLA4,0.0612864092056856,0.0410079991521525,0.00914782897484048,0.0140747159505917,0.0455273467194558,0.0197969761182063,0.0188931159201152,0,0.0773757477064098,0.0413494379643354,0.0714915179554968,0.0273811374072766,0.339388237859397,0.0581204775632486,1.10347543140126
CTNNB1,0.282549266777575,0.375683757698672,1.56874510081635,0.829126724122426,0.77494842226059,0.34243027318023,0.37432864798171,0.112456019940035,0.233093880104926,0.214867017114239,0.137365058382904,0.190871070293183,0.3988770494778,0.367406179178563,0.557947210560487
CTSG,0.125180094917826,0.076658541461429,0.106466067735106,0.0759190823260978,0.103261508406765,0.466115438214688,0.0693412887539465,0.0446454502763429,0.0630486634204777,0.0751084024562017,0.172670191672175,0.0684549629106323,0.130492431361396,0.111783919270445,0.0946052546924022
CTSW,0.032980980870225,0.0140984755605549,0.0161538142205139,0.0142443478984336,0.0198694780161991,0.0431919706775099,0.0101594914659667,0.0167799732687931,0.134176032215885,0.0267438756064554,0.0193875302930161,0.0173587660426233,0.0389453504111813,0.158092198723313,0.0155332437202978
CUZD1,0.0311790437878614,0.0461793871893133,0.0451057002688599,0.025027039539512,0.0331811791756309,0.0412877269343107,0.0445194087263666,0.0403901311274067,0.022912505314498,0.0255777628433512,0.0155871337298965,0.0264862828211468,0.0356331384450177,0.0456225942127723,0.0320955784877654
CX3CL1,0.0358340479173006,0.0251277190734376,0.146808479464332,0.0360211565068861,0.0358720105633876,0.0418317965752248,0.0263626631506369,0.012524654119857,0.012090984204911,0.025810985395972,0.0632848645076008,0.0118106676086189,0.0502407468618517,0.0327992708772109,0.0361614091711051
CX3CR1,0.0162379821465971,0.0384909518774282,0.0116764792787425,0.0168379957965954,0.045384890940104,0.0106384704961533,0.038084106496994,0.0432727666799119,0.0239286105830038,0.00933964261712529,0.0137144745538665,0.0195064170493347,0.0155310344311895,0.0152244809489743,0.0375325536075928
CXCL1,0.0209680669878014,0.0234801972208908,0.0334367910682845,0.0375650530756498,0.0817111146748197,0.0365724567130558,0.0660087215280214,0.133595347325073,0.0166634579131872,0.0265106530538345,0.0220863626349416,0.0176272224184623,0.0260237144172846,0.0123557822379166,0.0158862183208084
CXCL10,0.377676528584017,0.112492141754322,0.144743801693256,0.145079748365044,0.385228981003813,0.0522597980260772,0.111170753244868,0.0235061228913051,0.157343232337818,0.048754254010047,0.103051332892708,0.0701551866242788,0.418607675327367,0.278682669853511,0.236272318188824
CXCL12,0.134339941753174,0.0836605093347528,0.289688820948116,0.25031055844364,0.145784558543286,0.106576083843995,0.0720992754236776,0.0270751002420258,0.080728895092479,0.106243613231084,0.114507600793126,0.10899187566231,0.086695317584993,0.100879690878431,0.0838666449109149
CXCL14,0.0830598156175784,0.0879166074538321,0.0501630008766639,0.571721306225518,0.168822823748461,0.167421205352882,0.050495046510784,0.0193880721020121,0.0800684266679502,0.142509720163624,0.0787618418153778,0.0417882962439656,0.116488838926326,0.106139209130077,0.113608388603867
CXCL16,0.184193534365232,0.396232016359603,0.0873503993826723,0.0894429279069397,0.612121466461452,0.20287641028578,0.334912421826803,0.218152656865224,0.0810337266730307,0.0855451116859842,0.0567856356025556,0.170020958436359,0.124084774881157,0.100255130248105,0.0974864215280924
CXCL17,0.00482571395829465,0,0.00506487068597118,0.000528744463509534,0.00576635586036834,0.0067393047362694,0.000851286455624232,0.0089556767691363,0.00360650521288743,0.014966136699103,0.00429610046265697,0,0.0122998304960595,0.0102740818203837,0.0118320724554036
CXCL2,0.0374858235761338,0.0362942560740325,0.119341305521029,0.0678898367949163,0.180702052904411,0.0291368382872306,0.12909766659812,0.0892576671603511,0.0200674105626817,0.0218753548204954,0.0108504075787618,0.036866596020252,0.0122510675101468,0.0211723045062357,0.0208157219663362
CXCL3,0.0328308194466947,0.047186206099203,0.077676572073249,0.0752897232152642,0.21570660357514,0.0487233453601359,0.152885301624551,0.17326590326193,0.0354106001171195,0.0397168800959895,0.00561797752808989,0.0626384081007889,0.049883780175328,0.0342061703490493,0.0273328261703115
CXCL5,0.00662765104065818,0.0117644862694469,0.0187984576576225,0.0322327096717512,0.117815740530544,0.0225173243227765,0.0362454487171733,0.0711382436874616,0.0153933263275549,0.00954371235066852,0.000605860321656757,0.00823124926409985,0.0041871760408971,0.0119204039835527,0.0210654918406721
CXCL6,0.00482571395829465,0.010071199920996,0.00557524047207984,0.0109623384727975,0.0229481056921914,0.00728337437718343,0.0157903809166677,0.0276241736805982,0.000100942036542356,0.0088148918737284,0,0.00322006358177323,0.0156734229632426,0.00579872882730367,0.00150849371563236
CXCL8,0.0176645156701349,0.0491540794230783,0.0377285369969256,0.122818628253333,0.868130330376612,0.28104108203043,0.335946666827952,5.87511902611711,0.0502457370373044,0.047792210980486,0,0.0199538443423996,0.0107382632762331,0.0226058140172829,0.0279401932306161
CXCL9,0.372796282319283,0.136793089079387,0.160379676049494,0.102448043908149,0.369107735307165,0.0442801099593379,0.0838207187700347,0.031330419390962,0.115581305802228,0.0510864795362554,0.114397444371007,0.0941372895325562,0.344782811827211,0.296967962085024,0.179286486276573
CXCR1,0.000395951964150938,0.00233700011320691,0,0,0.00170636614884129,0.00193335624152874,0.00682692424004161,0.116985875808258,0.00589274206702552,0,0,0.00107241257506182,0.00340393823357754,0.00707107686713247,0.0018772214522505
CXCR2,0.00512603680535523,0.0139154175769386,0.00817348665590576,0.00490721546505097,0.0178671828953096,0.0141749231620946,0.0218809348123238,0.169559657551566,0.00472422100824382,0.00496671975548457,0,0.0135108913222654,0.0125682767570533,0.00634557001766675,0.00788302924405373
CXCR3,0.0526521273526936,0.0123594247161999,0.0194248205769376,0.0138804996624829,0.0165850808811431,0.0293181948342019,0.00360927312535533,0.0089556767691363,0.0650300686940641,0.0291635595898966,0.0603106411103767,0.0590589897562699,0.087481245075472,0.131302207542562,0.0768445062424423
CXCR4,0.633476513567875,0.503092114295624,0.210140730195088,0.0687035784577519,0.589558053854116,0.129336330488899,0.326063881261416,0.504768991800022,0.56393775553042,0.291859612298193,0.139788499669531,0.357940421523608,0.906173368964545,1.02565855724633,0.316515481888222
CXCR5,0.0763776322704803,0.0210089144420706,0.0110037191061447,0.0175755260046035,0.0297701546811511,0.0128147490598095,0.0192378642538315,0.0361348119784705,0.0357154316976713,0.0227499393928235,0.0265476977307777,0.0144057459083951,0.0538118968661038,0.0486121186734148,0.0444822123508017
CXCR6,0.0396631642173231,0.020642798474838,0.0159682252073835,0.0186744460145356,0.0328962676169272,0.0285020903728309,0.0215361864786075,0.0204862189791569,0.104658174165791,0.0389006011618166,0.0224168319012999,0.0305131284587307,0.141359160215678,0.173994698719323,0.13349955712219
CYP19A1,0,0,0,0,0.000440092554602839,0,0,0,0,0,0,0,0.00244973976029509,0,0.00320098606075759
