,B cell,Dendritic cell,Endothelial,Fibroblast,Macrophage,Mast cell,Monocyte,Neutrophil,NK cell,Plasma,Plasmablast,Plasmacytoid dendritic cell,T cell CD4,T cell CD8,T cell regulatory
ADGRB2,0,0,0,0.00570620652372641,0,0,0,0,0,0,0,0,0,0,0.00274068129262169
ADGRB3,0.0133849150995215,0.00384722847804148,0.0161306155938726,0.030484763078772,0.00648654896709146,0.00184267796804306,0.0016556992342958,0.00030777011162085,0,0.00429620491669966,0.0220312844238819,0.00277263628870835,0.0220829148668794,0.00567101794502123,0.00665892099659009
ADGRD1,0.00910531452890805,0.0101169644169001,0.0200743821228941,0.0529671422528857,0.0317170503322927,0.00982236603478227,0.00544793090517606,0,0.000202552563392938,0.0132169675544467,0,0,0.00297812432315356,0.00346796798930206,0.00353046555388389
ADGRE1,0,0,0,0,0,0.00184267796804306,0,0.00415128418162771,0,0,0,0,0.000575030132583367,0.00132269713316313,0.00188593128711985
ADGRE2,0.0253227482701799,0.0743703166662251,0.0145299103556227,0.00410576597234883,0.0870373779805852,0.135502453085925,0.0960018265613471,0.060980385073872,0.00701045786238191,0.00473349720286373,0.000936329588014984,0.0179851642529142,0.00322253293380732,0.00876150096030685,0.00269390203022998
ADGRE5,0.0841860262940556,0.0768873639409494,0.0381693109031103,0.0238666586789126,0.113834892918657,0.098324360956799,0.092669259335422,0.120966658237908,0.136360658543172,0.0384924616947301,0.0343688037012558,0.0410724125750618,0.10745622476281,0.172772390407379,0.0917207565019476
ADGRF1,0.00655257032889304,0.0114441347981184,0.0133931776501989,0.00703130246411431,0.0159836009238799,0.0113638966840387,0.0111937364671158,0.0114265072427121,0.00782334207718657,0.0027511055055866,0.00380039656311963,0.0119896385258448,0.00906863632824187,0.00864149105547705,0.00906587830524609
ADGRF4,0,0.00183359065826206,0.0019330560893953,0.000995846928581332,0.000147266785935199,0.00265878242941412,0,0.0033276740237691,0.00035496835366881,0,0,0.00107241257506182,0.000180245133381399,0.00103450517072044,0.00101519963702359
ADGRF5,0.0063273281935976,0.0095220259701471,0.38271531377974,0.0195447316599851,0.0186823465216006,0.0229707156902048,0.00809100146366836,0.0100538236462811,0.0101603841947499,0.00374230135422516,0,0.0084102201813258,0.0125208718530457,0.0129968708863882,0.0065750608062778
ADGRG1,0.00670273175242334,0.008286384580737,0.241482074787488,0.00458761904158079,0.0242618645462138,0.0105477922226677,0.0161351292503841,0.0309186143120327,0.0324130895750273,0.00837759958756433,0,0,0.0128366485935323,0.0312198393691308,0.00990381179155605
ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0,0.00360490266762797,0,0
ADGRG3,0.0242716183054679,0.0143730625359793,0.039143653222045,0.0119506289515284,0.0222041699555763,0.0160791669052937,0.0383139387194716,0.291728497633927,0.0392718001374416,0.0270354037972314,0.0402070940735845,0.018432591545979,0.0355525147594038,0.0199774447637501,0.0100863270044755
ADGRG5,0.0459699440055955,0.0177596352328811,0.00399773386047125,0,0.0115279007141533,0.00447234789912758,0.00671200812880281,0.0034649423834122,0.0211851263580381,0.0239160521559277,0.0180105750165235,0.0302446720828918,0.0253686588647675,0.038382934243501,0.00543480223491394
ADGRG6,0.0178897578054303,0.0218784398642481,0.0382853040363168,0.0091701400673378,0.0262483312471754,0.0130867838802665,0.0130323942469366,0.0117010439619983,0.0129038684197157,0.0112928814953248,0.0198281559814937,0.0205802425526905,0.0126898405641406,0.017495236741333,0.00563552482985024
ADGRL1,0.0127842694054003,0.00943049697833894,0.0304441682315565,0.0190186267782727,0.00980260294200342,0.0304970123895157,0.00280486034668376,0.00415128418162771,0.0117861526243593,0.0173858206825442,0.0277594183740912,0.00733639467797009,0.0137466406896395,0.0183687726993648,0.00945597271367929
ADGRL2,0.00587684392300671,0.00430487343708225,0.200838080911926,0.0453435383361086,0.00866295670718881,0.0200690109386633,0,0.00497489433948633,0.00645159996470372,0.0103308384657638,0.022582066534479,0.00241469445425645,0.0040282144024158,0.00522494906075931,0.00710345251798137
