,B cell,Central venous LSEC,Cholangiocyte,Erythroid,Hepatocyte A,Hepatocyte B,Hepatocyte C,Hepatocyte D,Hepatocyte E,Inflammatory macrophage,NK-like cell,Non-inflammatory macrophage,Periportal LSEC,Portal endothelial cells,Stellate cell,T cell CD3 alpha beta,T cell gamma delta
NCK1,0.0505567928730512,0.039782345828295,0.036652719665272,0.0390605686032138,0.0376726071049215,0.0554594519789648,0.0529853217084207,0.0597428571428571,0.0322877205950291,0.0242756183745583,0.0719512195121951,0.034983922829582,0.0627224919093851,0.0528455284552846,0.0348779965753425,0.0218004587155963,0.0699791340636411
NCK2,0.0527839643652561,0.0252720677146312,0.311129707112971,0.0452410383189122,0.012651953263307,0.0100678106836424,0.0133649707537799,0.0157428571428571,0.0111290769657212,0.0348763250883392,0.0719512195121951,0.0118327974276527,0.0817354368932039,0.00406504065040651,0.0573523116438356,0.022947247706422,0.0642410015649452
NCKAP1,0.010467706013363,0.0579201934703749,0.122008368200837,0.019283065512979,0.051835241354892,0.0594727373373928,0.0643527204502814,0.111742857142857,0.064256675598263,0,0.0231707317073171,0.0047588424437299,0.059081715210356,0.00406504065040651,0.0543557363013699,0.00345183486238532,0.0193792383933229
NCKAP1L,0.0951002227171492,0.0143893591293833,0.0249372384937239,0.0810877626699629,0.100106219756875,0.100159147522834,0.0720781370709635,0.0560285714285714,0.0588053219994456,0.0553710247349823,0.0475609756097561,0.113440514469453,0.0352144012944984,0.0121951219512195,0.0320954623287671,0.0240940366972477,0.122665623369849
NCOA1,0.0349665924276169,0,0.0115481171548117,0.00939431396786156,0,0.00328674231940216,0.00210793510650038,0.00431428571428571,0.00558532754319505,0.0108480565371025,0,0,0.0129652103559871,0,0.00662457191780822,0,0.0407668231611894
NCOA2,0.0795100222717149,0.0482466747279323,0.0826778242677824,0.0328800988875155,0.0664699634131949,0.0973913645170219,0.0895155060147887,0.103457142857143,0.0644414672456805,0.0320494699646643,0.0963414634146341,0.0439871382636656,0.0497775080906149,0.0447154471544715,0.0616331335616438,0.044506880733945,0.0824986958789776
NCOA3,0.130734966592428,0.0990326481257558,0.0525523012552301,0.0489493201483313,0.0372005192965892,0.0547675062275118,0.0631387264098885,0.0494571428571429,0.0339508454217869,0.0475971731448763,0,0.0472025723472669,0.0611043689320388,0.0365853658536585,0.0520012842465753,0.022947247706422,0.0720657276995305
NCOA6,0.0282850779510022,0.0446191051995163,0.0726359832635983,0.0279357231149567,0.0498288681694795,0.0762178245225574,0.0835558989074054,0.110885714285714,0.0583433428809018,0.0334628975265018,0.0719512195121951,0.0311254019292605,0.0396642394822006,0.0365853658536585,0.0438677226027397,0.0275344036697248,0.0564162754303599
NCOA7,0.0260579064587973,0.016807738814994,0.304435146443515,0.00321384425216317,0,0,0.0166758635912151,0.0226,0.00272105700822323,0.00166077738515901,0.0231707317073171,0.0047588424437299,0.024292071197411,0,0.00769477739726028,0,0.0204225352112676
NCOR1,0.0616926503340757,0.0288996372430472,0.0843514644351464,0.0180469715698393,0.0597427121444589,0.0704054802103515,0.0630283633153074,0.0777428571428571,0.0520604268687055,0.0263957597173145,0.0475609756097561,0.0420578778135048,0.0392597087378641,0.00406504065040651,0.0361622431506849,0.00849770642201835,0.0783255086071988
NCOR2,0.0394209354120267,0.0180169286577993,0.0709623430962343,0.0415327564894932,0.032951729021598,0.0434195959036811,0.0432733693852776,0.0440285714285714,0.0274831377621732,0.0278091872791519,0,0.0491318327974277,0.0651496763754045,0.0447154471544715,0.0466502568493151,0.0142316513761468,0.0663275952008346
NCR1,0.0371937639198218,0,0.00234309623430962,0.0390605686032138,0,0,0,0,0,0.0214487632508834,0.19390243902439,0.0047588424437299,0.00730177993527508,0,0,0.00551605504587156,0.141444966092853
NCR3,0.055011135857461,0,0.0182426778242678,0.0328800988875155,0.00226602147999527,0.00217962911707722,0.0099437148217636,0.00945714285714286,0,0.0504240282685512,0,0.00347266881028939,0.0109425566343042,0.0121951219512195,0.00833690068493151,0.0137729357798165,0.059546165884194
NCR3LG1,0,0,0.00569037656903765,0.0106304079110012,0,0,0,0,0,0,0,0,0.000829288025889966,0.00406504065040651,0.00405607876712329,0,0.00268648930620762
NCSTN,0.0750556792873051,0.0506650544135429,0.0676150627615063,0.0353522867737948,0.093733034344388,0.095177138112372,0.0743957620571681,0.0691714285714286,0.071001570729003,0.0560777385159011,0.0475609756097561,0.0555627009646302,0.0331917475728155,0.0365853658536585,0.0603488869863014,0.0208830275229358,0.0501564945226917
NDC1,0.0216035634743875,0.00713422007255139,0.0241004184100418,0.00444993819530284,0.0121798654549746,0.0154649875449765,0.00817790530846484,0.0143142857142857,0.0137161600295667,0.00236749116607774,0.0719512195121951,0.00861736334405144,0.00366100323624595,0.00406504065040651,0.00940710616438356,0.00505733944954128,0.0178142931664058
NDC80,0.00378619153674833,0.00350665054413543,0.00652719665271966,0.00815822002472188,0,0,0.00354265533605562,0,0,0.0271024734982332,0,0.0163344051446945,0.00487459546925566,0,0.00212970890410959,0.0057454128440367,0.00998956703182055
NDE1,0.0461024498886414,0.0313180169286578,0.0333054393305439,0.0477132262051916,0.00911129470081434,0.013112371990036,0.0181105838207703,0.0140285714285714,0.0128845976161878,0.0412367491166078,0.0231707317073171,0.0201929260450161,0.0352144012944984,0.0203252032520325,0.0267444349315069,0.0135435779816514,0.0673708920187793
NDEL1,0.0505567928730512,0.0700120918984281,0.0508786610878661,0.0514215080346106,0.0701286439277706,0.141675892610019,0.111146672552698,0.0977428571428571,0.059452092765407,0.0369964664310954,0.0963414634146341,0.0227652733118971,0.0526092233009709,0.0284552845528455,0.0460081335616438,0.0208830275229358,0.0574595722483046
NDP,0.00378619153674833,0,0.00150627615062761,0.00939431396786156,0.0164286557299658,0.00923747578189869,0.00100430416068866,0.00174285714285714,0,0.00448763250883392,0,0.00540192926045016,0.00447006472491909,0,0.00105950342465753,0.00161697247706422,0.00790297339593114
NDRG2,0.0683741648106904,0.101451027811366,0.232468619246862,0.0291718170580964,0.165844447067154,0.183054248546914,0.122072618916234,0.0863142857142857,0.0904970895315532,0.0461837455830389,0.0475609756097561,0.0793569131832797,0.186508899676375,0.0203252032520325,0.281025256849315,0.0334977064220184,0.0423317683881064
NDRG4,0.0394209354120267,0.0313180169286578,0.042510460251046,0.0205191594561187,0.0312994216924348,0.0334555770827567,0.0338925063458779,0.0274571428571429,0.0254504296405802,0.0157950530035336,0.0231707317073171,0.0272668810289389,0.0416868932038835,0.0528455284552846,0.0190389554794521,0.0307454128440367,0.0146844027125717
